COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-1	t t e									
56-1	u m e ʔ									
96-1	t t a tʃ									
99-1	r r i r ʔ									
114-1	t o k i tʃ i									
115-1	r w u									
133-1	t i p a a a z									
144-1	r n a w a tʃ i ʔ									
150-1	k a w									
234-1	k o m									
236-1	p a k u n									
241-1	t w i n									
249-1	i tʃ i ʔ									
1-1	w a t a									
2-1	w i m m									
65-1	i w									
74-1	p a n a									
106-1	t u n e n i									
128-1	p o k tʃ									
147-1	t i m i z i									
231-1	p a n a w o									
232-1	p p n i m o									
239-1	n a m a k a n									
266-1	tʃ t i m									
51-1	u w i ʔ									
97-1	m a p u m									
109-1	u p u n i tʃ									
121-1	k a p i j a k tʃ ʔ									
149-1	t o k									
160-1	k i n a k									
163-1	u p e n									
167-1	p a									
207-1	m i ʔ									
259-1	t o w a									
66-1	k a a a k a w									
134-1	n a p a z i									
139-1	m o n i a i									
142-1	p p a a m a									
145-1	k a t a t i tʃ i									
148-1	t a w a w a n a									
162-1	i n i									
166-1	i m i									
179-1	t a									
201-1	p m									
21-1	t a w									
24-1	t a k u a n									
50-1	i n a									
57-1	t o k a w a									
84-1	p i w a n									
91-1	t o k o n									
131-1	t u k a p i m									
151-1	k i w									
154-1	w e									
192-1	t u t									
197-1	t u r m ʔ									
205-1	i p a n									
227-1	t a p u i t o									
246-1	i w i ʔ									
251-1	w a n a									
52-2		i t e								
56-2		i m								
96-2		a a a n n								
99-2		a r i k r n n								
114-2		t o k i g								
115-2		o r r e n								
133-2		t o p a a a a								
144-2		i r a a a g n n								
150-2		a g a								
234-2		k o m								
236-2		p i k i n								
241-2		a a i n n								
249-2		i k u n								
74-2		p a a a								
93-2		t o p a r i g n								
95-2		w i k i								
106-2		t i n i t i								
119-2		w ã t t i n n								
128-2		h o k i g n								
147-2		t i k i g n								
231-2		p a a a o n								
232-2		w i p j j								
239-2		j a a a a a n								
266-2		i t i n n								
51-2		i w i n								
55-2		h h a m								
97-2		m a h i m								
121-2		k a p i j a a a n n								
163-2		o p u n								
167-2		p a								
259-2		t o w a								
66-2		k a a a a a a								
112-2		t r a a a i w n n								
116-2		t o p a a a g i								
125-2		a a t i m a a n								
135-2		t i j i								
139-2		w i o r r i n n								
142-2		p p a a a m a								
148-2		t a a a a i n								
162-2		i w i n								
166-2		i m i								
179-2		t a								
45-2		h r o j j a j								
84-2		p i w a n								
131-2		t o k a p a m								
146-2		i i a a a e								
154-2		w i								
192-2		t i t n								
197-2		t r p i n								
235-2		s o w i								
237-2		j i m a n i								
246-2		i w i n								
250-2		t o p i k o n e n								
52-3			t tʃ e j							
56-3			u m a j							
96-3			p m a j							
99-3			a a i m r							
114-3			tʃ e k n tʃ r							
115-3			u t i r r							
