COGID	dutch	english	french	german
1469-1	z ɑ n d			
2047-1	z ɔ ə			
2054-1	d ɔ n t r			
1375-1	l ə x t			
760-1	w ɪ n t			
756-1	s n aː			
726-1	m ɔ t ə r			
1351-1	x r ɛɪ n d v t r			
1353-1	x r ɛɪ n + m ɔ t ə r			
412-1	v ɑ ɛɪ v ə r ə l			
406-1	s ə ə + r ə m l			
1005-1	s t eː v + v ɑ t ə r			
1012-1	s t eː p + m ɔ t ə r			
1016-1	w ɪ d ə r			
1069-1	ɪ ə			
509-1	v aː l ə			
693-1	m l l			
2179-1	n eː s t			
1753-1	v ɪ s			
1131-1	w aː l v			
1198-1	b l r d			
2032-1	h ɔ n			
2241-1	n aː z ə			
2244-1	l ɪ p			
610-1	n ə			
945-1	h ɛ t			
1534-1	l ə k ə			
384-1	z oː eː ə			
1650-1	n ɔ t			
1663-1	z ɑ l t			
2279-1	l ɛɪ n ə			
471-1	z aː ə			
1385-1	z ɛ d			
792-1	j aː k			
1111-1	m ɑ s t			
197-1	z uː d ə			
2020-1	l oː ŋ			
867-1	h ɔ n d r t			
1970-1	v l l			
1230-1	d ɪ l ə			
2017-1	n œy ə ə			
968-1	w ɛ l d			
1674-1	l ɑ n d			
1671-1	h øː l ə			
829-1	k l ɪ p ə			
1025-1	w ɑ t ə r			
1027-1	z ɛɪ			
1832-1	r oː v			
-1816-1	ɔ t ɑ			
-335-1	l ə x ə n ə			
1043-1	s t r oː m			
423-1	s t n			
2049-1	m oː n t			
2062-1	s t ɔ r m			
2065-1	r aː n + + v oː			
1368-1	d ɑ d			
1365-1	d j ə			
754-1	r aː n ə			
768-1	w eː t ə r			
1211-1	v œy ə r			
106-1	m ɑ n			
-98-1	b aː b iː			
719-1	v ɑ t ə r			
1341-1	z oː n			
-2027-1	t n t			
-2026-1	n eː v j ə			
409-1	s ɔ ɛɪ ɣ ə n + z ɔ			
402-1	d ɔ t ə r r ə n ɔ l t ə r			
1014-1	s t eː p + d ɔ x ə r r			
1059-1	w iː r			
120-1	s t ɑ l			
2183-1	d t aː			
2194-1	ɔ k s ə			
2199-1	k ɑ l ə			
2197-1	d ɛ p			
1523-1	z			
1521-1	b aː k			
512-1	m ɛ r aː			
2141-1	h ə n			
2147-1	x ɛɪ s			
814-1	k r m ə			
810-1	d oː b ə			
1755-1	v ɔ t			
1758-1	m œy t			
1760-1	r l t			
1620-1	v ɪ n ə			
1282-1	w aː l			
1136-1	v ɔ k s			
1309-1	l œy s			
1307-1	n ɪ t ə			
1305-1	v l oː			
711-1	w ə s p ə			
1442-1	v l ɛɪ x			
62-1	m ʉ x ə			
-73-1	m ɔ s k iː t ɔ			
1810-1	h oː d			
1805-1	v l eː d			
1813-1	h aː r r			
1811-1	b l oː d			
690-1	r ɪ p ə			
2177-1	h oː p t			
246-1	oː ɣ + ɛɪ v r oː			
249-1	oː ɣ l ə d l t			
1506-1	n ɔ z t ə l l			
2242-1	m uː t			
2245-1	t ɔ ŋ ə			
1196-1	n k			
2174-1	d l d ə r			
575-1	ə k t oː			
603-1	eː l + + v oː			
601-1	h ɑ n d			
615-1	v ɪ ŋ x r r			
901-1	k l ɑ ə			
608-1	v ə t			
596-1	t aː ə			
937-1	b r ɔ s t			
936-1	n aː b ə l			
646-1	l ɔ ŋ ə			
947-1	l eː b ə r			
1606-1	h ʉ p t			
472-1	ɛɪ z ə			
1535-1	s w eː t ə			
1546-1	s p ɔ x ə			
1959-1	s l ɛ p ə			
694-1	s n ɑ r ə			
1961-1	d r œy m ə			
323-1	l t v ə			
1885-1	x r ɑ r			
2156-1	eː l d ə t			
1903-1	w uː n d ə			
525-1	s w eː l ɔ ŋ			
276-1	l ɑ m aː			
274-1	d oː p			
278-1	b l ɪ n d			
258-1	b r oː d r x k			
256-1	n aː k ə t			
383-1	ə t ə			
207-1	r ɛɪ p			
376-1	d r ɪ ŋ k ə			
2009-1	oː v			
2003-1	k eː t ə l			
2024-1	p ɑ n ə			
1321-1	k ɔ p			
1976-1	t oː ŋ ə			
1243-1	m ɛ l t t			
1265-1	p iː l j			
1261-1	z iː b ə			
655-1	b r oː d			
650-1	d k			
1532-1	n d t			
-36-1	z ə p ə			
34-1	b oː n ə			
-1647-1	v ɛɪ x ə			
-1615-1	oː ɪ l			
125-1	v ɛ t			
1659-1	h oː n ɪ ə			
1661-1	m ɪ l k			
1676-1	b ɔ t ə r			
480-1	d r ə d r ə k			
1466-1	k l d r n			
2277-1	w ɔ l ə			
2271-1	v eː l t			
2293-1	l aː d ə r			
624-1	s p ɪ n ə			
628-1	s p ɪ n d ə l			
626-1	w ɛɪ b ə			
633-1	n ɛ d ə l			
1185-1	d ə t t aː r ə			
1179-1	h uː t			
2168-1	k aː m			
1952-1	d ɔ r			
899-1	l ɛɪ d ə r			
922-1	b eː d			
-934-1	l ɑ m p ə			
916-1	t r ɔ +			
1726-1	v ə l d			
2108-1	p l uː x			
1133-1	v ɔ r ə			
2114-1	s p aː d ə			
1272-1	r oː x			
1979-1	x r ɑ s			
1989-1	h œy			
-2260-1	p l ɑ n t ə			
70-1	b uː k ə			
-89-1	v ɛɪ n + d t oː k			
-12-1	p ɛɪ p ə			
713-1	z ɑ p t			
747-1	n eː t ə l			
308-1	d ə			
289-1	b ɪ n d ə			
1930-1	b r ɑ k ə			
1928-1	s p l ɪ t ə			
858-1	s t r eː k ə			
1577-1	oː v + ə			
908-1	w oː d ə			
648-1	b ɔ r ə			
1855-1	oː ɔ l oː			
657-1	h ɑ m ə r			
2058-1	n aː l ə			
949-1	d l ɛɪ t d			
1642-1	x ɔ l d			
1640-1	z ɪ l b ə r			
1633-1	ɛɪ z ə n			
1630-1	t ɪ n			
1469-2		s ɔː n		
2047-2		s ɔ		
2054-2		d ɔ n t		
1375-2		l ɪ d		
760-2		w aɪ n		
756-2		s ɔː		
726-2		m aʊ d		
1351-2		ɡ r aɪ t d		
1353-2		ɡ r aɪ t m aʊ d		
412-2		s əʊ ɔ		
406-2		s t d t m		
1005-2		s iː f		
1012-2		s t v m aʊ d		
1016-2		w ɪ		
1069-2		ɪ k		
509-2		f əʊ l		
693-2		m aʊ l		
2179-2		n aɪ s		
1753-2		f ɪ s		
1131-2		w əʊ l		
1198-2		b əʊ r d		
2032-2		h ɔ r n		
2241-2		n əʊ s		
2244-2		l ɪ f		
610-2		k n iː		
945-2		h r		
1534-2		l ɪ k		
384-2		s aʊ əʊ		
1650-2		n aʊ		
1663-2		s l		
2279-2		l ɪ n		
471-2		s ɪ		
1385-2		s ɪ d		
792-2		j əʊ		
1111-2		m ɔː s		
197-2		s ɪ d		
2020-2		l ɔː ŋ		
867-2		h aɪ n θ		
1970-2		f əʊ l		
1230-2		d d		
2017-2		n əʊ w		
968-2		w ɛ		
1674-2		l ɔː n d		
1671-2		h l l		
829-2		k l ɪ		
1025-2		w əʊ t r		
1027-2		s ɔː		
1832-2		r r		
-1816-2		aɪ s ɔː j		
-335-2		l əʊ əʊ ʌ n		
1043-2		s d r aɪ m		
423-2		s d ɪ n		
2049-2		m əʊ n		
2062-2		s d aʊ r m		
2065-2		r ɔː əʊ b aɪ ɡ		
1368-2		s əʊ d r		
1365-2		d r		
754-2		r ɔː əʊ		
768-2		w ɛ		
1211-2		f r		
106-2		m ɔː n		
-98-2		b ɔː b iː		
719-2		f əʊ d r		
1341-2		s aɪ n		
-2027-2		d ɔː n d		
-2026-2		n ɛ v		
409-2		s n əʊ		
402-2		s n d əʊ		
1014-2		s d iː f d ɔ d r		
1059-2		w aɪ r		
