COGID	dutch	english	french	german
1091	uː v ə r			uː f ə r
1638	k oː p ə r	k ɔ p ə r		
727	m ɑ n			m a n
27	v l eː s			f l ai ʃ
166	v oː ɣ ə l			f oː ɡ ə l
1212	r oː k			r au x
776	v ə r + d eː l ə			t ai l ə n
1556	x eː w ə			ɡ a f ə n
827	aː n + s t ɛ l ə			a n + ʃ t ɛ l ə n
-588	p l ɑ t			p l a t
205	ɑ r m + b ɑ n t			a r m + b a n t
7	w oː n ə			v oː n ə n
1401		ɡ r ɑː s p		ɡ r ai f ə n
1144	k aː l			k aː l
1154	s l øː t ə l + b eː n			ʃ l ʏ s ə l + b ai n
588	v l ɑ k		p l a	f l a x
1968	h ɛ l f t	h ɑː f		h ɛ l f t ə
778	p ɑ t	p ɑː θ		pf aː t
888	œy t + s p r ɛɪ d ə	s p r ɛ d + aʊ t		
685		t aɪ m	t ɑ̃	
864		s aɪ d		z ai t ə
2185	v ə r + b ɪ n d ə			f ɛ r + b ɪ n d ə n
-1158	b ɑ l	b ɔː l		
1799	k n oː p			k n ɔ pf
111	k ɪ n t			k ɪ n t
476	z w ɛ m ə	s w ɪ m		ʃ v ɪ m ə n
1562	v eː l			f iː l
1586	w ɛ r k + t œy x			v ɛ r k + ts ɔy k
1052	z ɛɪ			z iː
1909	x ə + z ɔ n t			ɡ ə + z ʊ n t
1828	s x œy m			ʃ au m
-2104	m ɛ s t + f ɔ r k	p ɪ tʃ + f ɔː k		
1295	h aː v ə r			h aː f ə r
303	w ɛ r k	w ɜː k		
-1791	r ɛɪ k	r ɪ tʃ		r ai x
135	x l ɛɪ d ə	s l aɪ d		ɡ l ai t ə n
1389			ʃ o z	z a x ə
630	v ɑ ŋ ə			f a ŋ ə n
108	m ɛɪ s j ə			m ɛː t x ə n
2001		l iː f		l au p
2111	x r aː v ə			ɡ r aː b ə n
1038			v a ɡ	v oː ɡ ə
-2121	r ɔ l ə	r əʊ l		r ɔ l ə n
2125	w ɪ k ə l ə			v ɪ k ə l n
1895		h iː l		h ai l ə n
1821	r ʉ x			r ʏ k ə n
1237	ɛ ŋ k ə l	æ ŋ k l̩		
1431	d r aː ɣ ə			t r aː ɡ ə n
838		s t eɪ	ʀ ɛ s t e	
268	d ɛɪ	θ aɪ		
1568	w ɛɪ n ə x			v eː n ɪ x
514	h ɛ ŋ s t			h ɛ ŋ s t
569	v ə r + ɑ n d ə r ə			f ɛ r + ɛ n d ə r n
181	r eː k ə n ɪ ŋ			r ɛ x n ʊ ŋ
1300	x ɛ r s t			ɡ ɛ r s t ə
1434	b r ɛ ŋ ə	b r ɪ ŋ		b r ɪ ŋ ə n
1669	b ɛ r x			b ɛ r k
2116	ɔ m + d r aː j ə			ʊ m + d r eː ə n
2127	d r aː j ə			d r eː ə n
1530	k oː n ɛɪ n			k a n iː n + x ə n
-78	p ɛɪ m + b oː m	p aɪ n		
1851		f l əʊ		f l iː s ə n
1777	v ɔ l ɣ ə	f ɔ l əʊ		f ɔ l ɡ ə n
1848	r ʉ n t			r ɪ n t + f iː
892	s x ɛɪ d ɪ ŋ			eː ə + ʃ ai d ʊ ŋ
6009	v r ɑu w ə + l ə k			ts ʏ n t + h ɔ l ts
1906	z w ɑ k			ʃ v a x
347	t w eː d ə			ts v ai t ə
127	v eː			v iː
-2284	p l aː ts	p l eɪ s		p l a ts
-306	p ɔ s t	p əʊ s t		
672	d eː k ə			d ɛ k ə
3	h ɔ f			h oː f
100	v r ɑu w			f r au
1117	z ɛɪ l	s eɪ l		z eː ɡ ə l
1417	l ɛɪ d ə	l iː d		l ai t ə n
1872	w ɑ ŋ			v a ŋ ə
1199	s l œy j ə r			ʃ l ai ə r
590	s ɔ k	s ɔ k		
801		f r ɔ ɡ		f r ɔ ʃ
816	l oː n			l oː n
213	r ɛ x ts	r aɪ t		r ɛ x t
877	w eː ɣ ə			v iː ɡ ə n
2055	b l ɪ k s ə m			b l ɪ ts
240	v ə r + k oː p ə			f ɛ r + k au f ə n
1565	m eː r	m ɔː r		m eː r
1559	ɑ l ə	ɔː l		a l ə
586	k r aː x			k r aː ɡ ə n
716		b ɑː k		b ɔ r k ə
700	t w aː l f	t w ɛ l v		ts v œ l f
260	m uː			m yː d ə
677	t ɛ l ə			ts ɛː l ə n
2038	n ɪ x t			n ɪ x t ə
940	m aː x			m aː ɡ ə n
1260	aː v ɔ n d + eː t ə			aː b ə n t + ɛ s ə n
1861	s x eː d ə l			ʃ ɛː d ə l
243	d yː r			t ɔy ə r
721			p ɛ ʀ	eː ə
-225	p r ɛɪ s	p r aɪ s		p r ai s
53		b r əʊ k ə n		ɡ ə + b r ɔ x ə n
942	b aː r + m uː d ə r			ɡ ə + b ɛː r + m ʊ t ə r
427	w ɑu t			v a l t
2000	b l ɑ t			b l a t
1509	s n ɔ t	s n ɔ t		
305	p aː l			pf aː l
133	x aː n	ɡ əʊ		
1939	v l uː r	f l ɔː r		
474	d ɪ k	θ ɪ k		d ɪ k
467	d ʉ n	θ ɪ n		d ʏ n
875	d œy z ə n t	θ aʊ z n̩ d		t au z ə n t
169	r ɛɪ ɣ ə r			r ai ə r
1972	d eː l			t ai l
2210	s t eː k ə			ɛ r + ʃ t ɛ x ə n
885	d eː l ə			au s + t ai l ə n
1407	v ɑ s t + h ɑu d ə	h əʊ l d		h a l t ə n
1194	w ɛɪ t	w aɪ d		
52	b ɑ k + s t eː n			b a k + ʃ t ai n
790	b r ʉ x	b r ɪ dʒ		b r ʏ k ə
271		l eɪ z ɪ		l ɛ s ɪ x
2090	v ə r + n iː t ə ɣ ə			f ɛ r n ɪ x t ə n
1002	k l ɛɪ	k l eɪ		
1548	aː d ə m ə			aː t m ə n
