COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
2006	s e m tʃ e n							s e m tʃ e n
1594		pʰ e i tʰ u ŋ			pʰ e i tʰ u ŋ	pʰ e tʰ u ŋ	pʰ e i tʰ u ŋ	pʰ e tʰ u ŋ
2110	a l o				a l o	ʔ a l o		
1263		ɾ j u	ɾ j u			ɾ j u	ɾ j u	
1108	t̪ a ŋ h e p k a							t̪ a ŋ h e m p a n
2092		l e m	tʃ a m l e m b o		l e m b o	l e m b o		
1585			l a m	l a m			l a m	
2295			b ɾ a k o		b e kʰ e n	b ɾ a k o	b r e k a kʰ e n	
2166					g r a n dʒ a m e kʰ e n		g r a ŋ g i m e kʰ e n	
2268				s e m pʰ e k a				s e m pʰ e l a n
1548		pʰ e l u tʃ o k			pʰ e l u tʃ o k	pʰ e l u tʃ o k		
2053		u n tʃ u		ŭ n tʃʰ a m				
276		dʒ a tʃ i				dʒ a ɲ tʃ i		
1880					j o ŋ j o ŋ		j o ŋ j o ŋ	
1088	j o n			j o n				j o n
1169	o t p a			o t p a				
2191		m a g ɾ a k a n				m a g ɾ a k a n	m a g r a kʰ e n	
580	b l a s a							b l a s a
2054		ŭ ɾ u	ŭ ɾ u			ŭ ɾ u		
863	s e		s e	s e				
2489		pʰ a k p o	pʰ a k p o					
1577			ɾ i				ɾ i	
454			kʰ u r l a	k u r b a n		kʰ u r l a		
1851	kʰ u m i n			kʰ ŏ m i n				kʰ ŏ m i n
5						dʒ a ŋ		dʒ a ŋ
773	g a ɾ a ŋ tʃ i ŋ n a ŋ			g ă z a ŋ tʃ i ŋ n a	g a ɾ a ŋ tʃ i ŋ n a ŋ		g a ɾ a ŋ tʃ i ŋ n a ŋ	
388	g u w a			g o w a				
416		kʰ a m tʃ u d a ŋ				kʰ a m tʃ u d a ŋ		
1878	j u ŋ m u	j u ŋ b u	j u ŋ b u			j u ŋ b u		j u ŋ b u
1961					o tʰ u g a ŋ p u	ʔ o ɲ u g a m p u	o i g a ŋ p u	
2314				k o t tʃʰ a m	g o t kʰ ə n		g o t kʰ ə n	g o t p a n
1798					dʒ o ŋ		dʒ o ŋ	
2296				tʰ o g tʃʰ a m				t o k p a n
