COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ɔ ⁵⁵								
495-1	n au ³⁵								
838-1	n̥ ɔ ⁵⁵								
438-1	m̥ ɔ a ʔ ⁵⁵								
334-1	l ɔ ʔ ⁵⁵								
360-1	l u ³¹								
394-1	ȵ ʐ ³¹ ³¹								
221-1	n o p ⁵⁵								
202-1	k ʐ ³¹								
935-1	l ³¹								
93-1	tɕ w a ³⁵								
7-1	p a n ³¹								
664-1	o w a ⁵⁵								
246-1	m̥ ɔ ʔ ⁵⁵								
547-1	s ə k ⁵⁵								
555-1	i n m ⁵⁵								
464-1	m au ³¹								
119-1	tsʰ ə ŋ ⁵⁵								
835-1	n̥ o p ⁵⁵								
79-1	tʰ o ³¹								
693-1	ŋ au ⁵⁵								
477-1	n l ʔ ⁵⁵								
891-1	t ə ŋ ³⁵								
528-1	l o ⁵⁵								
797-1	k ʐ o ʔ ⁵⁵								
493-1	n ə ʔ ⁵⁵								
217-1	s a p ⁵⁵								
896-1	tsʰ a t ⁵⁵								
452-1	ȵ a o ʔ ⁵⁵								
580-1	n ɔ ʔ ⁵⁵								
833-1	n ɔ ⁵⁵								
390-1	m w a ³¹								
696-1	ŋ ⁵⁵ ⁵⁵								
86-1	t au ŋ ⁵⁵								
384-1	m a n ³⁵								
61-1	t a n ⁵⁵								
536-1	k ɔ ʔ ⁵⁵								
731-1	ʂ i ³¹								
779-1	l ⁵⁵								
589-1	x a a ⁵⁵								
658-1	o a m ⁵⁵								
456-1	ȵ a w a ŋ								
183-1	k ʐ ŋ ³¹								
785-1	x ɔ ³¹								
714-1	m ⁵⁵								
331-1	l w ³¹								
930-1	o p p ⁵⁵								
161-1	k ɔ a ⁵⁵								
814-1	x ⁵⁵ ³¹								
179-1	k ʐ w ʔ ⁵⁵								
194-1	l ɔ ʔ ⁵⁵								
727-1	ʂ w a ⁵⁵								
260-1	x ʐ a p ⁵⁵								
144-1	k a m ⁵⁵								
53-1	p i m ⁵⁵								
59-1	t ɔ ʔ ⁵⁵								
506-1	pʰ a ʔ ⁵⁵								
29-1	p ə ʔ								
316-1	tʰ ɔ ʔ ⁵⁵								
389-1	m ʐ w a ⁵⁵								
118-1	m ɔ a								
312-1	x ɔ ³¹								
490-1	n ə a								
436-1	ȵ ʐ w ³¹								
927-1	x ɔ n ⁵⁵								
383-1	m ɔ ʔ ⁵⁵								
211-1	o m m ⁵⁵								
873-1	k ə ŋ ⁵⁵								
877-1	t a ³⁵								
344-1	l u m ⁵⁵								
666-1	ŋ ɔ ³¹								
595-1	t w a								
660-1	l a ʔ ⁵⁵								
642-1	s w a ³⁵								
257-1	x a a m ⁵⁵								
167-1	k ʐ w ³¹								
880-1	tʰ a p ⁵⁵								
484-1	n w a ⁵⁵								
574-1	n u m ³¹								
718-1	m̥ e n ³¹								
811-1	x ³¹ ³¹								
458-1	t au ŋ ³¹								
884-1	k ə ³⁵								
205-1	k ³¹ ʔ ⁵⁵								
499-1	n a ⁵⁵								
706-1	ʂ ɔ ⁵⁵								
920-1	o ŋ ³¹								
36-1	p a w a ⁵⁵								
12-1	p i ⁵⁵								
350-1	l w a ³⁵								
4-1	p a n ⁵⁵								
342-1	l o ʔ ³¹								
280-1	x ʐ ⁵⁵								
612-1	t ɔ a ³¹								
459-1	m ʐ ə ŋ ⁵⁵								
569-1	s i ³¹								
283-1	x ʐ ⁵⁵ ³⁵								
148-1	k a ʔ ³¹								
652-1	o ⁵⁵ ⁵⁵								
220-1	a w a ŋ								
562-1	n ə ŋ ³¹								
31-1	p ʐ ɔ ʔ ⁵⁵								
386-1	m a a ³¹								
804-1	x ʐ o ŋ ³¹								
369-1	l ə ʔ ³¹								
125-1	t au ³¹								
314-1	k ʐ a ⁵⁵								
823-1	l a p ⁵⁵								
471-1	n a m ³¹								
40-1	p ʐ ə ŋ ³⁵								
393-1	m w a ³⁵								
272-1	x a w a ³⁵								
463-1	m au ⁵⁵								
1-1	p ɔ ⁵⁵								
214-1	o m ³¹								
123-1	t au ⁵⁵ ⁵⁵								
512-1	tɕ ʐ ə k ⁵⁵								
518-1	tɕ ʐ o ⁵⁵								
878-1	t ɔ ³¹								
849-1	tɕ a t ⁵⁵								
524-1	pʰ au ʔ ⁵⁵								
90-1	t ɔ ʔ								
541-1	t a n ³¹								
933-1	tsʰ au ³¹								
467-1	n ɔ ³¹								
49-1	p au ɔ								
822-1	l ɔ ʔ ⁵⁵								
52-1	p ɔ ʔ ⁵⁵								
377-1	l u p ³¹								
127-1	ʈʂ a p ⁵⁵								
67-1	t a t ⁵⁵								
864-1	p ʐ a ³¹								
126-1	ʈʂ w ʔ ³¹								
656-1	o ³¹ ³¹								
635-1	kʰ ɔ ʔ ⁵⁵								
473-1	n ³¹ m ⁵⁵								
98-1	tɕ ɔ ³¹								
445-1	ȵ ʐ au ⁵⁵								
379-1	l u ʔ								
665-2		ŋ o ⁵¹							
495-2		n ui ²¹							
838-2		n m ⁵⁵							
438-2		m e o ʔ							
334-2		l o ʔ ²¹							
360-2		l i ²¹							
394-2		m a i ²¹							
221-2		j t p ⁵⁵							
202-2		k j ²¹							
935-2		l i ²¹							
93-2		ts o ⁵⁵ ²¹							
7-2		p a n ²¹							
664-2		e a ŋ ⁵¹							
246-2		k o ʔ ⁵⁵							
547-2		n m k ⁵⁵							
555-2		a m ⁵¹							
464-2		m ²¹							
119-2		ts u ŋ ⁵⁵							
835-2		n a p ⁵⁵							
