COGID	1	10	2	3	4	5	6	7	8	9
2689-1	ɲ a m a									
893-1	a á a a									
1285-1	á w a a									
1303-1	g ɔ u b									
2197-1	ɲ l l l									
2828-1	s i á a									
3572-1	s ɔ á i a									
1095-1	l i m a									
1755-1	n a									
1789-1	k b l a á i l									
3207-1	β ʊ l a a									
3519-1	t ʊ m l									
3686-1	i m h a a									
4249-1	k ʊ m i a									
4451-1	β i s i a									
448-1	ʊ ʊ d i									
630-1	β ɛ ɛ l a									
814-1	w ɔ u m ɛ a									
1216-1	g a β a									
1228-1	m w l									
1418-1	ɲ i m a									
1475-1	g w a									
2026-1	t w ɛ a									
2775-1	β ʊ m m b									
3397-1	ɛ ɔ l a									
3826-1	ɲ ɔ k b									
4003-1	i i l a									
4040-1	g ɛ á i a									
4373-1	l i m i a									
4384-1	i ɛ ɔ a									
84-1	ɲ ʊ g ʊ									
116-1	ɛ i k a									
181-1	g ɔ ɔ ŋ ɔ a									
419-1	l ɔ g a									
587-1	ɔ ɔ g g i									
660-1	l ɛ l a a									
848-1	k b l a									
1083-1	l i l b a									
1122-1	β i d a									
1159-1	ɲ b									
1350-1	l j a									
1374-1	á ʊ á n a a									
1396-1	s ɔ β ʊ a									
1430-1	i s ɔ a									
1666-1	s a á g a									
1767-1	k ɔ k ɔ									
1906-1	i g i i l									
2177-1	ɛ g l a									
2286-1	l d									
2317-1	h ʊ a a									
2419-1	s ɛ k l									
2750-1	ɛ ɲ i									
3018-1	ɲ i l a									
3275-1	k á a á a									
3441-1	s a i g l a									
3464-1	β ɔ n a									
3639-1	t ɛ t ɛ m a									
3885-1	s u m ɔ i									
3981-1	i á a									
4192-1	f i m b a									
4260-1	ɲ w l a									
4350-1	l ɛ ɛ l ɔ									
43-1	ɲ i ʊ ʊ i									
93-1	k ɔ á ɔ									
200-1	ɛ i a									
374-1	a l l a a									
459-1	l ʊ m a									
508-1	a ɔ β ʊ									
528-1	ɛ i l i a									
575-1	t a a									
871-1	ʊ b á b									
1137-1	ɲ i k ʊ									
1339-1	s w i a									
1585-1	a l b a									
1712-1	ɛ u l i									
1872-1	p a a									
2088-1	β i s l a									
2166-1	u m b a									
2334-1	b i g ɔ a									
2393-1	m l ɲ l a									
2537-1	l a u a a									
2665-1	i g ŋ i a									
2738-1	ɛ ɛ a l ɛ									
2872-1	k ɔ ɲ i									
2893-1	s i k ʊ i									
2997-1	g a á n a									
3075-1	g ʊ l ʊ β β									
3675-1	l β a l l a a									
4028-1	h h ɛ a									
4137-1	m i l									
4238-1	t ɲ ɔ i i									
4316-1	t á t g a									
4429-1	l s l a									
4440-1	ɛ i l i a									
4485-1	ɲ ʊ a									
4574-1	β a á l l a									
4688-1	b ɛ									
143-1	β ʊ									
240-1	ɔ w l a									
388-1	g a m h									
401-1	ʊ a									
