COGID	1	10	2	3	4	5	6	7	8	9
2689-1	n a m a									
893-1	a n a									
1285-1	n w a									
1303-1	g ɔ m a									
2197-1	z a l a									
2828-1	z i n a									
3572-1	s ɔ n i									
1095-1	l i m a									
1755-1	n ɛ									
1789-1	k a l a ŋ g a									
3207-1	β ʊ l a									
3519-1	t ʊ m a									
3686-1	z ɔ m β a									
4249-1	k ʊ m i									
4451-1	β i s i									
448-1	j ʊ n i									
630-1	β ɛ ɛ l ɛ									
814-1	g ɔ m m ɛ a									
1216-1	g a β a									
1228-1	m w a									
1418-1	z i m a									
1475-1	g w a									
2026-1	t w ɛ									
2775-1	β ʊ m m a									
3397-1	β ɔ l a									
3826-1	z ɔ k a									
4003-1	i β β a									
4040-1	g ɛ n i									
4373-1	l i m i									
4384-1	i n ɔ									
84-1	s ʊ g ʊ									
116-1	f i k a									
181-1	g ɔ ŋ g ɔ									
419-1	l ɔ g a									
587-1	ɔ ɔ g ɔ ɔ									
660-1	l ɛ l a									
848-1	k á l a									
1083-1	l i l a									
1122-1	β i n a									
2689-2		ɲ a m a								
893-2		a n a								
1303-2		ŋ o m a								
2197-2		s a l a								
2828-2		s i n a								
3572-2		s o n i								
1095-2		l i m a								
1789-2		k a l a a ŋ a								
3207-2		v u l a								
3519-2		t u m a								
3686-2		s m m v a								
4249-2		k u m i								
4451-2		v i s i								
448-2		n o n i								
630-2		v e e e e								
814-2		ŋ o m m e								
1216-2		g a v a								
1228-2		b w a								
1418-2		s i m a								
1475-2		g w a								
2026-2		t w e								
3826-2		s o k a								
4003-2		i v v								
4373-2		l i m i								
4384-2		i n o								
84-2		u u u								
116-2		v i k a								
419-2		l o g a								
587-2		o n ŋ o								
660-2		l e l a								
848-2		k a l a								
1122-2		v i n a								
2689-3			ɲ a m a							
893-3			a n a							
1285-3			n w a							
1303-3			ŋ o m a							
2197-3			s a l a							
2828-3			s i n a							
3572-3			s o n i							
1095-3			l i m a							
1755-3			n e							
1789-3			x a l a ŋ g a							
3207-3			f u l a							
3519-3			r u m a							
3686-3			s m b β							
4249-3			x u m i							
4451-3			β i s i							
448-3			tʰ o n i							
630-3			β e e e e							
1216-3			k a β a							
1228-3			b w a							
1418-3			s i m a							
1475-3			k w a							
3397-3			β o l a							
4003-3			s β a							
4040-3			k e n i							
4373-3			l i m i							
4384-3			i n o							
181-3			k o ŋ g o							
419-3			l o k a							
587-3			o ŋ g o							
660-3			l e l a							
1083-3			l i l a							
2689-4				ɲ a m a						
893-4				a n a						
1285-4				n w a						
3572-4				s ɔ n e						
1755-4				n ɲ						
1789-4				k á l a a g g a						
3686-4				e m b b						
4451-4				b e s i						
1216-4				k a b a						
4003-4				e b a						
419-4				l ɔ k a						
1122-4				b i n a						
2689-5					n a m					
893-5					a n a					
1285-5					n w a					
