COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
57			t e k s i s		t e k s i s	t e k s i s + t i			
125	k w aː k w a w + tɬ	k o k o i t	k w aː k w a	k w a k o w	b aː b aː				
99		x u x u i + k				x u x u w i + k			
158	w eː i j a k	w e j a k	w eː j a k t i ʔ	w e j a k	w eː j a k	w e j a k		w e h e j a + k	b e j a k
240	k o tʃ	k u tʃ i	k o tʃ i	k o tʃ i	g o tʃ i	k u tʃ i	k o tʃ i	k o tʃ ɨ	k o tʃ iː
97	j e k + tɬ i							j eː k + tɬ ɨ	
286	aː + w i l aː n								m + ø + b iː l ø n a
182	k a m + tɬ			k a m a + k					k a m a + k
231	t t a	i r a	i t a	i t a	i t a	i t a	i t a	ɨ h t a	ʰt a
6	i ʔ t e	i h t i		i h t e	i h t i	i h t i		ɨ h t ɨ	i h t e
322	t e ʔ w aː n	t o h o m e n	t e h a m e h	t e h w a n	t e h a m e h	t e h e m e t	t w e n	t ə h a + m ɨ + t	t e h w a
10	k e ʔ ts o m								k e ts o m a
28	iː ts + t i k	s e s e k	s e s eː ʔ		s e s eː k	s e s e k		s e s e + k	
187	j a n k w i + k	j a m b w i + k	j a m k w i + ʔ	j a n k w i + k	j a m b i + k	j a n k w i + k		j a n k w i + k	j a n k w iː + k
192		t e			a m o	t eː + t e s u			
107	j oː l + l i	j u h + l u		j o l + o		j u l	n	j oː l	j u l o h + tɬ iː
159	a t e m i + tɬ	aː t i n	a t i m i ʔ		aː t i n	a t i m e + t	a t o m + t	a t ɨ m ɨ + tɬ	a t iː m iː + tɬ
90	t eː n + t o k		t eː n + t o ʔ	t e n + t o k	t eː n + t o k	t eː n + t u k		t eː n + t o k	t i e n + t iː k a
88	kx i + tɬ	i kx i	i kx i	i kx i	i kx i	kx i		ɨ kx ɨ	i kx iː
85			t oː p o h		t oː p o h				
105	k w aː + tɬ						k w a i + t		
251	m o + k e ts a		m o + k e ts a	m o + t e l + k e ts a	m o + g e ts a	m u + k e ts a	x + m o + k ts e	k ɨ ts a	m o + k e ts a
249	p oː k + tɬ i	p uː k + t i	p oː k + t i	p o k + tɬ i	p oː k + t i	p u k + t i		p oː k + tɬ ɨ	p u k + tɬ iː
84	m i tʃ + i n			m i tʃ i		m i tʃ i n	m i tʃ o m	m ɨ + tʃ ɨ + m	m iː tʃ iː
25	m i x + tɬ i		m i x + t i	m e x + tɬ i	m iː x + t i	m i x + t i		m i x + tɬ ɨ	m e x + tɬ iː
12			t a n + k w a		t a m + b a	t a n + k w a		k ɨ h + ts o m a	
268	s iː tɬ a l + i n	s iː t a l	s iː t a l i n	s i tɬ a l i		s iː t a l		s i tɬ a l ɨ + m	s i tɬ a l iː
294	t e ʔ w aː + tɬ	t e h e	t e h	t e h w a	t e h a	t a		t ə h a	t a h a
328	s i w aː + tɬ	s u w a + t	s i w aː + ʔ	s i w a + tɬ	s o aː + t	s i w aː + t		s i	s o w a + tɬ
326	aː k	a i k	aː ʔ	a k i n	aː k		a k	aː k	ø k iː n u
190	j a k + tɬ	j a k	j a k + t i	j e k a + k	j a g a + t	j a k	j e k e + t	j a k a + tɬ	j e k a + ts o l
143	i s w a + tɬ	i s w a + t	i s w a ʔ		i s w a + t	i s w a + t		ɨ s w a + tɬ	
94		j e k + t i	j eː k + t i		j e k + t i	j eː k		j eː k + tɬ ɨ	
184	t oː k aː + tɬ	t u w a + n	t oː k aː + ʔ	t o k a h + tɬ i	t o g a	t uː k e j		t oː k aː h ɨ + tɬ	t u k ø
239		b w e r a x t i			b e t a x		k w e t e x + t		
14			p iː s + t i ʔ		p i s + t i k				
183		t eː n	t eː n		t eː n	t eː n	t e n	t eː n + tɬ ɨ	
237	eː w a + tɬ			j e w a j o		eː w a j u		eː w a + tɬ	j e w a j o
296	n e n e + p i l + l i	n eː n e p i l		n e n e p i l	n e n e p i l	n e n e p i l	n e n e p i l	n ɨ n ɨ + p ɨ l	n e n e p iː l
4			k w a + k a h l oː + ʔ		b a + g a h l o				
177	m i a k iː n	m i a k p a	m i a ʔ	m i a k	m i a k	m i j a k		m ɨ j a k	m e j a k
191	a ʔ m oː		a j aː ʔ	a h m o					a m o
17	o m i + tɬ	u m i + t	o m i + ʔ	o h m i + tɬ	o m i + t	uː m i + t	o + t	oː m ɨ + tɬ	
20		tʃ i tʃ i				tʃ iː tʃ i h			
284	t oː n a + t i w	r o n t i n		t o n a l + ts i n + tɬ i	t oː n a t i	t uː n a l	t u n e l		t u n a l iː
314	k w a w + tɬ	k o i + t	k w a w i + ʔ	k o w i + tɬ	b a w i + t	k w a w i + t	k w a g u + t	k w a + w ɨ + tɬ	k w a b iː + tɬ
220	o ʔ + tɬ i	u h + t i	o h + t i	o h + tɬ i	o h + t i	u h + t i	o tʼ k a n	o h + tɬ ɨ	o h + tɬ iː
81			ts o h m i + ʔ		ts o h m i + t				
19	tʃ iː tʃ iː w a l		tʃ iː tʃ i w a l	tʃ i tʃ i w a l	tʃ i tʃ i w a l			tʃ iː tʃ iː w a l	tʃ i tʃ iː w a l
98	x o x o k + t i k		x o x o k + t i ʔ	x o x o k + t i k	x o x o k + t i k				x o x o k + t iː k
