COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	l i ⁵⁵								
495-1	l au ŋ ³⁵								
838-1	k ə ə ʔ ⁵⁵								
438-1	l ə a ʔ ⁵⁵								
334-1	l ə ʔ ⁵⁵								
360-1	ə i ŋ ⁵⁵								
394-1	ə ʐ a ³¹								
221-1	l i ⁵⁵								
202-1	k au ʔ ⁵⁵								
935-1	tsʰ i ⁵⁵								
93-1	l i ³¹								
7-1	l ə ŋ ³¹								
664-1	l a ŋ ⁵⁵								
246-1	l l ə ŋ ⁵⁵								
547-1	k ə ə ʔ ⁵⁵								
555-1	l i ui ⁵⁵								
464-1	ə au ʔ ³¹								
119-1	l l i ŋ ⁵⁵								
835-1	k ə a ŋ ⁵⁵								
79-1	l ʐ i ŋ ³¹								
693-1	ə au ʔ ⁵⁵								
477-1	ə l a ŋ ⁵⁵								
891-1	l ə ə ŋ ³⁵								
528-1	k ə ui ⁵⁵								
797-1	k ə ə ʔ ⁵⁵								
493-1	l i ʔ ⁵⁵								
217-1	ə a p ⁵⁵								
896-1	tsʰ au t ⁵⁵								
452-1	l ə u ʔ ⁵⁵								
580-1	k ə u ŋ ⁵⁵								
833-1	ə a ʔ ⁵⁵								
390-1	l k ə ŋ ⁵⁵								
696-1	ə k ui ŋ ⁵⁵								
86-1	l ə ŋ ⁵⁵								
384-1	l ə ui ³⁵								
61-1	ʈʂ ə m ⁵⁵								
536-1	k l ə ʔ ⁵⁵								
731-1	l ə ʔ ⁵⁵								
779-1	ui ⁵⁵								
589-1	k ə ŋ ⁵⁵								
658-1	ʑ a ŋ ⁵⁵								
456-1	l ə ui ŋ ⁵⁵								
183-1	k ə ə ⁵⁵								
785-1	k ui ⁵⁵								
714-1	ə ʔ ⁵⁵								
331-1	ə ui ⁵⁵								
930-1	l ə p ⁵⁵								
161-1	k w ə ŋ ⁵⁵								
814-1	m̥ ʐ a ŋ ³¹								
179-1	k ə w ə ʔ ⁵⁵								
194-1	k ə ə ʔ ⁵⁵								
727-1	l ə ŋ ⁵⁵								
260-1	k ə a ŋ ⁵⁵								
144-1	k w a ŋ ⁵⁵								
53-1	p au ui ⁵⁵								
59-1	k ə ʔ ⁵⁵								
506-1	k ə ʔ ⁵⁵								
29-1	p ə ʔ ⁵⁵								
316-1	ʐ ə ʔ ⁵⁵								
389-1	ə ʐ w ə ŋ ⁵⁵								
118-1	ə ə ʔ ³⁵								
312-1	k w ui ⁵⁵								
490-1	l k ə ŋ ŋ ³⁵								
436-1	l ə a ⁵⁵								
927-1	l a ŋ ⁵⁵								
383-1	l ə ʔ ⁵⁵								
211-1	ə a m ⁵⁵								
873-1	l ə ui ⁵⁵								
877-1	ə a ³⁵								
344-1	l ui ŋ ⁵⁵								
666-1	ə i ³¹								
595-1	ʈʂ w ə ŋ ³⁵								
660-1	l ə ʔ ⁵⁵								
642-1	l ə ŋ ³⁵								
257-1	k ə a m ⁵⁵								
167-1	k ə i ⁵⁵								
880-1	k ə ʔ ⁵⁵								
484-1	l w ə ŋ ⁵⁵								
574-1	ə a ŋ ³¹								
718-1	k l ə ui ³¹								
811-1	tsʰ i ⁵⁵								
458-1	l ə ui ³⁵								
884-1	k ə ʔ ³⁵								
205-1	k ə ʔ ⁵⁵								
499-1	ə a ⁵⁵								
706-1	ə a ⁵⁵								
920-1	ə ui ³⁵								
36-1	p ɔ a ŋ ⁵⁵								
12-1	p k i ⁵⁵								
350-1	l w ə ə ⁵⁵ ³⁵								
4-1	l ə ŋ ⁵⁵								
342-1	l ə ʔ ⁵⁵								
280-1	tɕʰ ə ŋ ³⁵								
612-1	k k ə ŋ ⁵⁵								
459-1	ə ʐ ə ŋ ⁵⁵								
569-1	l au ʔ ⁵⁵								
283-1	ə ui ³⁵								
148-1	k ə ŋ ³¹								
652-1	l i ⁵⁵								
220-1	ui a ŋ ³⁵								
562-1	k l ə ŋ ⁵⁵								
31-1	p ə ə ʔ ⁵⁵								
386-1	l a t ⁵⁵								
804-1	k ə u ui ³¹								
369-1	l ə ʔ ⁵⁵								
125-1	k ʐ a ŋ ³¹								
314-1	k ʐ w a ŋ ⁵⁵								
823-1	l ə ʔ ⁵⁵								
471-1	ə a ə ⁵⁵								
40-1	p ə ə ŋ ³⁵								
393-1	l ə ŋ ³⁵								
272-1	ə a ŋ ³⁵								
463-1	ə ui ⁵⁵								
1-1	p a ⁵⁵								
214-1	ə i m ⁵⁵								
123-1	tsʰ ə ʔ ⁵⁵								
512-1	k ə ə ŋ ⁵⁵								
518-1	k ə o ⁵⁵								
878-1	ʈʂ ui ⁵⁵								
849-1	k ə ʔ ⁵⁵								
524-1	l ə ʔ ⁵⁵								
90-1	k ə ʔ ³⁵								
541-1	l ə ŋ ⁵⁵								
933-1	ə ə ⁵⁵								
467-1	ə ə ⁵⁵								
49-1	k k ɔ ⁵⁵								
822-1	l ə ʔ ⁵⁵								
52-1	p a ʔ ⁵⁵								
377-1	ə ə ŋ ⁵⁵								
127-1	ʈʂ a m ⁵⁵								
67-1	k ə t ⁵⁵								
864-1	p ɔ ə ⁵⁵								
126-1	ʈʂ w a ʔ ⁵⁵								
656-1	l a m ³⁵								
635-1	k ə ʔ ⁵⁵								
473-1	l a ui ⁵⁵								
98-1	l w ɔ ⁵⁵								
445-1	l ʐ u ⁵⁵								
379-1	l ə ŋ ⁵⁵								
323-1	k ə a ŋ ⁵⁵								
485-1	l k ui ³¹ ⁵⁵								
357-1	l i ⁵⁵								
432-1	l i ʔ ⁵⁵								
80-1	ʈʂ au ³¹								
10-1	k ə ŋ ⁵⁵								
335-1	ʑ a ʔ ⁵⁵								
649-1	ɔ ɔ ³¹								
115-1	ts ə ŋ ³¹								
137-1	k ɔ ʔ ⁵⁵								
844-1	ɔ ⁵⁵								
723-1	k ə ŋ ⁵⁵								
494-1	l ə ŋ ³¹								
196-1	k ʐ o ʔ ⁵⁵								
376-1	ʑ u ŋ ⁵⁵								
466-1	s ɔ ³¹								
75-1	ʈʂ ə ŋ ³⁵								
552-1	l ɔ ŋ ⁵⁵								
208-1	ə ə ʔ ⁵⁵								
180-1	ə a m ⁵⁵								
253-1	x a t ⁵⁵								
45-1	p ʐ w a ⁵⁵								
665-2		l l ²¹							
495-2		l l ²¹							
838-2		k j l ²¹ ²¹							
438-2		l j l ²¹ ²¹							
334-2		l l ŋ ²¹							
360-2		l l ŋ ²¹							
394-2		l j l ²¹ ²¹							
221-2		j l ²¹ ²¹							
202-2		l l ²¹ ²¹							
935-2		l l ²¹							
93-2		l l ŋ ²¹							
7-2		l l ŋ ²¹							
664-2		l l ŋ ²¹							
246-2		l l l ²¹ ²¹							
547-2		k l l ²¹ ²¹							
555-2		j l l ²¹							
464-2		l l ²¹ ²¹							
119-2		l j l ŋ ²¹							
835-2		l l l ²¹ ²¹							
79-2		l l l ²¹ ²¹							
693-2		l l ²¹							
477-2		l j l ²¹ ²¹							
891-2		l l l ²¹ ²¹							
528-2		k j l ²¹							
797-2		k j l ²¹ ²¹							
493-2		l l ŋ ²¹							
217-2		k j l ²¹ ²¹							
896-2		l l ²¹							
452-2		j j l ²¹ ²¹							
580-2		k l l ²¹ ²¹							
833-2		l l ²¹ ²¹							
390-2		l l l ŋ ²¹							
696-2		l l l ŋ ²¹							
86-2		l l l ²¹							
384-2		l l l ²¹							
61-2		l l ŋ ²¹							
536-2		k l l ²¹ ²¹							
731-2		l l ²¹ ²¹							
779-2		l l ²¹							
589-2		l l ŋ ²¹							
680-2		j j ²¹							
658-2		l l ŋ ²¹							
456-2		l j l ²¹ ²¹							
183-2		k j l ²¹							
785-2		l l ²¹							
714-2		l l ²¹ ²¹							
331-2		l l ²¹							
206-2		j j ²¹							
930-2		l l ²¹ ²¹							
353-2		j j ŋ ²¹							
161-2		k l l ŋ ²¹							
814-2		l l l ²¹ ²¹							
179-2		k j l l ²¹ ²¹							
194-2		l l l ²¹ ²¹							
727-2		l l ŋ ²¹							
260-2		k j l ²¹ ²¹							
144-2		k l l ²¹ ²¹							
53-2		l l l ²¹							
59-2		l l ²¹ ²¹							
506-2		l l ²¹ ²¹							
29-2		l j ŋ ²¹							
316-2		k j l ²¹ ²¹							
389-2		l l l l ŋ ²¹							
118-2		l l ²¹ ²¹							
312-2		l l l ²¹							
490-2		l k l ²¹ ²¹ ²¹							
436-2		l j j ²¹ ²¹							
927-2		l l l ²¹							
383-2		l j ŋ ²¹							
211-2		j l ŋ ²¹							
873-2		l j l ²¹							
371-2		l j ŋ ²¹							
877-2		l l ²¹							
344-2		l l ŋ ²¹							
666-2		l l ²¹							
595-2		k l l ²¹ ²¹							
660-2		j l ²¹ ²¹							
642-2		l l ŋ ²¹							
257-2		k j l ²¹ ²¹							
167-2		k j l ²¹							
880-2		l l ²¹ ²¹							
337-2		l j j ²¹							
484-2		l l j ŋ ²¹							
574-2		k l l ŋ ²¹							
718-2		k l l l ²¹							
811-2		l j ²¹							
458-2		l l l ²¹							
884-2		l l ²¹ ²¹							
205-2		l l ²¹ ²¹							
499-2		l l ²¹							
706-2		k l l ²¹							
920-2		l l l ²¹							
36-2		k j l ²¹ ²¹							
12-2		k l l ²¹ ²¹							
350-2		l l j ŋ ²¹ ²¹							
4-2		l j ŋ ²¹							
342-2		j j ²¹ ²¹							
280-2		l j l ²¹ ²¹							
638-2		k l j ²¹ ²¹							
729-2		k j j ²¹ ²¹							
72-2		l j ²¹							
612-2		l l l ²¹ ²¹							
459-2		l l l l ²¹							
569-2		l l ²¹ ²¹							
283-2		k j l ²¹							
501-2		k j ²¹ ²¹							
652-2		l l ²¹							
220-2		l j j ²¹ ²¹							
233-2		j j ²¹							
562-2		k l l ²¹ ²¹							
31-2		l j l ²¹ ²¹							
386-2		l j ŋ ²¹							
684-2		j j j ²¹ ²¹							
804-2		k j l ²¹ ²¹							
618-2		l j ²¹							
565-2		j j ²¹							
468-2		l j ²¹							
369-2		l j ŋ ²¹							
314-2		l j l l ²¹ ²¹							
776-2		k j j ²¹ ²¹							
170-2		k j j ²¹ ²¹							
823-2		l j ŋ ²¹							
471-2		l l ŋ ²¹							
249-2		k j ²¹ ²¹							
367-2		l l ²¹ ²¹							
414-2		j j j ²¹ ²¹ ²¹							
503-2		l ²¹							
40-2		k l l ²¹							
647-2		l j ŋ ²¹							
105-2		j ²¹							
141-2		l j ²¹							
272-2		k j j ²¹ ²¹							
463-2		k l j ²¹							
1-2		l j ²¹							
349-2		j l j ²¹ ²¹							
214-2		j j ŋ ²¹							
841-2		l j j ²¹ ²¹							
123-2		l l ²¹ ²¹							
646-2		l j ²¹							
433-2		j j j ŋ ²¹							
512-2		k j l ²¹ ²¹							
518-2		k l l ²¹							
878-2		l j ²¹							
849-2		l l ²¹ ²¹							
524-2		k j ²¹ ²¹							
90-2		l l ²¹ ²¹							
541-2		l l l ²¹							
933-2		l l l ²¹							
164-2		k j ŋ ²¹							
686-2		j j j ²¹ ²¹							
467-2		l l ²¹							
201-2		k j j ²¹ ²¹							
784-2		k j j ²¹ ²¹							
487-2		j j j ²¹							
504-2		k l j ²¹ ²¹							
49-2		k j j ²¹ ²¹							
822-2		j j ŋ ²¹							
52-2		k j ²¹ ²¹							
281-2		k j j ²¹ ²¹							
46-2		k j j ²¹ ²¹							
377-2		l l ŋ ²¹							
127-2		k j ²¹ ²¹							
67-2		k l ²¹ ²¹							
192-2		k j j ²¹ ²¹							
864-2		l l l ²¹							
126-2		k l j ²¹ ²¹							
546-2		j j ŋ ²¹							
635-2		l l ²¹ ²¹							
473-2		l j ŋ ²¹							
3-2		k ²¹ j ²¹							
98-2		l l l ²¹							
445-2		l l l ²¹ ²¹							
608-2		j j ŋ ²¹							
210-2		j j ²¹ ²¹							
140-2		k j l ²¹							
868-2		j j ²¹							
520-2		k l l ²¹							
166-2		k l ²¹ ²¹							
48-2		k j j ²¹ ²¹							
270-2		k j j ²¹ ²¹							
379-2		l l ²¹ ²¹							
55-2		j ²¹ ²¹							
603-2		l l ²¹							
