COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ɔ ⁵⁵								
495-1	n au ³⁵								
838-1	n̥ w ʔ ⁵⁵								
438-1	ȵ ɔ w ʔ ⁵⁵								
334-1	l w ʔ ⁵⁵								
360-1	l i ³¹								
394-1	m i ³¹								
221-1	s p ⁵⁵ ⁵⁵								
202-1	k au								
935-1	ʈʂʰ ³¹								
93-1	ts w a								
7-1	p a n ³¹								
664-1	ɔ w a ⁵⁵								
246-1	k ɔ ʔ ⁵⁵								
547-1	pʰ ə k ⁵⁵								
555-1	ʑ a m ⁵⁵								
464-1	m au ³¹								
119-1	ts ə ŋ ⁵⁵								
835-1	n̥ a p ⁵⁵								
79-1	t o ³¹								
693-1	ŋ̊ au ⁵⁵								
477-1	n a p ⁵⁵								
891-1	ʈʂʰ ə ŋ ³⁵								
528-1	ʐ o ⁵⁵								
797-1	tɕ ʐ u ʔ ⁵⁵								
493-1	n ə k ⁵⁵								
217-1	ʐ a p ⁵⁵								
896-1	tsʰ u t ⁵⁵								
452-1	ȵ au u ʔ ⁵⁵								
580-1	s u ʔ ⁵⁵								
833-1	n̥ ɔ ⁵⁵								
390-1	m w a								
696-1	ŋ i ⁵⁵								
86-1	t u ŋ ⁵⁵								
384-1	m a n ³⁵								
61-1	t a m ⁵⁵								
536-1	ʂ w ʔ ⁵⁵								
731-1	ʂ ³¹ ³¹								
779-1	ʈʂʰ ⁵⁵								
589-1	tʰ w a ⁵⁵								
658-1	ɔ a m ⁵⁵								
456-1	ȵ ʐ w a ŋ								
183-1	k ʐ ³¹								
785-1	x ɔ ³¹								
714-1	oi ⁵⁵								
331-1	l ɔ ³¹								
665-2		ŋ o ⁵¹							
495-2		n au ⁵⁵							
838-2		v i k ²¹							
438-2		m j o ʔ							
334-2		l o ʔ ²¹							
360-2		l a̱i ²¹							
394-2		m j ²¹							
221-2		j a p							
202-2		k au ²¹							
935-2		ʃ ²¹							
93-2		tʃ o ²¹							
7-2		p a n ²¹							
664-2		v a ŋ ⁵¹							
246-2		k o ʔ ⁵⁵							
547-2		s i k ⁵⁵							
555-2		j i ⁵¹ ⁵¹							
464-2		m au ²¹							
119-2		tʃ i ŋ ⁵¹							
835-2		n a̱ p ⁵⁵							
79-2		t o ²¹							
693-2		ŋ au ⁵¹							
477-2		n a p ²¹							
891-2		t i ŋ ⁵⁵							
528-2		v u ⁵¹							
797-2		k j u ʔ ⁵⁵							
493-2		n i k ²¹							
217-2		j a p ⁵⁵							
896-2		tʃʰ u̱ t ⁵⁵							
452-2		m j u̱i ʔ ²¹							
580-2		s u ʔ ⁵⁵							
833-2		n a ⁵¹							
390-2		m a ŋ ²¹							
696-2		ŋ j ⁵¹							
86-2		t u ŋ ⁵¹							
384-2		m a n ⁵⁵							
61-2		t a m ⁵¹							
536-2		s o ʔ ⁵⁵							
731-2		ʃ i ²¹							
779-2		v o ⁵¹							
589-2		tʰ a ŋ ⁵¹							
680-2		ŋ o ʔ ⁵⁵							
658-2		v a m ⁵¹							
456-2		m j a ŋ ²¹							
183-2		k j i ²¹							
785-2		kʰ o ²¹							
714-2		v i							
331-2		l o ²¹							
665-3			ŋ a ⁵⁵						
495-3			n au ³⁵						
838-3			n a ʔ						
438-3			m j a ʔ ⁵⁵						
334-3			l a ʔ ³¹						
360-3			l i ³¹						
394-3			m ai ³¹						
221-3			j a ʔ ⁵⁵						
202-3			k au ³¹						
935-3			v ³¹						
93-3			t a ³¹						
7-3			p ɛ̃ ⁵⁵ ³¹						
664-3			v ɔ̃ ⁵⁵						
246-3			k j ʔ ⁵⁵						
547-3			s a k ⁵⁵						
555-3			j a ⁵⁵						
464-3			m au ³¹						
119-3			m a ŋ ⁵⁵						
835-3			n ɛ̱ ʔ ⁵⁵						
79-3			t ɔ ³¹						
693-3			ŋ u ⁵⁵						
477-3			n ɛ ʔ ⁵⁵						
891-3			t a ŋ ³⁵						
528-3			ɣ a ⁵⁵						
797-3			k j a ʔ ⁵⁵						
493-3			n a k ³¹						
217-3			j ɛ ʔ ³¹						
896-3			tʃʰ ɔ̱ t ⁵⁵						
452-3			m j au ʔ ³¹						
580-3			s ɔ̱ ʔ ⁵⁵						
833-3			n a ⁵⁵						
390-3			m ɔ̃ ³¹						
696-3			ŋ a ⁵⁵						
86-3			t au ŋ						
384-3			m ɛ̱̃ ⁵⁵ ³⁵						
61-3			t ɛ̃ ⁵⁵						
536-3			s a ʔ ⁵⁵						
779-3			tʃʰ a ⁵⁵						
589-3			kʰ ɔ̃ ⁵⁵						
680-3			ŋ a ʔ ⁵⁵						
456-3			m j ɔ̃ ³⁵						
183-3			k a i ³¹						
785-3			kʰ a ³⁵						
331-3			l a ³¹						
665-4				ŋ o ³¹					
495-4				n aːu ⁵⁵					
838-4				n ɔː ³¹ ³¹					
438-4				l j ɔː ʔ ³¹					
334-4				l ɔː ʔ ³¹					
360-4				l e̱i ⁵⁵					
394-4				m j ⁵⁵ ³³					
221-4				j j t ⁵⁵					
202-4				k aːu ⁵⁵					
935-4				ŋ ⁵⁵					
93-4				tʃ ɔː ŋ					
7-4				p a n ⁵⁵					
664-4				w aː ŋ ³³					
246-4				k ɔː ʔ ⁵⁵					
547-4				s əː k ⁵⁵					
555-4				j ə̱ ³¹ ³³					
464-4				m aːu ⁵⁵					
119-4				tʃ əː ŋ ⁵⁵					
835-4				n aː p ⁵⁵					
79-4				t uː ⁵⁵					
693-4				ŋ ou ³¹					
