COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-1	i t e									
56-1	u j i									
96-1	a t a tʃ									
99-1	a r i k a k									
114-1	t o k									
115-1	u w e u									
133-1	t i p a a a t									
144-1	a t a w u i									
150-1	k a w									
234-1	k o m									
236-1	p u k u n									
241-1	a w i n									
249-1	i tʃ e									
1-1	w a z a									
2-1	w w m									
65-1	u w									
74-1	p a n a									
106-1	t u n u t									
128-1	w o k									
147-1	t u k u t									
231-1	p a n a w o									
232-1	p u p a j									
239-1	n a k a k a n									
266-1	u t i									
51-1	r w i									
97-1	w a w o k									
109-1	u p u j k									
121-1	k a p u j a k r									
149-1	t a k									
160-1	k i r i k									
163-1	u p e n									
167-1	p a									
207-1	m i									
259-1	t o w a									
66-1	k a a a k a w									
134-1	n a p a t									
139-1	w a k o i i									
142-1	p p t a m									
145-1	k a t a t i u									
148-1	t a p r p t									
162-1	i j i n									
166-1	i m i									
179-1	t a									
201-1	p i									
21-1	k a w									
24-1	w a k p k a n									
50-1	i n a									
57-1	t o k a w a n									
84-1	p u w a n									
91-1	m o k o n									
131-1	t u k p z i m									
151-1	k u w									
154-1	w e									
192-1	t u t									
197-1	t a p i									
205-1	u p a n									
227-1	w a p w i t									
246-1	i w i									
251-1	w a n a									
271-1	tʃ u w									
285-1	u p a w u n									
75-1	u p u j a									
79-1	t a n									
104-1	k a p u p									
153-1	tʃ a k									
157-1	t a p a m									
174-1	p u p u									
240-1	t i m a k									
270-1	k a w a t u									
52-2		i k t								
56-2		i w n								
96-2		a k a j								
99-2		a o i n n								
114-2		t o h i								
115-2		o o i								
133-2		t i w a a s								
144-2		a r a w a i								
150-2		h a w								
234-2		h o w								
236-2		w i h u								
241-2		a w i								
249-2		i t h								
74-2		w a a								
93-2		t r w a r i i								
95-2		w i n i								
106-2		t i i h								
119-2		o p o i i i								
128-2		h h								
147-2		k i w i k								
231-2		w a a w k								
232-2		w i w p o								
239-2		a w a h a								
266-2		i o i h								
51-2		w w i								
55-2		i w a w								
97-2		w a w r n								
121-2		h a w i p r o a i								
163-2		u h								
167-2		w a								
259-2		t o w a								
66-2		h a a a n a w								
112-2		t a a r p i o								
116-2		t o w a h a i								
125-2		h a t i w a k								
135-2		n i h i n								
139-2		w o o h o								
142-2		o a k a								
148-2		t a o r o								
162-2		i i								
166-2		i w i								
179-2		t a								
45-2		h h o p a p								
84-2		w i w a								
131-2		k u h a h i								
146-2		r o r								
154-2		w t								
192-2		t i t								
197-2		t o o i								
235-2		w o w i								
237-2		i j a p o								
246-2		i w i								
250-2		t u p r k o t								
267-2		t w a								
39-2		p a k o o i								
42-2		h r t r a a								
44-2		w a p								
75-2		i w i p a								
94-2		i h h r o o								
122-2		i n i r p i								
52-3			i tʃ t							
56-3			i ɲ i							
96-3			a e o s							
99-3			a h i j o							
114-3			tʃ j k i s i							
115-3			i h i a i							
133-3			tʃ i p p p a r							
144-3			o p o w o i i							
150-3			k a w							
234-3			k j m							
236-3			p i k i k							
241-3			a w i ɲ							
249-3			i s i							
1-3			w a d a							
2-3			p j m							
65-3			i w i							
93-3			tʃ o p o j i s i							
95-3			w i s i							
106-3			tʃ i ɲ i k i							
119-3			s o tʃ i i i							
128-3			w j k i s i							
147-3			tʃ i m i s i							
231-3			p a k a w j							
232-3			p i p u ɲ							
239-3			ɲ o m o k a							
266-3			i t i							
3-3			p o i i k o							
4-3			w a j i m							
55-3			i h o m							
109-3			i p i j i i							
121-3			j a p i j o s e							
149-3			tʃ o k							
160-3			k i i i k							
207-3			m i							
112-3			d o e t j i i							
125-3			k a tʃ i m a s i							
134-3			j i p a tʃ i							
135-3			tʃ i m i ɲ a							
139-3			ɲ u k u s i							
57-3			tʃ j k a w a							
71-3			ɲ m i							
131-3			t i j p h i ɲ tʃ							
146-3			i k i m a i							
227-3			w a p i i e							
132-3			m m tʃ a							
240-3			tʃ i m a k							
52-4				i t e						
56-4				w m e						
96-4				a a a r						
99-4				a a i k w k						
114-4				t w k i						
115-4				w w i						
133-4				t i p a a a w						
144-4				a a a w a a i						
150-4				k a w						
234-4				k w k						
236-4				p i k u n						
241-4				a w i n						
249-4				i tʃ e						
1-4				w a ʒ̟ a						
2-4				w w						
65-4				i w						
74-4				p a n a						
93-4				ʒ̟ a p a a i t i						
95-4				w w k i						
106-4				t u n i						
119-4				w j i i i a						
128-4				w o k n						
147-4				t i k i t						
231-4				p a n a w o						
232-4				p i w r k						
239-4				n a k a k a n						
266-4				i w i						
3-4				w w i w k k						
4-4				w a w i k						
51-4				u w e						
97-4				w a w u k t						
109-4				i p i k i k						
121-4				k a p i j a k a						
149-4				t o k						
160-4				k i a i k						
163-4				u p w n						
167-4				p a k						
207-4				m i k						
259-4				t o w a						
66-4				k a a a k a w						
116-4				ʒ̟ w p a k a tʃ i						
134-4				n i p a t						
135-4				k i k i w						
139-4				w w r w i						
142-4				p p t a m a t						
145-4				k a a a t i tʃ i						
148-4				ʒ̟ a a a w i a i						
162-4				i n i n						
166-4				i m i k						
179-4				t a k						
201-4				p e						
21-4				t a w t						
24-4				w a k w k a n						
45-4				w w i r a a o						
50-4				i n a ʔ						
57-4				t o k a w a n						
71-4				w w i						
84-4				p i w a n						
91-4				m o k o n						
131-4				t w k j ʒ̟ i m						
146-4				u k i o p a						
151-4				k i w						
154-4				w w k						
192-4				t o t						
205-4				i p a n						
227-4				w a p i a o						
235-4				w w w i						
237-4				k a w a w i o						
246-4				i w i k						
250-4				ʒ̟ r a o t w k						
251-4				w a n a						
271-4				tʃ i w i						
284-4				w i t i						
285-4				i a a w i n						
44-4				w a w o a						
75-4				i p i j i						
79-4				t a n n						
94-4				i w w a w w i						
104-4				k i w w i i						
132-4				w w a t						
153-4				tʃ a k						
157-4				t a a a m						
174-4				w i i u						
177-4				ʒ̟ w						
240-4				t i m a k						
270-4				k a w a t i ʔ						
52-5					t a e					
56-5					w j e					
96-5					a a a e i					
99-5					a r i m e ʔ					
114-5					t o k i					
115-5					w e a					
133-5					t i p a r a s					
144-5					a a a w a i					
150-5					k a w					
234-5					k o m					
236-5					p i k w n					
241-5					a w i n					
249-5					i f					
1-5					w a t a					
2-5					w w m					
65-5					i w					
74-5					p a n a					
93-5					t o p a r i k i					
95-5					w w k i					
106-5					t i n i k					
119-5					e e t i i					
128-5					w o k a					
147-5					t i m i k					
239-5					n a k a k a n					
266-5					i e i t					
3-5					f a r w w o					
4-5					w a r i					
51-5					w w i					
55-5					i f a m					
97-5					w a p o m a					
109-5					w p w k i					
149-5					t o k a					
160-5					k i r i k					
163-5					w p e n					
167-5					p a k					
207-5					m i					
259-5					t o w a					
66-5					k a r a k a w					
112-5					t a r i j i s i					
116-5					t o p a k a i					
134-5					n i p a t					
135-5					t i f i j k					
139-5					m o o w k i					
142-5					p a a a m a					
145-5					k a r a t i m					
148-5					t a r a w a n					
162-5					i o i n					
166-5					i m i					
179-5					t a k					
201-5					p y					
21-5					t a p a					
45-5					f o i a i m					
50-5					i n a a					
71-5					o m i					
84-5					p i w a n					
91-5					m o k o n					
146-5					k r m a s					
151-5					k i w					
154-5					w e					
192-5					t y t					
197-5					t o r i m					
205-5					i p a n					
235-5					s o w i					
237-5					m i m a j i					
250-5					f o p r k o k					
251-5					w a n a					
267-5					t o w a					
271-5					s i w					
284-5					w i s i					
285-5					i r a w i n					
39-5					j a r a r a a					
42-5					k i t a r a a a					
44-5					w a n j a					
75-5					i p i j o					
79-5					t a y a					
94-5					w k y r y m					
104-5					k r p w r					
122-5					p i k i n a s i					
153-5					s a k					
157-5					t a p a m					
174-5					p i r i					
177-5					t o					
270-5					k a w a t i					
52-6						tʃ a t				
56-6						h w a				
96-6						a a a tʃ i				
99-6						a u i tʃ u				
114-6						tʃ w tʃ i				
115-6						w w i a				
133-6						tʃ i p a a a tʃ i				
144-6						a p a w i a tʃ				
150-6						tʃ a w				
234-6						tʃ w m				
236-6						p i tʃ w k				
241-6						a w i k i				
249-6						i tʃ i				
1-6						w a tʃ a				
2-6						w w m				
65-6						i w i				
74-6						p a k a i				
93-6						t w p a p i n				
95-6						w i tʃ i				
106-6						tʃ i k i k				
119-6						tʃ a tʃ i i				
128-6						p w h i				
147-6						tʃ i m i				
231-6						p a k a w k				
232-6						p i p e m i				
239-6						k a h a tʃ i k				
266-6						i tʃ i w i				
3-6						w a u i h i				
4-6						w a p i				
55-6						i w a m				
97-6						w a p w j				
109-6						i p u w i				
160-6						tʃ i i i tʃ				
207-6						m i				
112-6						t a a u w a tʃ				
116-6						tʃ i p a tʃ i a				
125-6						k a tʃ i m a n i				
134-6						k i p a tʃ i				
135-6						tʃ i m i tʃ				
139-6						w i i i n i i				
201-6						p u i				
21-6						tʃ a k i a				
24-6						p i tʃ a i a k				
57-6						t w tʃ a w a k i				
131-6						t w k a w i m				
227-6						w a p i u t i				
267-6						tʃ i p				
132-6						w n tʃ i				
240-6						tʃ i m a k				
52-7							n a e			
56-7							i j e			
96-7							a r a i			
99-7							a r i k u k			
114-7							t u k i ʃ i			
115-7							w r i r i			
133-7							t i p r r t r i			
144-7							r t r w a ʃ i			
150-7							k a w d			
234-7							k u m			
236-7							i k i k			
241-7							a w i k			
249-7							i w e			
1-7							w a z a			
2-7							w w j			
65-7							i w i			
74-7							a k i			
93-7							z u a r i r i			
95-7							w w k i			
106-7							t i k i t i			
119-7							i a t i i i			
128-7							w u k i i i			
147-7							t i m i t i			
231-7							r k r w k			
232-7							w i w u b			
266-7							p a i d			
3-7							w o i u h u			
4-7							w a r i n			
51-7							w w e			
55-7							i w a m d			
97-7							w r w i m			
109-7							i p i b i			
121-7							k r i b r k o ʃ			
149-7							t u k			
160-7							k i r i k			
163-7							i e k			
167-7							p r k			
207-7							m i			
259-7							t u w a			
66-7							k r r r k r w			
125-7							k a i k m i r i			
135-7							k i m i ʃ			
142-7							p r a r a i			
145-7							k r r r t i r i			
148-7							z r r r w i i			
162-7							i o i k d			
166-7							i j i			
179-7							t r d			
201-7							p e d			
21-7							t a t			
24-7							w a k a h a t			
50-7							i t r d			
57-7							t t k a w a k			
71-7							u j i			
84-7							r i w r t			
131-7							t w k a i e a i			
146-7							k i j m r r i			
151-7							k i w d			
197-7							z i r i m			
205-7							i p a k			
227-7							w a p i i t o			
237-7							n i m a b i			
246-7							i w i			
250-7							h u r e k i p a			
251-7							w r k r			
267-7							z u w a			
271-7							ʃ i w i			
284-7							w u t i			
285-7							i r r w i k			
122-7							r i k i t i r i ʔ			
132-7							w k i i i			
240-7							t i k a n			
52-8								t e t		
56-8								i j e		
96-8								a a e		
99-8								a a a v e k		
114-8								t i k a		
115-8								i o		
133-8								t a i a a m		
144-8								a e a i a a		
150-8								k a i		
234-8								v o k		
236-8								i a k a v		
241-8								a i a k		
249-8								a i n		
1-8								i a t a m		
2-8								i i j		
65-8								a i a		
74-8								i a v a		
93-8								t v i a a a m a		
95-8								i a v a		
119-8								e m a a a		
231-8								i a v a i m		
232-8								i a i a k		
239-8								j a j a k a		
3-8								i a a a v a		
4-8								i a e a k		
51-8								i i n		
55-8								a i a j		
109-8								a a k a v		
121-8								k a a m a k a		
149-8								t a v		
163-8								a n k		
167-8								a k		
259-8								t e i a		
66-8								v a a a v a i		
112-8								t a a m a e a		
116-8								t e i a k		
125-8								k a t a j a m a		
145-8								v a e a e a e a		
45-8								o i a m a k		
91-8								j a v a k		
235-8								i o i a		
246-8								a i a k		
250-8								k e i n k n k		
271-8								k a i		
284-8								i a e a		
39-8								m a j a k a j a e		
42-8								k a t a a k a e		
177-8								t e k		
52-9									i t	
56-9									w w	
96-9									a a a i	
99-9									a w e k a t	
114-9									t a k i	
115-9									w w m	
133-9									t i p a a a i	
144-9									a a a w m i	
150-9									k a w	
234-9									k a w	
236-9									p i k w h	
241-9									a w i h	
249-9									i ʃ	
1-9									w a t a	
2-9									w w	
