COGID	1	10	2	3	4	5	6	7	8	9
2689-1	n a m a									
893-1	a a a a									
1285-1	n w a									
1303-1	k ɔ m a a									
2197-1	s a l a a									
2828-1	ɲ i a a									
3572-1	s ɔ n i a									
1095-1	l i m a									
1755-1	a ɛ									
1789-1	k a l a m k a a									
3207-1	p ʊ l a									
3519-1	t ʊ m a									
3686-1	d a m a a									
4249-1	k ʊ m i									
4451-1	β i s i a									
448-1	ɔ ɔ n a									
630-1	β ɛ ɛ ʊ ɛ									
814-1	k ɔ m m ɛ									
1216-1	k a β a									
1228-1	m w a									
1418-1	s i m a a									
1475-1	k w a									
2026-1	t w ɛ									
2775-1	β ʊ m m a									
3397-1	β ɔ l a									
3826-1	m ɔ k a									
4003-1	i β m a									
4040-1	k ɛ n i									
4373-1	l i m i									
4384-1	i n ɔ									
84-1	s ʊ ʊ ʊ									
116-1	j i k a									
181-1	k ɔ ɔ k ɔ									
419-1	l ɔ k a									
587-1	ɔ ɔ k ɔ ɔ									
660-1	l ɛ l a									
848-1	k a l a									
1083-1	l i l a									
1122-1	β i a a									
1159-1	n a									
1350-1	l j a									
1374-1	n z a n n a									
1396-1	s ɔ f ʊ									
1430-1	i s s a									
1666-1	z a a ɔ									
1767-1	i ɔ i ɔ a									
1906-1	i á k i l a									
2177-1	m w a a									
2286-1	l a									
2317-1	p ʊ β a									
2419-1	s ɛ k a									
2750-1	ɛ s i a									
3018-1	z i l a									
3275-1	k a a a a									
3441-1	s a m k a a									
3464-1	β ɔ n a									
3639-1	t ɛ t ɛ m ɛ l									
3885-1	t ʊ m ɔ									
3981-1	i m a a									
4192-1	s i m m a a									
4260-1	s w a a									
4350-1	l ɛ ɛ l ɔ									
43-1	z i u m									
93-1	k ɔ n ɔ									
200-1	β i a									
374-1	i a l a a									
459-1	l ʊ m a									
508-1	p ɔ p ʊ									
528-1	β i l i a									
575-1	t a a									
871-1	z a m a									
1137-1	s i k ʊ									
1339-1	z w i a									
1585-1	a l a a									
1712-1	p ʊ l ɔ									
1872-1	p a									
2088-1	β i s a a									
2166-1	u u m m a									
2334-1	p i k ɔ a									
2393-1	m a n a a									
2537-1	l ɔ m ɔ									
2665-1	i n w i a									
2738-1	β ɛ ɛ a ɛ									
2872-1	k ɔ s i									
2893-1	s i k ʊ a									
2997-1	k a z s a									
3075-1	k ʊ l ʊ β ɛ									
3675-1	l w i l l ɛ									
4028-1	m m ɛ									
4137-1	m i l a									
4238-1	i s s k i									
4316-1	t a t ʊ									
4429-1	a s s a									
4440-1	β i l i a									
4485-1	s ʊ a									
4574-1	β a a l a a									
4688-1	w ɛ a									
143-1	l ʊ									
240-1	ɔ ŋ g a									
388-1	p a n ʊ									
401-1	d a a									
599-1	t a a m b i									
649-1	l ɛ ɛ t a									
755-1	k ʊ l a a									
836-1	s ʊ m m i a									
969-1	ɲ s a									
994-1	z ɛ l ɛ k a									
1006-1	n m k u ʊ									
1032-1	k ɔ l ɔ l a									
1043-1	β a l a a									
1110-1	t ɛ m a									
1263-1	t a h a									
1273-1	l ɔ ɔ t a									
1329-1	i k a l									
1362-1	k i									
1606-1	ɔ t ɔ									
1617-1	s i k ɔ a									
1629-1	k l i									
1744-1	i β a a									
1895-1	dʒ a									
1917-1	f ʊ m a									
1969-1	m m m a									
1989-1	s a k a a									
2037-1	g k á t a									
2128-1	a ɛ m m ɛ									
2186-1	k a n a a									
2483-1	ŋ ʊ ʊ									
2592-1	l ɔ l a									
2615-1	n a a									
2700-1	a m ŋ k a									
2784-1	k ʊ l ʊ a									
2797-1	l m ɔ ʊ									
2884-1	a j j a									
2904-1	k ɛ i z d a									
2972-1	s ɛ									
3030-1	l i p a									
3148-1	i t a									
3160-1	l u ʃ a a									
3261-1	t ɛ t ɛ									
3364-1	s ɔ t a a									
3385-1	s i a									
3419-1	t ɛ									
3430-1	ʊ n ʊ									
3583-1	a ɔ l a									
3664-1	β ɛ k a									
3706-1	t a a n a t									
3756-1	s u a s a									
3837-1	h ɔ l ɔ m a									
3865-1	s a s ɛ a									
4406-1	t i									
4530-1	l ʊ k a									
4552-1	n n s i									
4621-1	a a i									
2689-2		a a m a								
893-2		a a a a								
1303-2		a o m a								
2197-2		s a l a								
2828-2		s n a a								
3572-2		s o n i								
1095-2		l i m a								
1789-2		k a l a a a a								
3207-2		p u l a								
3519-2		t u m a								
3686-2		n a m a								
4249-2		k u m i								
4451-2		v i s i								
448-2		n o n a								
630-2		v e e l e								
814-2		o o m m e								
1216-2		k a v a								
1228-2		a a a								
1418-2		s i m a a								
1475-2		k p a								
2026-2		t a e								
3826-2		s o k a								
4003-2		n v a								
4373-2		l i m i								
4384-2		i a o								
84-2		u l u u								
116-2		t i k a								
419-2		l o g a								
587-2		o o g o								
660-2		l e l a								
848-2		k a l a								
1122-2		v i n a								
1159-2		e a								
1350-2		l j a								
1374-2		n a a n e								
1906-2		i a g i l a								
2419-2		s e k a								
2750-2		e s a								
3441-2		s e e k a								
3464-2		v o n a								
3639-2		t e t e m a								
3981-2		i m a a								
4192-2		v i m m a								
4350-2		l e e l o								
278-2		v a								
3971-2		k a m a								
55-2		a a m a								
