COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ɔ ⁵⁵								
495-1	n au ³⁵								
838-1	n̥ ə k ⁵⁵								
438-1	kʰ ʐ a ʔ ⁵⁵								
334-1	l ɔ ʔ ⁵⁵								
360-1	l i ³¹								
394-1	m i ³¹								
221-1	ʐ u p ⁵⁵								
202-1	x au ³¹								
935-1	ʐ o ³¹								
93-1	tsʰ a ³¹								
7-1	ʂ a n ³¹								
664-1	o ŋ ⁵⁵								
246-1	x o ʔ ⁵⁵								
547-1	ʂ u ʔ ⁵⁵								
555-1	i au m ⁵⁵								
464-1	m au ³¹								
119-1	ts ə ŋ ⁵⁵								
835-1	n̥ a p ⁵⁵								
79-1	t ɔ ³¹								
693-1	ŋ au ⁵⁵								
477-1	n i p ⁵⁵								
891-1	tʰ ə ŋ ³⁵								
528-1	ʐ w a ⁵⁵								
797-1	x ʐ u ʔ ⁵⁵								
493-1	n ə k ⁵⁵								
217-1	ʐ a p ⁵⁵								
896-1	tsʰ u t ⁵⁵								
452-1	m j u ʔ ³¹								
580-1	ʂ ɔ ʔ ⁵⁵								
833-1	n̥ ɔ ⁵⁵								
390-1	m w a ŋ ³¹								
696-1	ŋ u ⁵⁵								
86-1	t au ŋ ⁵⁵								
384-1	m a n ³⁵								
61-1	t a m ⁵⁵								
536-1	ʂ ɔ ʔ ⁵⁵								
731-1	ʂ i ³¹								
779-1	tʰ i ⁵⁵								
589-1	tʰ w a ŋ ⁵⁵								
658-1	o m ⁵⁵								
456-1	ȵ w a ŋ ³¹								
183-1	k ʐ i ³¹								
785-1	x ɔ ³¹								
714-1	au ⁵⁵								
331-1	l ɔ ³¹								
930-1	ŋ a p ⁵⁵								
161-1	k w a ŋ ⁵⁵								
814-1	x o ³¹								
179-1	k ʐ w a ʔ ⁵⁵								
194-1	ʐ w a ʔ ⁵⁵								
727-1	ʂ w a ŋ ⁵⁵								
260-1	x ʐ a p ⁵⁵								
144-1	k ʐ a m ⁵⁵								
53-1	p u m ⁵⁵								
59-1	t ɔ ʔ ⁵⁵								
506-1	pʰ i k ⁵⁵								
29-1	p i k ⁵⁵								
316-1	tʰ ɔ ʔ ⁵⁵								
389-1	m ʐ w a ŋ ⁵⁵								
118-1	m a ³⁵								
312-1	x ɔ ³¹								
490-1	n i ³⁵								
436-1	m ʐ w a ³¹								
927-1	ŋ a n ⁵⁵								
383-1	m ɔ ʔ ³¹								
211-1	j a m ⁵⁵								
873-1	s ə ŋ ⁵⁵								
877-1	ʂ a ³⁵								
344-1	l a m ⁵⁵								
666-1	ŋ ɔ ³¹								
595-1	tʰ w a ŋ ³⁵								
660-1	o t ⁵⁵								
642-1	pʰ w a ŋ ³⁵								
257-1	x ʐ a m ⁵⁵								
167-1	k ʐ w a ³¹								
880-1	tʰ a p ⁵⁵								
484-1	n w a ŋ ⁵⁵								
574-1	s u m ³¹								
718-1	ʂ a n ³¹								
811-1	x au ³¹								
458-1	tʰ au ŋ ³¹								
884-1	tʰ ui ³⁵								
205-1	k au ³¹								
499-1	n i ⁵⁵								
706-1	ɕ ³¹								
920-1	au ŋ ³¹								
36-1	p ⁵⁵ w a ⁵⁵								
12-1	p i ⁵⁵								
350-1	l w a ŋ ³⁵								
4-1	p a n ⁵⁵								
342-1	o ʔ ⁵⁵								
280-1	x au ³¹								
612-1	tʰ w a ŋ ³¹								
459-1	m ʐ ə ŋ ⁵⁵								
569-1	s ui ³¹								
283-1	x ʐ au ³⁵								
148-1	kʰ a n ³¹								
652-1	o i ⁵⁵								
220-1	ȵ̥ w a ŋ ³¹								
562-1	s u ŋ ³¹								
31-1	pʰ ʐ ɔ ʔ ⁵⁵								
386-1	m a ʔ ³¹								
804-1	x ʐ u ŋ ³¹								
369-1	l ə k ⁵⁵								
125-1	t au ³¹								
314-1	pʰ ʐ a ŋ ⁵⁵								
823-1	l̥ a p ⁵⁵								
471-1	ȵ̥ a m ³¹								
40-1	ʂ ə ŋ ³⁵								
393-1	m w a ŋ ³⁵								
272-1	x ʐ w a ³⁵								
463-1	m au ⁵⁵								
1-1	p ɔ ⁵⁵								
214-1	j a m ³¹								
665-2		ŋ o ⁵¹							
495-2		n i̱ ⁵⁵							
838-2		n i k ⁵⁵							
438-2		m j o ʔ ²¹							
334-2		l o ʔ ⁵⁵							
360-2		l i ²¹							
394-2		m j i ²¹							
221-2		j o̱ p ⁵⁵							
202-2		k j i̱ ²¹							
935-2		u ²¹							
93-2		ts a̱ ŋ ²¹							
7-2		p u n ²¹							
664-2		v a ŋ ⁵¹							
246-2		k o̱ ʔ ⁵⁵							
547-2		s j i k ²¹							
555-2		j o̱ m ⁵¹							
464-2		m j ui ⁵¹							
119-2		ts i ŋ ⁵¹							
835-2		n e̱ ʔ ⁵⁵							
79-2		t o ²¹							
693-2		ŋ j ui ⁵¹							
477-2		n o ʔ ²¹							
891-2		t i ŋ ⁵⁵							
528-2		j o ⁵¹							
797-2		k j u ʔ ²¹							
493-2		n i k ²¹							
217-2		j a p ²¹							
896-2		ts u t ⁵⁵							
452-2		m j u ʔ ²¹							
580-2		ts o ʔ ⁵⁵							
833-2		n o̱ ⁵¹							
390-2		m a ŋ ²¹							
696-2		ŋ u ⁵¹							
86-2		t u ŋ ⁵¹							
384-2		m a n ⁵⁵							
61-2		t o̱ n ²¹							
536-2		s o̱ ʔ ⁵⁵							
731-2		ʃ i ²¹							
779-2		t o̱ ⁵¹							
589-2		t a ŋ ²¹							
