index	index_p	rindex	rindex_p	cogid	id_Bankan_Tey	segment_Bankan_Tey	segment_Bankan_Tey_L1	segment_Bankan_Tey_L2	segment_Bankan_Tey_L3	segment_Bankan_Tey_R1	segment_Bankan_Tey_R2	segment_Bankan_Tey_R3	SC_Bankan_Tey	SC_Bankan_Tey_L1	SC_Bankan_Tey_L2	SC_Bankan_Tey_L3	SC_Bankan_Tey_R1	SC_Bankan_Tey_R2	SC_Bankan_Tey_R3	PROSODY_Bankan_Tey	PROSODY_Bankan_Tey_L1	PROSODY_Bankan_Tey_L2	PROSODY_Bankan_Tey_L3	PROSODY_Bankan_Tey_R1	PROSODY_Bankan_Tey_R2	PROSODY_Bankan_Tey_R3	id_Ben_Tey	segment_Ben_Tey	segment_Ben_Tey_L1	segment_Ben_Tey_L2	segment_Ben_Tey_L3	segment_Ben_Tey_R1	segment_Ben_Tey_R2	segment_Ben_Tey_R3	SC_Ben_Tey	SC_Ben_Tey_L1	SC_Ben_Tey_L2	SC_Ben_Tey_L3	SC_Ben_Tey_R1	SC_Ben_Tey_R2	SC_Ben_Tey_R3	PROSODY_Ben_Tey	PROSODY_Ben_Tey_L1	PROSODY_Ben_Tey_L2	PROSODY_Ben_Tey_L3	PROSODY_Ben_Tey_R1	PROSODY_Ben_Tey_R2	PROSODY_Ben_Tey_R3	id_Bunoge	segment_Bunoge	segment_Bunoge_L1	segment_Bunoge_L2	segment_Bunoge_L3	segment_Bunoge_R1	segment_Bunoge_R2	segment_Bunoge_R3	SC_Bunoge	SC_Bunoge_L1	SC_Bunoge_L2	SC_Bunoge_L3	SC_Bunoge_R1	SC_Bunoge_R2	SC_Bunoge_R3	PROSODY_Bunoge	PROSODY_Bunoge_L1	PROSODY_Bunoge_L2	PROSODY_Bunoge_L3	PROSODY_Bunoge_R1	PROSODY_Bunoge_R2	PROSODY_Bunoge_R3	id_Jamsay	segment_Jamsay	segment_Jamsay_L1	segment_Jamsay_L2	segment_Jamsay_L3	segment_Jamsay_R1	segment_Jamsay_R2	segment_Jamsay_R3	SC_Jamsay	SC_Jamsay_L1	SC_Jamsay_L2	SC_Jamsay_L3	SC_Jamsay_R1	SC_Jamsay_R2	SC_Jamsay_R3	PROSODY_Jamsay	PROSODY_Jamsay_L1	PROSODY_Jamsay_L2	PROSODY_Jamsay_L3	PROSODY_Jamsay_R1	PROSODY_Jamsay_R2	PROSODY_Jamsay_R3	id_Mombo	segment_Mombo	segment_Mombo_L1	segment_Mombo_L2	segment_Mombo_L3	segment_Mombo_R1	segment_Mombo_R2	segment_Mombo_R3	SC_Mombo	SC_Mombo_L1	SC_Mombo_L2	SC_Mombo_L3	SC_Mombo_R1	SC_Mombo_R2	SC_Mombo_R3	PROSODY_Mombo	PROSODY_Mombo_L1	PROSODY_Mombo_L2	PROSODY_Mombo_L3	PROSODY_Mombo_R1	PROSODY_Mombo_R2	PROSODY_Mombo_R3	id_Najamba	segment_Najamba	segment_Najamba_L1	segment_Najamba_L2	segment_Najamba_L3	segment_Najamba_R1	segment_Najamba_R2	segment_Najamba_R3	SC_Najamba	SC_Najamba_L1	SC_Najamba_L2	SC_Najamba_L3	SC_Najamba_R1	SC_Najamba_R2	SC_Najamba_R3	PROSODY_Najamba	PROSODY_Najamba_L1	PROSODY_Najamba_L2	PROSODY_Najamba_L3	PROSODY_Najamba_R1	PROSODY_Najamba_R2	PROSODY_Najamba_R3	id_Nanga	segment_Nanga	segment_Nanga_L1	segment_Nanga_L2	segment_Nanga_L3	segment_Nanga_R1	segment_Nanga_R2	segment_Nanga_R3	SC_Nanga	SC_Nanga_L1	SC_Nanga_L2	SC_Nanga_L3	SC_Nanga_R1	SC_Nanga_R2	SC_Nanga_R3	PROSODY_Nanga	PROSODY_Nanga_L1	PROSODY_Nanga_L2	PROSODY_Nanga_L3	PROSODY_Nanga_R1	PROSODY_Nanga_R2	PROSODY_Nanga_R3	id_Penange	segment_Penange	segment_Penange_L1	segment_Penange_L2	segment_Penange_L3	segment_Penange_R1	segment_Penange_R2	segment_Penange_R3	SC_Penange	SC_Penange_L1	SC_Penange_L2	SC_Penange_L3	SC_Penange_R1	SC_Penange_R2	SC_Penange_R3	PROSODY_Penange	PROSODY_Penange_L1	PROSODY_Penange_L2	PROSODY_Penange_L3	PROSODY_Penange_R1	PROSODY_Penange_R2	PROSODY_Penange_R3	id_Perge_Tegu	segment_Perge_Tegu	segment_Perge_Tegu_L1	segment_Perge_Tegu_L2	segment_Perge_Tegu_L3	segment_Perge_Tegu_R1	segment_Perge_Tegu_R2	segment_Perge_Tegu_R3	SC_Perge_Tegu	SC_Perge_Tegu_L1	SC_Perge_Tegu_L2	SC_Perge_Tegu_L3	SC_Perge_Tegu_R1	SC_Perge_Tegu_R2	SC_Perge_Tegu_R3	PROSODY_Perge_Tegu	PROSODY_Perge_Tegu_L1	PROSODY_Perge_Tegu_L2	PROSODY_Perge_Tegu_L3	PROSODY_Perge_Tegu_R1	PROSODY_Perge_Tegu_R2	PROSODY_Perge_Tegu_R3	id_Tebul_Ure	segment_Tebul_Ure	segment_Tebul_Ure_L1	segment_Tebul_Ure_L2	segment_Tebul_Ure_L3	segment_Tebul_Ure_R1	segment_Tebul_Ure_R2	segment_Tebul_Ure_R3	SC_Tebul_Ure	SC_Tebul_Ure_L1	SC_Tebul_Ure_L2	SC_Tebul_Ure_L3	SC_Tebul_Ure_R1	SC_Tebul_Ure_R2	SC_Tebul_Ure_R3	PROSODY_Tebul_Ure	PROSODY_Tebul_Ure_L1	PROSODY_Tebul_Ure_L2	PROSODY_Tebul_Ure_L3	PROSODY_Tebul_Ure_R1	PROSODY_Tebul_Ure_R2	PROSODY_Tebul_Ure_R3	id_Tiranige_Diga	segment_Tiranige_Diga	segment_Tiranige_Diga_L1	segment_Tiranige_Diga_L2	segment_Tiranige_Diga_L3	segment_Tiranige_Diga_R1	segment_Tiranige_Diga_R2	segment_Tiranige_Diga_R3	SC_Tiranige_Diga	SC_Tiranige_Diga_L1	SC_Tiranige_Diga_L2	SC_Tiranige_Diga_L3	SC_Tiranige_Diga_R1	SC_Tiranige_Diga_R2	SC_Tiranige_Diga_R3	PROSODY_Tiranige_Diga	PROSODY_Tiranige_Diga_L1	PROSODY_Tiranige_Diga_L2	PROSODY_Tiranige_Diga_L3	PROSODY_Tiranige_Diga_R1	PROSODY_Tiranige_Diga_R2	PROSODY_Tiranige_Diga_R3	id_Togo_Kan	segment_Togo_Kan	segment_Togo_Kan_L1	segment_Togo_Kan_L2	segment_Togo_Kan_L3	segment_Togo_Kan_R1	segment_Togo_Kan_R2	segment_Togo_Kan_R3	SC_Togo_Kan	SC_Togo_Kan_L1	SC_Togo_Kan_L2	SC_Togo_Kan_L3	SC_Togo_Kan_R1	SC_Togo_Kan_R2	SC_Togo_Kan_R3	PROSODY_Togo_Kan	PROSODY_Togo_Kan_L1	PROSODY_Togo_Kan_L2	PROSODY_Togo_Kan_L3	PROSODY_Togo_Kan_R1	PROSODY_Togo_Kan_R2	PROSODY_Togo_Kan_R3	id_Tommo_So	segment_Tommo_So	segment_Tommo_So_L1	segment_Tommo_So_L2	segment_Tommo_So_L3	segment_Tommo_So_R1	segment_Tommo_So_R2	segment_Tommo_So_R3	SC_Tommo_So	SC_Tommo_So_L1	SC_Tommo_So_L2	SC_Tommo_So_L3	SC_Tommo_So_R1	SC_Tommo_So_R2	SC_Tommo_So_R3	PROSODY_Tommo_So	PROSODY_Tommo_So_L1	PROSODY_Tommo_So_L2	PROSODY_Tommo_So_L3	PROSODY_Tommo_So_R1	PROSODY_Tommo_So_R2	PROSODY_Tommo_So_R3	id_Toro_Tegu	segment_Toro_Tegu	segment_Toro_Tegu_L1	segment_Toro_Tegu_L2	segment_Toro_Tegu_L3	segment_Toro_Tegu_R1	segment_Toro_Tegu_R2	segment_Toro_Tegu_R3	SC_Toro_Tegu	SC_Toro_Tegu_L1	SC_Toro_Tegu_L2	SC_Toro_Tegu_L3	SC_Toro_Tegu_R1	SC_Toro_Tegu_R2	SC_Toro_Tegu_R3	PROSODY_Toro_Tegu	PROSODY_Toro_Tegu_L1	PROSODY_Toro_Tegu_L2	PROSODY_Toro_Tegu_L3	PROSODY_Toro_Tegu_R1	PROSODY_Toro_Tegu_R2	PROSODY_Toro_Tegu_R3	id_Yanda_Dom	segment_Yanda_Dom	segment_Yanda_Dom_L1	segment_Yanda_Dom_L2	segment_Yanda_Dom_L3	segment_Yanda_Dom_R1	segment_Yanda_Dom_R2	segment_Yanda_Dom_R3	SC_Yanda_Dom	SC_Yanda_Dom_L1	SC_Yanda_Dom_L2	SC_Yanda_Dom_L3	SC_Yanda_Dom_R1	SC_Yanda_Dom_R2	SC_Yanda_Dom_R3	PROSODY_Yanda_Dom	PROSODY_Yanda_Dom_L1	PROSODY_Yanda_Dom_L2	PROSODY_Yanda_Dom_L3	PROSODY_Yanda_Dom_R1	PROSODY_Yanda_Dom_R2	PROSODY_Yanda_Dom_R3	id_Yorno_So	segment_Yorno_So	segment_Yorno_So_L1	segment_Yorno_So_L2	segment_Yorno_So_L3	segment_Yorno_So_R1	segment_Yorno_So_R2	segment_Yorno_So_R3	SC_Yorno_So	SC_Yorno_So_L1	SC_Yorno_So_L2	SC_Yorno_So_L3	SC_Yorno_So_R1	SC_Yorno_So_R2	SC_Yorno_So_R3	PROSODY_Yorno_So	PROSODY_Yorno_So_L1	PROSODY_Yorno_So_L2	PROSODY_Yorno_So_L3	PROSODY_Yorno_So_R1	PROSODY_Yorno_So_R2	PROSODY_Yorno_So_R3
1	0.2000	5	1.0000	2																																													1	k	∅	∅	∅	ɛ	m	n	K	∅	∅	∅	E	M	N	1	∅	∅	∅	7	4	4																							2	k	∅	∅	∅	aː	-	n	K	∅	∅	∅	A	_	N	1	∅	∅	∅	7	0	4																																													3	k	∅	∅	∅	aː	m	n	K	∅	∅	∅	A	M	N	1	∅	∅	∅	7	4	4																																																																																																																																																																																
2	0.4000	4	0.8000	2																																													1	ɛ	k	∅	∅	m	n	ɔ	E	K	∅	∅	M	N	U	7	1	∅	∅	4	4	7																							2	aː	k	∅	∅	-	n	u	A	K	∅	∅	_	N	Y	7	1	∅	∅	0	4	7																																													3	aː	k	∅	∅	m	n	ɔ	A	K	∅	∅	M	N	U	7	1	∅	∅	4	4	7																																																																																																																																																																																
3	0.6000	3	0.6000	2																																													1	m	ɛ	k	∅	n	ɔ	∅	M	E	K	∅	N	U	∅	4	7	1	∅	4	7	∅																							2	-	aː	k	∅	n	u	∅	_	A	K	∅	N	Y	∅	0	7	1	∅	4	7	∅																																													3	m	aː	k	∅	n	ɔ	∅	M	A	K	∅	N	U	∅	4	7	1	∅	4	7	∅																																																																																																																																																																																
4	0.8000	2	0.4000	2																																													1	n	m	ɛ	k	ɔ	∅	∅	N	M	E	K	U	∅	∅	4	4	7	1	7	∅	∅																							2	n	-	aː	k	u	∅	∅	N	_	A	K	Y	∅	∅	4	0	7	1	7	∅	∅																																													3	n	m	aː	k	ɔ	∅	∅	N	M	A	K	U	∅	∅	4	4	7	1	7	∅	∅																																																																																																																																																																																
5	1.0000	1	0.2000	2																																													1	ɔ	n	m	ɛ	∅	∅	∅	U	N	M	E	∅	∅	∅	7	4	4	7	∅	∅	∅																							2	u	n	-	aː	∅	∅	∅	Y	N	_	A	∅	∅	∅	7	4	0	7	∅	∅	∅																																													3	ɔ	n	m	aː	∅	∅	∅	U	N	M	A	∅	∅	∅	7	4	4	7	∅	∅	∅																																																																																																																																																																																
1	0.2500	4	1.0000	3																																													4	k	∅	∅	∅	a	n	i	K	∅	∅	∅	A	N	I	1	∅	∅	∅	7	4	7																							5	k	∅	∅	∅	a	n	i	K	∅	∅	∅	A	N	I	1	∅	∅	∅	7	4	7																																													6	k	∅	∅	∅	a	n	-	K	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0																																																																																																																																																																																
2	0.5000	3	0.7500	3																																													4	a	k	∅	∅	n	i	∅	A	K	∅	∅	N	I	∅	7	1	∅	∅	4	7	∅																							5	a	k	∅	∅	n	i	∅	A	K	∅	∅	N	I	∅	7	1	∅	∅	4	7	∅																																													6	a	k	∅	∅	n	-	∅	A	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																																																																																																																																																																																
3	0.7500	2	0.5000	3																																													4	n	a	k	∅	i	∅	∅	N	A	K	∅	I	∅	∅	4	7	1	∅	7	∅	∅																							5	n	a	k	∅	i	∅	∅	N	A	K	∅	I	∅	∅	4	7	1	∅	7	∅	∅																																													6	n	a	k	∅	-	∅	∅	N	A	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅																																																																																																																																																																																
4	1.0000	1	0.2500	3																																													4	i	n	a	k	∅	∅	∅	I	N	A	K	∅	∅	∅	7	4	7	1	∅	∅	∅																							5	i	n	a	k	∅	∅	∅	I	N	A	K	∅	∅	∅	7	4	7	1	∅	∅	∅																																													6	-	n	a	k	∅	∅	∅	_	N	A	K	∅	∅	∅	0	4	7	1	∅	∅	∅																																																																																																																																																																																
1	0.2000	5	1.0000	4																																																																																																															7	k	∅	∅	∅	u	n	dʒ	K	∅	∅	∅	Y	N	T	1	∅	∅	∅	7	4	1																																																																																									8	k	∅	∅	∅	u	n	dʒ	K	∅	∅	∅	Y	N	T	1	∅	∅	∅	7	4	1																																																																																																														
2	0.4000	4	0.8000	4																																																																																																															7	u	k	∅	∅	n	dʒ	ɛ	Y	K	∅	∅	N	T	E	7	1	∅	∅	4	1	7																																																																																									8	u	k	∅	∅	n	dʒ	o	Y	K	∅	∅	N	T	U	7	1	∅	∅	4	1	7																																																																																																														
3	0.6000	3	0.6000	4																																																																																																															7	n	u	k	∅	dʒ	ɛ	∅	N	Y	K	∅	T	E	∅	4	7	1	∅	1	7	∅																																																																																									8	n	u	k	∅	dʒ	o	∅	N	Y	K	∅	T	U	∅	4	7	1	∅	1	7	∅																																																																																																														
4	0.8000	2	0.4000	4																																																																																																															7	dʒ	n	u	k	ɛ	∅	∅	T	N	Y	K	E	∅	∅	1	4	7	1	7	∅	∅																																																																																									8	dʒ	n	u	k	o	∅	∅	T	N	Y	K	U	∅	∅	1	4	7	1	7	∅	∅																																																																																																														
5	1.0000	1	0.2000	4																																																																																																															7	ɛ	dʒ	n	u	∅	∅	∅	E	T	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																																																																																									8	o	dʒ	n	u	∅	∅	∅	U	T	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																																																																																																														
1	0.2500	4	1.0000	21	9	d	∅	∅	∅	aː	b	a	T	∅	∅	∅	A	P	A	1	∅	∅	∅	7	1	7																																																																			10	d	∅	∅	∅	e	b	u	T	∅	∅	∅	E	P	Y	1	∅	∅	∅	7	1	7																																													11	d	∅	∅	∅	aː	b	a	T	∅	∅	∅	A	P	A	1	∅	∅	∅	7	1	7																																																																																																																																																																																
2	0.5000	3	0.7500	21	9	aː	d	∅	∅	b	a	∅	A	T	∅	∅	P	A	∅	7	1	∅	∅	1	7	∅																																																																			10	e	d	∅	∅	b	u	∅	E	T	∅	∅	P	Y	∅	7	1	∅	∅	1	7	∅																																													11	aː	d	∅	∅	b	a	∅	A	T	∅	∅	P	A	∅	7	1	∅	∅	1	7	∅																																																																																																																																																																																
3	0.7500	2	0.5000	21	9	b	aː	d	∅	a	∅	∅	P	A	T	∅	A	∅	∅	1	7	1	∅	7	∅	∅																																																																			10	b	e	d	∅	u	∅	∅	P	E	T	∅	Y	∅	∅	1	7	1	∅	7	∅	∅																																													11	b	aː	d	∅	a	∅	∅	P	A	T	∅	A	∅	∅	1	7	1	∅	7	∅	∅																																																																																																																																																																																
4	1.0000	1	0.2500	21	9	a	b	aː	d	∅	∅	∅	A	P	A	T	∅	∅	∅	7	1	7	1	∅	∅	∅																																																																			10	u	b	e	d	∅	∅	∅	Y	P	E	T	∅	∅	∅	7	1	7	1	∅	∅	∅																																													11	a	b	aː	d	∅	∅	∅	A	P	A	T	∅	∅	∅	7	1	7	1	∅	∅	∅																																																																																																																																																																																
1	0.1250	8	1.0000	25																																																																			12	-	∅	∅	∅	a	-	-	_	∅	∅	∅	A	_	_	0	∅	∅	∅	7	0	0																																													13	g	∅	∅	∅	a	-	-	K	∅	∅	∅	A	_	_	1	∅	∅	∅	7	0	0																							14	-	∅	∅	∅	a	-	-	_	∅	∅	∅	A	_	_	0	∅	∅	∅	7	0	0	15	-	∅	∅	∅	a	-	-	_	∅	∅	∅	A	_	_	0	∅	∅	∅	7	0	0																							16	-	∅	∅	∅	a	r	u	_	∅	∅	∅	A	R	Y	0	∅	∅	∅	7	5	7																							17	-	∅	∅	∅	a	r	u	_	∅	∅	∅	A	R	Y	0	∅	∅	∅	7	5	7	18	-	∅	∅	∅	a	-	-	_	∅	∅	∅	A	_	_	0	∅	∅	∅	7	0	0	19	-	∅	∅	∅	a	r	u	_	∅	∅	∅	A	R	Y	0	∅	∅	∅	7	5	7
2	0.2500	7	0.8750	25																																																																			12	a	-	∅	∅	-	-	s	A	_	∅	∅	_	_	S	7	0	∅	∅	0	0	3																																													13	a	g	∅	∅	-	-	s	A	K	∅	∅	_	_	S	7	1	∅	∅	0	0	3																							14	a	-	∅	∅	-	-	s	A	_	∅	∅	_	_	S	7	0	∅	∅	0	0	3	15	a	-	∅	∅	-	-	s	A	_	∅	∅	_	_	S	7	0	∅	∅	0	0	3																							16	a	-	∅	∅	r	u	s	A	_	∅	∅	R	Y	S	7	0	∅	∅	5	7	3																							17	a	-	∅	∅	r	u	z	A	_	∅	∅	R	Y	S	7	0	∅	∅	5	7	3	18	a	-	∅	∅	-	-	z	A	_	∅	∅	_	_	S	7	0	∅	∅	0	0	3	19	a	-	∅	∅	r	u	s	A	_	∅	∅	R	Y	S	7	0	∅	∅	5	7	3
3	0.3750	6	0.7500	25																																																																			12	-	a	-	∅	-	s	ɛ	_	A	_	∅	_	S	E	0	7	0	∅	0	3	7																																													13	-	a	g	∅	-	s	ɛ	_	A	K	∅	_	S	E	0	7	1	∅	0	3	7																							14	-	a	-	∅	-	s	ɛ	_	A	_	∅	_	S	E	0	7	0	∅	0	3	7	15	-	a	-	∅	-	s	ɛ	_	A	_	∅	_	S	E	0	7	0	∅	0	3	7																							16	r	a	-	∅	u	s	ɛ	R	A	_	∅	Y	S	E	5	7	0	∅	7	3	7																							17	r	a	-	∅	u	z	a	R	A	_	∅	Y	S	A	5	7	0	∅	7	3	7	18	-	a	-	∅	-	z	ɛ	_	A	_	∅	_	S	E	0	7	0	∅	0	3	7	19	r	a	-	∅	u	s	ɛ	R	A	_	∅	Y	S	E	5	7	0	∅	7	3	7
