COGID	Albanian	English	French	German	Latin
560-1	m e m				
438-1	y				
1222-1	f m				
353-1	d e r ə r				
201-1	d r				
20-1	d				
503-1	p e				
957-1	r				
728-1	m e				
244-1	p e m				
289-1	m j t				
911-1	m r r r				
724-1	f ə r r				
145-1	d j				
992-1	m				
1181-1	a r				
741-1	p e				
1150-1	m				
585-1	f r				
814-1	d e				
916-1					
1079-1	m r				
630-1	r t				
343-1	d t				
8-1	d				
385-1	d				
683-1	d r t				
650-1	l i				
612-1	f m				
871-1	d r k r				
667-1	l r				
527-1	d				
499-1	p e				
1029-1	p e				
336-1	d				
198-1	m				
164-1	n e t o				
560-2		s ɪ			
438-2		g n			
1222-2		s			
353-2		p s			
201-2		f r			
20-2		f r r			
503-2		p l			
957-2		s n			
728-2		l ɪ			
244-2		s ɪ n			
289-2		s a t			
911-2		w i l			
724-2		s r ai s			
145-2		d t			
992-2		w			
706-2		s n			
106-2		f r			
741-2		p			
421-2		h l			
227-2		p ʊ d			
920-2		h ɛ r i			
1083-2		h ɛ r			
1066-2		g r			
1125-2		s r			
1197-2		m ɪ			
473-2		p ʊ			
284-2		ð ɪ s			
661-2		s s			
701-2		m ʊ n			
315-2		s o n			
1169-2		s l			
1150-2		h r r			
982-2		s ɪ			
987-2		s t s			
1055-2		s t ɛ			
1130-2		s			
433-2		s n			
625-2		w ɪ a			
1186-2		s a n			
416-2		w			
1233-2		w i n d			
884-2		w i m			
1016-2		s s			
952-2		h			
78-2		h l ɪ s			
514-2		v a n			
116-2		s t			
188-2		f o n			
745-2		f r θ			
1100-2		f r			
47-2		g			
111-2		h			
1061-2		s			
24-2		s ɪ r d			
232-2		h ʊ n			
671-2		l r r d			
385-2		s			
945-2		s ɪ n			
644-2		p			
1041-2		s t o			
492-2		h ɪ n			
1209-2		s			
527-2		w a t ə			
14-2		g o ɪ v			
1-2		ɔ l			
915-2		s n d			
271-2		ð s			
711-2		v ai s			
1112-2		s l ʊ d			
205-2		v r r s d			
301-2		s l au			
72-2		h o l t			
162-2		h			
238-2		s e			
560-3			v ɔ n		
438-3			ø		
1222-3					
353-3			p u s e		
201-3			p ɛ		
20-3			u t		
503-3			p u		
957-3					
728-3			d ɛ		
244-3			p ɛ t		
289-3			m r s		
911-3			a r i		
724-3			g r		
145-3			k u		
992-3			m		
1181-3			ʃ o v		
706-3			l u d		
106-3			p r ɛ		
741-3			p ø		
421-3			f l r		
227-3			p u s e		
920-3			ʃ r		
1083-3			k r ø		
1066-3			a		
1125-3			ʒ ɛ l ø		
1197-3			m t r		
473-3			m ɔ		
284-3			p ɛ s		
661-3			ɔ v		
701-3			p u s		
315-3			v ɔ ɛ i		
1169-3			s o s		
1150-3			s ɛ r ɛ		
982-3			s		
987-3			s		
1055-3			s i ø		
1130-3			s ø v		
433-3			s u e		
585-3			t ø		
625-3			d r		
1186-3			d ɔ n		
814-3			v ɛ r		
416-3					
1233-3			s n		
884-3			m ɛ r t		
916-3			t		
1016-3			a r ɛ r ɛ l		
952-3			a		
514-3			k s		
1079-3			v ɛ		
1100-3			g ɛ		
47-3			v ɔ t		
111-3			d a s u		
1061-3			m œ n		
1155-3			ʃ ɛ		
343-3			v ɛ r r		
671-3			ɛ s		
460-3			p u s		
8-3			p r s		
644-3			p u		
683-3			ʃ o t e		
650-3			k o d e		
612-3			k ø v		
871-3			d s		
1209-3			v ɔ s e		
667-3			d a i e		
499-3			p r		
14-3			p		
1029-3			p r		
272-3			ʃ ɛ r		
278-3			m ɛ d e		
410-3			ʃ ɔ r		
336-3			p r		
1009-3			v ɔ t ɛ		
479-3			a v		
712-3			m œ r		
1113-3			s ɔ n i		
605-3			ɛ r		
752-3			p r ɛ		
695-3			l ø v		
73-3			a r i		
162-3			s o		
239-3			d		
560-4				h aː t	
438-4				ʃ r	
1222-4				ʃ d	
353-4				f i t t	
201-4				f t	
20-4				f a t ə t	
503-4				f a l	
957-4				m n	
728-4				l i t	
244-4				n aː t	
289-4				n ə t	
911-4				iː r t d	
724-4				d r iː r	
145-4				m oː s	
992-4				h	
1181-4				h au t	
706-4				ʃ ə l	
106-4				f a n d ə	
421-4				f l au d	
227-4				f uː t	
920-4				h aː r	
1083-4				h aː r n	
1066-4				ʃ	
1125-4				ʃ aː	
1197-4				m a n d ə	
473-4				m ə n	
284-4				n eː r	
661-4				ʃ a	
701-4				h au t	
315-4				h au n d	
1169-4				ʃ a l	
1150-4				ʃ a r r	
982-4				ʃ aː t	
987-4				ʃ n d	
1055-4				ʃ t t r	
1130-4				ʃ t	
433-4				z eː n	
585-4				ʃ t	
625-4				h i t	
1186-4				m r n	
814-4				ʃ r	
416-4				v s	
1233-4				v i n d	
884-4				ʃ t r m	
78-4				h l s	
514-4				b ə r n	
116-4				ʃ s	
188-4				f a r b au l	
745-4				f a n d ə	
1100-4				f r r	
630-4				m r d ə t	
1155-4				h aː l	
24-4				n a s	
232-4				h au l	
671-4				v ai s	
460-4				h au t	
8-4				ʃ r t t	
385-4				ʃ iː	
945-4				ʃ aː t	
1041-4				ʃ t a n d	
492-4				d i b ə	
527-4				v ai t d r	
14-4				ʃ aː l s	
1-4				a l	
915-4				a n d	
271-4				a n	
711-4				v ai s	
1112-4				ʃ l a t	
205-4				h r aː z s	
301-4				ʃ l g	
72-4				h a l t	
238-4				t aː g	
560-5					p i t iː n
438-5					p r m w t
1222-5					p r m o
353-5					p i l k i
201-5					p i l u
20-5					k u l r eː n
503-5					p u l
957-5					s eː
728-5					l a m
244-5					n a r u n
289-5					l u w i a
911-5					p l u i a o a
724-5					p r i a a
145-5					d u l a
992-5					k a
1181-5					k w i a a
706-5					s i i a
106-5					p u l e a
741-5					p i m a
421-5					f l a r i
227-5					p u t a
920-5					k o r iː u
1083-5					k a o
1066-5					g e a
1125-5					g e l u
1197-5					m a r e a
473-5					k u w i l a
284-5					n e
661-5					a a a
701-5					k u p i
315-5					s a l i u
1169-5					g i l a
982-5					a a i u a
987-5					g a e e
1055-5					aː l i d l a
1130-5					k u i i
433-5					w o l aː w t
585-5					t e r
625-5					l eː m i a
1186-5					s a i
814-5					p r eː t
416-5					k i d eː
1233-5					p eː n i u
884-5					m i r t a
916-5					t
1016-5					a nː o m a l a
952-5					a r
78-5					k l a
1079-5					b i d eː
116-5					k l a
188-5					k a
745-5					k n u a
47-5					a a a n o
111-5					l a k u
1061-5					m a r i r o
630-5					n i n aː
1155-5					k u l t
24-5					n e
232-5					k a i
343-5					m i t s i eː n a
460-5					p u l i
945-5					k a u
644-5					k u l i
683-5					k eː m i aː
650-5					l w i l a
612-5					t e m a
1041-5					g i a a
871-5					d i i e t e r
492-5					n
1209-5					w o a i o
667-5					l a m i
499-5					p u l
1029-5					w i l
272-5					s eː m i d
278-5					m a m i m i
410-5					a d o r m i eː
1009-5					s eː m i iː
198-5					m i g aː
479-5					i a k a r o
712-5					m o r m
1113-5					s eː m i
605-5					o l i eː
752-5					g e m i iː i t
695-5					l u w i e l
73-5					f l i a l i d
164-5					n r a r eː n a eː n a
239-5					g e l
