COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
1-1	n o tʃ i								
2-1	n w a + tɬ eː w a								
8-1	w eː i i								
16-1	e s + tɬ i								
24-1	i s t i								
32-1	m i k i								
51-1	o n + i								
52-1	w aː k + tɬ k								
53-1	n a k a s								
54-1	tɬ aː l + l								
55-1	k w a								
60-1	iː x + l								
83-1	tɬ e + tɬ								
87-1	p a tɬ aː n i								
92-1	m a k a								
103-1	m a +								
106-1	k a k i								
138-1	n e ʔ w								
139-1	m i k + t i a								
142-1	m a t i								
145-1	m o + t eː k a								
176-1	tɬ aː k a + tɬ								
179-1	n a k a + tɬ								
180-1	m eː ts + tɬ i								
186-1	k e tʃ tɬ +								
190-1	j a k a + tɬ								
194-1	s eː								
220-1	o ʔ + tɬ i								
231-1	i t a								
240-1	k o tʃ i								
283-1	t e + tɬ								
293-1	i n + i								
314-1	k w a w + tɬ tɬ								
315-1	oː m e								
322-1	t e ʔ w m e i								
1-2		n u tʃ i							
2-2		n e a + t i i							
8-2		w e j i							
16-2		e s + t i							
24-2		i s t i							
32-2		m i b i							
51-2		u n + i							
52-2		w a k + t u							
53-2		n a b a s							
54-2		t a h i i							
55-2		b w a							
60-2		i x + t i l u l u							
83-2		t i + t							
87-2		p a t a n i							
92-2		m a b a							
103-2		m a j							
106-2		b a b i							
138-2		n a h							
139-2		m i k + t i a							
142-2		m a t i							
145-2		m u + t eː k a							
176-2		t a b a + t							
179-2		n a b a + t							
180-2		m eː ts + t i							
186-2		b e tʃ u +							
190-2		j a b a + n							
194-2		s eː							
220-2		u h + t i							
231-2		i t a							
240-2		b u tʃ i							
283-2		t e + t							
293-2		i n + i							
314-2		b w a w i t							
315-2		u m e							
322-2		t e h e e e							
1-3			m o tʃ i						
2-3			ʔ e x ʔ t tʃ						
8-3			w eː j a						
16-3			e s + t i						
24-3			i s t i						
32-3			m i k i						
51-3			o n + i						
52-3			w aː k + ʔ i						
53-3			n a k a s						
54-3			t aː l l i						
55-3			k w a						
60-3			iː x + t i l o l o						
83-3			t i + t						
87-3			p a t aː n i						
92-3			m a k a						
103-3			m aː +						
106-3			k a ʔ i						
138-3			n e h w						
139-3			m i k + t i a						
142-3			m a t i						
145-3			m o + t eː k a						
176-3			t aː k a + t						
179-3			n a k a + t						
180-3			m eː x + t i						
186-3			k e tʃ + ʔ						
190-3			j a k a + t						
194-3			s eː						
220-3			o h + t i						
231-3			i t a						
240-3			k o tʃ i						
283-3			t e + t t						
293-3			i n ʔ						
314-3			k w a w i +						
315-3			oː m e						
322-3			t e h w aː n						
1-4				n o tʃ i					
2-4				k w x + tɬ e					
8-4				w e h i					
16-4				e s + tɬ i					
24-4				i s t e					
32-4				m i k i					
51-4				o n + i					
52-4				w a k + tɬ o k					
53-4				n a k a s					
54-4				tɬ a l i					
55-4				k w a					
60-4				i x + o					
83-4				tɬ e + tɬ					
87-4				p a tɬ a n i					
92-4				m a k a					
103-4				m a h					
106-4				k a k i					
138-4				n e h w					
139-4				m i k + t i a					
142-4				m a t i					
145-4				m o + t e k a					
176-4				tɬ a k a + tɬ					
179-4				n a k a + tɬ					
180-4				m e ts + tɬ i					
186-4				k e tʃ + tɬ i					
190-4				j a k a + tɬ					
194-4				s e					
220-4				o h + tɬ i					
231-4				i t a					
240-4				k o tʃ i					
283-4				t e + + tɬ					
293-4				i n +					
314-4				k w a w i + tɬ					
315-4				o m e					
322-4				t e h w m e					
1-5					m o tʃ i				
2-5					t e x + t m				
8-5					w eː j i				
16-5					e s + t t				
24-5					i s t i				
32-5					m i b i				
51-5					o n + i				
52-5					w aː b + o				
53-5					n a b a s				
54-5					t aː l l				
55-5					b w a				
60-5					iː x o				
83-5					t i + t				
87-5					p a t aː n i				
92-5					m a b a				
103-5					m aː j				
106-5					b a k i				
138-5					n a h a				
139-5					m i b + t i a				
142-5					m a t i				
145-5					m o + t eː b a				
176-5					t aː b a + t				
179-5					n a b a + t				
180-5					m eː ts + t i				
186-5					b e tʃ				
190-5					j a b a				
194-5					s eː				
220-5					o h + t i				
231-5					i t a				
240-5					b o tʃ i				
283-5					t e k t				
293-5					i n + i				
314-5					b w a w +				
315-5					oː m e				
322-5					t e h a e n				
1-6						m u tʃ i			
2-6						n w a t eː aː			
