COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-1	t t t									
56-1	u m e									
96-1	a t a t									
99-1	a r i t o n									
114-1	t o k i tʃ i ʔ									
115-1	o z i tʃ									
133-1	t i p a a a tʃ									
144-1	a i a w a tʃ i									
150-1	k a w									
234-1	k o m									
236-1	p i k o n									
241-1	a w i n									
249-1	i tʃ e ʔ									
1-1	w a z a ʔ									
2-1	w o m m									
65-1	i w									
74-1	p a n a									
106-1	t o n i tʃ									
128-1	p o k tʃ									
147-1	t i m i tʃ i ʔ									
231-1	p a n a w o ʔ									
232-1	p i i j o									
239-1	n a m a k a n									
266-1	i t i m									
51-1	u w i ʔ									
97-1	m a p o m									
109-1	o p i t i tʃ i									
121-1	k a p i a k k k i									
149-1	t o k									
160-1	k i r i k									
163-1	u p e n									
167-1	p a ʔ									
207-1	m i ʔ									
259-1	t o w a ʔ									
66-1	k a r a k a w									
134-1	n i p a t									
139-1	m o n o tʃ i									
142-1	p p t a m a									
145-1	k a t a t i tʃ i ʔ									
148-1	t a a w w n									
162-1	i j i n									
166-1	i m i ʔ									
179-1	t a									
201-1	p i ʔ									
21-1	p a w a tʃ									
24-1	p o w o t a n									
52-2		t t e								
56-2		o m e								
96-2		a t a t i								
99-2		a r i j e t								
114-2		t o k i s i								
115-2		e j i e i								
133-2		t i p a a a i								
144-2		a t a w a s i								
150-2		k a w								
234-2		k o m								
236-2		p r k o j								
241-2		a w i t n								
249-2		i m e								
74-2		p a k a								
93-2		t o p a r i s i								
95-2		w i k i s								
106-2		t o j e t i								
119-2		j j t t i i i								
128-2		h o k i n i								
147-2		t i m o t i								
231-2		p a k a w e								
232-2		p i j j e								
239-2		j a m a k a k								
266-2		i t i m								
51-2		e w e								
55-2		o h a m								
97-2		m a h o m								
121-2		k a p i j a k n								
163-2		e p e n								
167-2		p a								
259-2		t o w a								
66-2		k a r a k a w								
112-2		t r a a j e e i								
116-2		t o p a k a s i								
125-2		k a t i m a n i								
135-2		t i m i e								
139-2		m o j o n i t								
142-2		p p t a m i								
148-2		t r a a w i k e								
162-2		i j i n								
166-2		i m i								
179-2		t a								
52-3			i tʃ i tʃ							
56-3			u m i j							
96-3			a t a t							
99-3			a i i t o t							
114-3			t u k i s i							
115-3			u i i k							
133-3			t v p a n a a							
144-3			v i i w a a i							
150-3			k a w tʃ							
234-3			k u m tʃ							
236-3			p i k u n tʃ							
241-3			a w e n tʃ							
249-3			i s i j							
1-3			w a t a j							
2-3			w m m m							
65-3			i w i							
93-3			t u p a i i s i							
95-3			w v k i							
106-3			tʃ u n i tʃ i							
119-3			i a tʃ i i e							
128-3			h u k tʃ							
147-3			tʃ i m i tʃ i							
231-3			p a n a w u j							
232-3			p i a e m a							
239-3			ɲ a m a k a n							
266-3			v i i m tʃ							
3-3			w u i i w u tʃ							
4-3			w a ɲ i j							
55-3			i w a m tʃ							
109-3			u p i e i i							
121-3			k a p i j a k							
149-3			t u k tʃ							
160-3			k i i i k							
207-3			m i j tʃ							
112-3			t i i e a e tʃ j							
125-3			k a tʃ v m a s i							
134-3			n e p a tʃ i							
135-3			t i m i m a a							
139-3			m u n u m i tʃ							
52-4				t t e						
56-4				u m e						
96-4				a t a t						
99-4				a r i m o n						
114-4				t o k i i						
115-4				u m i u						
133-4				t i p a a a						
144-4				a w a w a i						
150-4				k a w						
234-4				k o m						
236-4				p i k u n						
241-4				a w i n						
249-4				i tʃ e						
1-4				w a ʒ̟ a						
2-4				w o m						
65-4				i w						
74-4				p a n a						
93-4				t o p a r i tʃ i						
95-4				w i k i						
106-4				t u n i i						
119-4				i a t i i						
128-4				p o k i						
147-4				t i m i tʃ i						
231-4				p a n a w o						
232-4				p i j m						
239-4				m a m a k a n						
266-4				i ʒ̟ i m						
3-4				o w r k w o						
4-4				w a r i						
51-4				u w u						
97-4				m a p i m						
109-4				u p i ʒ̟ i i						
121-4				k a p i a k k						
149-4				t o k						
160-4				k i r i k						
163-4				u p u n						
167-4				p a						
207-4				m i						
259-4				t o w a						
66-4				k a r a k a w						
116-4				t o p a k a tʃ i						
134-4				n i p a t						
135-4				t i m i t a t						
139-4				p o n o u						
142-4				p p t a m a						
145-4				k a t a t i tʃ i						
148-4				t a a w w a						
162-4				i n i n						
166-4				i m i						
179-4				t a						
