COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
61-1	d ə m																		
63-1	ʔ a tʼ ɨ m																		
107-1	g a m ə ə a																		
112-1	d a b ə n a																		
331-1	n ɨ g u s																		
377-1	b ə kʼ ɨ ə																		
381-1	ʔ a r																		
417-1	r u z																		
451-1	s ə b a t																		
454-1	ʔ a tʃʼ ɨ r																		
484-1	s ɨ dː ɨ s t																		
535-1	ʔ a s ɨ r																		
543-1	s o s t																		
593-1	ʔ a m u s																		
640-1	m a a																		
1-1	d ə bː ə r ə																		
65-1	tʼ u b																		
212-1	ʔ ə n																		
244-1	ʔ a r b ə																		
248-1	m u ə a																		
293-1	f ə r ə j																		
373-1	kʼ ɨ m a ə																		
408-1	b ə r a																		
414-1	d ə b a kʼ u a a																		
601-1	ʔ ə r o																		
642-1	n ɨ f a s																		
60-1	n ə f ə s ə																		
115-1	ʔ ə r a																		
209-1	s ɨ mː u t																		
242-1	ʔ a mː ɨ s t																		
415-1	z ɨ n a b																		
450-1	z ə r																		
490-1	tʼ ə bː ə																		
638-1	s ɨ r ə																		
645-1	kʼ a ə																		
160-1	tʼ ə r ə kʼ																		
208-1	ʔ ɨ n kʼ b ə a																		
214-1	ʔ a b																		
378-1	ʔ a n g ə t																		
379-1	g ə tʼː ə																		
409-1	g ə t ə r ə																		
598-1	ʔ ə ə ʔ																		
646-1	ʔ a ʔ ə																		
210-1	g ə ʔ o ə ə																		
215-1	ʔ a tʼ ə b ə t																		
285-1	m ɨ tʼ a d																		
332-1	ʔ ə g ɨ r																		
380-1	ʔ ə ʔ u a																		
412-1	s a h ə n																		
64-1	d a bː o																		
67-1	w ɨ r																		
251-1	f ə kʼ																		
294-1	m u kʼ kʼ																		
597-1	ʔ ə m ə n ə																		
7-1	ʔ a r g a																		
158-1	kʼ ə m ɨ s																		
372-1	ʔ ə n f ə r																		
374-1	b ə kʼ o a o																		
375-1	s ə b																		
411-1	t ə r a s																		
541-1	kʼ ə tʃʼ ɨ n																		
6-1	m ə r ʔ a mː a																		
113-1	b u n a																		
330-1	kʼ ə l d																		
448-1	kʼ ə tʼ a n s ə n b ə t																		
449-1	ʔ a s ə																		
491-1	d ɨ n g ə t																		
596-1	n ə g ə																		
4-1	g ɨ n sː ə																		
8-1	kʼ ə b ə dː o																		
106-1	m ə tʼ a																		
290-1	ʔ a g ə z ə																		
489-1	b ə r tʃʼ u b a a																		
602-1	m ɨ n																		
2-1	ʔ u lː ɨ																		
3-1	ʔ ɨ n ə																		
61-2		d ə m																	
63-2		ʔ a tʼ ɨ m																	
107-2		g ə m ə ə a																	
112-2		d a b ə n a																	
331-2		n ɨ g a s																	
377-2		b ə kʼ ɨ ə ə																	
381-2		ʔ a ʔ																	
417-2		r u z																	
451-2		s ə b a t																	
454-2		ʔ a tʃ ə r																	
484-2		s ɨ dː ɨ s t																	
535-2		ʔ a s ɨ r																	
543-2		s o s t																	
593-2		ʔ a m u s																	
640-2		m a ə																	
1-2		d ə b ə r ə																	
65-2		tʼ u																	
163-2		s ə tʃ ə																	
212-2		ʔ ai̯ n																	
244-2		ʔ a r b ə																	
248-2		m u ə a																	
293-2		f ə r ə g																	
373-2		kʼ ɨ m a ə																	
408-2		b ə r ə																	
414-2		d ə b a kʼ u ə a																	
642-2		n ɨ f ə s																	
60-2		n ə f ə s ə																	
115-2		l a r a																	
209-2		s ɨ m u n																	
242-2		ʔ a m ɨ s t																	
415-2		z ɨ n a b																	
450-2		z ə r																	
490-2		tʼ ə b a																	
645-2		kʼ a ə																	
160-2		tʼ ə r ə kʼ																	
208-2		ʔ ə n kʼ w ə ə																	
378-2		ʔ a n g ə t																	
379-2		g ə tʼ ə																	
409-2		g ə t ə r ə																	
598-2		d a ə ʔ																	
646-2		ʔ a g ə																	
210-2		g ə d a ə																	
215-2		ʔ a tʼ ə b ə t																	
285-2		m ɨ tʼ a d																	
380-2		ʔ ə kʼ a a																	
