COGID	Eryuan	Heqing	Jianchuan	Lanping	Luobenzhuo	Qiliqiao	Xiangyun	Yunlong	Zhoucheng
518	f ɤ ⁵⁵	f ɤ̃ ⁵⁵	f ɤ̃ ⁵⁵	f ɯ̃ ⁵⁵		f ɤ ⁵⁵	f ɯ̃ ⁵⁵	f ɤ ⁵⁵	f ɤ ⁵⁵
4620	p ɯ ³³	p ɯ ³³	p ɯ ³³	p ɯ ³³	b ɯ ³³	p ɯ ³³			p ɯ ³³
1542				l e ⁵⁵	l o ⁵⁵				
2574	p ɔ ⁴²			p o ³³				p o ⁴²	
3575	k ɔ ²¹	k w ɔ ²¹	k ou ²¹	k o ²¹	k ao ³¹	k w ɔ ²¹		k ɔ ²¹	k ɔ ²¹
6799	a ³¹		a ³¹						
1317		j ɛ̃ ³⁵	j ɯ̃ ⁵⁵						j i ⁵⁵
1746			j ĩ ³³	j ɛ̃ ³³			j ɔ ³³		
3474			ts ou ⁴²				ts ou ⁴²		
3875		ts ɿ ⁵⁵			ts ɯ ³¹	tsʰ ɛ ³³		ts ɿ ³³	tsʰ ɛ ³³
350	j a ⁴⁴			j a ⁴⁴					
2846		kʰ e ⁴⁴			qʰ æ ⁵⁵				
5513		ts ou ⁴²	ts o ⁴⁴	ts u ⁴⁴	ts u ⁵⁵	ts o ⁴⁴	ts ɔ ⁴⁴		ts o ⁴⁴
2990	p ɔ ³¹				b o ⁵⁵	p ɔ ²¹			
3626	ʈʂ w ɛ ⁵⁵							ts w ɛ ⁵⁵	
3685	f ɛ ⁴⁴	f ɛ̃ ⁴⁴	f ɛ ⁴⁴	f ɛ ⁴⁴		f ɛ ⁴⁴	f ɛ ⁴⁴	f ɛ ⁴⁴	f ɛ ⁴⁴
649		p j ɛ ⁴⁴	p j ɛ ⁴⁴						
5118	ts e ³⁵	ts ẽ ⁵⁵	ts ẽ ⁵⁵	ts ẽ ⁵⁵		ts e ³⁵	ts ẽ ³⁵	ts e ³⁵	ts e ³⁵
4056						tɕ j ɛ ³³	j ĩ ³³		tɕ j ɛ ³³
2145			ɕ ĩ ⁵⁵					s ɛ ³³	ɕ i ³³
4411	k w a ⁴²				q w a ⁴⁴				
5299	ɕ i ⁵⁵	ɕ i ⁵⁵	ɕ i ⁵⁵	ɕ ĩ ⁵⁵	ʑ u ⁵⁵	ɕ i ³⁵		s e ⁵⁵	ɕ i ³⁵
4812	z ɔ ²¹	ɣ ɯ ⁴²	ɣ ɯ ⁴²	ɣ ɯ ⁴²	ɣ ɯ ⁴²		ɣ ou ⁴²	ɣ ɯ ⁴²	ɣ ɯ ⁴²
3408		k ɔu ⁵⁵				k ɤ ³⁵			
1335	ɕ i ⁵⁵							s e ⁵⁵	ɕ i ³⁵
2486			j i ⁴²	j ɛ ⁴²					
2575	ts ɿ ³³	ts ɿ ³³	ts ɿ ³³			ts ɿ ³³	ts ɿ ³³	ts ɿ ³³	ts ɿ ³³
586		ts ɿ ³³	ts ɿ ³³	ts ɿ ⁵⁵					
926			ts ɿ ³¹	ts ɯ ³³			ts ɿ ³³		
3047					c ɤ ³¹				tɕ i ⁴²
12	ʈʂʰ ɤ ³¹	tɕʰ w ɔ ³¹	tsʰ ɤ ³¹	tsʰ ɛ ⁴²		tsʰ ɤ ³¹			tsʰ ɤ ³¹
5899	m i ⁴⁴					m i ⁴⁴	m i ⁴⁴	m i ⁴⁴	m i ⁴⁴
1195							j ɛ̃ ²¹	ɥ ɛ ⁴⁴	
4343	l ɯ ³¹			l j ɯ ²¹				l ɯ ³¹	
1522								ɕ ɛ ⁴⁴	s e ⁴⁴
5946	ŋ ɤ ⁴⁴							ŋ ɤ ⁴⁴	
6678	ŋ a ⁵⁵	ŋ a ⁵⁵	j ã ⁵⁵	ŋ ã ⁵⁵		ŋ a ⁵⁵	ŋ a ⁵⁵	ɲ a ⁵⁵	ŋ a ⁵⁵
5952					m æ̃ ³¹	m i ⁴⁴	m i ³³		m i ⁴⁴
5786	ʂ e ⁴⁴			s e ³³		s e ⁴⁴		s ɛ ⁴⁴	
1215		s u ⁵⁵	s ɤ ⁵⁵	s u ⁵⁵	ɕ u ³³	s ɤ ³⁵	ɕ ɛ ³⁵	ʃ ɤ ³⁵	s ɤ ³⁵
6605	ŋ ɔ ³³	ŋ ɔu ³³						ʁ ɔ ³³	
5448	kʲʰ i ⁴⁴	tɕʰ i ⁴⁴	tɕʰ i ⁴⁴	tsʰ ɯ̃ ⁵⁵		tɕʰ i ⁴⁴	tɕʰ i ⁴⁴	tɕʰ i ⁴⁴	tsʰ ɿ ⁵⁵
1163	pʰ j ɔ ³¹					pʰ j ɔ ³¹	pʰ j ɔ ³¹	pʰ j ɔ ³¹	pʰ j ɔ ³¹
6981	ŋ ɤ ²¹		ɤ̃ ²¹		ŋ o ³¹	ŋ ɤ ²¹	ŋ ɯ ²¹		ŋ ɤ ²¹
5429	m ɛ ³¹	m ɛ ³¹	m ɛ ³¹	m a ³³	m a ⁴⁴		m ɛ ²¹	m ɛ ³¹	m ɛ ³¹
2757							tsʰ u ⁵⁵	ts u ⁵⁵	
3112	kʰ w ɛ ³¹	kʰ w ɛ ³¹	kʰ w ɛ ³¹	kʰ w ɛ ³¹		kʰ w ɛ ³¹	kʰ w ɛ ³¹		kʰ w a ³¹
2249		m ɯ ³¹	m ɯ ²¹		m ɯ̃ ³¹		m u ³¹	m ɯ ³¹	
3304				l ã ³¹					l a ³¹
6544	t a ⁴²	t ã ⁴²				t a ³²		t a ⁴²	
6875	kʰ ɤ ⁵⁵		kʰ ɤ ⁵⁵	kʰ u ⁵⁵		kʰ ɤ ⁵⁵	kʰ ɛ ⁵⁵		kʰ ɤ ⁵⁵
6878					l ao ³¹	l a ⁴⁴		l ao ²¹	
6842		ts ɯ ³¹	ts ɯ ³¹					dz ɯ ³¹	
6898		k w ɔ ³⁵				k w ɔ ³⁵	k w ɔ ³⁵	k w ɔ ⁵⁵	
5027	s a ⁴⁴	s a ⁴⁴	s a ⁴⁴	s a ⁴⁴		s a ³²	s a ⁴⁴	s a ⁴⁴	s a ⁴⁴
2186				w õ ⁴⁴			w ɔ̃ ³³		
6595	p e ⁴⁴	p e ⁴⁴	p e ⁴⁴	p e ⁴⁴		p e ⁴⁴	p e ⁴⁴	p e ⁴⁴	p e ⁴⁴
5370	ts e ⁴²	ts e ⁴²	ts e ⁴²	ts e ⁴⁴		ts e ⁴²	ts e ⁴⁴	ts e ⁴⁴	ts e ³³
2540	ʈʂʰ e ⁴⁴						tsʰ e ⁴⁴	tsʰ ɛ ⁴⁴	
2969	ɤ ⁴⁴		ɤ ⁴⁴			v ɤ ⁴⁴	ɛ ⁴⁴	ʔ ɯ ⁴⁴	v ɤ ⁴⁴
5829	ɲ i ⁴⁴	j ĩ ⁴⁴	j ĩ ⁴⁴	j ĩ ⁵⁵	ɲ i ⁵⁵		n i ⁴⁴	ɲ i ⁴⁴	
3009	p ɯ ²¹	p ɯ ²¹	p ɯ ²¹	p ɯ ²¹	p ɯ ³¹	p ɯ ²¹	p ou ²¹		p ɯ ²¹
5744	p ɯ ³¹					p ɯ ³¹			
3537			ã ³³	ã ⁴⁴					
33	t ɯ ²¹	t ɯ ²¹	t ɛ ²¹	t j ɯ ²¹	ʈ ɯ ³¹	t ɯ ²¹		t ɯ ²¹	t ɯ ²¹
1742	ɲ ɤ ³³					n ɤ ³³		ɲ ɤ ³³	ɲ ɤ ³³
1998	a ⁵⁵			a ⁴⁴	a ⁵⁵			a ⁵⁵	a ³³
