COGID	1	10	2	3	4	5	6	7	8	9
2689-1	ŋʰ a a m a									
893-1	a a n a									
1285-1	n w a									
1303-1	g ɔ m a									
2197-1	z a l a									
2828-1	i i n a									
3572-1	s ɔ n i									
1095-1	l i m a									
1755-1	i i ŋ ɛ									
1789-1	k a l a ŋ g a									
3207-1	f u l a									
3519-1	t u m a									
3686-1	i m b a									
4249-1	k ʊ m i									
4451-1	β i s i									
448-1	ŋʰ u n i									
630-1	β ɛ ɛ l ɛ									
814-1	g ɔ m b ɛ									
1216-1	g a β a									
1228-1	w a									
1418-1	z i m a									
1475-1	g w a									
2026-1	t w ɛ									
2775-1	β u u m b a									
3397-1	β ɔ l a									
3826-1	z ɔ k a									
4003-1	i j a a									
4040-1	g ɛ ɛ n i									
4373-1	l i m i									
4384-1	i i n ɔ									
84-1	z u l u									
116-1	f i k a									
181-1	g ɔ ɔ ŋ g o									
419-1	l ɔ g a									
587-1	ɔ ŋ g ɔ									
660-1	l ɛ ɛ l a									
848-1	k a l a									
1083-1	l i l a									
1122-1	β i n a									
1159-1	n a									
1350-1	l j a a									
1374-1	n a á n ɛ									
1396-1	z ɔ f ʊ									
1430-1	i i s ɔ									
1666-1	t á n u									
1767-1	g u k d ʊ̀									
1906-1	i ŋ g i l a									
2177-1	g a h i									
2286-1	l a									
2317-1	f u β a									
2419-1	s ɛ k a									
2750-1	ɛ z i z i									
3018-1	z i l a									
3275-1	k a a n a									
3441-1	s a a ŋ g a									
3464-1	β ɔ n a									
3639-1	z ɛ t ɛ s ɛ l a									
3885-1	t u m ɔ									
3981-1	i m a									
4192-1	β i m b a									
4260-1	s w a									
4350-1	l ɛ ɛ l ɔ									
43-1	z i m u									
93-1	k ɔ n ɔ									
200-1	β i									
374-1	l w a									
459-1	l u m a									
508-1	f ɔ f u									
528-1	β i l i									
575-1	t a									
871-1	z a á m a									
2689-2		n a a m a								
893-2		a a n a								
1303-2		ŋ g o m a								
2197-2		dʒ a l a								
2828-2		s i n a								
3572-2		s o n i								
1095-2		l i m a								
1789-2		k a l a ŋ g a								
3207-2		v u l a								
3519-2		t u m a								
3686-2		i m b a								
4249-2		k u m i								
4451-2		v i s i								
448-2		n u n i								
630-2		v e e l e								
814-2		ŋ g o m b e								
1216-2		g v a								
1228-2		w a								
1418-2		t i m a s a								
1475-2		g w a								
2026-2		t w e								
3826-2		s o o k a								
4003-2		i v a								
4373-2		l i m i								
4384-2		i n o								
84-2		g u l u								
116-2		w i k a								
419-2		l u k o								
587-2		o o ŋ g o								
660-2		l e l a								
848-2		k a l a								
1122-2		v i n a								
1159-2		e a								
1350-2		l j a								
1374-2		n a a n e								
1906-2		i i ŋ g i l a								
2419-2		s e k a								
2750-2		e s i								
3441-2		s e e ŋ g a								
3464-2		v o n a								
3639-2		dʒ e t e m a l a								
3981-2		i m a n a								
4192-2		v i m b a								
4350-2		l e e l o								
278-2		v a								
3971-2		k a m a								
55-2		e n m a								
43-2		d i m u								
93-2		k o n o								
459-2		l u m a								
2689-3			ɲ a m a							
893-3			a a n a							
1285-3			n w a							
1303-3			k o m a							
2197-3			dʒ a l a							
2828-3			ìì n a							
3572-3			s o n i							
1095-3			l i m a							
1755-3			i n e							
1789-3			x a l a ŋ g a							
3207-3			β u l a							
3519-3			tʰ u m a							
3686-3			ìì m b a							
4249-3			x u m i							
4451-3			β i s i							
448-3			n u n i							
630-3			β e e l e							
1216-3			k a β a							
1228-3			f w a							
1418-3			s i m a							
1475-3			k w a							
3397-3			β o l a							
4003-3			i β a							
4040-3			k e e n i							
4373-3			l i m i							
4384-3			i i n o							
181-3			k o o ŋ g o							
419-3			l u k a							
587-3			o o ŋ g o							
660-3			l e l a							
1083-3			l i l a							
1350-3			l j a							
1374-3			n a a n e							
1396-3			s o f u							
1666-3			tʰ a a n u							
1767-3			k o tʰ u							
1906-3			i i ŋ g i l a							
2177-3			ŋ g a p i							
2286-3			l a							
2317-3			f u β a							
2750-3			e s i							
3275-3			x a a n a							
3464-3			β o n a							
3639-3			dʒ i tʰ e m a l a							
3981-3			i m a							
4192-3			β i m b a							
4260-3			s w a							
4350-3			l e e l o							
278-3			β a							
745-3			tʰ a x o							
3971-3			x a m a							
93-3			k o n o							
200-3			β i							
374-3			tʃ a l w a							
508-3			f o f u							
528-3			β i l i							
2689-4				ŋʰ a m a						
893-4				a a n a						
1285-4				n w a						
3572-4				s o n i						
1755-4				i n e						
1789-4				k a l a ŋ g a						
3686-4				i m b a						
4451-4				b i s i						
1216-4				g a v a						
4003-4				i b a						
419-4				l o g a						
1122-4				b i n a						
1430-4				i s o						
1666-4				t á n o						
1767-4				k o k o						
55-4				a m a						
94-4				b o k o						
2717-4				g a a ŋ g a						
2689-5					n a m a					
893-5					a n a					
1285-5					n w a					
1303-5					o m o					
2197-5					ʃ a l a					
2828-5					i n a					
3572-5					s o n i					
1095-5					l i m a					
3207-5					β u l a					
3519-5					t u m					
3686-5					i m b a					
4249-5					k u m i					
448-5					n u n i					
630-5					β e e l e					
814-5					ŋ g o m b e					
1228-5					β w a					
1418-5					ʃ i m a					
2026-5					t w e					
2775-5					β u m β					
3397-5					β o l o					
3826-5					ʃ o k					
4040-5					g e n i					
4373-5					l i m i					
4384-5					i n o					
84-5					ʃ u l u k					
116-5					f i k					
587-5					o n g o					
848-5					k á l a					
1159-5					n					
1350-5					l j					
1396-5					s o f u					
1430-5					i á u					
1767-5					t u k u					
2286-5					l a					
2317-5					p u β a					
2419-5					s e k					
2750-5					e ʃ i					
3018-5					ʃ i l					
3275-5					k a n a					
3441-5					s a ŋ g					
3885-5					tʃ u m o					
4192-5					β i m b a					
4260-5					s w a					
4350-5					l e e l o					
278-5					β a					
745-5					t á k o					
3971-5					k á m a					
55-5					n a m a					
94-5					β o k o					
2717-5					ŋ g a ŋ g a					
4139-5					m i n d a					
200-5					β i					
374-5					tʃ w					
508-5					p o p u					
528-5					β i l i					
575-5					t					
1303-6						o m a				
1755-6						i n e				
448-6						ɲ u n i				
1475-6						g w a				
3397-6						β o l a				
2286-6						l a				
278-6						p				
2717-6						k a a ŋ g a				
2689-7							ɲ a m a			
893-7							a n a			
1285-7							ŋ w a			
1303-7							ɣ o m a			
2197-7							t á k a			
2828-7							i n a			
3572-7							z o n i			
1095-7							i m a			
1755-7							i n e			
1789-7							k a ŋ g a			
3519-7							t u m a			
3686-7							i m b a			
4249-7							k u m i			
4451-7							v i s i			
814-7							ɣ o m b e			
1216-7							ɣ a v a			
1475-7							ɣ w a			
2026-7							t w e			
2775-7							v u m b a			
3826-7							z o k a			
4003-7							i v a			
4040-7							ɣ e n i			
84-7							ɣ u o u			
116-7							f i k a			
181-7							ɣ o ŋ g o			
419-7							o ɣ a			
587-7							o ŋ g o			
660-7							l e a			
848-7							k á r a			
1122-7							v i n a			
1159-7							a			
1374-7							a n e n e			
1396-7							z o f u			
1430-7							i s u			
1906-7							i ŋ g i a			
2177-7							ŋ g a			
2419-7							z e k a			
3018-7							z i a			
3275-7							k a n a			
3441-7							z e ŋ g a			
3464-7							v o n a			
3639-7							t e t e m a a			
3885-7							r u m o			
4192-7							v i m b a			
745-7							t á k o			
3971-7							k á m a			
55-7							ɲ a m a			
2717-7							ŋ g a ŋ g a			
4139-7							m i n a			
93-7							k o n o			
459-7							u m a			
575-7							t a			
2689-8								ɲ a m a		
1285-8								n w a		
1303-8								ŋ g o m a		
2197-8								ʝ a r a		
2828-8								ʝ i n a		
3572-8								ʃ ô n i		
1755-8								n i		
1789-8								k a r a ŋ g a		
3207-8								p u r a		
3519-8								t u m a		
3686-8								i m b a		
4249-8								k u m i		
4451-8								β i ʃ i		
814-8								ŋ g o m b e		
1228-8								β w a		
2026-8								t w e		
2775-8								β u m b a		
3826-8								ʝ o k a		
4040-8								ɣ e n i		
181-8								ɣ ô ŋ g o		
660-8								r e r a		
848-8								k á r a		
1083-8								r i r a		
1159-8								n a		
1350-8								r j a		
1396-8								ʝ ô v u		
1666-8								t á n u		
2177-8								ŋ g a		
2317-8								p u β a		
4260-8								ʃ w a		
745-8								t á k o		
3971-8								k á m a		
94-8								β ô k u		
2717-8								ŋ g a ŋ g a		
4139-8								m i n d a		
43-8								t î m u		
575-8								t a		
871-8								t á m a		
2689-9									ʊ m a	
893-9									a n a dʒ e	
1285-9									ʊ w a	
1303-9									ŋ g o m a	
2197-9									z a l a	
2828-9									z i n a	
3572-9									s o n i	
1095-9									l i m a	
1789-9									k a l a ŋ g a	
3207-9									b u l a	
4249-9									k u m i	
4451-9									b i s i	
630-9									b e l e	
814-9									ŋ g o m b e	
1228-9									b w a	
1418-9									z i m a	
1475-9									g w a	
2026-9									s w e	
2775-9									b u m b a	
3397-9									b o l a	
3826-9									z o k a	
4003-9									i b a	
4040-9									g e n i	
4373-9									l i m i	
4384-9									i n o	
116-9									b i k a	
181-9									g o ŋ g o	
1083-9									l i l a	
1374-9									n á n e	
1430-9									i s o	
1666-9									s á n ʊ	
1767-9									k o tʰ o	
1906-9									i ŋ g i l a	
2177-9									ŋ g a p i	
2419-9									s e k a	
2750-9									e z i	
3018-9									z i l a	
3441-9									s e ŋ g a	
3885-9									r u m o	
3981-9									i m a	
4260-9									s w a	
4350-9									l e l o	
278-9									b a	
745-9									t á k o	
55-9									a m a	
94-9									b o g o	
4139-9									m i n t a	
200-9									b i	
528-9									b i l i	
871-9									s a m a	
2689-10										n a m a
893-10										a n a
1285-10										n w a
2197-10										z a l a
2828-10										ʃ i n a
1095-10										l i m a
1755-10										i n e
3207-10										f ʊ l a
3519-10										r u m a
448-10										n u n i
630-10										b ɛ ɛ l ɛ
1216-10										k a b a
1418-10										z i m a
2775-10										b ʊ m b a
3397-10										b ɔ l a
4373-10										l i m i
4384-10										i n ɔ
84-10										k ʊ l ʊ
1083-10										l i l a
1122-10										b i n a
2286-10										l a
2317-10										f ʊ b a
3018-10										d i l a
3275-10										χ a n a
3464-10										b w n a
3639-10										r ɛ r ɛ m a
3885-10										s i m ʊ̀
3981-10										i m a n a
94-10										b ɔ ɔ
4139-10										m i n dʒ a
43-10										d ɛ m ʊ
374-10										a a l w a
459-10										l u m a
508-10										f ɔ f u
871-10										r á m a
