COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
549	dʒ a m ³		dʒ æ m ⁵⁴				
368				h o k ⁵⁴		h a ts	
10			w ɔ ⁵¹		w a ʔ ⁵⁵	r w a	
495	ŋ i ³¹	ŋ ai ³	ŋ e ³¹	ŋ ai ²³	ŋ j i ⁵⁵	ŋ ai	
326	pʰ ə ³					pʰ aˀ	b j ɔ ³
340	ŋ au ³¹		ŋ au ³¹	ŋ o ʔ ³²	ŋ u ⁵⁵	ŋ w i	ŋ au ³²
503	tsʰ ɨu ³		tsʰ u ³²	tsʰ au ³²		tsʰ u	tsʰ u ⁴³
432	b a t ³¹			b ḛ t ʔ ⁵⁴			
173	pʰ ə ³	pʰ ə ³	pʰ ə ⁵³	pʰ ə t ³²			pʰ ə t ⁵
301	j ɔ ʔ ³¹		j ɔ̰ ʔ ³	ɣ o ʔ ³²	r ʊ ʔ ³¹	r a k	w ɔ ʔ ³
328			d z ə ŋ ⁵¹	ts a̰ ŋ ⁴¹			d z i ŋ ⁵
305	kʰ j a ʔ ⁵³		kʰ j a ʔ ⁵³				kʰ a p ³²
239	n a m ³¹		n a m ³¹	n ɛ ³		n a m	n a m ³²
517		ts õ ²³	dʒ a ŋ k ⁵³	dʒ a ³⁴		r a ŋ	dʒ a̰ ŋ ⁵³
161	s o t ⁵			s ai t ⁵			s ʊ t ⁵
315	tʰ u ŋ ⁵		tʃʰ a ŋ ⁴⁵	tʃʰ a ³²	ts i ⁵⁵		tʰ u ŋ ³⁴
306	tʃʰ oa p ⁵¹		tʃʰ w ɛ p ⁵³	kʰ j æ p ⁵	x ɹ a ʔ ³¹	kʰ j u p	kʰ j u p ⁵⁴
5	m ṵ ⁵	m ə ⁵²	m ɔ ⁵³				m ɔ ⁴
430	tʃʰ ei ⁵	tʃʰ ə ²³	tʃʰ e ⁴³	tʃʰ i t ⁵⁴	ʃ e ³¹		tʃʰ i ⁵³
441	x j ɔ ⁵						h ɔ ⁵³
350			b i ⁴⁵				b e ³²
177	g au ⁵		g au ⁵		k o ³¹		
262	l ə ³					l eː	
229	pʰ ə ⁵		b w e ⁵³	p a̰ t ⁵		p u	
288	b ai ʔ ⁴¹					p au k	
505	l a m ³¹	l ẽ ²³	l æ̰ m ³¹	l e ²			l a m ³²
375	ŋ a̰ m ⁵³		m j e ³²	m i t ³			m ɪ t ³
485	n j ɔ ³⁵	m j a ⁵²	m j õ ³⁵	m j ɔ ⁴⁵		m j aː	m j ɔ ³
564	l a ³					p r au ŋ	l a ŋ ³
162			j ɛ m ³			ʔ i m	
261	ʃ a ŋ ³				s ə	s aː	ʃ a ŋ ⁵³
458	ʃ o ⁵	s u ⁵²	ʃ o ⁵	ʃ ɪ ⁵⁴	tsʰ o		ʃ ɔ ³
88	n j ṵ k ³⁵		m j o k ⁵⁴	m j æu ʔ ³²			m j u ʔ ⁵³
198		ʃʰ a ⁵²		ʃ ɔ ⁵¹			m w i ³¹
164	dʒ a ŋ ³			dʒ a̰ ³²			dʒ a ŋ ³²
263			d z u ⁴	d z o ³²			dʒ ə ³
408	d u ³	t a̰u ⁵²	d ɔ ²	d u ⁴²		t w aː	d ɔ ³²
172	kʰ u ŋ ⁵		kʰ o ŋ ⁵		k ə		kʰ u ŋ ³¹
449	ts ṵ ʔ ⁵²		d z u ³²	d z a̰u ⁴		tsʰ u	dʒ ɔ ʔ ⁵⁴
131	ŋ a t ³¹		ŋ ai t ³	n a ³²			ŋ a t ³²
74			ʃ i ⁵		s i ³¹		ʃ ɪ ³
213	n a̰ ḭ k ⁵⁴	n a k ⁵²	n ə k ⁵⁴			h n aˀ	n ɪ̰ k ⁵
48	ʃ ə ⁴³		ʃ o ⁵³			tʰ u mˀ	tʃʰ ɔ ³²
