COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ⁵						
4-1	l a ⁵						
18-1	m j j ŋ						
19-1	n j ⁵						
44-1	l u ʔ ⁵						
50-1	h j ŋ ³						
62-1	s a k ⁵						
70-1	b a n ⁵						
75-1	m j ɔ ʔ ³¹						
97-1	tʃʰ a ŋ ³¹						
112-1	tsʰ ɔ ⁵						
122-1	m j u ʔ ³¹						
127-1	kʰ w ei ⁵						
132-1	w a ʔ ⁵						
133-1	n au ⁵						
135-1	n au ŋ						
142-1	d z i ei						
143-1	ŋ ɔ ʔ ³¹						
149-1	ʔ u ⁵						
152-1	ŋ ɔ ³						
157-1	b ɔ ⁵						
183-1	ʔ u ⁵						
184-1	n u ʔ ⁵						
185-1	tsʰ a m						
189-1	m j ɔ ʔ ³¹						
192-1	n ɔ ³						
195-1	n ɔ ³						
200-1	g a n ³¹						
216-1	s a ŋ ⁵						
218-1	l ɔ ʔ ³						
225-1	s a ŋ ⁵						
235-1	kʰ j ei ³						
244-1	s w ei ³						
253-1	m j ŋ						
270-1	m i ⁵						
278-1	m j ŋ ŋ ³¹						
279-1	w a ⁵						
285-1	j j m m						
308-1	d j ⁵ ³						
322-1	m i ⁵						
325-1	kʰ au ⁵						
337-1	m j a ŋ ³¹						
341-1	d z ɔ ³						
347-1	s u k ⁵						
362-1	j i ³¹						
391-1	j u p ⁵						
394-1	m ɔ ʔ ³¹						
397-1	tʃʰ i ⁵						
443-1	n j ɔ p ⁵						
460-1	s a ʔ ⁵						
463-1	w i ³¹						
464-1	ʔ u ŋ ³						
473-1	s u m ³						
476-1	kʰ j u k						
481-1	tsʰ a ³						
494-1	g j ³						
496-1	h j ŋ ŋ						
516-1	w a ³						
522-1	n ɔ ʔ ⁵						
523-1	j u ³						
524-1	n e ³						
540-1	kʰ ɔ ⁵						
3-1	b w ei ³						
6-1	g j ³						
7-1	d u m ³¹						
20-1	n a ʔ ⁵						
51-1	ŋ u n ³¹						
64-1	g ɔ ŋ ³						
65-1	g u k ⁵						
66-1	d z u ³¹						
71-1	s i ³¹						
72-1	ʔ a ³						
76-1	w ɔ ³						
77-1	m j k ³						
78-1	m au g						
82-1	pʰ u ŋ ³						
87-1	ŋ ɔ ʔ ³						
93-1	l a m ⁵						
94-1	m j ³						
100-1	s au n ³						
116-1	l u ³						
119-1	w a m ³¹						
124-1	b j u ³						
136-1	l i ei ³¹						
137-1	kʰ j au ei ³						
144-1	s u t ⁵						
145-1	d u ŋ ³¹						
146-1	m au k						
150-1	g j ɔ ʔ ³¹						
154-1	m j i ³¹						
165-1	kʰ j n ³¹						
166-1	j ɔ ³¹						
169-1	g j a̰ ŋ ³¹						
170-1	b j ɔ ³¹						
171-1	j a ŋ ³						
174-1	l a m ³¹						
181-1	m j ɔ ʔ ⁵						
193-1	b u ⁵						
205-1	n au t ³						
206-1	m w k ³¹						
212-1	tʃʰ ɔ ʔ ³¹						
214-1	l u m ³¹						
217-1	ʔ u ³¹						
224-1	n j au ⁵ ³¹						
228-1	b au ŋ						
238-1	j au ⁵						
241-1	s ɔ ⁵						
246-1	g j a ⁵						
256-1	ʔ a						
257-1	ɔ ⁵						
272-1	m ɔ ⁵						
273-1	ʔ a ⁵						
274-1	m a ŋ						
286-1	kʰ u m ⁵						
289-1	kʰ u ŋ ³¹						
294-1	ʔ u ⁵						
301-1	j ɔ ʔ ⁵						
306-1	kʰ j u p ⁵						
307-1	ŋ a ʔ ⁵						
321-1	tʰ a ŋ ³¹						
331-1	m j ɔ ³						
332-1	l a̰ m ³						
335-1	g j ɔ ³						
336-1	n j m ³¹						
340-1	ŋ au ³						
342-1	m j au ⁵ ³						
360-1	dʒ u p ³¹						
376-1	s au						
389-1	n j k ⁵						
395-1	n ɔ ³¹						
401-1	s i ³¹						
404-1	d z u ŋ ³¹						
408-1	d ɔ ³						
409-1	l ɔ ³						
413-1	d w n n						
421-1	n j u k ³¹						
425-1	b j ei						
430-1	tʃʰ i t						
442-1	d u ³						
447-1	tʰ u ŋ ⁵						
456-1	g ɔ ⁵						
458-1	tʃʰ u ⁵						
469-1	kʰ au ³						
470-1	d a ³						
475-1	ŋ ɔ ³						
477-1	n j ɛ t ³						
478-1	ʃ i t ⁵						
480-1	g au ⁵						
485-1	m j ɔ ⁵						
495-1	ŋ e ³¹						
499-1	m j a̰ ŋ ³¹						
500-1	n j w m						
501-1	tʰ u ³						
506-1	dʒ a ʔ ³						
507-1	n ɔ ʔ ³						
509-1	l u ŋ ⁵						
510-1	b j a ŋ ⁵						
511-1	l ɔ ʔ ³						
521-1	h au ³						
525-1	n j au ei ³						
538-1	tʃʰ au u ³						
539-1	dʒ j n ³¹						
544-1	k j u ʔ ³¹						
550-1	tʰ ɔ ʔ ³¹						
562-1	m j u ŋ ³						
568-1	g au ³						
2-1	kʰ u ŋ ³¹						
11-1	s a ŋ ³¹						
12-1	j j ʔ						
22-1	g u ŋ ³						
28-1	b a ³¹						
1-2		m au					
4-2		l a ⁵²					
18-2		m j i ⁵²					
19-2		n i ⁵²					
44-2		l au ʔ					
50-2		kʰ a ŋ ⁵²					
62-2		ts a ʔ ⁵²					
70-2		p a n					
75-2		m j a ʔ					
97-2		ts a ŋ					
112-2		ts a ⁵²					
122-2		m j au ʔ ³					
127-2		kʰ w i					
132-2		w a ʔ ³					
133-2		n a ŋ					
135-2		n au ²³					
142-2		t a i i					
143-2		ŋ a ʔ					
149-2		ʔ au ⁵²					
152-2		ŋ a					
157-2		p a ⁵²					
183-2		ʔ au ⁵²					
184-2		n au ʔ					
185-2		ts a m					
189-2		m j a ʔ					
192-2		n a					
195-2		n a					
200-2		ts a ⁵²					
216-2		ts i ŋ ²³					
218-2		l a ʔ					
225-2		ts i ŋ ⁵²					
235-2		kʰ j ⁵²					
244-2		ts w i					
253-2		m i ²³					
270-2		m i ³					
278-2		m j a ŋ					
279-2		w a ⁵²					
285-2		j a m ³					
308-2		p j ²³					
322-2		m i ⁵²					
325-2		kʰ au ⁵²					
337-2		m j a ŋ					
341-2		t a a					
347-2		ts au ʔ ⁵²					
362-2		j i ⁵²					
391-2		j a p ⁵²					
394-2		m a ʔ ³					
397-2		ts i ⁵²					
443-2		m j a p					
