COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	j ɔ ⁵⁵								
495-1	n au ³⁵								
838-1	l ɔ ⁵⁵								
438-1	l ɔ ³¹ ⁵⁵								
334-1	l ɔ ⁵⁵ ⁵⁵								
360-1	l ə ³¹								
394-1	ȵ i ³¹ ³¹								
221-1	ts o p ⁵⁵								
202-1	k au ³¹								
935-1	ʂ ³¹								
93-1	ts ɔ ³¹								
7-1	p m n ³¹								
664-1	o m ŋ ⁵⁵								
246-1	x ɔ ʔ ⁵⁵								
547-1	s ə k ⁵⁵								
555-1	i n m ⁵⁵								
464-1	ȵ au ³¹								
119-1	tɕ ə ŋ ⁵⁵								
835-1	n ɔ p ⁵⁵								
79-1	t o								
693-1	ŋ au ⁵⁵								
477-1	n a p								
891-1	tʰ ə ŋ ³⁵								
528-1	ʐ o ⁵⁵								
797-1	k ʐ ʔ ⁵⁵ ⁵⁵								
493-1	n i k ⁵⁵								
217-1	ʂ a m ⁵⁵								
896-1	tsʰ u t ⁵⁵								
452-1	ȵ ʐ u ⁵⁵								
580-1	s ɔ t ⁵⁵								
833-1	n ɔ ⁵⁵								
390-1	j w ŋ ³¹								
696-1	ŋ au ⁵⁵								
86-1	t au ŋ ⁵⁵								
384-1	j m n ³⁵								
61-1	ʂ m n ⁵⁵								
536-1	s ɔ x ⁵⁵								
731-1	ʂ i ³¹								
779-1	tɕ a ⁵⁵								
589-1	x ə m ⁵⁵								
658-1	o m m ⁵⁵								
456-1	ȵ a w ŋ ³¹								
183-1	k ʐ ŋ ³¹								
785-1	x ɔ a								
714-1	ə ⁵⁵								
331-1	l ɔ a								
930-1	l̥ o p ⁵⁵								
161-1	k ɔ m ⁵⁵								
814-1	x ʂ								
179-1	k ⁵⁵ ʔ ⁵⁵ ⁵⁵								
194-1	l ɔ ⁵⁵ ⁵⁵								
727-1	ʂ w a ⁵⁵								
260-1	x a a p ⁵⁵								
144-1	k a m ⁵⁵								
53-1	p a m ⁵⁵								
59-1	t ɔ ⁵⁵ ⁵⁵								
506-1	tɕ k ⁵⁵								
29-1	p ə k								
316-1	x ɔ ʔ ⁵⁵								
389-1	ȵ ⁵⁵ w ŋ ⁵⁵								
118-1	ȵ ɔ a								
312-1	x ʂ								
490-1	n i ⁵⁵								
436-1	ȵ ʐ w a								
927-1	j ɔ n ⁵⁵								
383-1	ȵ ɔ ⁵⁵ ⁵⁵								
211-1	a m m ⁵⁵								
873-1	s ə ŋ ⁵⁵								
877-1	s a m								
344-1	l ɔ m ⁵⁵								
666-1	j ɔ								
595-1	x ə m ³⁵								
660-1	s o m								
642-1	ʂ w ŋ ³⁵								
257-1	x a m m ⁵⁵								
167-1	k ʐ w a								
880-1	tʰ ɔ p ⁵⁵								
484-1	n w ŋ ⁵⁵								
574-1	s u m ³¹								
718-1	ʂ n ³¹								
811-1	x ui ³¹								
458-1	x ə ŋ ³¹								
884-1	tɕ ɔ ³⁵								
205-1	k o ʔ								
499-1	n i ⁵⁵								
706-1	tɕ ɔ ⁵⁵								
920-1	ʑ ŋ ³¹								
36-1	p a m m ⁵⁵								
12-1	p i ⁵⁵								
350-1	l ə ŋ ³⁵								
4-1	p e n ⁵⁵								
342-1	ʐ o ⁵⁵								
280-1	x a ⁵⁵ ⁵⁵								
612-1	x ə ŋ ³¹								
459-1	ȵ ʐ ə n ⁵⁵								
569-1	s o ³¹								
283-1	x ʐ u ³⁵								
148-1	k ɔ ŋ ⁵⁵								
652-1	o i ⁵⁵								
220-1	ʂ w ŋ								
562-1	s ə ŋ ³¹								
31-1	p ʐ w ⁵⁵								
386-1	ȵ a ³¹								
804-1	x ʐ o ŋ ³¹								
369-1	l ə k								
125-1	t o								
314-1	x ʐ a								
823-1	l o p ⁵⁵								
471-1	n a m ⁵⁵								
40-1	p ʐ ə ŋ ³⁵								
393-1	m ɔ ŋ ³⁵								
272-1	x a w ŋ ³⁵								
463-1	ȵ au ⁵⁵								
1-1	p ɔ ⁵⁵								
214-1	a m ³¹								
123-1	t o ⁵⁵								
512-1	ʐ ³¹ k ⁵⁵								
518-1	tɕ ʐ o ⁵⁵								
878-1	tʰ ɔ a								
849-1	p a t ⁵⁵								
524-1	p u ʔ ⁵⁵								
90-1	tʰ ɔ ⁵⁵								
541-1	s i n ³¹								
933-1	ʂ au ³¹								
467-1	n ɔ a								
49-1	o au ⁵⁵								
822-1	l ɔ k ⁵⁵								
52-1	p ɔ ⁵⁵ ⁵⁵								
