COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ɔ ⁵⁵								
495-1	n o ³⁵								
838-1	l ɔ ⁵⁵ ⁵⁵								
438-1	m i ʔ ⁵⁵								
334-1	l ɔ ʔ ⁵⁵								
360-1	l ə ³¹								
394-1	m ʐ a								
221-1	ʐ m p ⁵⁵								
202-1	k au ³¹								
935-1	u ³¹								
93-1	ts ə a ³⁵								
7-1	p a n ³¹								
664-1	o a ⁵⁵ ⁵⁵								
246-1	x ɔ ʔ ⁵⁵								
547-1	ʂ ə k ⁵⁵								
555-1	ʐ ɔ m ⁵⁵								
464-1	m o ³¹								
119-1	ts ə ŋ ⁵⁵								
835-1	n w p ⁵⁵								
79-1	t o ³¹								
693-1	ŋ o ⁵⁵								
477-1	n a p ³¹								
891-1	tʰ ə ŋ ³⁵								
528-1	ʐ o ⁵⁵								
797-1	x ʐ ʔ ⁵⁵ ⁵⁵								
493-1	n ə ʔ ⁵⁵								
217-1	ʐ a p ⁵⁵								
896-1	tsʰ au t ⁵⁵								
452-1	m ʐ u ʔ ³¹								
580-1	s ɔ t ⁵⁵								
833-1	n ɔ ⁵⁵								
390-1	m w ŋ ³¹								
696-1	ŋ o ⁵⁵								
86-1	t u ŋ ⁵⁵								
384-1	m a n ³⁵								
61-1	t a m ⁵⁵								
536-1	ʐ w ʔ ⁵⁵								
731-1	ʐ ə ³¹								
779-1	ɔ a								
589-1	t w ŋ ⁵⁵								
658-1	o a m ⁵⁵								
456-1	m ʐ a ŋ ³¹								
183-1	k ʐ ³¹ ³¹								
785-1	x w ³¹								
714-1	a ⁵⁵								
331-1	l ɔ ³¹								
930-1	ŋ ɔ p ⁵⁵								
161-1	k a ŋ ⁵⁵								
814-1	x ui ³¹								
179-1	k ʐ ʔ ʔ ⁵⁵								
194-1	ʐ w ʔ ⁵⁵								
727-1	ʂ w ŋ ⁵⁵								
260-1	x ʐ a p ⁵⁵								
144-1	k a m ⁵⁵								
53-1	p u m ⁵⁵								
59-1	t w ʔ ⁵⁵								
506-1	p ə k ⁵⁵								
29-1	p ə k								
316-1	t ɔ ʔ ⁵⁵								
389-1	m ʐ w ŋ ⁵⁵								
118-1	m ɔ ³⁵								
312-1	x o ³¹								
490-1	n ʐ a								
436-1	m ʐ w ³¹								
927-1	ŋ a n ⁵⁵								
383-1	m ɔ ʔ ⁵⁵								
211-1	ʐ a m ⁵⁵								
873-1	s ə ŋ ⁵⁵								
877-1	ʂ a ³⁵								
344-1	l a m ⁵⁵								
666-1	ŋ ɔ ³¹								
595-1	t w a								
660-1	o a t ³¹								
642-1	l w ŋ ³⁵								
257-1	x ʐ a m ⁵⁵								
167-1	k ʐ w ³¹								
880-1	tʰ a ʔ ⁵⁵								
484-1	n w ŋ ⁵⁵								
574-1	ʂ u m ³¹								
718-1	ʂ w n ³¹								
811-1	x o ³¹								
458-1	t u ŋ ³¹								
884-1	tʰ ɔ ³⁵								
205-1	k u ʔ ³¹								
499-1	n a ⁵⁵								
706-1	ʂ w ⁵⁵								
920-1	o ŋ ³¹								
36-1	p ʐ a ŋ								
12-1	p ʐ ⁵⁵								
350-1	l a ŋ ³⁵								
4-1	p a n ⁵⁵								
342-1	ʐ u ʔ ³¹								
280-1	x ʐ ⁵⁵								
612-1	t a ŋ ³¹								
459-1	m ʐ ə ŋ ⁵⁵								
569-1	s ui ³¹								
283-1	x ʐ u ³⁵								
148-1	k a au ³¹								
652-1	o i ⁵⁵								
220-1	ʐ w a ³¹								
562-1	ʂ ə ŋ ³¹								
31-1	p ʐ ɔ ʔ								
386-1	m a ⁵⁵ ³¹								
804-1	x ʐ o ŋ ³¹								
369-1	l ə ʔ ³¹								
125-1	t u ³¹								
314-1	ʔ ʐ a								
823-1	l w p ⁵⁵								
471-1	n a m ³¹								
40-1	p ʐ ə ŋ a								
393-1	m w ŋ ³⁵								
272-1	x ʐ w ŋ								
463-1	m o ⁵⁵								
1-1	p w ³¹								
214-1	ʐ a m ³¹								
123-1	t u m ⁵⁵								
512-1	p ʐ ə k ⁵⁵								
518-1	p ʐ o ⁵⁵								
878-1	tʰ ɔ ³¹								
849-1	ts a t ⁵⁵								
524-1	p u ʔ ⁵⁵								
90-1	t ɔ a ⁵⁵								
541-1	ʐ w n ³¹								
933-1	n au ³¹								
467-1	n ɔ ³¹								
49-1	p u ⁵⁵								
822-1	l ɔ ʔ ³⁵								
52-1	p ɔ ⁵⁵								
377-1	l ɔ m ³¹								
127-1	ʈʂ a p ³¹								
67-1	t a t ⁵⁵								
864-1	p ʐ ³¹ ³¹								
126-1	ʈʂ ɔ ʔ ³¹								
656-1	o a m								
635-1	ʈʂʰ ɔ ⁵⁵								
473-1	n a m ⁵⁵								
98-1	ʂ ɔ ³¹								
445-1	m ʐ au ⁵⁵								
379-1	l u t								
665-2		ŋ o ⁵¹							
495-2		n ui ⁵⁵							
838-2		n i ts ²¹							
438-2		m i̱ o ʔ							
334-2		l o ʔ ²¹							
360-2		l j ²¹							
394-2		m j ²¹ ²¹							
221-2		j p p							
202-2		k u̱i ²¹							
935-2		a ⁵⁵ ²¹							
93-2		ts o ŋ							
7-2		p a n ²¹							
664-2		u a ŋ ⁵¹							
246-2		k o̱ ʔ ⁵⁵							
547-2		s a k ⁵⁵							
555-2		j i̱ m ⁵¹							
464-2		m u̱i ²¹							
119-2		ts o ŋ ⁵¹							
835-2		n a̱ p ⁵⁵							
79-2		ts u ²¹ ²¹							
693-2		ŋ ui ⁵¹							
477-2		n e ʔ ⁵⁵							
891-2		ts i ŋ ⁵⁵							
528-2		j u ²¹							
797-2		k j u k ⁵⁵							
493-2		n i k ²¹							
217-2		j a̱ p ²¹							
896-2		ts u t ⁵⁵							
452-2		m j ui k ⁵⁵							
580-2		s o ʔ ⁵⁵							
833-2		n o̱ ⁵¹							
390-2		m a̱ ŋ ²¹							
696-2		ŋ u ⁵¹							
86-2		ts u̱i ŋ ²¹							
384-2		m a n ⁵⁵							
61-2		ts a m ⁵¹							
536-2		x o ʔ ⁵⁵							
731-2		p i ²¹							
779-2		o o̱ ⁵¹							
589-2		tʰ a ŋ ⁵¹							
680-2		n o̱ ʔ ⁵⁵							
658-2		u a m ⁵¹							
456-2		m j a ŋ ²¹							
183-2		s j i ²¹							
785-2		kʰ o ⁵⁵							
714-2		j ²¹							
331-2		l o ⁵⁵							
206-2		j o ⁵¹							
930-2		n a̱ ʔ ⁵⁵							
353-2		l i ⁵¹							
161-2		k a̱ ŋ ⁵¹							
814-2		kʰ a ²¹							
179-2		k j o ʔ ²¹							
194-2		j o ʔ ⁵⁵							
727-2		p a ŋ ⁵¹							
260-2		kʰ j a p ⁵⁵							
144-2		k a m ⁵¹							
53-2		p o m ²¹							
59-2		ts o ʔ ²¹							
506-2		pʰ i k ⁵⁵							
29-2		p i e							
316-2		tʰ o ʔ ⁵⁵							
389-2		m j a ŋ ²¹							
118-2		m o ⁵⁵							
312-2		kʰ ui ²¹							
490-2		n j ⁵⁵							
436-2		m a o ²¹							
927-2		n a n ⁵¹							
383-2		m o ʔ ²¹							
211-2		j a m ⁵¹							
873-2		tʰ i ŋ ²¹							
371-2		l i ŋ ²¹							
877-2		s e ⁵⁵							
344-2		l a m ⁵¹							
666-2		ŋ o ²¹							
595-2		tʰ a ⁵⁵							
660-2		u ts ʔ ⁵⁵							
642-2		tʃ a ŋ							
257-2		kʰ j a m ⁵¹							
167-2		k j o ²¹							
880-2		ts a̱ p ⁵⁵							
337-2		u o ⁵¹							
484-2		n a ŋ ⁵¹							
574-2		x u m ²¹							
718-2		p a̱ n ²¹							
811-2		kʰ ui ²¹							
458-2		tʰ u ŋ ²¹							
884-2		p j ⁵⁵ ²¹							
205-2		k u̱i ʔ ²¹							
499-2		n e ⁵¹							
706-2		u o ⁵¹							
920-2		u ŋ ²¹							
36-2		p j a ⁵¹							
12-2		p i ⁵¹							
350-2		l a ŋ ⁵⁵							
4-2		p a n ⁵¹							
342-2		j u k ²¹							
280-2		kʰ j ²¹ ²¹							
638-2		l e ʔ ⁵⁵							
729-2		p i ²¹							
72-2		ts a ŋ ²¹							
612-2		tʰ a̱ ŋ ²¹							
459-2		m j i ŋ ⁵¹							
569-2		p a ²¹							
283-2		kʰ j ui ²¹							
501-2		p o ²¹							
652-2		a i							
220-2		j a ŋ ²¹							
233-2		j u̱i ʔ ²¹							
562-2		s i ŋ ²¹							
31-2		p j a ʔ ⁵⁵							
386-2		m e t ²¹							
684-2		ŋ a o ʔ ²¹							
804-2		kʰ j o̱ ŋ ²¹							
618-2		tʃ ui ²¹							
565-2		p u ²¹							
468-2		n o ʔ ²¹							
369-2		l i k ²¹							
314-2		kʰ j o ⁵¹							
776-2		p u̱i ʔ ⁵⁵							
170-2		s j o ⁵⁵							
823-2		l a̱ p ⁵⁵							
471-2		n a m ²¹							
249-2		kʰ a m ⁵¹							
367-2		l j ²¹							
414-2		m j ⁵⁵							
503-2		p o̱ ⁵⁵							
40-2		p j i ŋ ⁵⁵							
647-2		tsʰ i ⁵¹							
105-2		tʃ i ²¹							
141-2		k i ²¹							
272-2		kʰ j a ŋ ²¹							
463-2		m u̱i ⁵¹							
1-2		p o ²¹							
349-2		l a ŋ ²¹							
214-2		j a m ²¹							
841-2		n j t ⁵⁵							
123-2		ts u ⁵¹							
646-2		l i ²¹							
433-2		m i ŋ ⁵¹ ⁵¹							
512-2		pʰ j i ²¹ ⁵⁵							
518-2		pʰ j u ²¹							
878-2		ts o̱ ²¹							
849-2		p a t ⁵⁵							
524-2		pʰ u̱i k ⁵⁵							
90-2		ts i̱ ⁵⁵ ²¹							
541-2		s a̱ n ²¹							
933-2		tʃ u̱i ²¹							
164-2		k a ŋ ²¹							
686-2		ŋ j a̱ p ⁵⁵							
467-2		n o ²¹							
201-2		s j u ʔ ²¹							
784-2		j j e ⁵⁵							
487-2		n j ²¹							
504-2		pʰ o ʔ ⁵⁵							
49-2		p ui ²¹							
822-2		l o ʔ ⁵⁵							
52-2		p a ⁵¹							
281-2		kʰ j ui ⁵¹							
46-2		p j o ⁵¹							
377-2		l j m ²¹							
127-2		tʃ a p ²¹							
67-2		ts a̱ p ⁵⁵							
192-2		k j o̱ ʔ ʔ							
864-2		p j ŋ ²¹							
126-2		tʃ o ʔ ²¹							
546-2		s a̱ ŋ ⁵¹							
