COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
132										w a z ə n a					w ə z ə n ə				
453	b ə g					b ə gː ɨ ʕ										b ə gː u ʕ	b ə g ɨ ʕ		
151	ʔ a l ə kʼː ə s ə	l ə kʼː ə s ə																	
667												d ə x ə					n ɨ s ɨ x a		
77				ʔ ə ʃː ə ʔ ə m							ʔ ə s ə m								
329	s ɨ r a																s ɨ r a ħ		
458			d ə n g ə ɲː ə	d ə n g ə ɲː ə	d ə n g ə ɲː ə		d ə n g ə n ə	d ə n g ə ɲː ə	d ə n g ə ɲ ə		d ə n g ə ɲ ə	d ə n g ə ɲː ə	d ə n g ə ɲː ə	d ə n g ə ɲː ə					
644	s e t ɨ j o																s ə b ʔ ai̯ t i		s e t
509										ʔ i r		j i m ɨ r		ʔ a r e t	ʔ a j ɨ r			ʔ ai̯ r	ʔ a r i t
610			m ɨ r kʼ a r	m ɨ r a f ə r			m ɨ r kʼ a r	m ɨ r kʼ a r	m ə m ɨ r		m ɨ r ʔ a r		m ɨ r kʼ a r						
13		m ə kː a tʃː a	m ə t a g ə tʃ a																
156	ʔ a h ɨ jː a	ʔ a h ɨ j a																	
175						ħ ə r g ə s				ħ aː s							ħ a r g ə s		
126						w a l d				w iː dʒ						w ə l a d			
246	ʔ a r b					ʕ a r b											ʕ a r b i		
259						kʼ w ə r n ə n ə ʕ a t				ʔ a n kʼ u r aː r a ħ									
249	n ə tʃʼ ʃ ɨ n k u r t	z a h ʃ u n k u r t																	
641	s ə fː i	s ə f i															g ə fː i ħ		s ə fː i
119			ʔ a n g a tʃ a	ʔ a n g a tʃː ə	ʔ a n g a tʃː a		ʔ a n g a tʃː a	ʔ a n g a tʃ a	ʔ a n g a tʃ a		ʔ a n g a tʃ a	ʔ a n g a tʃ a	ʔ a n g a tʃ a	ʔ a n g a tʃ a					
376	s ə ɲː o					s ə n ui̯										s ə n o	s ə n ui̯		
101																ħ u	ħ a w		
