COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ɔ ⁵⁵								
495-1	n au ³¹								
838-1	l ə k ⁵⁵								
438-1	ȵ ɔ w ʔ								
334-1	l ɔ ʔ ʔ								
360-1	l i ³¹ ³¹								
394-1	m i ³¹ ³¹								
221-1	i o p								
202-1	k au ³¹								
935-1	ɔ ³¹								
93-1	ʂ ɔ a ³¹								
7-1	p a n ³¹								
664-1	ɔ w ŋ ŋ								
246-1	x ɔ ʔ ⁵⁵								
547-1	s ə k ⁵⁵								
555-1	i n m ⁵⁵								
464-1	m au ³¹								
119-1	m ə ŋ ⁵⁵								
835-1	n̥ a p ⁵⁵								
79-1	t o ³¹								
693-1	ŋ au ⁵⁵								
477-1	n a ⁵⁵								
891-1	tʰ ə ŋ ³⁵								
528-1	ʐ o ⁵⁵								
797-1	x ʐ o ʔ								
493-1	n ə k ⁵⁵								
217-1	ʑ p ⁵⁵ ⁵⁵								
896-1	tsʰ u t ⁵⁵								
452-1	ȵ au u ʔ ⁵⁵								
580-1	s u ʔ ⁵⁵								
833-1	n̥ ɔ ⁵⁵								
390-1	m ɔ a ³¹								
696-1	ŋ ui ⁵⁵								
86-1	t u ŋ ⁵⁵								
384-1	m a n ³⁵								
61-1	t a m ⁵⁵								
536-1	s w ʔ ⁵⁵								
731-1	ʂ ʐ ³¹								
779-1	ɔ ⁵⁵								
589-1	oi ³¹ ŋ ⁵⁵								
658-1	ɔ m m ⁵⁵								
456-1	ȵ ʐ a ŋ ŋ								
183-1	k ʐ ³¹ ³¹								
785-1	x ɔ ³¹								
714-1	oi ⁵⁵								
331-1	l ɔ ³¹								
665-2		ŋ o ⁵¹							
495-2		n au ²¹							
838-2		l i k ²¹							
438-2		m j o ʔ ²¹							
334-2		l o ʔ ²¹							
360-2		l a̱i ²¹							
394-2		m j ²¹							
221-2		j u p ⁵⁵							
202-2		k au ²¹							
935-2		v ²¹ ²¹							
93-2		ts o ²¹							
7-2		p a̱ n ²¹							
664-2		v a ŋ ⁵¹							
246-2		k o̱ ʔ ⁵⁵							
547-2		s i k ⁵⁵							
555-2		j i ⁵¹ ⁵¹							
464-2		m au ²¹							
119-2		ts i ŋ ⁵¹							
835-2		n a̱ p ⁵⁵							
79-2		t u ²¹							
693-2		ŋ au ⁵¹							
477-2		n a p ²¹							
891-2		t i ŋ ⁵⁵							
528-2		v u ⁵¹							
797-2		k j u ʔ ⁵⁵							
493-2		n i k ²¹							
217-2		j a p ⁵⁵							
896-2		ts u t ⁵⁵							
452-2		m j u ʔ ²¹							
580-2		s u ʔ ⁵⁵							
833-2		n o̱ ⁵¹							
390-2		m a ŋ ²¹							
696-2		ŋ ui ⁵¹							
86-2		t u ŋ ⁵¹							
384-2		m a n ⁵⁵							
61-2		t a m ⁵¹							
536-2		x o ʔ ⁵⁵							
731-2		ʃ i ²¹							
779-2		v o ⁵¹							
589-2		tʰ a ŋ ⁵¹							
680-2		ŋ o̱ ʔ ⁵⁵							
658-2		v a m ⁵¹							
456-2		m j a ŋ ²¹							
183-2		k j i ²¹							
785-2		kʰ o ²¹							
714-2		v ⁵¹							
331-2		l o ²¹							
665-3			ŋ a ⁵⁵						
495-3			n au ³⁵						
838-3			n a k						
438-3			m j a ʔ ³¹						
334-3			l a ʔ ³¹						
360-3			l i ³¹						
394-3			m j ³¹						
221-3			j ɛ p ⁵⁵						
202-3			k au ³¹						
935-3			v ³¹						
93-3			t a ³¹						
7-3			p ɛ̃ n ³¹						
664-3			v ɔ̃ ⁵⁵						
246-3			k j ʔ ⁵⁵						
547-3			s a k ⁵⁵						
555-3			j m ⁵⁵						
464-3			m au ³¹						
119-3			t a ŋ ⁵⁵						
835-3			n ɛ̱ ʔ ⁵⁵						
79-3			t ɔ ³¹						
693-3			ŋ au ⁵⁵						
477-3			n ɛ ʔ ⁵⁵						
891-3			t a ŋ ³⁵						
