COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ɔ ⁵⁵								
495-1	n au ŋ ³¹								
838-1	n̥ ɔ m ⁵⁵								
438-1	l o ʔ ⁵⁵								
334-1	l ɔ ʔ ⁵⁵								
360-1	l i ³¹								
394-1	n e ³¹								
221-1	j au ⁵⁵								
202-1	k au ³¹								
935-1	o ³¹								
93-1	ts ɔ ³¹								
7-1	p a n ³¹								
664-1	o w a ŋ ⁵⁵								
246-1	x ɔ ʔ ⁵⁵								
547-1	ɕ ɔ ʔ ⁵⁵								
555-1	j ɔ m ⁵⁵								
464-1	m au ³¹								
119-1	ts o ŋ ⁵⁵								
835-1	n ɔ ʔ ⁵⁵								
79-1	t ɔ ³¹								
693-1	ŋ au ⁵⁵								
477-1	n a p ⁵⁵								
891-1	tʰ ə ŋ ³⁵								
528-1	ʐ ɔ ⁵⁵								
797-1	x ʐ au ʔ ⁵⁵								
493-1	n ə ʔ ⁵⁵								
217-1	j a p ⁵⁵								
896-1	tsʰ au ³¹								
452-1	m j au ʔ ⁵⁵								
580-1	ɕ ɔ ʔ ⁵⁵								
833-1	n ɔ ⁵⁵								
390-1	m w a ŋ ³¹								
696-1	ŋ ʐ ui ⁵⁵								
86-1	t au ŋ ⁵⁵								
384-1	m a ŋ ³⁵								
61-1	t a ŋ ⁵⁵								
536-1	ɕ ɔ ʔ ⁵⁵								
731-1	ɕ e ³¹								
779-1	tʰ ɔ ⁵⁵								
589-1	tʰ w a ŋ ⁵⁵								
658-1	o a m ⁵⁵								
456-1	m ʐ w a ŋ ³¹								
183-1	k ʐ e ³¹								
785-1	x ɔ ³¹								
714-1	au ⁵⁵								
331-1	l ɔ ³¹								
930-1	ŋ ɔ ʔ ⁵⁵								
161-1	k w a ŋ ⁵⁵								
814-1	x ʐ ui ³¹								
179-1	k ʐ o ʔ ⁵⁵								
194-1	ʐ ɔ ʔ ⁵⁵								
727-1	ɕ w a ŋ ⁵⁵								
260-1	x ʐ a p ⁵⁵								
144-1	k ə m ⁵⁵								
53-1	p ə m ⁵⁵								
59-1	t ɔ ʔ ³¹								
506-1	tɕ e ʔ ⁵⁵								
29-1	p ə ʔ ⁵⁵								
316-1	tʰ o ʔ ⁵⁵								
389-1	m ʐ w a ŋ ⁵⁵								
118-1	m ɔ ³⁵								
312-1	x ɔ ³¹								
490-1	n ə ŋ ³⁵								
436-1	m a ŋ ³¹								
927-1	ŋ a ŋ ⁵⁵								
383-1	m ɔ ʔ ³¹								
211-1	j a m ³⁵								
873-1	ɕ ə ŋ ⁵⁵								
877-1	ɕ e ³⁵								
344-1	l a m ⁵⁵								
666-1	ŋ ɔ ³¹								
595-1	tʰ w a ⁵⁵								
660-1	o ʔ ⁵⁵								
642-1	t w a ŋ ³¹								
257-1	x a m ⁵⁵								
167-1	k ʐ w a ³¹								
880-1	tʰ a p ⁵⁵								
484-1	n w a ŋ ⁵⁵								
574-1	ɕ u m ³¹								
718-1	ɕ e n ³¹								
811-1	x au ³¹								
458-1	tʰ au ŋ ³¹								
884-1	tʰ ɔ ŋ ³¹								
205-1	k au ⁵⁵								
499-1	n e ⁵⁵								
706-1	ɕ e ⁵⁵								
920-1	au ŋ ³¹								
36-1	p ə ŋ ⁵⁵								
12-1	p e ⁵⁵								
350-1	l w a ŋ ³⁵								
4-1	p a ŋ ⁵⁵								
342-1	ʐ au ʔ ⁵⁵								
280-1	x au ³¹								
612-1	tʰ w a ŋ ³¹								
459-1	m ʐ ə ŋ ⁵⁵								
569-1	s ui ³¹								
283-1	x ʐ au ³⁵								
148-1	k a ŋ ³¹								
652-1	ui e ⁵⁵								
220-1	ʈʂ w a ŋ ³¹								
562-1	ɕ ə ŋ ³¹								
31-1	tɕ o ʔ ⁵⁵								
386-1	m a ʔ ³¹								
804-1	x ʐ au ŋ ³¹								
369-1	l ə ʔ ⁵⁵								
125-1	t au ³¹								
314-1	tɕ e ⁵⁵								
823-1	l ɔ ʔ ⁵⁵								
471-1	n a m ³¹								
40-1	p ʐ ə ŋ ³⁵								
393-1	m w a ŋ ³¹								
272-1	x ʐ w a ŋ ⁵⁵								
463-1	m au ⁵⁵								
1-1	p ɔ ⁵⁵								
214-1	j a m ³¹								
123-1	t o ⁵⁵								
512-1	tɕ ə ʔ ⁵⁵								
518-1	tɕ ʐ o ⁵⁵								
878-1	tʰ ɔ ³¹								
849-1	tɕ a t ⁵⁵								
524-1	tɕ au ʔ ⁵⁵								
90-1	tʰ ɔ ŋ ³¹								
541-1	s ɔ n ³¹								
933-1	tɕ au ³¹								
467-1	n ɔ ³¹								
49-1	p a ⁵⁵								
822-1	l ɔ ʔ ⁵⁵								
52-1	p ɔ ⁵⁵								
377-1	l ɔ m ³¹								
127-1	ʈʂ a p ⁵⁵								
67-1	t ɔ ʔ ⁵⁵								
864-1	tɕ ʐ ə ŋ ³¹								
126-1	ʈʂ ɔ ʔ ⁵⁵								
656-1	o a m ³⁵								
635-1	kʰ au ʔ ⁵⁵								
473-1	n a m ⁵⁵								
98-1	ɕ ɔ ³¹								
445-1	ȵ au ɔ ⁵⁵								
379-1	l ɔ n ³¹								
665-2		ŋ o ⁵¹							
495-2		n au ⁵⁵							
838-2		n o ⁵¹							
438-2		m j o ⁵⁵							
334-2		l o ʔ ²¹							
360-2		l e ²¹							
394-2		m j i ²¹							
221-2		j p ⁵⁵							
202-2		k au ²¹							
935-2		²¹							
93-2		ts a̱ ŋ ²¹							
7-2		p a n ²¹							
664-2		w a ŋ ⁵¹							
246-2		k ŏ̱ ʔ ²¹							
547-2		k a k ²¹							
555-2		j i m ⁵¹							
464-2		m au ²¹							
119-2		ts a ŋ ²¹							
835-2		n ²¹ p ⁵⁵							
79-2		t o ²¹							
693-2		ŋ j ui ⁵¹							
477-2		n ²¹							
891-2		t a ŋ ⁵⁵							
528-2		j o ⁵¹							
797-2		k j o ʔ ²¹							
493-2		n a k ²¹							
217-2		j a p ⁵⁵							
896-2		ts ŏ̱ ⁵⁵							
452-2		m j au ²¹							
