COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ɔ ⁵⁵								
495-1	n au ³⁵								
838-1	n ə k ⁵⁵								
438-1	m au ³⁵								
334-1	l ɔ ʔ ⁵⁵								
360-1	l i ³¹								
394-1	m i ³¹								
221-1	ʐ u p ⁵⁵								
202-1	x au ³¹								
935-1	ɔ ³¹								
93-1	ts a ³¹								
7-1	p a n ³¹								
664-1	ɔ w a ŋ ⁵⁵								
246-1	kʰ o ʔ ⁵⁵								
547-1	ʂ u i ³¹								
555-1	i au m ⁵⁵								
464-1	m au ³¹								
119-1	tɕ ə ŋ ⁵⁵								
835-1	n̥ e p ⁵⁵								
79-1	t ɔ ³¹								
693-1	ŋ au ⁵⁵								
477-1	n ʐ ui ³¹								
891-1	tʰ ə ŋ ³⁵								
528-1	ʐ ɔ ³⁵								
797-1	x ʐ o ʔ ⁵⁵								
493-1	n ə k ³¹								
217-1	ʐ a p ⁵⁵								
896-1	tsʰ au ³¹								
452-1	m au ʔ ⁵⁵								
580-1	s u ʔ ⁵⁵								
833-1	n̥ ɔ ⁵⁵								
390-1	m w a ŋ ³¹								
696-1	ŋ ui ⁵⁵								
86-1	t u ŋ ⁵⁵								
384-1	m a ŋ ³⁵								
61-1	t a m ⁵⁵								
536-1	s ɔ n ³¹								
731-1	ʂ i ³¹								
779-1	tʰ ɔ ⁵⁵								
589-1	tʰ w a ŋ ⁵⁵								
658-1	ɔ m ⁵⁵								
456-1	m ʐ w a ŋ ³¹								
183-1	k ʐ i ³¹								
785-1	x ɔ ³¹								
714-1	au ⁵⁵ m ⁵⁵								
331-1	tɕ ɔ ³¹								
930-1	ŋ a p ⁵⁵								
161-1	k w a ŋ ⁵⁵								
814-1	x ui ³¹								
179-1	k ʐ o ʔ ⁵⁵								
194-1	ʐ ɔ ʔ ⁵⁵								
727-1	ʂ w a ŋ ⁵⁵								
260-1	x ʐ o p ⁵⁵								
144-1	k a m ⁵⁵								
53-1	p u m ⁵⁵								
59-1	t ɔ ʔ ⁵⁵								
506-1	pʰ i k ⁵⁵								
29-1	p i k ⁵⁵								
316-1	tʰ ɔ ʔ ⁵⁵								
389-1	m ʐ a ŋ ⁵⁵								
118-1	m a ³⁵								
312-1	x ɔ ³¹								
490-1	n i ³⁵								
436-1	m ʐ w a ³¹								
927-1	ȵ̥ a n ⁵⁵								
383-1	m a k ³¹								
211-1	ʐ a m ³⁵								
873-1	s ə ŋ ⁵⁵								
877-1	s a ³⁵								
344-1	l a m ⁵⁵								
666-1	ŋ ɔ ³¹								
595-1	tʰ w a ŋ ³⁵								
660-1	o t ⁵⁵								
642-1	pʰ w a ŋ ³⁵								
257-1	x ʐ a m ⁵⁵								
167-1	k ʐ w a ³¹								
880-1	tʰ e k ⁵⁵								
484-1	n w a ŋ ³¹								
574-1	s u m ³¹								
718-1	ʂ ə ŋ ³¹								
811-1	x au ³¹								
458-1	tʰ u ŋ ³¹								
884-1	tʰ ui ³⁵								
205-1	k au ³¹								
499-1	n i ⁵⁵								
706-1	ɕ w a ⁵⁵								
920-1	au ŋ ³¹								
36-1	pʰ ʐ a ŋ ⁵⁵								
12-1	p i ⁵⁵								
350-1	l w a ŋ ³⁵								
4-1	p a n ⁵⁵								
342-1	o u ʔ ⁵⁵								
280-1	x au ³¹								
612-1	t w a ŋ ³¹								
459-1	m ʐ i ŋ ⁵⁵								
569-1	s ui ³¹								
283-1	x ʐ ui ³⁵								
148-1	k ə ŋ ³¹								
652-1	o i ⁵⁵								
220-1	ȵ̥ w a ŋ ³¹								
562-1	ʂ u ŋ ³¹								
31-1	p ʐ o ³⁵								
386-1	m a ʔ ³¹								
804-1	x ʐ o ŋ ³¹								
369-1	l a k ⁵⁵								
125-1	t u ³¹								
314-1	x ʐ o ⁵⁵								
823-1	l̥ e p ⁵⁵								
471-1	ȵ̥ a m ³¹								
40-1	p ʐ ə ŋ ³⁵								
393-1	m w a ŋ ³⁵								
272-1	x ʐ w ŋ ³⁵								
463-1	m au ⁵⁵								
1-1	p ɔ ⁵⁵								
214-1	ʐ a m ³¹								
665-2		ŋ o ⁵¹							
495-2		n au ⁵⁵							
838-2		n a m ²¹							
438-2		m j o ʔ ²¹							
334-2		l o ʔ ⁵⁵							
360-2		l i ²¹							
394-2		m j i ²¹							
221-2		j u p ²¹							
202-2		k j ui ²¹							
935-2		u ²¹							
93-2		ts a̱ ŋ ⁵⁵							
7-2		p a n ²¹							
664-2		w a ŋ ²¹							
246-2		k o̱ ʔ ⁵⁵							
547-2		k j i k ²¹							
555-2		j o̱ n ⁵⁵							
464-2		m j ui ⁵¹							
119-2		ts i ŋ ²¹							
835-2		n e̱ ²¹							
79-2		t o ⁵⁵							
693-2		ŋ j ui ⁵¹							
477-2		n i p ²¹							
891-2		t i ŋ ⁵⁵							
528-2		j o ⁵⁵							
797-2		k j u ʔ ⁵⁵							
493-2		n i k ²¹							
217-2		j a p ²¹							
896-2		ts u p ⁵⁵							
452-2		m j u k ²¹							
580-2		s o̱ ʔ ⁵⁵							
833-2		n o̱ p ⁵¹							
390-2		m a ŋ ²¹							
696-2		ŋ u ²¹							
86-2		t u ŋ ²¹							
384-2		m a ŋ ⁵⁵							
61-2		t a m ⁵¹							
536-2		s o̱ ʔ ⁵⁵							
731-2		ʃ i ²¹							
779-2		a o̱ ⁵¹							
589-2		tʰ a ŋ ²¹							
680-2		ŋ o̱ ʔ ⁵⁵							
658-2		o j a m ⁵¹							
