COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
606			ʔ ə g a		ʔ ə g a			ʔ ə g a	ʔ ə g a										
246	ʔ a r b					ʕ a r b											ʕ a r b i		
277															ʔ ɨ d ə g o t			ʔ a d ə g ə	ʔ a d ə g ə
463				b ə ʔ ə d							b ə ʔ ə d								
68	g o mː ə nː	g o m ə n																	
654			t ə h u t	t ɨ h u d ə											t uː h a				
120			d a n g a	d a n g ə	d a n g ə		d a n g a	d a n g a	d a n g a				d a n g a						
420			ʔ o z a t		ʔ o z a t		ʔ o z a t	ʔ o w z a t	ʔ a w z a t					ʔ o z a t					
477															d u r e sː ə			d u r e sː ə	
101																ħ u	ħ a w		
118			tʃ ə n ə		tʃ ə n ə		tʃ ə n ə	tʃ ə n ə	tʃ ə ɲ ə				tʃ ə ɲː ə						
288	r a s					r ɨ ʔ ɨ s				ʔ u r uː s						r ə ʔ a s	r ɨ ʔ s i		ʔ a h ə r
87													f u r n o		f u r n o				
220			tʃ ə w a tʃ		tʃ ə w a tʃ		tʃ ə w a tʃ	tʃ ə w a tʃ	tʃ o w a tʃ		tʃ ə w a dʒ			tʃ ə w a tʃ					
157	ʔ a lː ə m ə					ħ ɨ l u m										ħ a lː ə m	ħ a l ə m ə		
469									z ɨ ɲ ʔ ə	s ə ɲ i									
554				w a							w ə d a								
462				m e j a					m ə j a		m e ʔ a	m o tʃʼ ə							
258						kʼ w ɨ n s ɨ l										ħ a ʃ i l			
114	d ə bː ə kʼ ə					d ə b ə kʼ ə													
111	l ɨ dʒ	l ɨ dʒ																w e dʒ	
348						ʕ a jː ə r ə										ʕ a j ə r a			
295		d ɨ m a													d u m			d u m i	
291	d o r o	d o r o				d o r h o										d ə r h o	d ə r h o		
327	dʒ ɨ b	dʒ ɨ b				z ɨ ʔ b											z ɨ b ʔ i		
259						kʼ w ə r n ə n ə ʕ a t				ʔ a n kʼ u r aː r a ħ									
503				ʔ a j e d					ʔ ɨ w a j ə		ʔ ɨ w ə j ə								
69	tʼ ɨ dʒː a	tʼ ɨ dʒː a								tʼ ɨ dʒ a		tʼ ə g		d ə g					
26						ʕ ə bː i										ʕ a b a j i			
229												tʃʼ ə rː ə s ə				w ə dː ə ʔ ə	w ə dː ə ʔ ə		ʔ a tʃʼ i r aː kʼ
133												b ai̯							b aː j u
563										b ə ħ ə r	t ə h ɨ m		b ə h i						
108	d ɨ mː ə t	d ɨ m ə t				d ɨ mː ə t										d ɨ mː u	d ɨ mː u		
310										w ɨi̯							w u ʕ ui̯		
599	tʼ o r ɨ n ə t	tʼ o r ɨ n ə t																	
594	g i zː e					g i z e					g ɨ z ɨ j ə	g ɨ z j e	g ɨ z j e	g e				g ɨ n	g i
539	w ə f r a m	w ɨ f r a m																	
354										w a r aː b a					w ə r a b ə			w ə r a b ə	ʔ u r aː b a
