COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
715-1	k u															
1089-1	n aː															
1319-1	n ɔː															
1398-1	z u g u r u															
1557-1	g i r oː															
1626-1	w n g u															
1840-1	t oː n u															
2247-1	g eː															
4677-1	k u r e j															
5162-1	m i n i															
5406-1	t aː n d u															
359-1	k n r i															
1577-1	g i r oː															
2196-1	n a r a															
2230-1	z i g i															
2533-1	b n r m															
3605-1	k m n n̩															
3866-1	g d u															
4553-1	t i g i															
4822-1	k u m b															
5254-1	k u r ɔ															
503-1	k i k i															
1356-1	m aː j															
1881-1	n u m															
3218-1	dʒ uː d u															
3372-1	n a m a															
3718-1	a r m															
4135-1	b m n u															
4694-1	g u d u															
807-1	k o m w															
2320-1	k n ŋ ɛ															
2476-1	k k															
3719-1	m															
4081-1	k m m b i															
4313-1	n ɛ m															
4460-1	z o j̃															
5810-1	dʒ i r u															
93-1	d ɔ															
260-1	ɲ i k i															
385-1	d ɛ m dʒ ɛ															
890-1	n m b k k u															
1336-1	t e g e															
1703-1	b a															
1769-1	t ɛ m b u															
2162-1	b ɛ r ɛ															
2635-1	z oː															
3031-1	k ɛ g ɛ															
4591-1	k ŋ k i															
5301-1	t ɛ r u															
5605-1	t i m a															
463-1	k u m b u															
1432-1	t m r i															
1474-1	t ɔ k															
1788-1	z i															
2044-1	d i m b oː															
2713-1	t ɛ m d d k r															
3219-1	dʒ aː d u															
3425-1	j d															
4184-1	n aː j̃															
4629-1	n u k ɔ															
4759-1	n oː j e															
4904-1	n u k g															
4960-1	g i n aː dʒ i															
4980-1	t ei															
5059-1	g u k oː															
5339-1	dʒ n g i															
5549-1	t i k n̩															
5905-1	t i r̃ u															
5922-1	b i r ɛ															
5938-1	a k u n i															
1-1	p ɛ															
483-1	g oː z u															
629-1	k ei															
667-1	ɛ k ɛ															
1254-1	dʒ m z d u r u															
1415-1	b ei															
1542-1	n s															
1683-1	z eː j															
1898-1	dʒ u r u															
2901-1	t u n g															
2957-1	m a ŋ d i															
3048-1	b i j															
3251-1	t m k m															
3885-1	k ɛ r ɛ															
4402-1	j e															
5622-1	p e r i j															
6006-1	dʒ i k g															
135-1	k u n d u															
158-1	m ɔ k u															
194-1	b ɛ															
221-1	ɛ z u															
650-1	b e d u															
1152-1	k i k ɛ															
1374-1	k ɔ k ɔ															
1452-1	g aː r m															
1862-1	i d i															
2083-1	k a ŋ u															
2108-1	n i j̃															
2636-1	m															
2924-1	dʒ u r u															
2941-1	b i r u															
3405-1	dʒ m ɛ															
3751-1	ei ɛ j															
4066-1	g d r̃ ɔ															
4535-1	z u g ɔ															
4888-1	z i m n m															
5583-1	t i k m															
5751-1	k i j ɛ															
5981-1	m r̃ m															
114-1	d ɔ j̃ ɔ															
851-1	g ɔ															
1941-1	k i r i															
2179-1	n d i															
2351-1	p n b a															
2496-1	n o r															
3482-1	m i z oː k ɛ															
3497-1	n aː															
3588-1	k ɔ r ɔ															
4202-1	g ɔː r ɔː															
4293-1	dʒ ɔ t ɔ															
4921-1	z a m b i															
408-1	j a m b u															
545-1	i r i															
978-1	t i m															
1052-1	n aː m b u															
1070-1	l u g d															
1942-1	j e															
2456-1	k ɔ z d															
2514-1	k u d u															
2666-1	z i g oː															
2817-1	m k g															
3132-1	k u ŋ r															
3300-1	ɛ w i															
3976-1	m ɲ															
4152-1	k i r̃ n															
4361-1	t e g e															
4570-1	g ɔ k															
4648-1	j oː															
5318-1	d ɔ r ɔ															
5673-1	d ɛ m e															
5887-1	j aː r															
446-1	g o n g o															
521-1	k aː dʒ g															
1108-1	k i j															
1124-1	i r e															
1745-1	dʒ m j a															
1823-1	g i r ɔː															
2143-1	b aː															
2265-1	u r ɔ															
2392-1	n̩ o z u															
2579-1	d g j															
2774-1	k a ŋ i															
3339-1	k a r a															
3550-1	i ŋ i															
4024-1	dʒ i b a															
4219-1	k e m b															
4240-1	w̃ oː r i															
4259-1	g ɔ m j̃															
4738-1	g u ŋ d i															
5197-1	e k i															
5447-1	g i d e															
5531-1	i r̃ e															
5733-1	n e															
5828-1	j aː r̃ m															
562-1	s u m ɔ															
998-1	w̃ i															
1022-1	t i w i															
1023-1	j o															
1205-1	j e															
1275-1	t dʒ															
1578-1	n m m															
2063-1	i r ɛ															
2334-1	ɛ z i															
2798-1	e r̃ ɛ															
3252-1	d m b ɛ															
3463-1	k p															
3683-1	t i n̩ i															
3772-1	t u m a															
3790-1	g m w̃															
4052-1	b n̩ d n̩															
4220-1	k d															
4440-1	t e															
4479-1	k ɲ															
4711-1	j a r i															
4778-1	z a s i															
4821-1	k u															
4941-1	ɔ j̃ ɔ															
5272-1	t e g u															
5423-1	ɔ z ɔ															
5424-1	k ɔ r ɔ															
563-1	s b m o															
613-1	m aː															
684-1	ɲ n r̃ i															
742-1	dʒ a r a															
1204-1	k e r i															
1373-1	k u r															
1787-1	n aː															
1988-1	dʒ u ŋ d i															
2283-1	b ɛ r i															
2372-1	b e r u															
2441-1	n aː															
2598-1	j eː															
2773-1	b a r m i															
3011-1	b m n m															
3176-1	dʒ ɔ r ɔ															
3283-1	n̩ r̃ n̩															
3318-1	n o n d i															
3658-1	d i m ɛ															
3807-1	p oː															
4037-1	z a n dʒ a															
4498-1	e r i															
4843-1	o r u															
5078-1	dʒ i r i m															
5357-1	k ɔː															
5390-1	d u k e															
5790-1	ɔ r u															
21-1	d ŋ b u															
42-1	k u n̩ e															
61-1	k ɛ n d o															
239-1	t u m k i															
309-1	d i j a w															
327-1	i ŋ u															
482-1	dʒ e z u															
594-1	u s u n i															
701-1	m															
909-1	j i															
928-1	o m b o															
1184-1	d g s ɔ															
715-2		tʃ u														
1089-2		n aː r														
1319-2		n ɛ														
1398-2		s u g u r i														
1557-2		g i r iː														
1626-2		w a g a														
1840-2		t n n														
2247-2		g eː														
4677-2		tʃ u r iː j														
5162-2		m i r̃ i														
5406-2		t uː n tʃ														
359-2		g a g i														
1577-2		g i r eː														
2196-2		n a m a														
2230-2		s u g iː														
2533-2		b a r a														
3605-2		tʃ a n t														
3866-2		u d u														
4553-2		t a g u														
4822-2		tʃ u m b														
5254-2		tʃ u r ɔ														
503-2		tʃ i g i														
1356-2		m a k														
1881-2		n u m iː														
2084-2		j uː p i														
2420-2		tʃ u r ɔ														
3218-2		p u d u														
3372-2		n a m a														
3718-2		a r a														
4135-2		b a n u														
4694-2		g u d u														
807-2		tʃ ɔ m w														
2320-2		tʃ a ŋ i														
2476-2		tʃ tʃ														
2842-2		tʃ i g u														
4081-2		tʃ a m b i														
4313-2		n ɔ m														
4460-2		s u j̃														
5514-2		n ɛː n tʃ o														
5810-2		p i r u														
93-2		d ɛ														
260-2		p ɛː tʃ u														
385-2		d ɔ m b ɛ														
890-2		a m ɲ ŋ ŋ														
1336-2		t e g e														
1703-2		b a														
1769-2		t ɔ m b i														
2162-2		b ɔ r ɔ														
2635-2		s u														
2735-2		tʃ a ŋ a														
3031-2		tʃ ɔ g ɛː														
4591-2		tʃ n r o														
5301-2		p ɛː r u														
5605-2		t i m aː														
296-2		dʒ a m b														
463-2		tʃ u m b														
762-2		p a n a tʃ tʃ														
1432-2		t a r i														
1474-2		t ɔ r														
1788-2		s i														
2044-2		d i m eː eː														
2713-2		t ɛ m tʃ ɛː tʃ r j̃														
3219-2		p aː d u														
3425-2		j s														
4184-2		n aː j̃														
4629-2		n u ŋ ɔ														
4759-2		n iː j̃														
4904-2		n u ŋ g														
4960-2		g i n uː d u														
4980-2		t ɛ														
5059-2		g u k oː														
5125-2		ɔ ŋ ɛː ɔ														
5339-2		p a g a														
5549-2		t a t a														
5771-2		dʒ u g u														
5905-2		t i r̃														
5938-2		a tʃ u n a														
1-2		p aː														
483-2		g u s u														
629-2		d p														
667-2		ɔ t ɔ														
1254-2		d a s d u r u														
1415-2		b j														
1542-2		n ɔː														
1683-2		s iː j̃														
1898-2		p u tʃ u														
2551-2		r i														
2901-2		t u ŋ g														
2957-2		m a ŋ tʃ o														
3048-2		t iː j̃ iː														
3251-2		t a g a														
