COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m u ⁵						
4-1	l a ḭ						
18-1	m j ɔ n ³						
19-1	n j ɛ ³¹						
44-1	l u k ⁵⁴						
50-1	h j u ³ ³						
62-1	s ai ʔ ³¹						
70-1	b a n ³¹						
75-1	m j m ³						
97-1	tʃʰ a ŋ ³						
112-1	tsʰ a ³						
122-1	m j ɔ k ⁴²						
127-1	kʰ j a ³						
132-1	j a k ³¹						
133-1	n j ɛ ŋ						
135-1	n j ⁵						
142-1	d j ɔ						
143-1	ŋ a ʔ ³¹						
149-1	ʔ a k ³¹						
152-1	ŋ j						
157-1	b a ʔ						
183-1	ʔ a ŋ						
184-1	n j k ⁵³						
185-1	tsʰ a m ⁵						
189-1	m j ɔ ³¹ ⁵³						
192-1	n j ⁴⁵						
195-1	n j ³						
200-1	g a ³						
216-1	s a̰ u n ³						
218-1	l a ʔ ³¹						
225-1	s ai ʔ						
235-1	kʰ j ɛ ³						
244-1	s ai a ⁵						
253-1	m j t						
270-1	m j ɛ ⁵ ⁵³						
278-1	m j ɔ ³ ³						
279-1	w a ³						
285-1	j a ḭ ³						
308-1	d j ɛ ḭ						
322-1	m j ɛ ³						
325-1	kʰ u ⁵						
337-1	m j ɔ n ³						
341-1	d z ɔ ⁵						
347-1	ʃ ə ʔ ⁵³						
362-1	j a ³						
391-1	j a n ³¹						
394-1	m a ʔ ³¹						
397-1	tʃʰ a ³						
443-1	n j ɔ ³¹ ⁴²						
460-1	s a t ³¹						
463-1	j a ³						
464-1	ʔ a ŋ ³						
473-1	s ai m ⁵						
476-1	kʰ j ɔ k ⁴²						
481-1	tsʰ a ³						
494-1	g j k						
496-1	h j ɔ ³ ³						
516-1	j a t						
522-1	n j ʔ ³¹						
523-1	d j ɔ ³						
524-1	n j t						
540-1	kʰ j ³						
3-1	b j a ³						
6-1	g j ³						
7-1	d ɛ ³						
20-1	n j n ³¹						
51-1	ŋ w a ⁵						
64-1	g j ⁴⁵						
65-1	kʰ j k ⁵⁴						
66-1	d z ɔ ⁵						
71-1	ʃ ɛ ³						
72-1	ʔ a ³						
76-1	w a ŋ						
77-1	m j ɔ ³ ⁵³						
78-1	m i ⁵						
82-1	d ə ŋ ³						
87-1	ŋ u ʔ ³¹						
93-1	l a m ⁵						
94-1	m j ɔ n						
100-1	s ai ʔ ³						
116-1	l a ŋ						
119-1	w a m ⁵						
124-1	b j ɔ k						
136-1	l a a ³						
137-1	kʰ j ɔ ⁵						
144-1	s ai a n ³¹						
145-1	d j ŋ ³						
146-1	m j ⁵						
150-1	j j ɔ ʔ ⁵³						
154-1	m j ɛ ³						
165-1	kʰ j a n ³						
166-1	d j ɔ ³¹						
169-1	g j ɔ ŋ ³						
170-1	b j ɔ ³¹						
171-1	j a ŋ ³						
174-1	l j ɔ n ³						
181-1	m j ɔ ³¹ ⁵³						
193-1	b a ³						
205-1	n j ⁴⁵ ³¹						
206-1	m i ³						
212-1	tʃʰ a ʔ ³¹						
214-1	l a m ³						
217-1	ʔ a ŋ						
224-1	n j ɛ ʔ						
228-1	b u ⁵						
238-1	j u ⁵						
241-1	ʃ ɛ ³						
246-1	g j ɔ n						
256-1	ʔ a ŋ						
257-1	pʰ a ³						
272-1	m a ŋ						
273-1	ʔ a ³						
274-1	m a ŋ ³						
286-1	kʰ a a m ³						
289-1	kʰ u ŋ ³						
294-1	ʔ a ŋ						
301-1	j ɔ ʔ ³¹						
306-1	kʰ j ³ ³¹						
307-1	ŋ a ḭ ³¹						
321-1	tʰ a ŋ ³						
331-1	m j ɔ ³¹						
332-1	l a ḭ ⁵						
335-1	g j ɔ ³¹						
336-1	n j m ⁵						
340-1	ŋ u ⁵						
342-1	m j ɔ ʔ						
360-1	dʒ ɛ p ³¹						
376-1	s ai t ³¹						
389-1	n j ḭ ⁵						
395-1	n j ʔ						
401-1	ʃ ɛ ³						
404-1	d z ɔ ³ ³						
408-1	d j ŋ						
409-1	l a ³						
413-1	d j a n ³						
421-1	n j ɔ ³¹ ³¹						
425-1	b j ɔ ³						
430-1	tʃʰ a ³						
442-1	d z ŋ						
447-1	tʰ u ŋ ⁵						
456-1	g j ³						
458-1	ʃ ɛ ⁵						
469-1	kʰ u ⁵						
470-1	d a ʔ						
475-1	ŋ a						
477-1	n j ɛ n						
478-1	ʃ j ɔ t						
480-1	g u ⁵						
485-1	m j ɔ ³¹						
495-1	ŋ a ³						
499-1	m j ɔ ŋ ³						
500-1	n j ɛ ʔ ³						
501-1	tʰ u ³						
506-1	dʒ j ɔ ³						
507-1	n j ʔ ³¹						
509-1	l a ³						
510-1	b j ɔ ³ ³						
511-1	l a ʔ ³¹						
521-1	h a ⁵						
525-1	n j ɛ ⁵						
538-1	tʃʰ a ⁵						
539-1	dʒ j ɔ n ³						
544-1	g j ɔ k ⁴²						
550-1	tʰ j ɔ k ⁵³						
562-1	m j ɔ ŋ ³						
568-1	g j ³						
2-1	kʰ u ŋ ³						
11-1	s ai ʔ						
12-1	j ɔ ŋ ³						
22-1	g j ŋ ³						
28-1	b a a ³						
29-1	tʰ u k ³¹						
30-1	w a ŋ ³						
35-1	l a ŋ ³						
38-1	d j ɔ ⁵						
42-1	d ə ³						
46-1	tʃʰ ɛ ³						
52-1	d a ɔ t ⁵³						
55-1	b a a ³¹						
69-1	d a k ³¹						
79-1	g j ɔ n ³						
83-1	tʃʰ u ⁵						
86-1	j a ³						
89-1	s ai ŋ ³						
90-1	d ə ʔ						
91-1	ʔ a ŋ ³						
92-1	kʰ a ³						
106-1	g u k ⁵⁴						
120-1	tsʰ a ŋ ³¹						
125-1	j j ɔ k ⁵³						
148-1	d j ŋ ³						
173-1	d ə ³						
179-1	ʔ a ŋ ³¹						
186-1	ŋ a ŋ						
187-1	l a ŋ ³						
197-1	n j ʔ ³ ³¹						
209-1	kʰ j ŋ ³						
210-1	d a ŋ ⁵						
211-1	d j ⁵						
213-1	n j ḭ ⁵ ⁵³						
215-1	d a ʔ ³¹						
220-1	tʰ u ŋ ³						
237-1	ʃ ə ³						
239-1	n j m ⁵						
242-1	tsʰ a ³						
