COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ⁵						
4-1	l a m						
18-1	n j ɛ n ³						
19-1	n j ɛ ³						
44-1	l u k ³²						
50-1	g j ɛ ³ ³						
62-1	s a ʔ ⁵³						
70-1	b w n ³¹						
75-1	n j m ʔ						
97-1	tʃʰ a ŋ ³						
112-1	tsʰ ɔ ⁵						
122-1	n j u k ⁵⁴						
127-1	kʰ w i ³¹						
132-1	w a ʔ ³¹						
133-1	n j ɔ ŋ						
135-1	n au ³¹						
142-1	d z o̰ i ⁴²						
143-1	ŋ ɔ ʔ ³¹						
149-1	ʔ u ³ ³¹						
152-1	ŋ j						
157-1	b w ³						
183-1	ʔ u ⁵						
184-1	n j k ⁵⁴						
185-1	tsʰ a m ³						
189-1	n j ɔ ʔ ³¹						
192-1	n j ³¹						
195-1	n ɔ ³¹						
200-1	g ei ³						
216-1	s a̰ ɛ ⁵³ ³						
218-1	l ɔ ʔ ³¹						
225-1	s a ʔ						
235-1	kʰ j ɛ ³						
244-1	s w i ³¹						
253-1	m j t						
270-1	m j ɛ ⁵ ⁴						
278-1	m j ɛ ŋ ³						
279-1	w a ⁵						
285-1	j a ḭ ³						
308-1	d j ɛ ḭ						
322-1	m j i ³¹						
325-1	kʰ o ⁵						
337-1	n j ɔ ŋ ³						
341-1	d z ɔ ⁵						
347-1	ʃ ɔ ʔ ⁵⁴						
362-1	j i ³¹						
391-1	j a p ³¹						
394-1	m a ʔ ³¹						
397-1	tʃʰ ei ³						
443-1	n j ɔ p ⁴²						
460-1	s i t ⁵³						
463-1	w i ³¹						
464-1	ʔ u ŋ ³						
473-1	s w m ³						
476-1	kʰ j u k ⁵⁴						
481-1	tsʰ a ³¹						
494-1	g j ⁵						
496-1	g j ɛ ŋ ³						
516-1	w a t						
1-2		m au ⁵²					
4-2		l a ʔ					
18-2		m j a ⁵²					
19-2		n j ³ ⁵²					
44-2		l a ⁵² ⁵²					
50-2		k w ŋ ³					
62-2		ts au k ⁵²					
70-2		p w a ³					
75-2		m j ʔ					
97-2		tʃʰ a ŋ ³					
112-2		ts au ⁵²					
122-2		m j a ⁵² ²³					
127-2		kʰ a i ³					
132-2		w a i ³					
133-2		n a ⁵²					
135-2		n au ⁵²					
142-2		ts a i ³					
143-2		ŋ a ʔ ⁵²					
149-2		ʔ au ŋ					
152-2		ŋ a ²³					
157-2		p w ⁵²					
183-2		ʔ a ³					
184-2		n a ⁵² ⁵²					
185-2		ts i ³					
189-2		m j a ⁵²					
192-2		n a ŋ					
195-2		n a ²³					
200-2		k j ³ ⁵²					
216-2		ts au ŋ ³					
218-2		l a ʔ					
225-2		ts au ŋ ³					
235-2		kʰ j ³					
244-2		ts au i ³					
253-2		m i ⁵²					
270-2		m i ³					
278-2		m j ŋ ³					
279-2		w i ⁵²					
285-2		j a ʔ ³					
308-2		p j ŋ ²³					
322-2		m i ³					
325-2		kʰ a ⁵²					
337-2		m j a ŋ ³					
341-2		ts a ⁵²					
347-2		ʃ au ⁵²					
362-2		j i ²³					
391-2		j a ʔ ⁵²					
394-2		m e ʔ					
397-2		tʃʰ ḛ ²³					
443-2		n j a ³ ⁵²					
460-2		ts au ʔ ⁵²					
463-2		w a ³					
464-2		ʔ a ŋ ³					
473-2		ts au m ⁵²					
476-2		kʰ j a ⁵² ⁵²					
481-2		ts au ²³					
494-2		k j ²³					
496-2		k w ŋ ³					
516-2		w a ³					
1-3			m au ³				
4-3			l a ŋ				
18-3			m j e ŋ ⁴				
19-3			n j e ŋ				
44-3			l o ʔ ⁵³				
50-3			ʃ e ŋ ⁵				
62-3			s ə k ⁵³				
70-3			b j n ³				
75-3			m j ɔ ʔ ⁵³				
97-3			tʃʰ a ŋ ³¹				
112-3			tsʰ u ŋ				
122-3			m j au k ³²				
127-3			kʰ j ɛ ³¹				
132-3			w ɛ ʔ ⁵³				
133-3			n o ⁴¹				
135-3			n o ³¹				
142-3			d z u ³				
143-3			ŋ ɔ ʔ ³				
149-3			ʔ u ʔ ⁵³				
152-3			ŋ ɔ ³				
157-3			b ɔ ³²				
183-3			ʔ u ³				
184-3			n o k ⁵³				
185-3			tsʰ u m ³¹				
189-3			m j ɔ ʔ ³				
192-3			n ɔ̃ ⁴¹				
195-3			n ɔ̃ ³				
200-3			g e n ³				
216-3			s ə ŋ ⁴				
218-3			l ɔ̰ ʔ ³				
225-3			s ə ŋ ⁴				
235-3			kʰ j e ³¹				
244-3			s oi ʔ				
253-3			m j ³				
270-3			m j ³				
278-3			m j e ŋ ⁴				
279-3			w a ³				
285-3			j e m ³				
308-3			d j ³				
322-3			m j n				
325-3			kʰ o ³¹				
337-3			m j ɔ ŋ ⁴				
341-3			d z ɔ ⁴				
347-3			ʃ o u k ⁵³				
362-3			j e ʔ				
391-3			j e p ⁵³				
394-3			m j ʔ ³				
397-3			tʃʰ e ³¹				
443-3			m j o p ⁵³				
460-3			s oi ʔ ⁵³				
463-3			w e ³²				
464-3			ʔ a ŋ ³				
473-3			s ɔ m ³¹				
476-3			kʰ j o k ³²				
481-3			tsʰ u ³¹				
494-3			g j ³¹				
496-3			k e o ŋ ⁴				
516-3			w e ³¹				
1-4				m o̰ k ³			
4-4				l o k			
18-4				m j ʔ			
19-4				n j ³²			
44-4				l au ŋ			
50-4				ʃ a ³² ⁴			
62-4				s a k ⁵			
70-4				b j n ⁴			
75-4				m j ɔ ʔ ³   u ⁵			
97-4				tʃʰ a ²			
112-4				tsʰ o ⁵			
122-4				m j u ʔ ³			
127-4				kʰ o ³¹			
132-4				w o ʔ ³²			
133-4				n o ʔ ⁴			
135-4				n o ʔ ⁴			
142-4				d z o i ⁵			
143-4				ŋ o ʔ ⁵⁴			
149-4				ʔ au			
152-4				ŋ a ʔ			
157-4				b j k			
183-4				ʔ au ²			
184-4				n au ŋ ⁵⁴			
185-4				tsʰ a ⁴			
189-4				m j ɔ ʔ ³			
192-4				n o ʔ			
195-4				n o ʔ			
200-4				g i ² ⁵⁴			
216-4				s a ŋ ⁴			
218-4				l o ʔ ³			
225-4				s a ŋ ³⁴			
235-4				kʰ i t ⁵⁴			
244-4				s u ³¹			
253-4				m i a̰ n			
270-4				m i ⁴³			
278-4				m j k ³			
279-4				w o ʔ			
285-4				ʔ ɪ m ³			
308-4				d j ɪ ³			
322-4				m i t			
325-4				kʰ o ʔ ⁵⁴			
337-4				m j a̰ ŋ			
341-4				d z o ³²			
347-4				ʃ ɪ k ⁵⁴			
362-4				ɣ i t			
391-4				j a̰ p ²			
394-4				m ɔ ʔ ³			
397-4				tʃʰ i t ⁵⁴			
443-4				m j ɔ m ⁵			
460-4				s a ʔ ⁵⁴			
463-4				ɣ e t			
464-4				ʔ au ŋ ⁴²			
473-4				s a m ³			
476-4				kʰ j æu ʔ ⁵			
481-4				tsʰ a ³			
494-4				g o t			
496-4				ʃ a ŋ ³			
516-4				w e ²			
1-5					m u ³¹		
4-5					l a ³¹		
18-5					m j ³¹		
19-5					n ɛ ³¹		
44-5					l a ʔ ³¹		
50-5					j w ŋ ³¹		
62-5					ʃ a ʔ ³¹		
70-5					p a ³¹		
75-5					m j ai ⁵⁵ ³¹		
97-5					ʃ e ³¹		
112-5					ʃ o ³¹		
122-5					m j u ʔ ³¹		
127-5					kʰ w e ⁵⁵		
132-5					w a ʔ ³¹		
133-5					n u ³¹		
135-5					n u ³¹		
142-5					t u ai ⁵⁵		
143-5					ŋ u ʔ		
149-5					ʔ a ʔ		
152-5					ŋ u ³¹		
157-5					p a ³¹		
183-5					ʔ a ³¹		
184-5					n u ʔ ⁵⁵ ³¹		
185-5					ʃ i ³¹		
189-5					m a ʔ ³¹		
192-5					n ɛ ³¹ ³¹		
195-5					n ɛ ³¹		
200-5					ʃ o ³¹		
216-5					ʃ e ŋ ³¹		
218-5					l a ʔ ³¹		
225-5					ʃ e ŋ ³¹		
235-5					kʰ ə ³¹		
244-5					ʃ w e ⁵⁵		
253-5					m j ³¹		
270-5					m i ³¹		
278-5					m j ŋ ³¹		
279-5					w a ³¹		
285-5					j ə ʔ ³¹		
308-5					p j a ⁵⁵		
322-5					m j ³¹		
325-5					kʰ o ³¹		
337-5					m j ai ⁵⁵		
341-5					t ə ³¹		
347-5					ʃ w ʔ ³¹		
362-5					j i ³¹ ⁵⁵		
391-5					j ə ʔ ³¹		
394-5					m o ʔ ³¹		
397-5					ʃ i ³¹ ⁵⁵		
443-5					n j ai ³¹ ³¹		
460-5					ʃ a ʔ ³¹		
463-5					w e ³¹ ⁵⁵		
464-5					ʔ u ŋ ³¹		
473-5					ʃ a ³¹ ³¹		
476-5					kʰ ə ŋ ³¹		
481-5					ʃ i ³¹		
494-5					k i ³¹		
496-5					j o ŋ		
516-5					w e ³¹		
1-6						m w iː	
4-6						l a	
18-6						m w	
19-6						n a	
44-6						l j u k	
50-6						kʰ a a i	
62-6						s a k	
70-6						p a n	
75-6						m r a k	
97-6						kʰ j a ŋ	
112-6						tsʰ a	
122-6						m j w k	
127-6						kʰ w	
132-6						w a k	
133-6						n a iː	
135-6						n a iː	
142-6						tsʰ a	
143-6						ŋ ŋ a k	
149-6						ʔ u	
152-6						ŋ a	
157-6						p aˀ	
183-6						ʔ u	
184-6						n n a k	
185-6						tsʰ a m	
189-6						m j a k	
192-6						n n a	
195-6						n a	
200-6						kʰ a iː	
216-6						s a ŋ	
218-6						l a k	
225-6						s a ŋ	
235-6						kʰ j a	
244-6						s w iː	
253-6						m r a i	
270-6						m r	
278-6						m r ŋ	
279-6						w a iː	
285-6						r a m	
308-6						p b aːu	
322-6						m r	
325-6						kʰ w iː	
337-6						m j a ŋ	
341-6						t eˀ	
347-6						s w k	
362-6						r a	
391-6						r a p	
394-6						m a k	
397-6						tsʰ i	
443-6						m j a p	
460-6						s a k	
463-6						w a	
464-6						ʔ a ŋ	
473-6						s a m	
476-6						kʰ j w k	
481-6						tsʰ a	
494-6						k r a	
496-6						kʰ a a ŋ	
516-6						w a	
1-7							m au ³²
4-7							l a ³
18-7							m j ɔ n ⁵³
19-7							n j ³¹
44-7							l u ʔ ³²
50-7							ʃ a ŋ ⁵³
62-7							s e k ⁵
70-7							b a n ³¹
75-7							m j ɔ ʔ ³²
97-7							tʃʰ a ŋ ⁵³
112-7							tsʰ ə ³
122-7							m j u ʔ ³²
127-7							kʰ u i ³¹
132-7							w ɔ ʔ ³²
133-7							n j ³
135-7							n ʊ̰ ³²
142-7							d z u i ³¹
143-7							ŋ ɔ ³ ⁵⁴
149-7							ʔ ʊ ʔ
152-7							ŋ ɔ ³ ⁵
157-7							b u ³
183-7							ʔ ʊ ³
184-7							n ɔ ʔ ³
185-7							tsʰ ə m ⁵³
189-7							m j ɔ ʔ ³²
192-7							n j ³
195-7							n ɔ ³
200-7							g ḭ n ³¹
216-7							s e ŋ ³¹
218-7							l ɔ ʔ ³²
225-7							s e ŋ ⁵³
235-7							kʰ i ɔ ⁵³
244-7							s ʊ i ³¹
253-7							m j ³¹
270-7							m i ³¹
278-7							m j u ŋ ⁵³
279-7							w ɔ ŋ
285-7							j a̰ a̰ m ⁵³
308-7							b z ŋ
322-7							m i ⁵³
325-7							kʰ u ⁵²
337-7							m j ɔ ŋ ⁵³
341-7							d z u ⁵³
347-7							ʃ ɔ ʔ ⁵⁴
362-7							j w i ³¹
391-7							ʔ a̰ p ⁵⁴
394-7							m ɔ ʔ ³
397-7							tʃʰ i ⁵³
443-7							n j ɔ ʔ ⁵⁴
460-7							s ʊ t ⁵
463-7							w w i ³¹
464-7							ʔ ʊ ŋ ⁵³
473-7							s ɔ m ⁵³
476-7							kʰ j u ʔ ⁵⁴
481-7							tsʰ ə ⁵³
494-7							g ɔ ⁵⁴
496-7							kʰ a ŋ ⁵³
516-7							w a ³¹
