COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m i ³						
4-1	l a ḭ						
18-1	m j ɛ ⁵ ³						
19-1	n j ɛ ³¹						
44-1	l u k ⁵⁴						
50-1	h j ɛ ŋ ³						
62-1	s a ʔ ⁵³						
70-1	b a n ³¹						
75-1	m a m ³¹						
97-1	tʃʰ a ŋ ³						
112-1	dʒ a ⁵						
122-1	m j ɛ ŋ ³²						
127-1	kʰ j ɛ ⁵						
132-1	j a k ³¹						
133-1	n j ɛ ŋ						
135-1	n j ³						
142-1	d z w i ³						
143-1	ŋ a ³¹ ⁵³						
149-1	j a k ⁵³						
152-1	ŋ j						
157-1	b a ³						
183-1	ʔ u k						
184-1	n j k ⁵⁴						
185-1	tsʰ a m ³						
189-1	m j ɛ ⁵ ⁵³						
192-1	n j ³¹						
195-1	n j ⁵						
200-1	k ei ³¹						
216-1	s a̰ ɛ n ³						
218-1	l ɔ ʔ ³¹						
225-1	s a ʔ						
235-1	kʰ j ɛ ³¹						
244-1	s i ɛ ⁵						
253-1	m a ³						
270-1	m j ɛ ⁵ ⁵³						
278-1	m j ɛ ŋ ³						
279-1	j a ³						
285-1	j a ḭ ³						
308-1	d a̰ ɛ ḭ						
322-1	m j ɛ ⁵						
325-1	kʰ u ³						
337-1	m j ɛ ŋ ³						
341-1	d z ɔ ⁵						
347-1	ʃ ə ʔ ⁵⁴						
362-1	j a ⁵						
391-1	j a n ³¹						
394-1	m a ʔ ⁵³						
397-1	tʃʰ j ³¹						
443-1	n j ɛ ³¹ ⁴²						
460-1	s i t ⁵⁴						
463-1	j a ³						
464-1	j a ŋ ⁵						
473-1	s a m ³						
476-1	kʰ j ɛ ŋ ³²						
481-1	dʒ a ³						
494-1	k j k						
496-1	h j ɛ ŋ ³						
516-1	j a ³						
522-1	n j ʔ ³¹						
523-1	pʰ j ɛ ³¹						
524-1	n j ³						
540-1	kʰ j ʔ						
3-1	b u ɛ ⁵						
6-1	k j ⁵						
7-1	dʒ ei ³						
20-1	n a p ⁴²						
51-1	ŋ a ɛ ⁵						
64-1	k j ³¹						
65-1	kʰ ṵ k ⁵⁴						
66-1	d z w ŋ						
71-1	s ə ³						
72-1	ʔ a n						
76-1	j a k						
77-1	m j ɛ ⁵ ⁵³						
78-1	m a ³						
82-1	pʰ ə ŋ ⁵						
87-1	ŋ a̰ ʔ ³¹						
93-1	l a m ³						
94-1	m a ɛ ⁵						
100-1	s i n ³						
116-1	l a k						
119-1	j a m ³						
124-1	b a̰ ɛ k						
136-1	l a̰ ɛ ⁵						
137-1	kʰ j ɛ ⁵						
144-1	s i a t ⁵⁴						
145-1	d j ŋ ⁵						
146-1	m a ³						
150-1	j j ɛ ⁵ ⁵³						
154-1	m j ɛ ⁵						
165-1	kʰ j ɛ ŋ ³						
166-1	pʰ j ɛ ⁵						
169-1	k j ɛ ŋ ³						
170-1	b j ɛ ⁵						
171-1	j a ŋ ⁵						
174-1	l j ɛ m ³						
181-1	m j ɛ ⁵ ⁵³						
193-1	b a ³						
205-1	n j ³¹ ³¹						
206-1	m a ⁵						
212-1	tʃʰ j ʔ ³¹						
214-1	l a m ³						
217-1	ʔ a k						
224-1	n j ɛ ʔ						
228-1	b au ³						
238-1	j u ⁵						
241-1	ʃ a ⁵						
246-1	k j ɛ						
256-1	j a n						
257-1	pʰ a n						
272-1	m a ŋ						
273-1	j a n						
274-1	m a ŋ ⁵						
286-1	kʰ a ɛ m ³						
289-1	kʰ u ŋ ⁵						
294-1	ʔ a ŋ						
301-1	j ɔ ʔ ³¹						
306-1	kʰ j ³ ⁴²						
307-1	ŋ a ḭ ⁴²						
321-1	tʰ a ŋ ⁵						
331-1	m j ɛ						
332-1	l a̰ m ³						
335-1	k j ɛ ⁵						
336-1	n j n ³						
340-1	ŋ a̰ ³						
342-1	m j ɛ ʔ						
360-1	dʒ w ³¹ ⁴²						
376-1	s i ³ ⁵³						
389-1	n j ŋ ʔ						
395-1	n j ʔ						
401-1	s a ³¹						
404-1	d z w ³ ³						
408-1	d j ŋ						
409-1	l ɔ ⁵						
413-1	d j ɛ n ³						
421-1	n j ɛ ⁵ ⁴²						
425-1	b j ɛ ³						
430-1	tʃʰ a ³¹						
442-1	d j ŋ						
447-1	tʰ a ŋ ⁵						
456-1	k ɔ ⁵						
458-1	s ə ʔ						
469-1	kʰ u ³						
470-1	d j ʔ						
475-1	ŋ a						
477-1	n j ɛ n						
478-1	ʃ j ɛ ⁵						
480-1	k au ⁵						
485-1	m j ɛ ⁵						
495-1	ŋ a ³						
499-1	m j ɛ ŋ ³						
500-1	n j ɛ ʔ ³¹						
501-1	tʰ a ⁴³						
506-1	dʒ j w ³						
507-1	n j ʔ ³¹						
509-1	l a ʔ						
510-1	b j ɛ ŋ ³						
511-1	l ɔ ʔ ³¹						
521-1	h u ³						
525-1	n j ɛ ⁵						
538-1	tʃʰ j ³						
539-1	dʒ ei ɛ ³ ³						
544-1	k j ɛ k ⁵⁴						
550-1	tʰ j w k ⁵³						
562-1	m j ɛ ŋ ³						
568-1	k au ⁵						
2-1	kʰ u ŋ ⁵						
11-1	s i ³						
12-1	j ɔ ŋ ⁵						
22-1	k ṵ ŋ ⁵						
28-1	b a ɛ ⁵						
29-1	tʰ a k ⁵³						
30-1	d a ŋ ⁵						
35-1	l a ŋ ⁵						
38-1	dʒ j ɔ ⁵						
42-1	pʰ ə ³						
46-1	tʃʰ ə ⁵						
52-1	d a ɛ ⁵ ⁵³						
55-1	b a ɛ ⁵ ³						
69-1	d a k ⁵³						
79-1	k j ɛ ⁵ ³						
83-1	tʃʰ a ³						
86-1	j a ³¹						
89-1	s a ŋ ⁵						
90-1	pʰ ə ⁵						
91-1	j a ŋ ³¹						
92-1	kʰ u ³						
106-1	k au k ⁵⁴						
120-1	d a n ⁵						
125-1	j au ɛ ŋ ⁵³						
148-1	d j ŋ ⁵						
173-1	pʰ ə ³						
179-1	j a ŋ ⁵						
186-1	ŋ a n						
187-1	l a ŋ ⁵						
197-1	n j ³ ³ ⁵⁴						
209-1	kʰ j ŋ ⁵						
210-1	d a ʔ ³						
211-1	d j ³						
213-1	n j ŋ ⁵ ³²						
215-1	d a ʔ ⁵⁴						
220-1	tʰ a ŋ ⁵						
237-1	ʃ ə ³						
239-1	n a m ³						
242-1	dʒ a ⁴³						
248-1	kʰ j ɛ ³¹						
255-1	b j ɛ ŋ						
271-1	tʃʰ a ³						
275-1	n j ŋ						
277-1	tʃʰ a n ⁵						
295-1	kʰ u ŋ ⁵³						
302-1	d a ³						
309-1	l ɔ ʔ ³¹						
312-1	j a ³						
313-1	m a ³ ⁵						
314-1	tsʰ a m ³						
315-1	tʃʰ a ŋ ⁵						
330-1	l j ɛ ³						
333-1	ʃ a m ³						
338-1	m j ɛ ⁵ ⁵³						
346-1	s a ³ ³¹						
348-1	j a ³ ⁵						
353-1	d a ⁵						
356-1	h a n ³						
357-1	s i ʔ ⁵³						
358-1	ʃ a ³ ³¹						
361-1	j j ɛ ⁵ ⁵³						
378-1	m j ɛ ḭ ³²						
379-1	kʰ j ɛ ⁵ ³						
388-1	k j ɛ k ³²						
390-1	j ɔ ³¹						
398-1	j ɔ ⁵						
399-1	k j ɛ n ³						
400-1	n j n ³						
403-1	b j ɛ ⁵						
405-1	j a p ⁴²						
406-1	tʰ a k ⁵⁴						
407-1	s i ŋ						
410-1	d a ŋ ⁵						
414-1	l a ŋ ⁵						
418-1	k j ɛ ⁵						
423-1	j ɔ ³						
431-1	k au ŋ ⁵						
435-1	kʰ j ɛ t ³						
438-1	tʰ a ³						
448-1	d ei ³ ⁵³						
449-1	d a ³ ⁵³						
453-1	m ɔ ŋ						
465-1	tʰ a ³ ⁵³						
471-1	j u k ⁵⁴						
472-1	j a ʔ						
474-1	m j ɛ ³¹						
482-1	j j ɛ ⁵						
502-1	b a k						
503-1	tsʰ a ⁴³						
505-1	l a m ³						
512-1	j ɔ ⁵						
515-1	d j n ³						
529-1	j a n						
