COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m u ⁵						
4-1	l a ḭ						
18-1	n j ɛ n ³						
19-1	n j ei ³						
44-1	l ɔ k ³²						
50-1	ʃ j u ŋ ³						
62-1	s ai ʔ ⁵³						
70-1	b j n ³¹						
75-1	n j ḭ ³						
97-1	tʃʰ a ŋ ⁵						
112-1	tsʰ ɔ ³¹						
122-1	n j u k ⁵⁴						
127-1	kʰ w a ⁵						
132-1	w a k ³¹						
133-1	n u u ŋ						
135-1	n u ⁵						
142-1	d z o̰ i ³						
143-1	ŋ a ʔ ³¹						
149-1	ʔ u ⁵ ⁵³						
152-1	ŋ j						
157-1	b u ³						
183-1	ʔ u ⁵						
184-1	n u k ⁵⁴						
185-1	tsʰ a m ³						
189-1	n j ɔ ʔ ⁴³						
192-1	n j ³¹						
195-1	n ɔ ³¹						
200-1	g ei ³						
216-1	s a̰ ɛ n ³						
218-1	l ɔ ʔ ³²						
225-1	s ai ⁵						
235-1	kʰ j ɛ ³						
244-1	s w i ⁵						
253-1	n i t						
270-1	n j ei ⁵ ⁵³						
278-1	n j u ŋ ³						
279-1	w a ³						
285-1	j a ḭ ³						
308-1	d j ɛ ḭ						
322-1	n j ei ³¹						
325-1	kʰ au ⁵						
337-1	n j ɔ ŋ ³						
341-1	d z ɔ ³¹						
347-1	ʃ o ʔ ⁵³						
362-1	j ei ³¹						
391-1	j a n ³¹						
394-1	m u ʔ ⁴³						
397-1	tʃʰ ei ³						
443-1	n j ɔ p ⁴²						
460-1	s ai t ⁵³						
463-1	w a ³¹						
464-1	ʔ u ŋ ⁵						
473-1	s a m ³						
476-1	kʰ j u k ⁵⁴						
481-1	tsʰ a ³						
494-1	g j k						
496-1	h j ɛ ŋ ³						
516-1	w a t						
522-1	n ɔ ʔ ³¹						
523-1	pʰ j u ³						
524-1	n j t						
540-1	kʰ j ⁵						
3-1	b ṵ i ³¹						
6-1	g j ⁵						
7-1	d ei ³						
20-1	n a p ³¹						
51-1	ŋ au i ³¹						
64-1	g u ³²						
65-1	kʰ j k ⁵⁴						
66-1	d z u ³¹						
71-1	ʃ ei ³¹						
72-1	ʔ u ŋ						
76-1	w a ⁵						
77-1	n j u ³¹ ³¹						
78-1	m u ⁵						
82-1	pʰ ə ŋ ⁵						
87-1	ŋ au ʔ ³¹						
93-1	l a m ³						
94-1	n i ɛ n						
100-1	s u n ³						
116-1	l a ŋ						
119-1	w a m ³¹						
124-1	d j u k						
136-1	l a i ³¹						
137-1	kʰ j u ³¹						
144-1	s ai a t ⁵⁴						
145-1	d u ŋ ³						
146-1	m u ⁵						
150-1	j j ɔ ʔ ³¹						
154-1	n j ɔ ³¹						
165-1	kʰ j a n ³						
166-1	pʰ j ɔ ⁵						
169-1	g j a̰ ŋ ³						
170-1	d j ɔ ³¹						
171-1	j a ŋ ³						
174-1	l j ɛ m ³						
181-1	n j ɔ ʔ ⁴³						
193-1	b w ³						
205-1	n j ³² ³¹						
206-1	n a ⁵						
212-1	tʃʰ a ʔ ⁵³						
214-1	l a m ³						
217-1	ʔ u ⁵						
224-1	n j æ̰ n ³						
228-1	b au ³						
238-1	j u ³¹						
241-1	ʃ ɔ ³¹						
246-1	g j ɛ ⁵³						
256-1	ʔ u ŋ						
257-1	pʰ w ŋ						
272-1	m a ⁵						
273-1	ʔ a ŋ						
274-1	m a ŋ ⁵						
1-2		m au ⁵²					
4-2		l a ʔ					
18-2		m j a ⁵²					
19-2		n j ²³ ⁵²					
44-2		l a ⁵² ⁵²					
50-2		ʃ w ŋ ³					
62-2		ts u ⁵² ⁵²					
70-2		p a a ²³					
75-2		m j ʔ					
97-2		tʃʰ ə ⁵² ³					
112-2		ts au ⁵²					
122-2		m j ṵ ⁵² ⁵²					
127-2		kʰ a i ³					
132-2		ts a i ⁵²					
133-2		n a ⁵²					
135-2		n au ⁵²					
142-2		ts a i ³					
143-2		ŋ ai ʔ ⁵²					
149-2		ʔ a ŋ					
152-2		ŋ ai ²³					
157-2		p a ⁵²					
183-2		ʔ a ³					
184-2		n a ⁵² ⁵²					
185-2		ts i ³					
189-2		m j a ⁵²					
192-2		n a ŋ					
195-2		n a ²³					
200-2		ts j ³ ⁵²					
216-2		ts j ŋ ³					
218-2		l a ʔ					
225-2		ts j ŋ ³					
235-2		kʰ j ³					
244-2		ts j i ³					
253-2		m j ²³					
270-2		m j ³					
278-2		m j ⁵² ³					
279-2		ts i ⁵²					
285-2		j a ʔ ²³					
308-2		p a ŋ ²³					
322-2		m j ³					
325-2		kʰ a ⁵²					
337-2		m j a ³ ³					
341-2		ts a ⁵²					
347-2		ʃ au ⁵²					
362-2		j i ²³					
391-2		j a ʔ ⁵²					
394-2		m a ⁵²					
397-2		tʃʰ ə ²³					
443-2		n j ṵ ²³ ⁵²					
460-2		ts u ʔ ⁵²					
463-2		ɣ w ²³					
464-2		ʔ a ŋ ³					
473-2		ts u m ²³					
476-2		kʰ j a ⁵² ⁵²					
481-2		ts au ³					
494-2		k j ²³					
496-2		ts w ⁵² ³					
516-2		ts a ²³					
522-2		n a ⁵² ⁵²					
523-2		n j ṵ ³					
524-2		n a ²³					
540-2		kʰ a ⁵²					
3-2		p w i ³					
6-2		k j ²³					
7-2		ts a̰ ʔ ²³					
20-2		n a ʔ					
39-2		m j ³					
51-2		ŋ a i ³					
72-2		ʔ a ⁵²					
94-2		m j ²³					
100-2		ts j ⁵² ²³					
116-2		l a ⁵²					
136-2		l a i ³					
137-2		kʰ j a ³					
139-2		m i ³					
150-2		k a ²³ ⁵²					
154-2		m j ²³					
166-2		n ə a ⁵²					
169-2		k j a ⁵² ³					
170-2		p j a ⁵²					
171-2		j a ŋ ³					
174-2		l a ²³					
181-2		m j a ⁵²					
205-2		n a ⁵²					
206-2		m i a̰ ²³					
214-2		l a m ²³					
217-2		ʔ i ³					
224-2		n j ṵ ⁵² ³					
228-2		p au ⁵²					
246-2		k j a ²³					
256-2		ʔ a ⁵²					
257-2		p a ⁵²					
273-2		ʔ a ⁵²					
1-3			m au ³				
4-3			l a ŋ				
18-3			m j ɔ ŋ ⁴				
