COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-1	t t e									
56-1	u m e									
96-1	a t a tʃ									
99-1	a r i k a									
114-1	t o k i tʃ i									
115-1	o m tʃ i i									
133-1	t i p a a a									
144-1	a a a w a tʃ i									
150-1	k a w									
234-1	k o m									
236-1	p a k u n									
241-1	a w i n									
249-1	i tʃ e									
1-1	w a t a									
2-1	w o m m									
65-1	i w									
74-1	p a n a									
106-1	t u n i k									
128-1	p o k tʃ i									
147-1	t i m i tʃ i									
231-1	p a n a w o									
232-1	p i u i o									
239-1	n a m a k a n									
266-1	i t i m									
51-1	u w e									
97-1	m a m a m									
109-1	u p i i i i									
121-1	k a p i a a k a									
149-1	t o k									
160-1	k i r i k									
163-1	u p e n									
167-1	p a									
207-1	m i									
259-1	t o w a									
66-1	k a a a k a w									
134-1	n i p a t									
139-1	m o n o a i									
142-1	p a a a m a a									
145-1	k a t a t i tʃ i									
148-1	t a a a w n i									
162-1	i i n									
166-1	i m i									
179-1	t a									
201-1	p i									
21-1	k a w									
24-1	p o k a k a n									
50-1	i n a									
57-1	t o k a w a n									
84-1	p i w a n									
91-1	m o k o n									
131-1	t o k u i m									
151-1	k i w									
154-1	w e									
192-1	t u t									
197-1	t a r i m									
205-1	i p a n									
227-1	w a p o i t o									
246-1	i w i									
251-1	w a n a									
52-2		i t e								
56-2		i m e								
96-2		a k a t								
99-2		a r i k a								
114-2		t o k i i								
115-2		i r i e i								
133-2		t i p a r a								
144-2		a k a a a i								
150-2		k a w n								
234-2		k o m n								
236-2		p i k i n n								
241-2		a w i n n								
249-2		i s e								
74-2		p a n a n								
93-2		t o s a k i s i								
95-2		a i k i								
106-2		t i n i k i								
119-2		i a t a								
128-2		e o k i i								
147-2		t i m i i								
231-2		p a n a w o								
232-2		a i a i m								
239-2		n a m a k a n								
266-2		i t i m								
51-2		i w i								
55-2		i w a m n								
97-2		m a a i m a								
121-2		k a p i j a k a								
163-2		i a e n								
167-2		t a								
259-2		t o w a								
66-2		k a r a k a w								
112-2		t a r i a i a i								
116-2		t o p a k a i								
125-2		k a t i m a t i								
135-2		k i m i n								
139-2		m a k i a i								
142-2		a a t a m m a								
