COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
130	mʲ uː r i		m i	m i r u	m i r u	m iː ɭ	m i r u	m i r u		m i r u
429	x a z a m u r i		k a i z u ɴ						k a dʒ a ɕ u ɴ	
155	i r u r i	i t e							i ts oː n	
447	ʔ w ɨː tɕ i	w e	u eː	u e	u eː	w aː r a	e w e	u e	ʔ w iː ɴ k a i	u eː
70	θ a n ɨ	t a n e	t a n e	t a n e	t a n e	t a n i	t a n e	t a n e		t a n e
351	θ uː s a r i	t oː kʲ a	t o j e	t oː i	t o i	t uː	t o w eː	t oː k ui	t uː s a ɴ	t oː i
430	h a x u r i	h a k u	h a	h a k u	h a k u	p a f u	h a k u	h a k u	h a ts u ɴ	h a k u
161	ʔʲ u r i	j u	j u i u	j uː	j uː		e o	j uː	ʔʲ u ɴ	j uː
146	ʔ a kː u r i		a j u ɴ	a r u k u	a r u k u	a ɭ ɨ f u	a r u k u	a r u k u	ʔ a tsː u ɴ	a r u k u
383	n a b i r o s a r i					n a b ɭ ɨː				
86			s iː b o							s i pː o
235	x j a s i		i k e ɴ						ts aː	
331	u θ u					b u t u		o tː o	u t u	
89		k iː	k e i	k e	k eː		k e	k e	k iː	k e
3			o iː				o r a	o r e		
310	θ u	t o	t o	t o	t o	t u	t o	t o	t u	t o
128			k a ɴ ts u		k a m i ts u k u		k a m u	k a m i ts u k u		k a m i ts u k u
216	m a r u s a r i	m a r u kʲ a	m a ɴ m a i r i	m a r ui	m a r ui	m aː k oː m aː k o	m a r iː	m a r ui	m a r u s a ɴ	m a r ui
418	n o u r i		n uː	n uː	n uː	n u z ɨ	n oː	n oː		n uː
294	h a ɴ g e	h a n e	h a i n e		h a n e		h a n e		h a n i	h a n e
193	k iː s a r i	k iː r o kʲ a	k iː	k iː r o i	k iː r o i	ts ɨː r u	k iː r o	k iː r o i	tɕ iː r u	k iː r o i
290			t e		t eː				t iː	
201	h i g u r u s a r i			h i j a i		p i ʃ i			h w iː s a ɴ	
455	ʔ i k i tɕ u r i	i k i t e	i k iː tɕː o	i k i tʲ uː	i k i t e r u		e k e tɕ o r u	i k i t o r u	ʔ i tɕ i ts oː ɴ	i k i t e r u
300	h u s u	h e tsː o g o	h e i s o	h e s o	h e s o		ɸ e s o	h e s o	h u s u	o h e s o
194	s i r u s a r i	s i r o kʲ a	s i r e	s i r o i	s i r o i	sː u	s i r eː	s i r o i	s i r u s a ɴ	s i r o i
307		m i	m iː	m i	m iː		m i	m i		m i
381		z u b e r u a		s u b e s u b e s i tʲ uː						s u b e kː o i
437					k o w a ŋ a r u					k o w a ŋ a r u
150		n e t e	n e i tɕ o	n e j uː	n e t e r u		n e tɕ oː r u	n e t o r u		n e t e r u
114	k u b i	k u b i	k ui	k u b i	k u b i		k u b i	k u b i	k u b i	k u b i
435	h u k u r i	h u k u	h u	h u k u	h u k u	fː u	ɸ u k u	h u k u	h u ts u ɴ	h u k u
262	h i r u h i ɴ m a	h i r u m a	h i j i	h i r u m a	h i r u m a		ɸ i r u	h i r u m a	h w i r u	h i r u m a
62	ʔ i ɴ		i ɴ	i n u	i n u	i n	e n o	i n u	ʔ i ɴ	i n u
