COGID	Eryuan	Heqing	Jianchuan	Lanping	Luobenzhuo	Qiliqiao	Xiangyun	Yunlong	Zhoucheng
1243		ɣ ɯ ³⁵	ɣ ɯ ³⁵	ɣ ɯ ³⁵			ɣ ɯ ³⁵		
6471	ts ɿ ⁴⁴				ʈʂ æ ⁵⁵				
664						m u ³³			m u ³³
3668				k a ⁴⁴					tɕ a ⁴⁴
4112		j ĩ ⁴⁴	j ɯ̃ ³³	j ɯ ⁴⁴					
2563	ʈʂ ɯ ⁴²		ts ɯ ⁴²	ts ɯ̃ ⁴²	tʰ ɯ̃ ⁴²			tsʰ ai ³¹	
947	j ɛ ⁴²	j ɛ̃ ⁴²	j ɛ ⁴²			j ɛ ³²		j ɛ ⁴²	j ɛ ⁴²
3210	ts ɿ ²¹	ts ɿ ²¹	ts ɛ ²¹			ts ɿ ²¹		dz ɿ ²¹	ts ɿ ²¹
6859	s ɿ ⁵⁵		s ɿ ⁵⁵	s ɿ ⁵⁵		s ɿ ³⁵		ɕ i ⁵⁵	s ɿ ³⁵
3405	kʲ i ³¹	tɕ i ³¹	ts ɿ ³³	ts ɿ ³³		tɕ i ³¹		dʑ i ³³	kʲ i ³¹
2468	f e ³⁵								f e ³⁵
483	ʈʂ ɔ ³¹	ts ɔ̃u ²¹	ts õu ²¹	ts ɔ ³³		ts o ²¹			ts o ²¹
12	ʈʂʰ ɤ ³¹	tɕʰ w ɔ ³¹	tsʰ ɤ ³¹	tsʰ ɛ ⁴²		tsʰ ɤ ³¹			tsʰ ɤ ³¹
4692			tɕ i ⁵⁵	tɕ ĩ ⁵⁵			tɕ i ⁵⁵	tɕ o ⁵⁵	
5900		v ɤ ³³	ɤ̃ ³³						
2198						tʰ j ɔ ³³			tɕʰ o ³³
3534	j i ²¹			j i ²¹		j i ²¹			j i ³¹
6897	p e ²¹	pʰ ĩ ³¹		pʰ i ³³		p e ²¹			
4116				ts ɛ ³¹					ts ɿ ³¹
649		p j ɛ ⁴⁴	p j ɛ ⁴⁴						
2540	ʈʂʰ e ⁴⁴						tsʰ e ⁴⁴	tsʰ ɛ ⁴⁴	
6556	ʈʂ ɤ ⁴⁴	ts w ɔ ⁴⁴							
4578						ɔ ²¹			ɔ ²¹
6132			ɤ̃ ³³			ŋ ɤ ³³	ŋ ɛ ³³		
4677	pʰ j a ⁴²			p j a ⁴²				p j a ⁴²	
108	ɲ ɯ ⁴²	j ɯ̃ ⁴²	j ɯ̃ ⁴²	j ɯ̃ ⁴²				ɲ ɯ ⁴²	ɲ ɯ ³²
2503			a ³¹			a ³¹	a ³¹		a ³¹
1542				l e ⁵⁵	l o ⁵⁵				
417	p ɯ ⁴⁴	p ɯ ⁵⁵	p o ⁵⁵	p u ⁵⁵		p o ⁵⁵	p ɔ ³⁵	p u ⁵⁵	
6914	ʈʂ ɯ ⁴²					tsʰ e ⁴²	ts ou ⁴²		
2757							tsʰ u ⁵⁵	ts u ⁵⁵	
6048					t ɔ ⁵⁵				t ɔ ⁵⁵
967	n i ⁵⁵	n i ³⁵	n i ⁵⁵	n i ⁵⁵					
296	p ɯ ⁴⁴	p ɯ ⁴⁴		p i ³³	p ɯ ⁵⁵				p ɯ ⁴⁴
253	j ɯ ⁴⁴	j ɯ̃ ⁴⁴	j ɯ̃ ⁴⁴					j ɯ ⁴⁴	
2847			n e ⁴⁴	n ẽ ⁵⁵		n e ⁴⁴			n e ⁴⁴
2971				w ɛ ⁴⁴	w ɛ ⁵⁵				
299			tɕ i ³¹	tɕ i ³¹					tɕʰ ɯ ⁵⁵
441			s ɤ̃ ³¹	s ɔ̃ ⁴²	s õ ³¹				
5591	k a ³⁵							k ɛ ³⁵	k a ³⁵
1774	ɲ ɤ ³³					n ɤ ³³		ɲ ɤ ³³	ɲ ɤ ³³
4634	kʰ w e ³³					kʰ w e ³³			
3549			tsʰ ɯ ⁵⁵		ʈʂʰ ʅ ³³	tsʰ ɿ ⁵⁵	ts ɿ ⁵⁵		tsʰ ɿ ⁵⁵
2195	s ɔ ⁴⁴	ɕ i ⁴⁴	ɕ i ⁴⁴	ɕ i ⁴⁴			s ɤ ⁴⁴		
1776	ts a ²¹								ts a ²¹
4573	tɕʰ u ³¹					tɕʰ ɔ ³³	tsʰ u ³¹	tɕʰ u ³¹	tɕʰ o ³¹
2912				i ⁵⁵				i ⁴⁴	n ɯ ⁵⁵
2877		w ẽ ⁵⁵	w ẽ ⁵⁵			w e ³⁵	w ẽ ³⁵	w ɛ ³³	w ɛ ³⁵
5946	ŋ ɤ ⁴⁴							ŋ ɤ ⁴⁴	
1337		x w a ⁵⁵	x w a ⁵⁵	x w a ⁵⁵					
5289						pʰ i ⁴²	pʰ i ⁵⁵		pʰ i ⁵⁵
4750	tɕ i ⁴²	tɕ i ⁴²	tɕ i ⁴²	tɕ i ⁵⁵	ts a ⁴⁴	tɕ ɯ ³¹		tɕ ɯ ³³	
882		ts ɿ ³³	ts ɿ ³³				ts ɿ ³³		ts ɿ ³³
531	p ɔ ³¹								p e ²¹
6898		k w ɔ ³⁵				k w ɔ ³⁵	k w ɔ ³⁵	k w ɔ ⁵⁵	
957		p ɔu ³¹			b o ⁴⁴		p a ³¹	p ao ²¹	
6803					a ⁵⁵	a ⁵⁵	a ⁵⁵	a ⁵⁵	a ⁵⁵
6063				w a ⁴⁴	w a ⁴⁴				
5852		k ɛ ⁴²				k e ⁵⁵	kʲ ɛ ⁴²		
