COGID	dutch	english	french	german
1469-1	z ɑ n t			
2047-1	z ɔ n			
2054-1	d ɔ n n r r			
1375-1	l ɪ x			
760-1	w ɛ n t			
756-1	s n aː			
726-1	m ɔ d ə r			
1351-1	x r ɛɪ n n t aː aː			
1353-1	x r ɛɪ z ə m ɔ d ə r			
412-1	v x eː x + r ɔ n ɑ ə			
406-1	z ɔ iː ɣ r r ə m uː ə			
1005-1	s t iː p + v ɑ d ə r			
1012-1	s t iː v ə m ɔ d ə r			
1016-1	w ɪ ŋ w ə r			
1069-1	oː x			
509-1	v ɔ l ə			
693-1	m ɑu l l t			
2179-1	n eː s t			
1753-1	v ɪ s x			
1131-1	w ɔ l v			
1198-1	b ɑ r t			
2032-1	h ɔ r n			
2241-1	n aː z			
2244-1	l ɪ p			
610-1	k n n			
945-1	h ɛ r			
1534-1	l ɑ k ə			
384-1	z œy ɣ ə			
1650-1	n ɔ t			
1663-1	z ɑ l t			
2279-1	l ɛɪ n			
471-1	z ə ə ə			
1385-1	z ɑ t			
792-1	j ɔ k			
1111-1	m ɑ s t			
197-1	z uː d ə			
2020-1	l ɑ ŋ			
867-1	h oː n d r			
1970-1	v l l			
1230-1	d r ɪ d			
2017-1	n yː w r			
968-1	w ɛ l t			
1674-1	l ɑ n t			
1671-1	h øː ɣ ə l			
829-1	k l ɪ p			
1025-1	w ɑ t ə r			
1027-1	z ɛɪ			
1832-1	r ɔ f			
-1816-1	oː s ɛɪ j n			
-335-1	l ɑ ɣ uː n			
1043-1	s t r oː m			
1469-2		s æ n d		
2047-2		s ʌ n		
2054-2		d ʌ n t r r		
1375-2		l ɪ		
760-2		w aɪ n d		
756-2		s n eɪ		
726-2		m aʊ d ə r		
1351-2		ɡ r ɔ + əʊ f eɪ d ə r		
1353-2		ɡ r ɔ t əʊ m aʊ t ə r		
412-2		s ʌ aɪ p t r əʊ ɑː		
406-2		s ʌ n + r m + m ʌ		
1005-2		s t ɪ p æ eɪ ɑː ə		
1012-2		s t ɪ p æ m aʊ t ə r		
1016-2		w ɛ d w r		
1069-2		ɪ k		
509-2		f iː l		
693-2		m iː l æ ɛ s ə		
2179-2		n ɛ s t		
1753-2		f ɪ ʃ		
1131-2		w ɔ l		
1198-2		b ɑː r		
2032-2		h ʌ r n		
2241-2		n ɔ s		
2244-2		l ɪ p		
610-2		k n n		
945-2		h ɑː r t		
1534-2		l ɪ k		
384-2		s aɪ t		
1650-2		n ɔ t		
1663-2		s ɔ l		
2279-2		l aɪ n		
471-2		s eɪ		
1385-2		s eɪ d		
792-2		s ɪ k		
1111-2		m æ s t		
197-2		s aʊ d		
2020-2		l æ ŋ		
867-2		h ʌ n d ə		
1970-2		f ɔ l		
1230-2		d r ɪ d		
2017-2		n iː w		
968-2		w ɛ l		
1674-2		l æ n d		
1671-2		h ʌ v l̩ l		
829-2		k l ɪ d		
1025-2		w ɔ t ə r		
1027-2		s eɪ		
1832-2		r uː		
-1816-2		ɔ t ɪ j n n		
-335-2		l eɪ l ʌ n		
1043-2		s t r aɪ m		
1469-3			ʀ a t t	
2047-3			ʀ u n	
2054-3			t u n ʀ ʀ ʀ	
1375-3			l a t	
760-3			v ɑ̃ n t	
756-3			t n y ʀ	
726-3			ʀ u t ʀ o	
1351-3			ɡ ʀ a t i p p ɔ ʀ o	
1353-3			ɡ ʀ a t l u t ʀ o	
412-3			t ɔ t ɡ ʀ ʀ u p ʀ o	
406-3			t ɔ t ɡ ʀ ʀ u ʀ o	
1005-3			t ɔ ʀ p u p ə ʀ ʀ	
1012-3			t ɔ ʀ p l u t ʀ o	
1016-3			v t t v ʀ ʀ	
1069-3			i	
509-3			p l l e	
693-3			ʀ + a l ʀ ʀ o	
2179-3			n y t i	
1753-3			p i t	
1131-3			v u l p	
1198-3			b p o i	
2032-3			v u o	
2241-3			n y ɛ l	
2244-3			l a p	
610-3			k n y	
945-3			a o	
1534-3			l a k	
384-3			t ɑ̃ ɡ	
1650-3			n y t	
1663-3			t a	
2279-3			l e n e	
471-3			ʀ i e	
1385-3			n y t	
792-3			e u k	
1111-3			ʀ a t i	
197-3			v + t e	
2020-3			l a	
867-3			f u n t ʀ o i	
1970-3			p u l	
1230-3			t o t i e	
2017-3			n y	
1469-4				z a n t
2047-4				ʃ uː n ə
2054-4				ʃ ʊ n t ə r
1375-4				l ɪ x t ə
760-4				v ɪ n t
756-4				ʃ n eː ə
726-4				m au t ə r
1351-4				ɡ r oː n eː ɡ t r m r
1353-4				ɡ r oː t + m oː t ə r
412-4				ʃ aː oː eː ə r ai t ə
406-4				ʃ au iː n r m uː t ə
1005-4				ʃ t iː f a t r m r
1012-4				ʃ t iː f + m oː t ə r
1016-4				v ai t au ə n + n
1069-4				ɪ x
509-4				f ɔ l ə
693-4				m yː s l ai
2179-4				n ɛ s t
1753-4				f ɪ ʃ
1131-4				v ɔ l f
1198-4				b aː r t
2032-4				h oː r n
2241-4				n au s
2244-4				l ɪ p
610-4				k n x n
945-4				h aː r t
1534-4				l ɪ k ə n
