COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ȵ̥ w ⁵⁵								
495-1	n au ³⁵								
838-1	l ə ⁵⁵								
438-1	ȵ au w ⁵⁵								
334-1	l w ʔ ⁵⁵								
360-1	l ə ³¹								
394-1	ȵ i ³¹ ³¹								
221-1	i o p ⁵⁵								
202-1	k au ³¹								
935-1	o ³¹								
93-1	s w ³¹ ³¹								
7-1	p a n ³¹								
664-1	o ə a ⁵⁵								
246-1	x ɔ k ⁵⁵								
547-1	s ə k ⁵⁵								
555-1	i n m ⁵⁵								
464-1	m au ³¹								
119-1	m ə ŋ ⁵⁵								
835-1	n̥ a p ⁵⁵								
79-1	t o ³¹								
693-1	ȵ̥ au ⁵⁵								
477-1	n a p								
891-1	tʰ ə ŋ ³⁵								
528-1	s o ⁵⁵								
797-1	x ʐ o ʔ								
493-1	n i ʔ ³¹								
217-1	ʐ a p ⁵⁵								
896-1	tsʰ u t ⁵⁵								
452-1	ȵ au o ʔ								
580-1	s o t ⁵⁵								
833-1	n̥ ɔ ⁵⁵								
390-1	m w a ³¹								
696-1	ȵ̥ ui ⁵⁵								
86-1	t u ŋ ⁵⁵								
384-1	m a n ³⁵								
61-1	t a m ⁵⁵								
536-1	s w k ⁵⁵								
731-1	ʂ i ³¹								
779-1	pʰ a ³¹								
589-1	t ə a ⁵⁵								
658-1	o m m ⁵⁵								
456-1	ȵ au w a ³¹								
183-1	k ʐ ³¹ ³¹								
785-1	x ɔ ³¹								
714-1	ʂ ⁵⁵								
331-1	l w ³¹								
930-1	ȵ̥ a p ⁵⁵								
161-1	k ə m ⁵⁵								
814-1	x ui ³¹								
179-1	k ʐ o ʔ ⁵⁵								
194-1	ʐ w a ⁵⁵								
727-1	ʂ w a ⁵⁵								
260-1	x ʐ a p ⁵⁵								
144-1	k a m ⁵⁵								
53-1	p u m ⁵⁵								
59-1	t ɔ a ⁵⁵								
506-1	pʰ i k								
29-1	p ə ⁵⁵								
316-1	tʰ ɔ k ⁵⁵								
389-1	m ʐ w a ⁵⁵								
118-1	m w a								
312-1	x o ³¹								
490-1	n i ³⁵								
436-1	ȵ au w ³¹								
927-1	ȵ̥ a n ⁵⁵								
383-1	m ɔ ʔ ⁵⁵								
211-1	ʐ a m ⁵⁵								
873-1	s ə ŋ ⁵⁵								
877-1	s a ³⁵								
344-1	l a m ⁵⁵								
666-1	ȵ̥ w ³¹								
595-1	t w a								
660-1	ɔ a t ⁵⁵								
642-1	x ə ŋ ³⁵								
257-1	x ʐ a m ⁵⁵								
167-1	k ʐ w ³¹								
880-1	tʰ a p ⁵⁵								
484-1	n w a ⁵⁵								
574-1	s u m ³¹								
718-1	ʂ a n ³¹								
811-1	x au ³¹								
458-1	t u ŋ ³¹								
884-1	tʰ ə ³⁵								
205-1	k u ʔ ⁵⁵								
499-1	n a ⁵⁵								
706-1	ʂ w ⁵⁵								
920-1	ə ŋ ³¹								
36-1	p ʐ w a ⁵⁵								
12-1	p i ⁵⁵								
350-1	l ə ŋ ³⁵								
4-1	p a n ⁵⁵								
342-1	x u ʔ ³¹								
280-1	x ʐ ⁵⁵								
612-1	t ə ŋ ³¹								
459-1	ȵ i ə ŋ ⁵⁵								
569-1	s ui ³¹								
283-1	x ʐ au ³⁵								
148-1	k w n ³¹								
652-1	o i ⁵⁵								
220-1	x w a ³¹								
562-1	s ə ŋ ³¹								
31-1	p ʐ o a								
386-1	m a t								
804-1	x ʐ o ŋ ³¹								
369-1	l ə ʔ ³¹								
125-1	t u ³¹								
314-1	pʰ ʐ w a								
823-1	kʰ a p ⁵⁵								
471-1	n a m								
40-1	p ʐ ə ŋ ³⁵								
393-1	m w ŋ ³⁵								
272-1	x ʐ w a ³⁵								
463-1	m au ⁵⁵								
1-1	p ɔ a								
214-1	ʐ a m								
665-2		ŋ o ⁵¹							
495-2		n ui ⁵⁵							
838-2		l o ⁵¹							
438-2		m j o ʔ ²¹							
334-2		l o ʔ ²¹							
360-2		l i ²¹							
394-2		m j ²¹ ²¹							
221-2		j p p ⁵⁵							
202-2		k o ²¹							
935-2		u ²¹ ²¹							
93-2		ts o ²¹							
7-2		p a n ²¹							
664-2		a a ŋ ⁵¹							
246-2		k o ʔ ⁵⁵							
547-2		s a k ⁵⁵							
555-2		a m m ⁵¹							
464-2		m j ²¹							
119-2		m j ŋ ŋ							
835-2		n a̱ p ⁵⁵							
79-2		t o̱ ²¹							
693-2		ŋ i̱ ⁵¹							
477-2		n a p ²¹							
891-2		t j ŋ ⁵⁵							
528-2		j u ⁵¹							
797-2		k j u ʔ ⁵⁵							
493-2		n i k ²¹							
217-2		j a p ⁵⁵							
896-2		ts u t ⁵⁵							
452-2		m j u ʔ ²¹							
580-2		s o̱ ʔ ⁵⁵							
833-2		n o̱ ⁵¹							
390-2		m a ŋ ²¹							
696-2		ŋ j ⁵¹							
86-2		t u ŋ ⁵¹							
384-2		m a n ⁵⁵							
61-2		t a ŋ ⁵¹							
536-2		x o ʔ ⁵⁵							
731-2		ʃ i ²¹							
779-2		a o̱ ⁵¹							
589-2		t a ŋ ⁵¹							
680-2		ŋ o ʔ ⁵⁵							
658-2		a m ⁵¹ ⁵¹							
456-2		m j a ŋ ²¹							
183-2		k j i ²¹							
785-2		kʰ o ²¹							
714-2		u ⁵¹							
331-2		l o ²¹							
206-2		j o ⁵¹							
930-2		a t p ⁵⁵							
353-2		l i ⁵¹							
161-2		k a ŋ ⁵¹							
814-2		k e̱ ²¹							
179-2		k j o ʔ ²¹							
194-2		j o ʔ ²¹							
727-2		ʃ a ŋ ⁵¹							
260-2		kʰ j a p ⁵⁵							
144-2		k a m ⁵¹							
53-2		p u m ⁵¹							
59-2		t o ʔ ²¹							
506-2		pʰ i k ⁵⁵							
29-2		p i k ²¹							
316-2		t o̱ ʔ ⁵⁵							
389-2		m j a ŋ ⁵¹							
118-2		m o ʔ							
312-2		kʰ o̱ ²¹							
490-2		n j ⁵⁵ ⁵⁵							
436-2		m j o ²¹							
927-2		ŋ a̱ n ⁵¹							
383-2		m o ʔ ²¹							
211-2		j a m ⁵¹							
873-2		x i ŋ ⁵¹							
371-2		l i ŋ ²¹							
877-2		s e ⁵⁵							
344-2		l a̱ m ⁵¹							
666-2		ŋ o ²¹							
595-2		t a ŋ							
660-2		a t p ²¹							
642-2		tʃʰ a ŋ ⁵⁵							
257-2		kʰ j a m ⁵¹							
167-2		k j o ²¹							
880-2		t a̱ p ⁵⁵							
337-2		a o ⁵¹							
484-2		n a ŋ ⁵¹							
574-2		s u m ²¹							
718-2		ʃ a n ²¹							
811-2		kʰ j ²¹							
458-2		t u ŋ ²¹							
884-2		t o̱ ⁵⁵							
205-2		k u ʔ ²¹							
499-2		n e ⁵¹							
706-2		ʃ o ⁵¹							
920-2		a ŋ ²¹							
36-2		p j a ŋ							
12-2		p i ⁵¹							
350-2		l a̱ ŋ ⁵⁵							
4-2		p a n ⁵¹							
342-2		j u ʔ ²¹							
280-2		kʰ j i ²¹							
638-2		tʃʰ a p ⁵⁵							
729-2		ʃ i ²¹							
72-2		t a ŋ ²¹							
612-2		t a ŋ ²¹							
459-2		m j i ŋ ⁵¹							
569-2		s u ²¹							
283-2		kʰ j u̱i ²¹							
501-2		p o̱ ⁵⁵							
652-2		a e ²¹							
220-2		j a ŋ ²¹							
233-2		j u ʔ ²¹							
562-2		s a ŋ ²¹							
31-2		p j o ʔ ²¹							
386-2		m a p ²¹							
684-2		ŋ j o ʔ ²¹							
804-2		kʰ j u ŋ ²¹							
618-2		tʃʰ au ²¹							
565-2		s o̱ ²¹							
468-2		n o ʔ ²¹							
369-2		l i k ²¹							
314-2		p j o ŋ							
776-2		ʃ u ʔ ⁵⁵							
170-2		k j o ⁵⁵							
823-2		l a̱ p ⁵⁵							
471-2		n a m ²¹							
249-2		kʰ a ⁵¹							
367-2		l i ²¹							
414-2		m j ⁵⁵							
503-2		p o̱ ²¹							
40-2		p j i ŋ ⁵⁵							
647-2		tʃʰ i ⁵¹							
105-2		ts i ²¹							
141-2		k e ⁵¹							
272-2		kʰ j a ŋ ⁵⁵							
463-2		m i̱ ⁵¹							
1-2		p o ⁵¹							
349-2		l a̱ ŋ ²¹							
214-2		j a m ²¹							
841-2		n i̱ t ⁵⁵							
665-3			ŋ a ⁵⁵						
495-3			n au ³⁵						
838-3			n a ⁵⁵						
438-3			m j a ʔ ⁵⁵						
334-3			l a ʔ ³¹						
360-3			l ai ³¹						
394-3			m j i ³¹						
221-3			j a p ³¹						
202-3			k u ³¹						
935-3			v ³¹						
93-3			t a ³¹						
7-3			p a n ³¹						
