COGID	1	10	2	3	4	5	6	7	8	9
2689-1	n a m a									
893-1	a n a a									
1285-1	n n a									
1303-1	g ɔ m a									
2197-1	n a l a a									
2828-1	i i n a									
3572-1	s ɔ n i i									
1095-1	l i m a									
1755-1	n ɛ									
1789-1	k a l a a ŋ g a									
3207-1	f ʊ l a									
3519-1	t ʊ m a									
3686-1	i m m a									
4249-1	k ʊ m i i									
4451-1	β i i i i									
448-1	d ʊ n i									
630-1	β ɛ ɛ ɛ ɛ									
814-1	l ɔ ɔ m b ɛ									
1216-1	g a β a a									
1228-1	d a a									
1418-1	i i m a									
1475-1	k w a									
2026-1	d w ɛ									
2775-1	β u m m a									
3397-1	β ɔ l a									
3826-1	s ɔ k									
4003-1	i β a a									
4040-1	g ɛ n i i									
4373-1	l ɔ m i i									
4384-1	i i ɔ									
84-1	s l ɔ g l									
116-1	f i k a									
181-1	g ɔ ɔ ŋ g ɔ									
419-1	l ɔ g a									
587-1	ɔ ɔ ŋ g ɔ									
660-1	l ɛ l a									
848-1	k a l a									
1083-1	l i l a									
1122-1	f i n a									
1159-1	n a									
1350-1	l j a									
1374-1	n a a n a a									
1396-1	s ɔ β u ʊ									
1430-1	i s ɔ									
1666-1	t a á ɔ									
1767-1	l ɔ ɔ ɔ									
1906-1	i g g i l a									
2177-1	g ŋ a a i i									
2286-1	l a a									
2317-1	f u β a a									
2419-1	s ɛ k a									
2750-1	i i i i									
3018-1	i i l a a									
3275-1	k a a a a									
3441-1	s a a ŋ g a									
3464-1	β ɔ n a									
3639-1	d ɛ t ɛ m a a									
3885-1	f ʊ m ɔ									
3981-1	i m a a a									
4192-1	f i m m a a									
4260-1	s a a a									
4350-1	l ɛ ɛ l ɔ									
43-1	i i ɔ ɔ ʊ									
93-1	k ɔ n ɔ									
200-1	β i i									
374-1	g l a a a									
459-1	l ʊ m a									
508-1	d ɔ ɔ ʊ									
528-1	β i l i i									
575-1	t a									
871-1	t a á a									
1137-1	s k k ʊ									
1339-1	d w i i									
1585-1	a l a a									
1712-1	f ʊ l ɔ									
1872-1	p a									
2088-1	β i k a									
2166-1	g ʊ m m a a									
2334-1	f i g ɔ									
2393-1	m a i a									
2537-1	l ɔ m ɔ a									
2665-1	i i ŋ i i									
2738-1	β ɛ ɛ l ɛ									
2872-1	k ɔ s i i									
2893-1	i k k ʊ ʊ a									
2997-1	g a a n z									
