COGID	dutch	english	french	german
1469-1	z ɛɪ n t			
2047-1	z oː n ə			
2054-1	d ɔ n ə r			
1375-1	l ɪ x t			
760-1	w ɛ n t			
756-1	s n aː			
726-1	m ɔ d ə r			
1351-1	x r ɛ n n t aː ɑ ə r			
1353-1	x r ɛ n + m d ə r			
412-1	v ɑ k t ə r n ɑ l ə r			
406-1	z w ɛɪ t ə r ɛɪ m eː l ə r			
1005-1	s t iː p v ɑ t ə r			
1012-1	s t iː p + m d ə r			
1016-1	w ɛ d ə r			
1069-1	s x			
509-1	v ɑ l ə			
693-1	m ə l l ə ə			
2179-1	n ɛ s t			
1753-1	v ɪ s			
1131-1	w ɔ l f			
1198-1	b aː r t			
2032-1	h ə r			
2241-1	n aː z ə			
2244-1	l iː p			
610-1	k n			
945-1	h ɑ r t			
1534-1	l iː k			
384-1	z oː k			
1650-1	n ɔ t			
1663-1	z ɑ l t			
2279-1	l ɛɪ n ə n			
471-1	z ə			
1385-1	z ɛɪ t t			
792-1	j ɔ k			
1111-1	m ɑ s t			
197-1	z uː d ə			
2020-1	l ɑ ŋ			
867-1	h ɔ n d ə r t			
1970-1	v l l			
1230-1	d ɛ r d ə			
2017-1	n ɔ t			
968-1	w ɛ l t			
1674-1	l ɑ n t			
1671-1	h uː l			
829-1	k l ɪ p			
1025-1	w ɑ t ə r			
1027-1	z ɛɪ			
1832-1	r ɑu w			
-1816-1	oː t			
-335-1	l ɑ x ə n ə			
1043-1	s t r ɛ m			
423-1	s t eː n			
2049-1	m oː n t			
2062-1	s t ə r m			
2065-1	r aː n + x + b oː ɣ ə			
1368-1	s ɑ d ə			
1365-1	d j ɛɪ			
754-1	r aː n ə			
768-1	w ɛ d ə r			
1211-1	v ɑ r r			
106-1	m ɑ n			
-98-1	b aː x iː			
719-1	v ɑ t ə r			
1341-1	z oː n			
-2027-1	t oː n t ə			
-2026-1	n eː v j ɛɪ			
409-1	z w ɛɪ + ə r + z oː n			
402-1	d ɔ t t ə r ɛɪ n t l t ə			
1014-1	s t iː p + d ɔ x t ə			
1059-1	w iː r			
120-1	s t ɑ l			
2183-1	s t ə r			
2194-1	ɔ k s			
2199-1	k ɑ l p			
2197-1	s iː p			
1523-1	z oː			
1521-1	b ɔ k			
512-1	m ɛ r aː			
2141-1	h ə n			
2147-1	x ɛɪ n s			
814-1	k r ɛ			
810-1	d ɑu v ə			
1755-1	h ɔ n t			
1758-1	m œy t			
1760-1	r ɛɪ t			
1620-1	v ɪ n ə			
1282-1	w aː l			
1136-1	v ɔ k s			
1309-1	l ɛɪ s			
1307-1	n ɪ t ə			
1305-1	v l iː			
711-1	w ɛ s p			
1442-1	v l iː ɣ			
62-1	m ʉ x			
-73-1	m eː s k ɛɪ t oː			
1810-1	h ɛɪ t			
1805-1	v l ɛɪ s			
1813-1	h aː r			
1811-1	b l uː d			
690-1	r ɛ p			
2177-1	h ɔ p t			
246-1	d n + r ɛɪ ə r ɑu			
249-1	d x l ɛɪ d l iː t			
1506-1	n aː z ə r ə l k			
2242-1	m ɔ n t			
2245-1	t ɔ ŋ ə			
1196-1	n ɑ k			
2174-1	s x l t ə r			
575-1	ɑ k t ə + ə oː l			
603-1	s l ə x + b oː ɣ ə			
601-1	h ɑ n t			
615-1	v ɪ ŋ ə r			
901-1	k l uː			
608-1	v ɛ t			
596-1	t aː			
937-1	b r ɛ s t			
936-1	n aː v ə l			
646-1	l ɔ ŋ ə			
947-1	l ɛɪ v ə r			
1606-1	h ʉ p t ə			
472-1	z n z ə			
1535-1	z w ɛ t ə			
1546-1	s p ɛ k ə			
1959-1	s l iː p ə			
694-1	s n eː r ə			
1961-1	d r ɛ m ə			
323-1	l aː l ə r			
1885-1	x r ɑ p			
2156-1	k r l k ə l d			
1903-1	w ɔ n d ə			
525-1	z w ɛ l ɛɪ ŋ			
276-1	l ɑ m eː			
274-1	d oː p			
278-1	b l ɪ n t			
258-1	b ə ɔ t r k			
256-1	n aː k ɪ t			
383-1	eː t ə			
207-1	r ɛɪ p			
376-1	d r ɛ ŋ k			
2009-1	oː v ə			
2003-1	k ɛ t ə l			
2024-1	p ɑ n ə			
1321-1	k ɔ p			
1976-1	t ɑ ŋ ə			
1243-1	m ɑ l t eː t			
1265-1	p iː l			
1261-1	z iː v ə			
655-1	b r s t			
650-1	d x			
1532-1	k n n t ə			
-36-1	z ɔ p			
34-1	b oː n ə			
-1647-1	v ɛɪ k			
-1615-1	oː l l			
125-1	v ɛ t			
1659-1	h oː n ɪ			
1661-1	m eː l k			
1676-1	b ɔ d ə r			
480-1	x r ɛ t r k k			
1466-1	k l ɛɪ d ɔ ə			
2277-1	w aː l ə			
2271-1	v eː l t			
2293-1	l ɛɪ d ə r			
624-1	s p ɛ n ə			
628-1	s p ɛ n d ə l			
626-1	w eː v ə			
633-1	n eː d ə l			
1185-1	s n t t ə r r			
1179-1	h ɑ t			
2168-1	k ɑ m			
1952-1	d ə r			
899-1	l ɛɪ d ə r			
922-1	b eː t			
-934-1	l ɑ m p			
916-1	t r ɔ k			
1726-1	v eː l t			
2108-1	p l uː ə			
1133-1	v ə r			
2114-1	s p aː d ə			
1272-1	r ɛɪ ɣ ə			
1979-1	x r ɑ s			
1989-1	h aː			
-2260-1	p l ɑ n t ə			
70-1	b uː k			
-89-1	v ɛɪ n + s t k			
-12-1	p ɛɪ p ə			
713-1	z ɛɪ p			
747-1	n ɛ t ə l			
308-1	d ə			
289-1	b ɪ n d ə			
1930-1	b r aː k ə			
1928-1	s p l s t ə			
858-1	s t r ɛ k			
1577-1	v ɛ t + ɑ ŋ ə			
908-1	w ɔ d ə			
648-1	b eː r ə			
1855-1	v s l aː oː l ə			
657-1	h ɑ m ə r			
2058-1	n aː l			
