COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
86			s iː b o							s i pː o
179		tɕ i tɕ i		t u t i	ts u tɕ i		tɕ i tɕ i	ts u tɕ i		ts u tɕ i
307		m i	m iː	m i	m iː		m i	m i		m i
256			s u nː e		s u k e n a i			s u k u n a i		s u k u n a i
330				ɕ u dʑ i ɴ	ɕ u dʑ i ɴ					ɕ u dʑ i ɴ
85	z u b u					dz uː			z uː	
269	ʔ i x i	i k e		i k e			e k e	i k e		
323			o t o tsː a ɴ	o t oː s a ɴ	o t o tɕː a ɴ					o t oː s a ɴ
20			n a iː	n a n i	n a n i		n a n i	n a n i		n a n i
-136				n e r u	n e r u		n e r u	n e b u r u		
89		k iː	k e i	k e	k eː		k e	k e	k iː	k e
384	m a sː ɨ g u	m a sː u g u d u a	m a sː u g u	m a sː u g u	m a sː u ŋ u n a			m a sː u g u		m a sː u ŋ u n a
359		m i dʑ i k a kʲ a	m i ɕ k e	m i z o i	m i dʑ i k a i		m e tɕ i k eː	m i dʑ i k a i		m i dʑ i k a i
251	b i tɕ i n a								b i ɕ i n u	
158					a ŋ e r u					a ŋ e r u
90		ts u b u r i							ɕ i b u r u	
128			k a ɴ ts u		k a m i ts u k u		k a m u	k a m i ts u k u		k a m i ts u k u
331	u θ u					b u t u		o tː o	u t u	
387				eː	eː		eː			iː
210	m iː s a r i		n i k e			m ɨː			m iː s a ɴ	
124	x a m u r i								k a n u ɴ	
109	ts ɨ b u s i					ts ɨ g u s ɨ			tɕ i ɴ s i	
306	n a r i					n a ɭ			n a i	
298	x ɨ ɴ x o	k e g u a	k e g a i w a	k e g a w a	k e ŋ a w a		k e ŋ a w a	k e g a w a		k e ŋ a w a
427							k a ŋ u	k a g u		k a ŋ u
248	ʔ a m a								ʔ a m a	
184	u a ts ɨ					u m a ts ɨ				
338				k a n a i	k a k a			k aː s a ɴ		k a n a i
442	s e m e ts ɨ k ɨ r u r i	s i m e ts u k e r u	s i m e ts u k u	s i m e r u		ʃ i m i ɭ	s i m e r u	s i m e ts u k e r u	s i m i j u ɴ	s i m e ts u k e r u
164				o h i s a m a	o h i s a ɴ		o ɸ i s a ɴ			o h i s a m a
336	θ u dʑ i					t u dz ɨ			t u dʑ i	
15	ʔ a r ɨ		a iː	a r e	a r e		a r e	a r e	ʔ a r i	a r e
161	ʔʲ u r i	j u	j u i u	j uː	j uː		e o	j uː	ʔʲ u ɴ	j uː
350	s e b a s a r i	s e b a kʲ a	s e m e	s e b a i	s e b a i		s e m eː	s e m a i	ʃ i b a s a ɴ	s e m a i
59	ʔʲ u		iː o	u o		i z o	e o	u o	ʔ i j u	
376	w a r u s a r i	w a r u kʲ a	w a r i		w a r ui		w a r iː	w a r ui	w a sː a ɴ	w a r ui
274	n eː θ a		n u r e i t a	n u r e t a	n u r e t a		n o r e t a	n u r e t a	ɴ d i t oː r u	n u r e t a
160	k u r ɨ r u r i		k ui r u			f iː ɭ			k w iː j u ɴ	
12				a s i r aː	w a t e r a					w a t a s i t a tɕ i
211				eː	eː		eː	eː		iː
356		u s u kʲ a	ui s i	u s ui	u s ui		o s iː	u s ui		u s ui
370		k i t a n a kʲ a	k i sː a n e		k i t a n a i		k i t a n eː			k i t a n a i
233	ʔ a ɴ tɕ u ɴ x j a		a iː d o ɴ	a n o h i t o t a t i	a n o h i t o j a r a		a e r a	a n o h i t o t a tɕ i	ʔ a tː aː	a n o h i t o t a tɕ i
32				j o k e	j oː k e					
410	ʔ u θ u r i		u tː a k u						ʔ u ts u ɴ	
403		h oː r u		h oː r u	h o r u					
450			u r e i t a	u r e t a			o r e t a			
91				a t a m a	a t a m a		a t a m a	a t a m a		a t a m a
