COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
416		kʰ a m tʃ u d a ŋ				kʰ a m tʃ u d a ŋ		
2140					dʒ a kʰ ə n		dʒ a kʰ ə n	
2483					n a m kʰ a n	n a m kʰ a n	n a m kʰ e n	
2404	pʰ a l o		pʰ a w o					pʰ a l o
1809					tʃ i kʰ e n		tʃ i kʰ e n	
2203					a kʰ ə n		n a kʰ ə n	
2387		g ɾ o w a n			g ɾ o w a n	g ɾ o g a n		d r o g a n p a
2266		g ɾ a n tʃ u			g ɾ a kʰ e n	g r a k a n	g ɾ a kʰ e n	
5						dʒ a ŋ		dʒ a ŋ
2463			d̪ a ŋ b a	d̪ a ŋ tʃʰ a m				
965				tʰ i ŋ l o m			tʰ i ŋ l o m	
153	l i ʃ i ŋ			l i ʃ i ŋ				
1521		tʃʰ u	tʃʰ u		tʃʰ u	tʃʰ u	tʃʰ u	tʃʰ u
2422	j a k p o		j a k p o					
117					kʰ a r i		kʰ a r i	
591		n e g a ŋ	n e g a ŋ		n e g a ŋ	n e j a g a ŋ	n e g a ŋ	
1611	ɕ i t k a l a					ʃ i k a n	z i t kʰ e n	
1941	u t u	u tʰ u	u tʰ u	u tʰ u				
1672	l e m a			l e m a				
2092		l e m	tʃ a m l e m b o		l e m b o	l e m b o		
2256	pʰ u l o	pʰ u l o	pʰ u l o		u kʰ e n		pʰ u a kʰ e n	pʰ u l a n
1760	s a h̥	s a h̥	s a	s a				
2498	l e k aː l o	l e k a ʔ a n z u		l e k a ă n tʃʰ a m	l e k aː l o	l e k a ʔ a l o		
854	p a i pʰ u			p a i p u				p e p u
2624	d̪ u n ts i				d u n tʃ i			
347	m u m t̪ o k l o m			m u m t̪ o k l o m				
1761					s a ʔ	s a h̥		
580	b l a s a							b l a s a
2414		l u s p u z i g tʃ u		l u ʃ p u z i g tʃʰ a m	l u s p u z i g p o		l u s p u z i kʰ e n	
1013	g e s a ŋ	g e dʒ a ŋ j a			g e dʒ a ŋ		g e dʒ a ŋ	k e z a ŋ
865						z a s	z a s	
2492		ʃ e ʃ u				ʃ e ʃ u		
2149					n u p kʰ ə n		n u p kʰ ə n	
2491					pʰ a kʰ e n		pʰ aː kʰ e n	
