COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
211				eː	eː		eː	eː		iː
81	x o g a								k uː g a	
387				eː	eː		eː			iː
238				d oː	d oː		d o ŋ e	d o g a i n i		d oː
382			ts u r u ɴ		ts u r u ts u r u		ts u r u ts u r u	ts u r a ts u r a		
3			o iː				o r a	o r e		
294	h a ɴ g e	h a n e	h a i n e		h a n e		h a n e		h a n i	h a n e
204		i pː i a	pː e	i pː a i	i pː a i		e pː eː	i pː a i		i pː a i
201	h i g u r u s a r i			h i j a i		p i ʃ i			h w iː s a ɴ	
415	m u s u b u r i	m u s u b u		m u s u b u	m u s u b u		m o s u b u	m u s u b u	m u s u b u ɴ	m u s u b u
215		j o kː j a	j o k a							
53			o t o k o	o t o k o	o t o k o		o t o k o	o t o k o		o t o k o
43			tɕ i ɴ k e		tɕ iː s a i			tɕ iː s a i		tɕ i tɕː a i
404	n a g ɨ r u r i		n a g u				n a ŋ e r u	n a g e r u	n a g i j u ɴ	n a ŋ e r u
287	h a g i	h a g i				k a r a p a dz ɨ				
298	x ɨ ɴ x o	k e g u a	k e g a i w a	k e g a w a	k e ŋ a w a		k e ŋ a w a	k e g a w a		k e ŋ a w a
192		a o kʲ a	a o	a o i	a o i	a u	a w eː	a o i		a o i
247			a s i k o	a k o	a k o		a s u k o	a k o		a s u k o
427							k a ŋ u	k a g u		k a ŋ u
88	h i g i					pˢ ɨ g i				
122				t a b e r u	t a b e r u					t a b e r u
278		h e b u m e	h e	h e b i	h e b i			h e b i		h e b i
178	m i tɕ a					m t a			ɴ ts a	
199	ʔ a ts ɨ s a r i		a tɕ i	a t ui	a ts ui	a ts ɨ		a ts ui	ʔ a ɕ i s a ɴ	a ts ui
418	n o u r i		n uː	n uː	n uː	n u z ɨ	n oː	n oː		n uː
-260	θ ɨ ɴ		t e i ɴ		t e ɴ	t i n	t e ɴ	t e ɴ dʑ i k u	t i ɴ	
23	ʔ a r a ɴ					a r a ŋ				
399	s ɨ r u r i								ʃ i j u ɴ	
383	n a b i r o s a r i					n a b ɭ ɨː				
244	x u m a					k o m a n			k u m a	
339		ɕ o	s i o	s i j o	s i o		s i o	s i o		s i o
167	θ e d a					t i d a			t iː d a	
111		h a r a	h a r a	h a r a	h a r a		ɸ a r a	h a r a		
410	ʔ u θ u r i		u tː a k u						ʔ u ts u ɴ	
341		k oː r i	k oː i	k oː r i	k oː r i		k oː r i	k oː r i		k oː r i
359		m i dʑ i k a kʲ a	m i ɕ k e	m i z o i	m i dʑ i k a i		m e tɕ i k eː	m i dʑ i k a i		m i dʑ i k a i
362	k i r i r a ɴ	k i r e ɴ n u a	k i r e ɴ		k i r e h e ɴ		k i r e ɴ			k i r e n a i
151	n ɨ h u θ u r i								n i ɴ t oː ɴ	
179		tɕ i tɕ i		t u t i	ts u tɕ i		tɕ i tɕ i	ts u tɕ i		ts u tɕ i
34	ɕ o g o ɕ a ɴ					u k aː ʃ a				
160	k u r ɨ r u r i		k ui r u			f iː ɭ			k w iː j u ɴ	
2				a s i	w a t e					w a t a s i
183		h i	h i	h i	h iː		ɸ i	h i	h w iː	h i
443		s a g e r u		s a g e r u						
126	k ui ts ɨ k ɨ r u r i	k ui ts u k u		k ui t u k u					k uː j u ɴ	
403		h oː r u		h oː r u	h o r u					
