COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
1-1	m o tʃ i								
2-1	tɬ e ʔ + t e								
8-1	w eː ʔ i								
16-1	eː s + tɬ i								
24-1	i s t i								
32-1	m i k i								
51-1	o n + i								
52-1	w aː k + tɬ i k								
53-1	n a k a k								
54-1	tɬ aː l + i								
55-1	k w a								
60-1	kx x + t l o l o								
83-1	tɬ e + tɬ								
87-1	a a tɬ aː n i								
92-1	m a k a								
103-1	m aː +								
106-1	k a k i								
138-1	n e ʔ w								
139-1	m i k + t i a								
142-1	m a t i								
145-1	m o + t eː k a								
176-1	tɬ aː k a + tɬ								
179-1	n a k a + tɬ								
180-1	m eː ts + tɬ i								
186-1	k e tʃ + tɬ								
190-1	j a k a + tɬ								
194-1	s eː								
220-1	o ʔ + tɬ i								
231-1	i tɬ a								
240-1	k o tʃ i								
283-1	t e + tɬ								
293-1	i n +								
314-1	k w a + + tɬ tɬ								
315-1	o m e								
322-1	t e ʔ w m e i								
1-2		m u tʃ i							
2-2		t e k + t i							
8-2		w e j i							
16-2		e s + t i							
24-2		i s t i							
32-2		m i k i							
51-2		u n + i							
52-2		w a k + t u							
53-2		n a k a s							
54-2		t a l i l							
55-2		b w a +							
60-2		i x + t i l u l u							
83-2		t a + t							
87-2		j a t aː n i							
92-2		m a k a							
103-2		m a +							
106-2		b a k i							
138-2		n e h e							
139-2		m i k + t i h							
142-2		m a t i							
145-2		m u + t e k a							
176-2		t aː k a + t							
179-2		n a k a + t							
180-2		m e ts + t i							
186-2		b e tʃ							
190-2		j a k a + r							
194-2		s e							
220-2		u h + t i							
231-2		i r a							
240-2		b u tʃ i							
283-2		t e + t							
293-2		i n +							
314-2		b w a p + r							
315-2		uː m e							
322-2		t e h e a e							
1-3			m o tʃ i						
2-3			t e x + t i						
8-3			w eː j						
16-3			eː s + t i						
24-3			i s t i						
32-3			m i ʔ i						
51-3			o n + ʔ						
52-3			w aː k + t i ʔ						
53-3			n a k a s						
54-3			t aː l						
55-3			k w aː						
60-3			iː x + t e l o l o						
83-3			t aː + ʔ						
87-3			p a t aː n i						
92-3			m a k a						
103-3			m aː ʔ						
106-3			k a k i						
138-3			n e h aː						
139-3			m i k + t i a						
142-3			m a t i						
145-3			m o + t eː k a						
176-3			t aː k a ʔ ʔ						
179-3			n a k a ʔ ʔ						
180-3			m eː ts + t i						
186-3			k e tʃ ʔ t i						
190-3			j a k a ʔ ʔ						
194-3			s eː						
220-3			o h + t i						
231-3			i t a						
240-3			k o tʃ i						
283-3			t e + ʔ						
293-3			i n +						
314-3			k w a iː + ʔ						
315-3			oː m eː						
322-3			t e h w aː n						
1-4				m o tʃ i					
2-4				k e x + tɬ e					
8-4				w e j					
16-4				e s + tɬ i					
24-4				i s t e					
32-4				m i k i					
51-4				o n + i					
52-4				w a k + tɬ o k					
53-4				n a k a k					
54-4				tɬ a l l					
55-4				k w a					
60-4				i x + t l o l o					
83-4				tɬ e + tɬ					
87-4				j a tɬ a n i					
92-4				m a k a					
103-4				m a					
106-4				k a k i					
138-4				n e h w					
139-4				m i k + t i a					
142-4				m a t i					
145-4				m o + t e k a					
176-4				t a k a + tɬ					
179-4				n a k a + tɬ					
180-4				m e e + tɬ i					
186-4				k e tʃ tɬ tɬ					
190-4				j a k a tɬ tɬ					
194-4				s e e					
220-4				o h + tɬ i					
231-4				i tɬ a					
240-4				k o tʃ i					
283-4				t e + tɬ					
293-4				i n +					
314-4				k w a w i tɬ tɬ					
315-4				o m e					
322-4				t e h w m e +					
1-5					m o tʃ i				
2-5					t e x + t eː				
8-5					w eː j i				
16-5					aː s + t i				
24-5					i s t i				
32-5					m i k i				
51-5					o n + i				
52-5					w aː k + t				
53-5					n a k a s				
54-5					t aː l i				
55-5					b w a				
60-5					i x o l o				
83-5					t eː + t				
87-5					p a t aː n i				
92-5					m a k a				
103-5					m aː				
106-5					b a k				
138-5					n e h a				
139-5					m i k + t i a				
142-5					m a t i				
145-5					m o + t eː k a				
176-5					t aː k a + t				
179-5					n a k a + t				
180-5					m eː ts + t i				
186-5					g e tʃ				
190-5					j a k t				
194-5					s eː				
220-5					o h + t i				
231-5					i t a				
240-5					g o tʃ i				
283-5					t eː + t				
293-5					i n +				
314-5					b w a i t +				
315-5					oː n eː				
322-5					t e h a m n				
1-6						m u tʃ i			
2-6						t a x + t n			
8-6						w eː j i			
16-6						eː s + t i			
24-6						i s t i			
32-6						m i k			
51-6						uː n +			
52-6						w a k + t u			
53-6						n a k a s			
54-6						t aː l			
55-6						k w a			
60-6						kx x + t uː l u l u			
83-6						t aː + t			
87-6						p a t aː n i			
92-6						m a k a			
103-6						m a			
106-6						k a k			
138-6						n e h a			
139-6						m i k + t i a			
142-6						m a t i			
145-6						m u + t eː k a			
176-6						t aː k a + t			
179-6						n a k a + t			
180-6						m eː ts + t i			
186-6						k e tʃ			
190-6						j a k a + t			
194-6						s eː			
220-6						uː h + t i			
231-6						i t a			
240-6						k u tʃ i			
283-6						t e + t			
293-6						uː n +			
314-6						k w a p + t			
315-6						uː m e			
322-6						t e h w a n			
1-7							n + tʃ o		
2-7							t e x + t n		
8-7							w e n		
16-7							o k + t		
24-7							o tʃ t i		
32-7							m i k		
51-7							o n		
52-7							w a k		
53-7							n e k a k		
54-7							t a l		
55-7							k w l		
60-7							o ts		
83-7							t a + t		
87-7							a a t a n		
92-7							m a k e		
103-7							m e e		
106-7							k a k		
138-7							n e m e		
139-7							m i k t i ts		
142-7							m a t		
145-7							x + m t e k e		
176-7							t a k a t t		
179-7							n e k a t t		
180-7							m i ts t		
186-7							k + tʃ		
190-7							n a k t		
194-7							a e		
220-7							o m + t		
231-7							t t e		
240-7							k + tʃ o		
283-7							t e + t		
293-7							o n		
314-7							k w l l m t		
315-7							o m +		
322-7							t e m e l +		
1-8								m o tʃ ɨ	
2-8								k a h + tɬ ɨ	
8-8								w eː h	
16-8								eː s + tɬ ɨ	
24-8								ɨ s t ɨ	
32-8								m ɨ k ɨ	
51-8								oː n + ɨ	
52-8								w aː k + tɬ ɨ k	
