COGID	1	10	2	3	4	5	6	7	8	9
2689-1	n a m a									
893-1	b g a a									
1285-1	i p a									
1303-1	ŋ ɔ m t									
2197-1	s a l a									
2828-1	s i g a									
3572-1	s ɔ i i									
1095-1	l i m a									
1755-1	i ɛ a									
1789-1	k a l g g ŋ a a									
3207-1	β ʊ l b									
3519-1	t ʊ m a									
3686-1	s j m p a									
4249-1	k ʊ m i									
4451-1	β i s i									
448-1	j ʊ n i									
630-1	β ɛ ɛ l ɛ									
814-1	ŋ ɔ m m ɛ									
1216-1	g p β a									
1228-1	m β b									
1418-1	s i m g z u									
1475-1	g m a									
2026-1	t β ɛ									
2775-1	β ʊ m m a									
3397-1	β ɔ l l									
3826-1	β ɔ k a									
4003-1	s β β a									
4040-1	g ɛ i i									
4373-1	l i m i									
4384-1	i i ɔ									
84-1	s ʊ g ʊ									
116-1	s n k a									
181-1	g ɔ ŋ ŋ ɔ									
419-1	l ɔ g a									
587-1	ɔ ɔ ŋ ɔ ɔ									
660-1	l ɛ l a									
848-1	k a l a									
1083-1	l i l b									
1122-1	β i i a									
1159-1	n a									
1350-1	l j a									
1374-1	i s a ɛ ɛ a									
1396-1	s ɔ β ʊ									
1430-1	i s β									
1666-1	t a i ɔ a									
1767-1	k ɔ k ɔ									
1906-1	i g g i l a									
2177-1	ŋ g a a									
2286-1	l b a									
2317-1	β ʊ β b									
2419-1	s ɛ k a									
2750-1	ɛ s n									
3018-1	s i l a									
3275-1	k a l a a									
3441-1	s a g g a a									
3464-1	β ɔ i a									
3639-1	t ɛ t ɛ s ɛ									
3885-1	s u m ɔ									
3981-1	i m m a									
4192-1	β i m m a a									
4260-1	s p b									
4350-1	l ɛ ɛ l ɔ									
43-1	s i m u									
93-1	k ɔ i ɔ									
200-1	β i									
374-1	n l β a a									
459-1	l u m a									
508-1	β ɔ β u									
528-1	β i l i									
575-1	t a									
871-1	t a m b a									
1137-1	s i k ʊ									
1339-1	t β i i									
1585-1	a l a a									
1712-1	β u l ɔ									
1872-1	p a									
2088-1	β i s a									
2166-1	u m m m b									
2334-1	β i g ɔ									
2393-1	m b n a									
2537-1	l ɔ ɔ ɔ									
2665-1	i ŋ ŋ i i									
2738-1	β ɛ ɛ l ɛ									
2872-1	k ɔ s i									
2893-1	s i k ʊ a									
2997-1	g a g s a									
3075-1	g ʊ l ʊ β ɛ									
3675-1	l β ɛ ɛ l ɛ									
4028-1	β β ɛ									
4137-1	m i l a									
4238-1	s s ɔ s i									
4316-1	t a t u									
4429-1	p s s a									
4440-1	β i l i									
4485-1	s ʊ a									
4574-1	β a a l a a									
4688-1	p ɛ a									
143-1	β u									
240-1	ɔ ɔ l a									
388-1	ʊ m t ʊ m a									
401-1	z a									
599-1	t a m m i i									
649-1	l ɛ ɛ t a									
755-1	g ʊ l a									
836-1	s u m m i									
969-1	s s a									
994-1	t ɛ l ɛ g a									
1006-1	n ʊ ŋ g ʊ									
1032-1	k ɔ l ɔ l a									
1043-1	β a l a									
1110-1	t ɛ m a									
1263-1	t a p a									
1273-1	l ɔ ɔ t a									
1329-1	i k a l									
1362-1	g i									
1606-1	ɔ a ɔ									
1617-1	n i k ɔ a									
1629-1	k β i									
1744-1	i β a a									
1895-1	u a									
1917-1	β ʊ m a									
1969-1	m m m a									
1989-1	s a g a									
2037-1	g g a t a									
2128-1	g s m m ɛ									
2186-1	g a i a									
2483-1	g l m ʊ									
2592-1	l ɔ l a									
2615-1	n a									
2700-1	a g ŋ ŋ a									
2784-1	k u l ʊ									
2797-1	ɔ ɔ ɔ									
2884-1	β s s a									
2904-1	g ɛ i n a a									
2972-1	s ɛ									
3030-1	l i p a									
3148-1	i t a									
3160-1	l u a b a									
3261-1	t ɛ t ɛ									
3364-1	s ɔ t a a									
2689-2		n a m a								
893-2		a g a								
1303-2		ŋ o m t								
2197-2		s a l g								
2828-2		s i n a								
3572-2		s o n i								
1095-2		l i m a								
1789-2		k a l ŋ ŋ ŋ a a								
3207-2		v u l a								
3519-2		t u m a								
3686-2		s tʃ m p u								
4249-2		k u m i								
4451-2		v i s i								
448-2		n o n i								
630-2		v e e e e								
814-2		ŋ o m m e								
1216-2		k a v a								
1228-2		v w a								
1418-2		s i m a e u								
1475-2		k w a								
2026-2		t w e								
3826-2		v o k a								
4003-2		s v v u								
4373-2		l i m i								
4384-2		i n o								
84-2		s e g u								
116-2		v i k a								
419-2		l o k a								
587-2		o v ŋ o o								
660-2		l e l a								
848-2		k á l a								
1122-2		v i n a								
1159-2		e a								
1350-2		l j a								
1374-2		n a g n e								
1906-2		i ŋ g i l a								
2419-2		s e k a								
2750-2		e e s i								
3441-2		s e v ŋ a								
3464-2		v o n a								
3639-2		t e t e s a								
3981-2		i m a								
4192-2		v i m m a								
4350-2		l e e l o o								
278-2		v a								
3971-2		k á m a								
55-2		n p m a								
43-2		s i m u								
93-2		k o n o								
459-2		e m m a								
1137-2		s i k u								
1585-2		a l l a								
1872-2		p a a								
2166-2		u m m p a								
2872-2		k o s i								
2997-2		k a s e a								
3075-2		k u l u v e								
3675-2		l w e l l e								
4137-2		m i l a								
4238-2		s s s s e								
4316-2		t a t u								
4574-2		v a a a l a								
3067-2		n t u								
3531-2		a g n k a								
1033-2		k o s l l								
3185-2		v i k k								
794-2		v e k p								
143-2		v u u								
240-2		o g a								
388-2		u m p a								
599-2		t a w m i e								
969-2		i a a								
994-2		t e l e k								
1606-2		o oː o o								
1629-2		k w i e								
1895-2		e a								
2592-2		l o l a								
2884-2		p j a a								
3148-2		i t a								
3261-2		t e t e								
2689-3			e a m a							
893-3			a n d							
1285-3			n f a							
1303-3			k o m a							
2197-3			s a l a							
2828-3			i n n							
3572-3			s o n i							
1095-3			a ìì m a							
1755-3			n e							
1789-3			x a l n ŋ k a							
3207-3			f u l a							
3519-3			tʰ u m a							
3686-3			s β m p							
4249-3			x u m i							
4451-3			f i s i							
448-3			s o n i							
630-3			f e e l e							
1216-3			k a f a							
1228-3			b f a							
1418-3			s i m a							
1475-3			k f a							
3397-3			f o l							
4003-3			j f a							
4040-3			k e n i							
4373-3			l i m i							
4384-3			i tʰ o							
181-3			k o f k o l							
419-3			l o k a							
587-3			o ŋ k o							
660-3			l e l a							
1083-3			l ìì l a							
1350-3			l j a							
1374-3			n β a tʰ e							
1396-3			s o f u							
1666-3			tʰ a n o l							
1767-3			x o x o							
1906-3			i ŋ k i l							
2177-3			ŋ k a a							
2286-3			l a							
2317-3			f u f a							
2750-3			e s i							
3275-3			x á a n							
3464-3			f o tʰ a							
3639-3			tʰ e tʰ e j a l							
3981-3			i m a							
4192-3			f i o m a							
4260-3			s p a							
4350-3			l e e l o							
278-3			f a							
745-3			tʰ á x o							
3971-3			x á m a							
93-3			x o tʰ o							
200-3			β i							
374-3			dʒ a l a a							
508-3			f o f u							
528-3			β i l i							
1137-3			s i x u							
1585-3			a l a							
1712-3			f u l l							
2088-3			f i s a							
2334-3			f i k o							
2393-3			m a e a							
2665-3			i ŋ k i							
2738-3			β e e l e							
3675-3			l f e e l e							
4137-3			m i l							
4440-3			β i l i							
4574-3			β g a l a							
4688-3			p e f e							
2798-3			n w a							
3067-3			n tʰ u							
3531-3			a n i x a							
3767-3			l o							
4632-3			x β s i							
401-3			d a							
649-3			l e e tʰ a							
755-3			k u l a							
1032-3			x o l o a a							
1043-3			f a l a							
1273-3			l o o tʰ a							
1362-3			k i e							
1895-3			j a							
2615-3			tʰ a a							
2784-3			k u l u							
2904-3			x e a tʰ a							
2689-4				ɛ a m á						
893-4				á g k						
1285-4				ɲ b a						
3572-4				s ɔ ɲ e						
1755-4				ɲ g						
1789-4				k á l a ŋ g a						
3686-4				e m m t						
4451-4				b e s e						
1216-4				k á b á						
4003-4				e b t						
419-4				ɔ ɔ k						
1122-4				b e ɲ á						
1430-4				e s ɔ						
1666-4				t á g ɔ ɔ						
1767-4				k ɔ k ɔ						
55-4				e a m						
94-4				b ɔ k ɔ						
2717-4				g a ŋ g a						
1339-4				t b i						
4632-4				k á s e						
2784-4				k o l o						
3160-4				l u r						
2689-5					tʃ a m a					
893-5					a n n					
1285-5					n w a					
1303-5					g o m					
2197-5					s a l					
2828-5					ʃ n n					
3572-5					s o n i					
1095-5					l i m a					
3207-5					f u l a					
3519-5					t u m a					
3686-5					ʃ tʃ m p					
4249-5					k u m i					
448-5					e u n i					
630-5					f e e l e					
814-5					g o m m e e					
1228-5					p w a					
1418-5					s i m a s					
2026-5					t w e					
2775-5					f u m m a					
3397-5					f o l					
3826-5					f o k a					
4040-5					k e n i					
4373-5					l i m i					
4384-5					i d o					
84-5					s u o u					
116-5					s i k a					
587-5					o o g o					
848-5					k á l					
1159-5					ʃ a					
1350-5					l j a					
1396-5					s o f u					
1430-5					i s o					
1767-5					ŋ o k o					
2286-5					l a					
2317-5					f u f a					
2419-5					s e k a					
2750-5					e s ʃ i					
3018-5					s i l					
3275-5					k a n n					
3441-5					s a g g k					
3885-5					s u m o					
4192-5					β i u m a					
4260-5					s w a					
4350-5					l e e l o					
278-5					f a					
745-5					t á k o					
3971-5					k a m a					
55-5					i a m a					
94-5					f o k o					
2717-5					g a g g a					
4139-5					m i ŋ a					
200-5					β i					
374-5					d a l p					
508-5					f o f u					
528-5					β i l i					
575-5					t a					
1137-5					s i k u					
1339-5					t p i i					
1872-5					p a					
2537-5					o o m o					
2738-5					β e e l e					
2872-5					k o s i					
2893-5					s i k u					
3675-5					l f e e l e					
4028-5					w e					
4238-5					i ʃ f β i					
4429-5					p s s					
4485-5					s u					
2798-5					n w a					
3531-5					a n n i k a					
3767-5					l o					
4632-5					k s s i					
1033-5					k o s o l					
3185-5					f i k k					
649-5					l e e t a					
1110-5					t e m a					
1263-5					t á a a					
1273-5					l o o t a					
1329-5					i k a l					
1617-5					i k o o					
1917-5					f u m a					
1969-5					u m a m					
2483-5					g u l					
2615-5					a a					
2700-5					k a g g n					
2884-5					p s s a					
2972-5					s e e					
3030-5					l i p a					
3261-5					t e t e					
1303-6						g ɔ m a				
1755-6						n ɛ				
448-6						ɛ ɔ n i				
1475-6						g ɓ a				
3397-6						s ɔ l				
2286-6						l l				
278-6						s				
2717-6						g a g g a				
4137-6						m i l l				
3767-6						l o				
1033-6						k ɔ s ɔ l				
2689-7							ɲ a b a			
893-7							a n d			
1285-7							n w a			
1303-7							g o b á			
2197-7							s a l a			
2828-7							z i n			
3572-7							s o n i			
1095-7							r i b a			
1755-7							i e			
1789-7							k a a g ŋ g n a			
3519-7							t u b a			
3686-7							z s m a			
4249-7							k u b i			
4451-7							v i s i			
814-7							g o w m e			
1216-7							ɣ a v a			
1475-7							ɣ w a			
2026-7							t w e			
2775-7							v u b m			
3826-7							s o k a			
4003-7							ʃ v v			
4040-7							g e n i			
84-7							dʒ u o			
116-7							s i k			
181-7							ɣ o o g ɣ o			
419-7							l o g a			
587-7							o o g o o			
660-7							l e l a			
848-7							k á l a			
1122-7							v i n a			
1159-7							ɲ			
1374-7							n dʒ a d e			
1396-7							s o v u			
1430-7							i s v			
1906-7							i ɣ ɣ i r a			
2177-7							ŋ ɣ a			
2419-7							s e k a			
3018-7							z i r a			
3275-7							k á a d			
3441-7							s t g g k			
3464-7							v o d a			
3639-7							d e t e s t			
3885-7							s u b o			
4192-7							v i m m h			
745-7							t á k o			
3971-7							k á b a			
55-7							ɲ a b a			
2717-7							g k g g k			
4139-7							b i n a			
93-7							k o d o			
459-7							l u m a			
575-7							t a			
1712-7							v u o o			
2088-7							v i s a			
2166-7							ɲ u m m a			
2334-7							v i ɣ o			
2393-7							m ɲ a			
2537-7							r o b o			
2665-7							i g g n			
2997-7							ɣ a dʒ s t			
4028-7							v e			
4316-7							t á t u			
4429-7							v dʒ s a			
4688-7							m n a i			
3067-7							n t u			
3185-7							v i i k			
794-7							v ɲ k e k a			
143-7							v u u			
388-7							p u m m			
599-7							t a a m h i			
836-7							s u m m i			
969-7							i s a			
1110-7							t e m			
1263-7							t á v			
1329-7							i k a r			
1362-7							ɣ i			
1606-7							o o t o			
1629-7							ɣ v i			
1744-7							i v a			
1917-7							v u m			
1989-7							s a g			
2037-7							ɣ a t a			
2128-7							g e v m			
2186-7							ɣ a d a			
2700-7							ɣ ɣ g g ɣ			
2797-7							a o m o			
