COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
61-1	d ə m																		
63-1	ʔ a tʼ ɨ																		
107-1	g a m ə k a																		
112-1	d a b ə n a																		
331-1	n ɨ g u s																		
377-1	b ə f ə k																		
381-1	ʔ a tʼ																		
417-1	r u tʼ																		
451-1	s ə ʔ a h																		
454-1	ʔ a k ɨ r																		
484-1	s ɨ ʔ ɨ s t																		
535-1	ʔ a s ɨ r																		
543-1	s ə s j																		
593-1	ʔ a m u s																		
640-1	m a a																		
1-1	d ə tʼ ə r ə																		
65-1	tʼ ɨ b																		
212-1	ʔ j n																		
244-1	ʔ a r b ə j																		
248-1	m ɨ f a																		
293-1	f ə r ə j																		
373-1	f ɨ m a k																		
408-1	b a ʔ a																		
414-1	d ə b a j l																		
601-1	ʔ ə r ə ɨ																		
642-1	n ɨ f a s																		
60-1	n ə f ə s ə																		
115-1	ʔ ə ʔ a																		
209-1	s ɨ m ɨ r																		
242-1	ʔ a mː ɨ s t																		
415-1	tʼ ɨ n a b																		
450-1	tʼ ə r																		
490-1	tʼ ə b ə																		
638-1	s ɨ r n																		
645-1	f a f																		
160-1	tʼ ə r ə f																		
208-1	ʔ ɨ n f w i a																		
214-1	ʔ a b																		
378-1	ʔ a dʒ g ə f																		
379-1	z ə tʼ ə																		
409-1	ʔ a t ə r																		
598-1	k ɨ r ʔ																		
646-1	ʔ a r ə a																		
210-1	b ə k w ə ʔ																		
215-1	ʔ a tʼ f ʔ ə a																		
285-1	ɨ tʼ a																		
332-1	ʔ ə g ɨ r																		
380-1	ʔ ə k a a																		
412-1	s a ʔ ə ʔ																		
64-1	a b ə																		
67-1	w ɨ r																		
251-1	f ə f ə																		
294-1	m ɨ j a																		
597-1	ʔ j b a ə ə																		
7-1	ʔ a f g a																		
158-1	f ə m ɨ s																		
372-1	f ə n f ə r																		
374-1	tʼ ə f ɲː k w																		
375-1	s ə b																		
411-1	b ə r a s																		
541-1	f ə tʼ ɨ r																		
6-1	ə tʼ r a a																		
113-1	b u nː																		
330-1	f ə s d																		
448-1	kʼ ə d a m s ə ʔ ʔ ə ə																		
449-1	ʔ a r ə																		
491-1	ʔ ɨ nː g ə b																		
596-1	ʔ ə zː ə																		
4-1	zː ɨ r ə																		
8-1	f ə k ə ʔ																		
106-1	m ə s a																		
290-1	ʔ a g ə tʼ ə																		
489-1	ʔ a r ʔ j j ə a																		
602-1	m ɨ n																		
2-1	k ɨ nː ɨ t																		
3-1	ʔ ɨ s ə																		
