COGID	Albanian	English	French	German	Latin
560-1	j				
438-1	ə ə				
1222-1	j				
353-1	p e ʃ				
201-1	t				
20-1	t a				
503-1	p l				
957-1	ə				
728-1	l				
244-1	m				
289-1	t				
911-1	ə d				
724-1	ə				
145-1	d t				
992-1					
1181-1	j				
741-1	p j				
1150-1					
585-1	y				
814-1	v r ə				
560-2		w			
438-2		ɑ r			
1222-2		m			
353-2		d ɑ s			
201-2		f n			
20-2		k t r			
503-2		d l ɑ n			
957-2		n			
728-2		l n			
244-2		n ɑ m n			
289-2		n t t			
911-2		r a r t			
724-2		r ɑ			
145-2		t			
992-2		w ə			
706-2					
106-2		d a t ə			
741-2		ə			
421-2		b l s			
227-2		d t			
920-2		h r			
1083-2		h ɑ r n			
1066-2		ɪ t			
1125-2		j n n			
1197-2		m a t ə			
473-2		n			
284-2		n ə s			
661-2		ai n			
701-2		r t			
315-2		r au n			
1169-2		s a l			
1150-2		u r			
982-2		s ɪ t			
987-2		n ə			
1055-2		s t r r			
1130-2		s u			
433-2		s ɑ n			
625-2		l n			
1186-2		ɪ n			
560-3			k ɛ		
438-3			ɛ r		
1222-3			w		
353-3			p ɛ		
201-3			f		
20-3			f r		
503-3			p l		
957-3			ɑ̃		
728-3			l a v		
244-3			n		
289-3			w a		
911-3			r		
724-3			r ɛ		
145-3					
992-3			k		
1181-3			ɛ		
706-3			e		
106-3			p a r		
741-3			p a		
421-3			f l u		
227-3			p		
920-3			r		
1083-3			r		
1066-3			a		
1125-3					
1197-3			m r		
473-3					
284-3			e		
661-3					
701-3			r ɥ a		
315-3			r ɔ̃		
1169-3			a l		
1150-3			r		
982-3			ɑ̃		
987-3					
1055-3			s a r		
1130-3			r ʒ		
433-3			ɛ l		
585-3					
625-3			ɛ v		
1186-3			ɛ		
814-3			v r r		
560-4				v d	
438-4				e r	
1222-4				t	
353-4				f i ʃ	
201-4				f t	
20-4				k r	
503-4				f l l n	
957-4				n	
728-4				l t	
244-4				n m	
289-4				n t t	
911-4				r t s t	
724-4				d r t	
145-4				s oː	
992-4				h	
1181-4				n n	
706-4					
106-4				f a d ə	
421-4				f l au	
227-4				f u s	
920-4				h r s	
1083-4				h r n r	
1066-4				t	
1125-4				g e n	
1197-4				m eː d ə	
473-4				n t	
284-4				n eː z	
661-4				n	
701-4				r au t	
315-4				r n t	
1169-4				z a l	
1150-4				ʃ r	
982-4				z s	
987-4				n g	
1055-4				z t	
1130-4				z r	
433-4				z ə l	
585-4					
625-4				l ə ŋ	
1186-4				s u d	
814-4				v r r	
560-5					k e m
438-5					e r i
1222-5					t i
353-5					p e s i
201-5					p e n p
20-5					p a r i
503-5					p l l i
957-5					n
728-5					l aː w
244-5					n aː m
289-5					n a t
911-5					r e r
724-5					t r e
145-5					d uː
992-5					k e i
1181-5					k e n n
706-5					o o
106-5					p e t r i
741-5					p e e
421-5					f l u e i
227-5					p i t i
920-5					k o r u
1083-5					k o r n i
1066-5					e
1125-5					n e i
1197-5					m e t r i
473-5					n e i
284-5					n aː u
661-5					w n
701-5					r e t i
315-5					r o n t i
1169-5					s aː l i
982-5					s e t
987-5					s n aː i
1055-5					s t o r n
1130-5					s u k i
433-5					s a n i i
585-5					t
625-5					l e w
1186-5					d e n i
814-5					w r r i
