COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ȵ̥ w ⁵⁵								
495-1	n au ³⁵								
838-1	n̥ ə ⁵⁵								
438-1	ȵ ʐ a ʔ								
334-1	l ɔ ʔ ⁵⁵								
360-1	l ə ³¹								
394-1	m i ³¹ ³¹								
221-1	ʑ p p ⁵⁵								
202-1	k au ³¹								
935-1	o ³¹ ³¹								
93-1	ts ə a ³¹								
7-1	p a n ³¹								
664-1	o w a ⁵⁵								
246-1	x ɔ ʔ ⁵⁵								
547-1	pʰ i k ⁵⁵								
555-1	ʑ m m ⁵⁵								
464-1	m au ³¹								
119-1	t ə ŋ ⁵⁵								
835-1	n̥ a p ⁵⁵								
79-1	t o ³¹ ³¹								
693-1	ȵ̥ au ⁵⁵								
477-1	n a p ⁵⁵								
891-1	tʰ ə ŋ ³⁵								
528-1	ʐ o ⁵⁵								
797-1	x ʐ u ⁵⁵								
493-1	n ə k ⁵⁵								
217-1	ʐ a p ⁵⁵								
896-1	tsʰ u t ⁵⁵								
452-1	ȵ ʐ u ʔ ⁵⁵								
580-1	pʰ ɔ t ⁵⁵								
833-1	n̥ ɔ ⁵⁵								
390-1	m w a ³¹								
696-1	ȵ̥ au ⁵⁵								
86-1	t u ŋ ⁵⁵								
384-1	m a n ³⁵								
61-1	t a m ⁵⁵								
536-1	s a p ⁵⁵								
731-1	ʂ i ³¹								
779-1	ɔ ⁵⁵ ⁵⁵								
589-1	tʰ w ⁵⁵ ⁵⁵								
658-1	o m m ⁵⁵								
456-1	ȵ ʐ a a ³¹								
183-1	k ʐ i ³¹								
785-1	x ɔ ³¹								
714-1	o ⁵⁵								
331-1	l ɔ ³¹								
930-1	ȵ̥ a p ⁵⁵								
161-1	k w a ⁵⁵								
814-1	x ui ³¹ ³¹								
179-1	k ʐ ɔ ʔ ⁵⁵								
194-1	ʐ ɔ ʔ ⁵⁵								
727-1	ʂ w ŋ ⁵⁵								
260-1	kʰ ʐ a p ⁵⁵								
144-1	k a m ⁵⁵								
53-1	p u m ⁵⁵								
59-1	t w ʔ ⁵⁵								
506-1	pʰ ə ⁵⁵								
29-1	p ə ⁵⁵								
316-1	tʰ w a ⁵⁵								
389-1	m ʐ w a ⁵⁵								
118-1	m w ³⁵								
312-1	x o ³¹ ³¹								
490-1	n i ³⁵								
436-1	ȵ ʐ w ³¹								
927-1	ȵ̥ a n ⁵⁵								
383-1	m ɔ ʔ ⁵⁵								
211-1	ʑ a m ⁵⁵								
873-1	s ə ŋ ⁵⁵								
877-1	s a ³⁵								
344-1	l a m ⁵⁵								
666-1	ȵ̥ w ³¹								
595-1	tʰ w ŋ ⁵⁵								
660-1	o ʔ p ⁵⁵								
642-1	x w a ŋ								
257-1	kʰ ʐ a m ⁵⁵								
167-1	k ʐ w ³¹								
880-1	tʰ a p ⁵⁵								
484-1	n w ŋ ⁵⁵								
574-1	s u m ³¹								
718-1	ʂ i n ³¹								
811-1	x au ³¹								
458-1	tʰ u ŋ ³¹								
884-1	tʰ au ³⁵								
205-1	k u ʔ ⁵⁵								
499-1	n a ⁵⁵								
706-1	ʂ w ⁵⁵								
920-1	o ŋ ³¹								
36-1	p ʐ a ⁵⁵ ⁵⁵								
665-2		ŋ o ⁵¹							
495-2		n ui ⁵⁵							
838-2		n a̱ ʔ ⁵⁵							
438-2		m j o ʔ							
334-2		l o ʔ ²¹							
360-2		l a̱i ²¹							
394-2		m j ²¹ ²¹							
221-2		j o̱ p ²¹							
202-2		k ui ⁵¹							
935-2		u ⁵¹ ²¹							
93-2		ts o ²¹							
7-2		p a n ²¹							
664-2		o a ŋ ⁵¹							
246-2		k o̱ ʔ ⁵⁵							
547-2		s a k ⁵⁵							
555-2		j o̱ m ⁵¹							
464-2		m a̱u ²¹							
119-2		tʃ i ŋ ⁵¹							
835-2		n a̱ p ⁵⁵							
79-2		t u ²¹							
693-2		ŋ ui ⁵¹							
477-2		n a p ²¹							
891-2		t o̱ ŋ ⁵⁵							
528-2		j u ⁵¹							
797-2		k j u ʔ ⁵⁵							
493-2		n i k ²¹							
217-2		j a p ⁵⁵							
896-2		ts u̱ t ⁵⁵							
452-2		m j u ʔ ²¹							
580-2		s o ʔ ⁵⁵							
833-2		n a̱ ⁵¹							
390-2		m a ŋ ²¹							
696-2		ŋ ui ⁵¹							
86-2		t u ŋ ⁵¹							
384-2		m a n ⁵⁵							
61-2		t a ŋ ⁵¹							
536-2		x o ʔ ⁵⁵							
731-2		ʃ i ²¹							
779-2		tʃ o ⁵¹							
589-2		tʰ a ŋ ⁵¹							
680-2		ŋ o̱ ʔ ⁵⁵							
658-2		v a ⁵¹ ⁵¹							
456-2		m j a ŋ ²¹							
183-2		k j i ²¹							
785-2		kʰ o ²¹							
714-2		ʃ ⁵¹							
331-2		l o ²¹							
206-2		j o ⁵¹							
930-2		ŋ a̱ p ⁵⁵							
353-2		l i ⁵¹							
161-2		k a ŋ ⁵¹							
814-2		k ui ²¹							
179-2		k j o ʔ ²¹							
194-2		j o ʔ ²¹							
727-2		ʃ a ŋ							
260-2		kʰ j a p ⁵⁵							
144-2		k a m ⁵¹							
53-2		p a m ⁵¹							
59-2		t o ʔ ²¹							
506-2		pʰ j k ⁵⁵							
29-2		p i k ²¹							
316-2		tʰ o̱ ʔ ⁵⁵							
389-2		m j a ŋ ⁵¹							
118-2		m o ⁵⁵							
312-2		kʰ u ²¹							
490-2		n j i̱ ⁵⁵							
436-2		m j o ²¹							
927-2		ŋ a n ⁵¹							
383-2		m o ʔ ²¹							
211-2		j a m ⁵¹							
873-2		x i ŋ ⁵¹							
371-2		l i ŋ ²¹							
877-2		s a ⁵⁵							
344-2		l a m ⁵¹							
666-2		ŋ o ²¹							
595-2		tʰ a ŋ ⁵⁵							
660-2		v a p ²¹							
642-2		tʃʰ a ŋ ⁵⁵							
257-2		kʰ j a m ⁵¹							
167-2		k j o ²¹							
880-2		t a p ⁵⁵							
337-2		v o ⁵¹							
484-2		n a ŋ ⁵¹							
574-2		s u m ⁵¹							
718-2		ʃ a n ²¹							
811-2		k j ²¹							
458-2		tʰ u ŋ ²¹							
884-2		t j ⁵⁵							
205-2		k u ʔ ²¹							
499-2		n e ⁵¹							
706-2		ʃ o ⁵¹							
920-2		u ŋ ²¹							
36-2		p j a ŋ							
665-3			ŋ a ⁵⁵						
495-3			n u ³⁵						
838-3			n a k						
438-3			m j a ʔ						
334-3			l a ʔ ³¹						
360-3			l i ³¹						
394-3			m j i						
221-3			j a p ⁵⁵						
202-3			k u ³¹						
935-3			v ³¹						
93-3			t a ³¹						
7-3			p a ŋ ³¹						
664-3			v ɔ̃ ⁵⁵						
246-3			k a̱ ʔ ⁵⁵						
547-3			s a k ⁵⁵						
555-3			j a̱ ⁵⁵						
464-3			m u ³¹						
119-3			t a ŋ ⁵⁵						
835-3			n ɛ̱ ʔ ⁵⁵						
79-3			t ɔ ³¹						
693-3			ŋ u ⁵⁵						
477-3			n a ʔ ⁵⁵						
891-3			t a ŋ ³⁵						
528-3			s a ⁵⁵						
797-3			k j au ʔ ⁵⁵						
493-3			n a k ³¹						
217-3			j ɛ ʔ ⁵⁵						
896-3			t ɔ̱ t ⁵⁵						
452-3			m j au ʔ ³¹						
580-3			s a ʔ ⁵⁵						
833-3			n ɛ̱̃ ⁵⁵						
390-3			m ɔ̃ ³¹						
696-3			ŋ ui ⁵⁵						
86-3			t au ŋ ⁵⁵						
384-3			m ɔ̃ ui ³⁵						
61-3			t ɔ̃ ⁵⁵						
536-3			x a ʔ ⁵⁵						
779-3			p a ⁵⁵						
589-3			tʰ a ŋ						
680-3			ŋ a̱ ʔ ⁵⁵						
456-3			m j ɔ̃ ³¹						
183-3			k j i ³¹						
785-3			kʰ a ³¹						
331-3			l a ³¹						
206-3			j a ⁵⁵						
930-3			ŋ ɛ̱ ʔ ⁵⁵						
353-3			l a ⁵⁵						
161-3			k ɔ̃ ⁵⁵						
179-3			k j a ʔ ³¹						
194-3			j a ʔ ³¹						
727-3			ʃ ɔ̃ ⁵⁵						
260-3			kʰ j ɛ ʔ ⁵⁵						
144-3			k ɛ̃ ⁵⁵						
53-3			p a m						
59-3			t a ʔ ³¹						
506-3			pʰ a k ⁵⁵						
29-3			p a k ³¹						
316-3			tʰ a ʔ ⁵⁵						
312-3			kʰ ɔ ³¹						
436-3			m j a ³¹						
927-3			ŋ ɔ̃ ŋ ⁵⁵						
383-3			m a ʔ ³¹						
211-3			j ɛ̃ ⁵⁵						
873-3			x a ŋ ⁵⁵						
371-3			l a ŋ ³¹						
877-3			s ɛ ³⁵						
