COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	x ɔ ⁵⁵								
495-1	n au ³⁵								
838-1	j a ⁵⁵								
438-1	ȵ ʐ ɔ ⁵⁵								
334-1	l ɔ ʔ ⁵⁵								
360-1	l ə ³¹								
394-1	ȵ i ³¹								
221-1	i p ⁵⁵ ⁵⁵								
202-1	k au ³¹								
935-1	o ³¹								
93-1	j ɔ ³¹								
7-1	p a n ³¹								
664-1	o w a								
246-1	x ɔ ʔ ⁵⁵								
547-1	s ə k ⁵⁵								
555-1	i n m ⁵⁵								
464-1	m au ³¹								
119-1	tɕ ə ŋ ⁵⁵								
835-1	n a p ⁵⁵								
79-1	t o ³¹								
693-1	ŋ au ⁵⁵								
477-1	n a ⁵⁵								
891-1	t ə ŋ ³⁵								
528-1	l o ⁵⁵								
797-1	tɕ ʐ u ʔ ⁵⁵								
493-1	n ə ʔ ⁵⁵								
217-1	j a p ⁵⁵								
896-1	tsʰ au t ⁵⁵								
452-1	ȵ ʐ u ʔ								
580-1	j ɔ t ⁵⁵								
833-1	n ɔ ⁵⁵								
390-1	m w ŋ ³¹								
696-1	ŋ ⁵⁵ ⁵⁵								
86-1	t au ŋ ⁵⁵								
384-1	m a n ³⁵								
61-1	t a n ³¹								
536-1	s ɔ a ⁵⁵								
731-1	ʂ i ³¹								
779-1	tɕ ⁵⁵ ⁵⁵								
589-1	x w a ⁵⁵								
658-1	o a m								
456-1	ȵ a w a ³¹								
183-1	k ʐ ³¹								
785-1	x ɔ ³¹								
714-1	o ⁵⁵								
331-1	l ɔ ³¹								
930-1	x p ⁵⁵ ⁵⁵								
161-1	tɕ w a ⁵⁵								
814-1	x ui ³¹								
179-1	k ʐ a ³¹								
194-1	j ɔ ʔ ⁵⁵								
727-1	ʂ w a								
260-1	x ʐ a p ⁵⁵								
144-1	k a m ⁵⁵								
53-1	p a m ⁵⁵								
59-1	t ɔ ʔ ⁵⁵								
506-1	tɕ ə k ⁵⁵								
29-1	p ə ʔ								
316-1	tɕ ɔ ʔ ⁵⁵								
389-1	m ʐ w a ⁵⁵								
118-1	m ɔ ³¹								
312-1	x o ³¹								
490-1	n ə ŋ								
436-1	ȵ ʐ ɔ ³¹								
927-1	x ³¹ n ⁵⁵								
383-1	m ɔ ʔ ⁵⁵								
211-1	j a m								
873-1	s ə ŋ ⁵⁵								
877-1	s a ³⁵								
344-1	l a m ⁵⁵								
666-1	ŋ ³¹ ³¹								
595-1	tʰ w a								
660-1	o a ⁵⁵ ⁵⁵								
642-1	pʰ w ŋ ³⁵								
257-1	x a m m ⁵⁵								
167-1	tɕ ʐ ɔ ³¹								
880-1	t ɔ p ⁵⁵								
484-1	n w a ⁵⁵								
574-1	l u m ³¹								
718-1	ʂ e n ³¹								
811-1	x au ³¹								
458-1	t au ŋ ³¹								
884-1	t ə ³⁵								
205-1	k u ʔ ⁵⁵								
499-1	n a ⁵⁵								
706-1	ʂ ɔ ⁵⁵								
920-1	ə ŋ ³¹								
36-1	p a w ⁵⁵								
12-1	p ə ⁵⁵								
350-1	l ə ŋ ³⁵								
4-1	p a n ⁵⁵								
342-1	j au ʔ ⁵⁵								
280-1	x a ⁵⁵								
612-1	tɕ w ŋ ³¹								
459-1	ȵ ʐ ə ŋ ⁵⁵								
569-1	s ui ³¹								
283-1	x u au ³⁵								
148-1	x a a ³¹								
652-1	o i ⁵⁵								
220-1	j w a ³¹								
562-1	ʂ ə ŋ ³¹								
31-1	p ʐ ɔ ⁵⁵								
386-1	m a ⁵⁵								
804-1	x ʐ ə ŋ ³¹								
369-1	l ə ʔ ³¹								
125-1	t au ³¹								
314-1	tɕ ʐ w								
823-1	l a p ⁵⁵								
471-1	n a m ³¹								
40-1	p ʐ ə ŋ ³⁵								
393-1	m w ŋ								
272-1	x ʐ w ŋ ³⁵								
463-1	m au ⁵⁵								
1-1	p ɔ ⁵⁵								
214-1	a m ³¹ ³¹								
123-1	t ⁵⁵ ⁵⁵								
512-1	tɕ a ə k								
518-1	tɕ ʐ u ⁵⁵								
878-1	t ɔ ³¹								
849-1	tɕ a t ⁵⁵								
524-1	tɕ au ʔ ⁵⁵								
90-1	t ɔ a								
541-1	s w n ³¹								
933-1	tɕ au ³¹								
467-1	n ɔ ³¹								
49-1	p a ³¹								
822-1	l ɔ ʔ ⁵⁵								
52-1	p ɔ ⁵⁵								
377-1	l u ³¹ ³¹								
127-1	ʈʂ a ⁵⁵								
67-1	t a t ⁵⁵								
864-1	p ʐ ³¹								
126-1	ʈʂ ɔ ⁵⁵								
656-1	o m m								
635-1	pʰ ɔ ⁵⁵ ⁵⁵								
473-1	n a m ⁵⁵								
98-1	ʂ ɔ ³¹								
445-1	ȵ ʐ au ⁵⁵								
379-1	l u t ⁵⁵								
665-2		n o ⁵¹							
495-2		n au ²¹							
838-2		n a ²¹							
438-2		m j o ʔ							
334-2		l o ʔ ⁵⁵							
360-2		l i ²¹							
394-2		m j ²¹							
221-2		j m ⁵⁵ ⁵¹							
202-2		k j ²¹							
935-2		a ²¹							
93-2		ts o ŋ							
7-2		p a n ²¹							
664-2		tsʰ a ŋ ⁵¹							
246-2		k a̱ ʔ ⁵⁵							
547-2		k a k ⁵⁵							
555-2		j m ⁵¹ ⁵¹							
464-2		m au ²¹							
119-2		ts i ŋ ⁵⁵							
835-2		n a̱ p ⁵⁵							
79-2		p au ²¹							
693-2		ŋ j ⁵¹							
477-2		n a ʔ ⁵⁵							
891-2		p i ŋ ⁵⁵							
528-2		tʰ o ⁵⁵							
797-2		k j i̱ ⁵⁵ ⁵⁵							
493-2		n a k ⁵⁵							
217-2		j a p ⁵⁵							
896-2		ts a̱ t ⁵⁵							
452-2		m j u̱i k							
580-2		n a t ⁵⁵							
833-2		n a̱ ⁵¹							
390-2		m a ŋ ²¹							
696-2		ŋ a ⁵¹							
86-2		p u ŋ ⁵¹							
384-2		m a m ⁵⁵							
61-2		tʃ a m ⁵¹							
536-2		x a ʔ ⁵⁵							
731-2		k i ²¹							
779-2		a o ⁵¹							
589-2		tʰ a ŋ ⁵¹							
680-2		n a̱ ʔ ⁵⁵							
658-2		tsʰ a m ⁵¹							
456-2		m j a ŋ ²¹							
183-2		k j i							
785-2		kʰ o ⁵⁵							
714-2		a ⁵¹							
331-2		l o ⁵⁵							
206-2		j o ⁵¹							
930-2		n a̱ ⁵⁵ ⁵⁵							
353-2		l i̱ ŋ							
161-2		k a̱ ŋ ⁵¹							
814-2		kʰ e ²¹							
179-2		k j o ⁵⁵							
194-2		n o ʔ ⁵⁵							
727-2		n a ŋ ⁵¹							
260-2		k j a p ⁵⁵							
144-2		k a m ⁵¹							
53-2		p i m ⁵¹							
59-2		p o ʔ ⁵⁵							
506-2		pʰ a ⁵⁵							
29-2		p i ⁵⁵							
316-2		tʰ o ʔ ⁵⁵							
389-2		m j a ŋ ⁵¹							
118-2		m o ⁵⁵							
312-2		kʰ a ²¹							
490-2		n i ⁵⁵							
436-2		m j o ²¹							
927-2		n a n ⁵¹							
383-2		m o ʔ ⁵⁵							
211-2		j a m ⁵¹							
873-2		x i ŋ ⁵¹							
371-2		l i ŋ ²¹							
877-2		s e ⁵⁵							
344-2		l a̱ m ⁵¹							
666-2		n o ²¹							
595-2		tʰ a ŋ							
660-2		a a ʔ ⁵¹							
642-2		tʃ a ŋ ⁵⁵							
257-2		k j a m ⁵¹							
167-2		k j o ²¹							
880-2		tʃ a̱ p ⁵⁵							
337-2		tsʰ o ⁵¹							
484-2		n a ŋ ⁵¹							
574-2		ts a m ²¹							
718-2		k a n ²¹							
811-2		kʰ au ²¹							
458-2		tʰ au ŋ ²¹							
884-2		tʃ au ⁵⁵							
205-2		k j k ⁵⁵							
499-2		n a ⁵¹							
706-2		n o ⁵¹							
920-2		a ŋ ²¹							
36-2		p j a ŋ							
12-2		p i ⁵¹							
350-2		l a̱ ŋ ⁵⁵							
4-2		p a n ⁵¹							
342-2		n i̱ k ⁵⁵							
280-2		k j ⁵⁵ ²¹							
638-2		tsʰ o ʔ ⁵⁵							
729-2		tʃ i ⁵⁵							
72-2		pʰ a ŋ ²¹							
612-2		tʰ a ŋ ²¹							
459-2		m j i ŋ ⁵¹							
569-2		s e ²¹							
283-2		k j ui ⁵⁵							
501-2		p a̱ ⁵⁵							
652-2		tsʰ a ⁵¹							
220-2		a a ŋ ²¹							
233-2		j u̱i k ⁵⁵							
562-2		k i ŋ ²¹							
31-2		p j o ʔ							
386-2		m a ʔ ⁵⁵							
684-2		k j o ʔ ⁵¹							
804-2		k j i ŋ ²¹							
618-2		tʃ au ²¹							
565-2		l ³¹ ⁵⁵							
468-2		n a ʔ ⁵⁵							
369-2		l i̱ k							
314-2		k j a ŋ							
776-2		tʰ j k ⁵⁵							
170-2		k j o ⁵⁵							
823-2		l a̱ p ⁵⁵							
471-2		n a m ²¹							
249-2		k a m							
367-2		l i̱ ²¹							
414-2		m j ²¹							
503-2		p o̱ ²¹							
40-2		p j i ŋ ⁵⁵							
647-2		ts i ⁵¹							
105-2		tʃ i ²¹							
141-2		k e ²¹							
272-2		k j a ŋ ⁵⁵							
463-2		m j ⁵¹							
1-2		p o ⁵¹							
349-2		l a̱ ŋ ²¹							
214-2		j a m ²¹							
841-2		n a̱ t ⁵⁵							
123-2		p u ⁵¹							
646-2		tsʰ i ²¹							
433-2		m a ŋ ⁵¹							
512-2		pʰ j i ⁵⁵							
518-2		pʰ j i̱ ⁵¹							
878-2		p a̱ ²¹							
849-2		p a̱ t ⁵⁵							
524-2		pʰ j k ⁵⁵							
90-2		p a̱ ⁵⁵							
541-2		s a̱ n ²¹							
933-2		tʃ j ²¹							
164-2		k a ŋ ²¹							
686-2		ŋ j a ʔ ⁵⁵							
467-2		n o k							
201-2		k j u̱i k							
784-2		j i̱ e ⁵⁵							
487-2		n a ⁵¹							
504-2		pʰ a ʔ ⁵⁵							
49-2		p j ⁵¹							
822-2		l a̱ ʔ ⁵⁵							
52-2		p o ⁵¹							
281-2		k j ui ⁵¹							
46-2		p j o ⁵¹							
377-2		l i̱ m ²¹							
127-2		tʃ a ʔ ⁵¹							
67-2		tʃ a̱ p ⁵⁵							
192-2		k j o ʔ ⁵⁵							
864-2		p j e ²¹							
126-2		tʃ o ʔ							
546-2		x a ŋ ⁵¹							
635-2		tʃ a̱ ⁵⁵							
473-2		n a̱ m ⁵¹							
3-2		p o ⁵⁵							
98-2		n o ⁵⁵							
445-2		m j j ⁵¹							
608-2		tsʰ a m ⁵¹							
210-2		j o ʔ ⁵⁵							
140-2		k j ŋ ⁵¹							
868-2		x o ⁵⁵							
520-2		p j i̱ ⁵¹							
166-2		k a ⁵⁵							
48-2		p j i ŋ ⁵¹							
270-2		k j a ŋ ⁵¹							
379-2		l ui ŋ ⁵⁵							
55-2		p i p ⁵⁵							
665-3			ŋ a ⁵⁵						
495-3			n a ³⁵						
838-3			n a ʔ ⁵⁵						
438-3			l j a ʔ						
334-3			l a ʔ ⁵⁵						
360-3			l a ³¹						
394-3			m j ³¹						
221-3			j a ⁵⁵						
202-3			k au ³¹						
935-3			u ³¹						
93-3			n a ³¹						
7-3			p a n ³¹						
664-3			v ɔ̃ ⁵⁵						
246-3			k a ʔ ⁵⁵						
