COGID	dutch	english	french	german
646	l ɔ ŋ	l ʌ ŋ		l ʊ ŋ ə
232	k oː p ə			k au f ə n
-588	p l ɑ t			p l a t
2107	h ɑ r k			h a r k ə
937	b ɔ r s t	b r ɛ s t		b r ʊ s t
249	oː ɣ + l ɪ t	aɪ + l ɪ d		au ɡ ə n + l iː t
754	r eː ɣ ə	r eɪ n		r eː ɡ ə n
1066	j ɛɪ	j uː		
127	v eː			v iː
630	v ɑ ŋ ə			f a ŋ ə n
1676	b oː t ə r	b ʌ t ə r		b ʊ t ə r
-1682	v ɑ l ɛɪ	v æ l ɪ		
684	t ɛɪ t			ts ai t
1417	l ɛɪ d ə	l iː d		l ai t ə n
276	l ɑ m	l ɑː m eɪ		l aː m
993	x l ɑ s	ɡ l ɑː s		ɡ l aː s
1051	v l iː ɣ ə	f l aɪ		f l iː ɡ ə n
1777	v ɔ l ɣ ə	f ɔ l əʊ		f ɔ l ɡ ə n
-2030		ʌ ŋ k l̩		ɔ ŋ k ə l
2159	k r ɔ p			k r ɔ pf
319	s t ɛ r v ə			ʃ t ɛ r b ə n
2009	oː v ə	ʌ v n̩		oː f ə n
6009	v r ɑu w ə + l ə k			ts ʏ n t + h ɔ l ts
1661	m ɛ l k	m ɪ l k		m ɪ l x
713	s ɑ p	s æ p		z a f t
2144	k œy k ə	tʃ ɪ k ɪ n		
892	s x ɛɪ d ɪ ŋ			eː ə + ʃ ai d ʊ ŋ
1355	k l ɛɪ n + z oː n	ɡ r æ n + s ʌ n		
-346		r iː f		r ɪ f
758	l ʉ x t			l ʊ f t
586	k r aː x			k r aː ɡ ə n
1091	uː v ə r			uː f ə r
908	w ɑ s ə	w ɔ ʃ		v a ʃ ə n
2219	v ə r + z aː m ə l ə			z a m ə l n
864		s aɪ d		z ai t ə
1204	v iː r + k ɑ n t			f iː r + ɛ k
1002	k l ɛɪ	k l eɪ		
1535	z w eː t ə	s w ɛ t		ʃ v ɪ ts ə n
1024	aː d ə r			aː d ə r
1811	b l uː t	b l ʌ d		b l uː t
-2104	m ɛ s t + f ɔ r k	p ɪ tʃ + f ɔː k		
862			s ɑ̃ t ʀ	ts ɛ n t r ʊ m
1358	k l ɛɪ n + d ɔ x t ə r	ɡ r æ n + d ɔː t ə r		
184	b ə + t aː l ə			b ə + ts aː l ə n
-306	p ɔ s t	p əʊ s t		
514	h ɛ ŋ s t			h ɛ ŋ s t
1293	w ɛ s t ə	w ɛ s t		v ɛ s t ə n
1760	r ɑ t	r æ t	ʀ a	
608	v uː t	f ʊ t		f uː s
790	b r ʉ x	b r ɪ dʒ		b r ʏ k ə
474	d ɪ k	θ ɪ k		d ɪ k
847	h oː x	h aɪ		h oː x
311	l ɛɪ k			l ai x + n aː m
2141	h ɛ n	h ɛ n		h uː n
1237	ɛ ŋ k ə l	æ ŋ k l̩		
1836	k ɑ l m	k ɑː m		
1568	w ɛɪ n ə x			v eː n ɪ x
569	v ə r + ɑ n d ə r ə			f ɛ r + ɛ n d ə r n
1434	b r ɛ ŋ ə	b r ɪ ŋ		b r ɪ ŋ ə n
1930	b r eː k ə	b r eɪ k		b r ɛ x ə n
2242	m ɔ n t	m aʊ ð		m ʊ n t
1282	w ɑ l v ɪ s	w eɪ l		v aː l
427	w ɑu t			v a l t
888	œy t + s p r ɛɪ d ə	s p r ɛ d + aʊ t		
1431	d r aː ɣ ə			t r aː ɡ ə n
1243	m aː l + t ɛɪ t	m iː l		m aː l ts ai t
1305	v l oː	f l iː		f l oː
2038	n ɪ x t			n ɪ x t ə
-12	p ɛɪ p	p aɪ p		pf ai f ə
1365	d ɑu w	d j uː		t au
1681	d ɑ l			t aː l
1959	s l aː p ə	s l iː p		ʃ l aː f ə n
2127	d r aː j ə			d r eː ə n
2111	x r aː v ə			ɡ r aː b ə n
858	œy t + r ɛ k ə	s t r ɛ tʃ		ʃ t r ɛ k ə n
727	m ɑ n			m a n
626	w eː v ə	w iː v		v eː b ə n
240	v ə r + k oː p ə			f ɛ r + k au f ə n
1571	m eː n ə x t ə			m ɛ ŋ ə
2016		f r aɪ	f ʀ i ʀ	
1059	w ɛɪ	w iː		v iː r
-1033	b aː j	b eɪ		
181	r eː k ə n ɪ ŋ			r ɛ x n ʊ ŋ
916	t r ɔ x	t r ɔ f		t r oː k
2271	v ɪ l t	f ɛ l t		f ɪ l ts
1565	m eː r	m ɔː r		m eː r
1630	t ɪ n	t ɪ n		ts ɪ n
922	b ɛ t	b ɛ d		b ɛ t
1968	h ɛ l f t	h ɑː f		h ɛ l f t ə
1408	n eː m ə			n eː m ə n
-1259	d iː n eː	d ɪ n ə r		
1559	ɑ l ə	ɔː l		a l ə
-2290	s t ɔ f			ʃ t ɔ f
821	v ə r + d iː n ə			f ɛ r + d iː n ə n
885	d eː l ə			au s + t ai l ə n
1789	b eː d ə l aː r			b ɛ t l ə r
947	l eː v ə r	l ɪ v ə r		l eː b ə r
588	v l ɑ k		p l a	f l a x
1659	h oː n ɪ ŋ	h ʌ n ɪ		h oː n ɪ x
-1153	r ɔ n t	r aʊ n d		r ʊ n t
-2121	r ɔ l ə	r əʊ l		r ɔ l ə n
1638	k oː p ə r	k ɔ p ə r		
2166	b ɔ r s t ə l			b ʏ r s t ə
-1021	m uː r ɑ s			m oː r a s t
323	l eː v ə	ə + l aɪ v		l eː b ə n
1906	z w ɑ k			ʃ v a x
1642	x ɑu t	ɡ əʊ l d		ɡ ɔ l t
-2035		k ʌ z n̩		k uː z iː n ə
1872	w ɑ ŋ			v a ŋ ə
305	p aː l			pf aː l
1065			t y	d uː
628	s p ɪ n d ə l	s p ɪ n d l̩		ʃ p ɪ n d ə l
648	b oː r ə	b ɔː r		b oː r ə n
1577	ɔ p + h ɑ ŋ ə	h æ ŋ		au f + h ɛ ŋ ə n
1885	x r ɑ f	ɡ r ɑː v		ɡ r aː p
838		s t eɪ	ʀ ɛ s t e	
-425	r ɔ ts	r ɔ k		
814	k r aː j	k r əʊ		k r ɛː ə
-2260	p l ɑ n t ə	p l ɑː n t		pf l a n ts ə n
352	eː r s t ə			eː r s t ə
1181	m ʉ ts			m ʏ ts ə
1719	h ɛ k			ɡ ə + h eː ɡ ə
1478	b oː d ə m			b oː d ə n
1265	p ɛ l ə	p iː l	p ə l e	
1952	d øː r	d ɔː r		t oː r
1212	r oː k			r au x
1390	d ɪ ŋ	θ ɪ ŋ		d ɪ ŋ
1506	n øː s + f l øː ɣ ə l	n ɔ s t r ə l		n aː z ə n + l ɔ x
122	d iː r			t iː r
1918	d oː r + s n ɛɪ d ə			ʃ n ai d ə n
-2	t ɛ n t	t ɛ n t		
1696	w ɛ r p ə			v ɛ r f ə n
1442	v l iː x	f l aɪ		f l iː ɡ ə
2277	w ɔ l	w ʊ l		v ɔ l ə
949	s m ɪ t	b l æ k + s m ɪ θ		ʃ m iː t
1989	h oː j	h eɪ		h ɔy
337	k aː p	k eɪ p		
995	v l ɛ x t ə			f l ɛ x t ə n
1851		f l əʊ		f l iː s ə n
287	t ɑu w			t au
-1615	oː l iː	ɔ ɪ l		ɶː l
528	j øː k			j ʊ k ə n
1240	h iː l	h iː l		
1509	s n ɔ t	s n ɔ t		
2183	s t iː r		t ɔ ʀ o	ʃ t iː r
1855	œy t + h ɔ l ə	h ɔ l əʊ		au s + h ɶː l ə n
700	t w aː l f	t w ɛ l v		ts v œ l f
1689		l ɪ f t	l ə v e	
451	h ɔ ŋ ə r s + n oː t			h ʊ ŋ ə r s + n oː t
1694	d r ʉ p ə l ə	d r ɪ p		t r ɔ pf ə n
274	d oː f	d ɛ f		t au p
1309	l œy s	l aʊ s		l au s
1895		h iː l		h ai l ə n
1562	v eː l			f iː l
431	k l ɪ ŋ k			k l ɪ ŋ k ə
1401		ɡ r ɑː s p		ɡ r ai f ə n
1097	t ə r ʉ x + k oː m ə	k ʌ m + b æ k		ts uː r ʏ k + k ɔ m ə n
642	b ɑu w ə			b au ə n
1117	z ɛɪ l	s eɪ l		z eː ɡ ə l
34	b oː n	b iː n		b oː n ə
762	w ɔ l k			v ɔ l k ə
1640	z ɪ l v ə r	s ɪ l v ə r		z ɪ l b ə r
300		f əʊ l d		f a l t ə n
1546	s p yː ɣ ə	s p ɪ t		ʃ p ʊ k ə n
1523	z øː x	s əʊ		z au
1903	w ɔ n t	w aʊ n d		v ʊ n d ə
1810	h œy t	h aɪ d		h au t
53		b r əʊ k ə n		ɡ ə + b r ɔ x ə n
2055	b l ɪ k s ə m			b l ɪ ts
810	d œy f	d ʌ v		t au b ə
3	h ɔ f			h oː f
2275	b eː l t + h ɑu w ə r			b ɪ l t + h au ə r
1892	x ɪ f			ɡ ɪ f t
672	d eː k ə			d ɛ k ə
308	d uː n	d uː		t uː n
638	m aː l ə			m aː l ə n
2174	s x ɑu d ə r	ʃ əʊ l d ə r		ʃ ʊ l t ə r
-350	p aː r	p ɛ ə r		p aː r
-134	d ɑ n s ə	d ɑː n s		t a n ts ə n
137	s p r ɪ ŋ ə			ʃ p r ɪ ŋ ə n
1194	w ɛɪ t	w aɪ d		
