COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
317	m ɔ t ⁴²		m oi ʔ ³				
385				n a ⁵²		ŋ a mˀ	
228	b au ⁵	p au ⁵²	b au ⁴	b au ŋ ³¹		p au ŋ	b au ³
352			kʰ j o ŋ ⁵	kʰ j æu ŋ ³	x ɔ ŋ ³¹	kʰ j au ŋ	kʰ ɹ u ŋ ³
146	m au ⁴⁵		m au ³⁵	m o̰ k ⁵	m j ai	m w eː	m au ³¹
395	n ɔ ³¹		n o ²³	n o ²³	n a ʔ ⁵⁵	n a	n ɔ ³¹
80			l a ³²	l ə ²		l a k	l ə ²
33	dʒ ei ⁴²				tsʰ i ⁵⁵	r e	
202	n j e ŋ ³¹			n j ɛ n ³¹			
86	j ei ³		j eː ŋ ⁴	ʔ ḭ ʔ ⁵⁴		r a k	ʔ i ⁵
179	ʔ u t ⁵	ʔ u ³	w ə ⁵	ʔ au ²			ʔ ʊ t ³²
372			m au ʔ ³¹	m o̰ k ⁵⁴			m a̰u ⁵²
213	n a̰ ḭ k ⁵⁴	n a k ⁵²	n ə k ⁵⁴			h n aˀ	n ɪ̰ k ⁵
227	d a ŋ ⁵	t o ŋ ²³	d a ŋ ⁵				d a ŋ ³²
297				pʰ o ʔ ⁴			pʰ ə ³
163		ʃ au n ²³	ʃ e n ⁵	ʃ ɪ n ²		s a n	ʃ ɪ n ³¹
379	kʰ j ɛ n ³		kʰ j e ⁴³	kʰ ɪ n ⁴³		kʰ j ai	kʰ ɪ n ⁴²
83	tʃʰ au ³		tʃʰ au ³¹	tʃʰ u k ⁵⁴	ʃ u ⁵⁵		tʃʰ w i ⁵³
136	l w i ⁴	l w i ⁵²	l i ³	l œ i ³	l i ³¹		l w i ³¹
36			b a ŋ ²³	b a ŋ ³		p a ŋ	b a ŋ ³
230	l u k ⁵⁴		l o ʔ ³²	l au ʔ ³			
433			j ø k ³			r w i k	
321	tʰ a ŋ ⁵		tʰ a ŋ ⁴	tʰ a ³²	tʰ o ³¹	tʰ a ŋ	tʰ a ŋ ³¹
43	l a̰u ⁵¹		l au ⁵¹				l au ⁵³
141	tsʰ a ŋ ³		tsʰ a ŋ ²	tsʰ a ⁵³		tsʰ a ŋ	
