COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ⁵						
4-1	l a ⁵						
18-1	n j ɔ n ³						
19-1	n j ei ⁵						
44-1	l u ʔ ³						
50-1	h j ŋ ³						
62-1	s ai k ⁵³						
70-1	b a n ⁵						
75-1	n j ɔ ʔ ³²						
97-1	tʃʰ a ŋ ⁵						
112-1	tsʰ u ⁵						
122-1	n j u k ³						
127-1	kʰ w ɛ ³¹						
132-1	w ɔ ʔ ³¹						
133-1	n ɔ̰ ⁵						
135-1	n au ⁵						
142-1	d z ḭ ³¹						
143-1	ŋ a̰ ʔ ⁵⁴						
149-1	ʔ u ⁵						
152-1	ŋ ɔ ³						
157-1	b ɔ ³						
183-1	ʔ u ⁵						
184-1	n ṵ ʔ ʔ						
185-1	tsʰ a m ³						
189-1	n j ɔ ʔ ⁴³						
192-1	n j ³¹						
195-1	n ɔ̰ ³¹						
200-1	g a n ³						
216-1	s ai ŋ ⁵						
218-1	l ɔ ʔ ³¹						
225-1	s ai ŋ ⁵						
235-1	kʰ j ei ³						
244-1	s w ⁵						
253-1	m j ³¹						
270-1	m j ³¹						
278-1	m j ŋ ŋ						
279-1	w u ⁵						
285-1	j u n m						
308-1	d j a ³						
322-1	m i ⁵						
325-1	kʰ au ⁵						
337-1	n j a ŋ ⁵						
341-1	d z ɔ ⁵						
347-1	ʃ u ³						
362-1	j i ³						
391-1	j j p ³						
394-1	m ɔ ʔ ³²						
397-1	tʃʰ ei ³						
443-1	n j æ̰ ⁵¹ ³						
460-1	s a ʔ ⁵⁴						
463-1	w i ³¹						
464-1	ʔ u ŋ ³						
473-1	s o m ³						
476-1	kʰ j u k						
481-1	tsʰ a ³						
494-1	g j ³¹						
496-1	d j ɛ ŋ						
516-1	w a ³						
1-2		m au ⁵²					
4-2		l a ²³					
18-2		m j ṵ̃ ²³					
19-2		n e ⁵²					
44-2		l a ²³					
50-2		ʃ ḛ ³					
62-2		s au ⁵² ⁵²					
70-2		p a n					
75-2		m j a ʔ ⁵²					
97-2		kʰ a ŋ					
112-2		x a ²³					
122-2		m j ṵ ⁵² ⁵²					
127-2		kʰ a i					
132-2		w a ʔ ⁵²					
133-2		n a ⁵²					
135-2		n au ⁵²					
142-2		ts ḛ w i ³					
143-2		n au ʔ ⁵²					
149-2		ʔ u ⁵²					
152-2		n a ⁵²					
157-2		p a ⁵²					
183-2		ʔ u ³					
184-2		n a ʔ ⁵²					
185-2		x a m					
189-2		m j a ʔ					
192-2		n a ⁵²					
195-2		n a ⁵²					
200-2		k i ²³					
216-2		s a n ²³					
218-2		l a ʔ ⁵²					
225-2		s a ŋ ²³					
235-2		kʰ j ɛ					
244-2		s au ŋ ²³					
253-2		m i ³					
270-2		m i ²³					
278-2		m j ŋ ³					
279-2		w a ⁵²					
285-2		j a ³ ³					
308-2		p w ⁵² ²³					
322-2		m i ²³					
325-2		kʰ au ⁵²					
337-2		m j ṵ̃ ŋ ³					
341-2		ts a ²³					
347-2		s u ⁵² ⁵²					
362-2		j i ³					
391-2		j a p ⁵²					
394-2		m a ʔ					
397-2		tʃʰ ə ²³					
443-2		n j a̰ ʔ ⁵²					
460-2		s au ʔ					
463-2		w i ³					
464-2		ʔ u ³					
473-2		s a m ⁵²					
476-2		kʰ j u ⁵²					
481-2		tʃʰ a ³					
494-2		ɣ i ⁵²					
496-2		k j ŋ ³					
516-2		w i ³					
1-3			m au ³				
4-3			l o ³²				
18-3			m j e n				
19-3			n e ʔ				
44-3			l o ʔ ⁵³				
50-3			g j ŋ ⁴				
62-3			s ə k ⁵³				
70-3			b ai n ³				
75-3			m j ɔ̃ ʔ ³				
97-3			tʃʰ a ŋ ⁴				
112-3			tsʰ u ⁴				
122-3			m j o k ⁵³				
127-3			kʰ au ⁵				
132-3			w ɔ̰ ʔ ³				
133-3			n ɔ̃ ⁴ ³				
135-3			n au ³				
142-3			d z ɨ ⁵¹				
143-3			ŋ ɔ ʔ ⁵³				
149-3			ʔ u ⁴				
152-3			ŋ ɔ ⁴				
157-3			b ɔ ⁴				
183-3			w u ⁴				
184-3			n o ʔ ⁵³				
185-3			tsʰ æ m ³¹				
189-3			m j ɔ̃ ʔ ³				
192-3			n ɔ̃ ³¹				
195-3			n ɔ̃ ³				
200-3			g e ⁵				
216-3			s ə ŋ ⁴				
218-3			l ɔ̰ ʔ ³				
225-3			s ə ŋ ⁴				
235-3			kʰ j ⁵				
244-3			s oi ⁵				
253-3			m j ³¹				
270-3			m e				
278-3			m j ŋ ŋ ³¹				
279-3			w a ³				
285-3			j ɛ m m				
308-3			b j e ⁴				
322-3			m e ³				
325-3			kʰ au ³				
337-3			m j a ŋ ⁴				
341-3			d z ɔ ⁴				
347-3			ʃ o ʔ ⁵³				
362-3			j e ³¹				
391-3			j w ɛ ⁵³				
394-3			m ɔ̃ ʔ ³				
397-3			tʃʰ e ⁴³				
443-3			n j w p ⁵³				
460-3			s ai ʔ				
463-3			w e ³¹				
464-3			w o ŋ ⁴				
473-3			s ə m ⁴				
476-3			kʰ j o k ⁵³				
481-3			tsʰ u ³²				
494-3			g e ⁴				
496-3			g j ŋ ŋ				
516-3			w e ³				
1-4				m o̰ k			
4-4				l a ²			
18-4				m j ɪ n			
19-4				n ḭ ʔ ⁵⁴			
44-4				l au ʔ ³			
50-4				ʃ a ³²			
62-4				s a k ⁵⁴			
70-4				b a n ³			
75-4				m j ɔ ʔ			
97-4				tʃʰ a ³²			
112-4				tsʰ o ³²			
122-4				m j æu ʔ ³²			
127-4				kʰ o i ⁴³			
132-4				w o ʔ ³²			
133-4				n o ³			
135-4				n o ³			
142-4				d z ø ³¹			
143-4				ŋ ɔ ʔ ⁵⁴			
149-4				ʔ au ³			
152-4				n ɔ			
157-4				b au ⁵			
183-4				ʔ au ²			
184-4				n au ʔ ⁵⁴			
185-4				tsʰ e m			
189-4				m j ɔ ʔ			
192-4				n a̰ ³			
195-4				n o ³			
200-4				g ɪ n ⁵⁴			
216-4				s a ŋ ²			
218-4				l o ʔ ³²			
225-4				s a ŋ ³			
235-4				kʰ i ʔ			
244-4				s a i ⁵			
253-4				m ḭ ⁴³			
270-4				m ḭ ⁴³			
278-4				m a ⁴ ŋ			
