COGID	Albanian	English	French	German	Latin
560-1	v j ə				
438-1	g ə r				
1222-1	p				
353-1	p ə ʃ c				
201-1	p ə n				
20-1	s ə ə				
503-1	p e				
957-1	d n				
728-1	l n				
244-1	n j m				
289-1	n				
911-1	ə r d e				
724-1	t r t				
145-1	d				
992-1	p				
1181-1	k ə ə				
741-1	p e				
560-2		w ə m			
438-2		f r			
1222-2		w t			
353-2		f ɑ s au			
201-2		f ə n p			
20-2		w ɛ r r			
503-2		f l n			
957-2		n ə			
728-2		s ə ŋ			
244-2		n ə m			
289-2		n u t			
911-2		r ə r t			
724-2		ð r m t			
145-2		t ai			
992-2		w ɑ			
706-2		r			
106-2		f ɛ ð ə r			
741-2		f ɑ k			
421-2		f l ɑ r			
227-2		f ɑ t			
560-3			v j		
438-3			f r		
1222-3			v r		
353-3			p u s s		
201-3			b w n k w		
20-3			f a r		
503-3			p u		
957-3			œ̃		
728-3			s ɑ̃ g		
244-3			n ɔ		
289-3			n a i		
911-3			r ɑ̃ r i		
724-3			t r		
145-3			d u		
992-3			k w		
1181-3			s ɑ̃ t		
706-3			y s		
106-3			f ɔ r		
741-3			p a k		
421-3			f l ɔ		
227-3			f u		
560-4				v aː	
438-4				v r r	
1222-4				v e r	
353-4				f e z h au	
201-4				f r ŋ t	
20-4				v a r r	
503-4				f e u n	
957-4				k n	
728-4				z u ŋ	
244-4				n u m	
289-4				n oi x t	
911-4				r u ts t	
724-4				d r	
145-4				ts oː	
992-4				h	
1181-4				h r	
706-4				e	
106-4				f e t ə r	
421-4				f l e r ə	
227-4				f e ts ə	
560-5					w e i n
438-5					p r u
1222-5					m l r
353-5					p oː s k o
201-5					p oː n u
20-5					p a r r
503-5					p l aː
957-5					g a u
728-5					l a n gʷ
244-5					n m m
289-5					n u w
911-5					s e d d
724-5					t r k b
145-5					d i w
992-5					k o
1181-5					k o t n uː
706-5					uː g
106-5					p r t r
741-5					p i d w
421-5					p l o r
227-5					p e t
