COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
84	m i tʃ + i n			m i tʃ i		m i tʃ i n	m i tʃ o m	m ɨ + tʃ ɨ + m	m iː tʃ iː
188	j o w a l + l i		j o w a l	j o w a l i			o w e l	j o w a l + l ɨ	j o w a l iː
187	j a n k w i + k	j a m b w i + k	j a m k w i + ʔ	j a n k w i + k	j a m b i + k	j a n k w i + k		j a n k w i + k	j a n k w iː + k
30	w i ts		w iː ʔ	w i ts	w iː ts	w iː ts	w i ts	w iː ts	i b i ts
79	i h w i + tɬ	i j + u h w i + j u		i h w i + tɬ				ɨ w ɨ	
314	k w a w + tɬ	k o i + t	k w a w i + ʔ	k o w i + tɬ	b a w i + t	k w a w i + t	k w a g u + t	k w a + w ɨ + tɬ	k w a b iː + tɬ
159	a t e m i + tɬ	aː t i n	a t i m i ʔ		aː t i n	a t i m e + t	a t o m + t	a t ɨ m ɨ + tɬ	a t iː m iː + tɬ
251	m o + k e ts a		m o + k e ts a	m o + t e l + k e ts a	m o + g e ts a	m u + k e ts a	x + m o + k ts e	k ɨ ts a	m o + k e ts a
290	i n + oː n	h uː n i		i n + o n	h oː n	u n i		oː n	iː n + u
9	t oː t oː + tɬ	t uː r u + t	t oː t oː + ʔ	t o t o + tɬ	t oː t o + t	t uː t u + t		t oː t oː + tɬ	t u t u + tɬ
313	tɬ a n + tɬ i	t aː n	t a n + t i	tɬ a n	t a n	t a n		tɬ a n	tɬ a n + k o tʃ
4			k w a + k a h l oː + ʔ		b a + g a h l o				
189		t a + j u w a + k			t a + j o a	t a + j u w a			
293	i n + iː n	h iː n i	i n + iː n	i n + i n	h iː n	i n i	i n a	i n	i n + i
87	p a tɬ aː n	p a r a n i	p a t aː n i	p a tɬ a n i	p a t aː n i	p a t aː n i	p a t a n k	p a tɬ aː n i	p a tɬ ø n i
145	m o + t eː k a	m u + r e k a + k	m o + t eː c a	m o + t e k a	m o + t e g a	m u + t eː k a	t e k e	m o + t eː k a	m o + t i e k a
83	tɬ e + tɬ	t i + t	t i ʔ + t i	tɬ e + tɬ	t i + t	t iː + t	t e + t	tɬ a h i + tɬ	tɬ e + ts i n + tɬ iː
194	s eː	s e	s eː	s e j a	s e	s eː	s e	s eː	s i e
105	k w aː + tɬ						k w a i + t		
180	m eː ts + tɬ i	m eː ts + t i	m eː ts + t i	m e ts + tɬ i	m eː s + t i	m eː ts + t i	m e s + t	m eː ts + tɬ ɨ	m i e ts + tɬ iː
13	tɬ iː l + t i k			tɬ i l + t i k		t iː l + t i k		tɬ iː l + t ɨ + k	tɬ i l + t iː k
92	m a k a	m a	m a k a	m a k a	m a g a	m a k a	m e k a	m a k a	m a k a
235	m o + tɬ aː l i aː	m u + r a l i h + t u k	m o + t aː l i a	m o + tɬ a l i a	m o + t aː l i	m u + t aː l i a		m o + tɬ a l ɨ + h a	m o + tɬ ø l iː a
140	tɬ a n + k w a i	t a m + b w a + n	t a n + k w aː + ʔ	tɬ a n + k w a	t a m + b a			tɬ a n + k w a h	tɬ a n + k w a t e
181	t e p eː + tɬ		t e p eː + ʔ	t e p e + tɬ	t e p eː + t	t e p eː + t		t ɨ p eː + tɬ	t e p i e + tɬ
33	tʃ i tʃ i	tʃ u tʃ u		tʃ i tʃ i		p eː l u			tʃ iː tʃ iː + t u
99		x u x u i + k				x u x u w i + k			
184	t oː k aː + tɬ	t u w a + n	t oː k aː + ʔ	t o k a h + tɬ i	t o g a	t uː k e j		t oː k aː h ɨ + tɬ	t u k ø
218	tʃ iː + tʃ iː l + t i k		tʃ iː l + t i ʔ	tʃ i + tʃ i l + t i k		tʃ iː l + t i k		tʃ iː l + t ɨ + k	tʃ i + tʃ i + l t iː k
56	t oː t o l + t e + tɬ			t o t o l + t e + tɬ					t u t o l + t e tɬ
179	n a k a + tɬ	n a k a + t	n a k a + ʔ	n a k a + tɬ	n a g a + t	n a k a + t	n e k e + t	n a k a + tɬ	n a k a + tɬ
323	tɬ e	t a i	t eː	tɬ e n	t eː	t aː	t e	tɬ a	tɬ i n iː n u
233		j u h l u	j oː l		j oː l				
27				i ts + t i k					i ts + t iː k
318	t o + t oː n + k i	t r uː n i k	t o t oː n i ʔ	t o t o n k i	t o t oː n i k	t u t uː n i k		t o + t oː n ɨ + k	t o t u n + k iː
330	k o s + t i k		k o s t i ʔ	k o s t i k	g o s t i k			k o s + t ɨ + k	k o s t iː k
104		ts u n + t e k o n	ts o n + t e k o n	ts o n + t e k o	ts o n + t e g o n	ts u n + t e k u m a + t		k w a h	ts o n + t e k o
237	eː w a + tɬ			j e w a j o		eː w a j u		eː w a + tɬ	j e w a j o
102			ts o n + k a l		ts o n + g a l	ts u n + k a l			
182	k a m + tɬ			k a m a + k					k a m a + k
6	i ʔ t e	i h t i		i h t e	i h t i	i h t i		ɨ h t ɨ	i h t e
138	n e ʔ w aː + tɬ	n e h e	n e h	n e h w a + tɬ	n e h a	n a	n e n	n a h a	n a h a
232	a tʃ + tɬ i			a tʃ tɬ i			a x + t	aː tʃ + tɬ ɨ	x iː n + ø tʃ + tɬ iː
103	m aː	m aː + n	m a j i ʔ	m a + n	m aː	m e j	m a i	m a h	m ø
231	t t a	i r a	i t a	i t a	i t a	i t a	i t a	ɨ h t a	ʰt a
158	w eː i j a k	w e j a k	w eː j a k t i ʔ	w e j a k	w eː j a k	w e j a k		w e h e j a + k	b e j a k
228	ʔ t o aː		k + i h t o a	i h t o a	i h t o a				ʰt o a
284	t oː n a + t i w	r o n t i n		t o n a l + ts i n + tɬ i	t oː n a t i	t uː n a l	t u n e l		t u n a l iː
94		j e k + t i	j eː k + t i		j e k + t i	j eː k		j eː k + tɬ ɨ	
