COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ɔ ⁵⁵								
495-1	n au ʔ								
838-1	n ɔ ⁵⁵ ⁵⁵								
438-1	ȵ ɔ ʔ ʔ								
334-1	l ɔ a ʔ								
360-1	l i ³¹								
394-1	m i ³¹								
221-1	ʑ a ⁵⁵								
202-1	k au ³¹								
935-1	au ³¹								
93-1	s ɔ ³¹ ŋ								
7-1	p a n ³¹								
664-1	oi w ³⁵ ŋ								
246-1	x ɔ ʔ ⁵⁵								
547-1	pʰ ə k ⁵⁵								
555-1	ʑ u m ⁵⁵								
464-1	m au ³¹								
119-1	m ə ŋ ⁵⁵								
835-1	n̥ a p								
79-1	t o ³¹								
693-1	ŋ au ⁵⁵								
477-1	n a ⁵⁵								
891-1	tʰ ə ŋ ³⁵								
528-1	ʐ o ⁵⁵								
797-1	x au u ʔ								
493-1	n ə k ⁵⁵								
217-1	ʑ a p ⁵⁵								
896-1	tsʰ u t ⁵⁵								
452-1	ȵ au u ʔ ⁵⁵								
580-1	s u t ⁵⁵								
833-1	n̥ ɔ ⁵⁵								
390-1	m ɔ ŋ ŋ								
696-1	ŋ ɔ ⁵⁵								
86-1	t u ŋ ⁵⁵								
384-1	m a n ³⁵								
61-1	t a n ⁵⁵								
536-1	s ɔ ʔ ⁵⁵								
731-1	ʂ i ³¹								
779-1	ɔ ɔ ⁵⁵								
589-1	tʰ u a ⁵⁵								
658-1	ɔ m m								
456-1	ȵ ʐ w a ŋ ³¹								
183-1	k ʐ ³¹								
785-1	x w ³¹								
714-1	u ⁵⁵								
331-1	l ɔ ³¹								
665-2		ŋ o ⁵¹							
495-2		n au ⁵⁵							
838-2		n o k ²¹							
438-2		m j o ʔ ²¹							
334-2		l o ʔ ²¹							
360-2		l a̱i ²¹							
394-2		m j i ²¹							
221-2		j i p ⁵⁵							
202-2		k au ⁵¹							
935-2		u ²¹							
93-2		ts o ²¹							
7-2		p u n ²¹							
664-2		v a ŋ ⁵¹							
246-2		k o ʔ ⁵⁵							
547-2		s i k ⁵⁵							
555-2		j i ⁵¹ ⁵¹							
464-2		m au ²¹							
119-2		m i ŋ ⁵¹							
835-2		n a̱ p ⁵⁵							
79-2		t o ²¹							
693-2		ŋ au ⁵¹							
477-2		n a p ²¹							
891-2		t i ŋ ⁵⁵							
528-2		v o ⁵¹							
797-2		k j ʔ ʔ ⁵⁵							
493-2		n i k ²¹							
217-2		j a p ⁵⁵							
896-2		ts u t ⁵⁵							
452-2		m j u ʔ							
580-2		s u ʔ ⁵⁵							
833-2		n o̱ ⁵¹							
390-2		m a ŋ ²¹							
696-2		ŋ ui ⁵¹							
86-2		t u ŋ ⁵¹							
384-2		m a n ⁵⁵							
61-2		t a m ⁵¹							
536-2		s o ʔ ⁵⁵							
731-2		ʃ i ²¹							
779-2		o ⁵¹ ⁵¹							
589-2		tʰ a ŋ ⁵¹							
680-2		ŋ o ʔ ⁵⁵							
658-2		v a ⁵¹ ⁵¹							
456-2		m j a ŋ ²¹							
183-2		k j i ²¹							
785-2		kʰ o ²¹							
714-2		v a							
331-2		l o ²¹							
665-3			ŋ a ⁵⁵						
495-3			n au ³⁵						
838-3			n a ʔ ⁵⁵						
438-3			m j a ʔ ³¹						
334-3			l a ʔ ⁵⁵						
360-3			l i ³¹						
394-3			m j ³¹ ³¹						
221-3			j a ʔ ⁵⁵						
202-3			k au ³¹						
935-3			u ³¹						
93-3			t a ³⁵						
7-3			p ɛ̃ ⁵⁵ ³¹						
664-3			v ɔ̃ ⁵⁵						
246-3			k a̱ ʔ ⁵⁵						
547-3			ʃ a k ⁵⁵						
555-3			j a ⁵⁵ ⁵⁵						
464-3			m au ³¹						
119-3			m a ŋ ³⁵						
835-3			n ɛ̱ ʔ ⁵⁵						
79-3			t a ³¹						
693-3			ŋ au ⁵⁵						
477-3			n ɛ ʔ ⁵⁵						
891-3			t a ŋ ³⁵						
528-3			v a ⁵⁵						
797-3			k j au ʔ ⁵⁵						
493-3			n a k ³¹						
217-3			j ɛ ʔ ³¹						
896-3			n ɔ̱ t ⁵⁵						
452-3			m j au ʔ ³¹						
580-3			s a ʔ ⁵⁵						
833-3			n a̱ ⁵⁵						
390-3			m ɔ̃ ³¹						
696-3			ŋ a ⁵⁵						
