COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
2445		t̪ a m tʃ u				t̪ a m tʃ u		
1379	s i	s i	s i	s i	s i	s i		s i
311		d a			d a	d a	d a	
1761					s a ʔ	s a h̥		
1117	tʃʰ u n	tʃ u n	tʃʰ u n	tʃʰ u n	tʃ u n	tʃ u n	tʃʰ u n	tʃ u n
2624	d̪ u n ts i				d u n tʃ i			
2140					dʒ a kʰ ə n		dʒ a kʰ ə n	
1798					dʒ o ŋ		dʒ o ŋ	
2339			ŋ a ŋ ɲ i r p o		ɲ u r kʰ ə n			ɲ i r p a n
1823	l e m	l e m	l e m	l e m	l e m	l e m	l e m	l e m
1253	a m a	a m a	a m a	a m a	a m a	a m a	a m a	a m a
2615	ɾ i	ɾ i	ɾ i	ɾ i	ɾ i	ɾ i	ɾ i	ɾ i
483	w a	w a	w a		w a	w a	w a	w a
980	w a ɾ u ŋ	ʋ a ɾ o ŋ	w a r o ŋ	w a r o ŋ	w a r o ŋ	w a ɾ u ŋ	w a ɾ u ŋ	w a ɾ u ŋ
319	pʰ o t k a	pʰ o t p a n			pʰ o t k a n	pʰ o t k a n	pʰ u t kʰ e n	p o t p a n
764	g a ɾ a ŋ b r u m a	g a ɾ a ŋ b r u m a	g a ɾ a ŋ b r u m a	g ă z a ŋ b r u m a		g a ɾ a ŋ b r u m a		g a ɾ a ŋ b r u m a
2747	ɲ i ŋ	ɲ i ŋ	n i ŋ tʰ u ɾ	ɲ i ŋ	ɲ i ŋ	ɲ e ŋ t̪ʰ u r	ɲ i ŋ	n i ŋ tʰ u ɾ
1897	s e	s e	s j e	s e	s e	s e	s e	s e
1415	ɾ a	ɾ a	ɾ a		ɾ a	ɾ a	ɾ a	ɾ a
2663	g i t̪ i j a	g i t i	g i t i	g i t i	g i t i	g i t i	g i t i	g i t i
2635		ʃ i ɾ i	ʃ i r i l a		ʃ i r a		ʃ i r a	
2072		g e p ʃ u			g e p k a n	g e p k a n	g e p kʰ ə n	g e p a n
2238	ŋ a r l a	ŋ a r ʃ u	ŋ a r b o	ŋ a r tʃʰ a m	ŋ a r e n	ŋ a r ʃ u	ŋ a r kʰ e n	ŋ a r b a n
379	g u ɾ gʱ a ŋ			kʰ u r kʰ a ŋ	kʰ u r kʰ a ŋ		kʰ u r kʰ a ŋ	
2607		tʃ i k p a	tʃ i k p a			tʃ i k p a		tʃ i k p a
2348		l a ŋ tʃ o i	l a ŋ tʃ e			l a ŋ tʃ o i		
1815		b r o ŋ b u	b u ŋ p u		a t ə r o ŋ b a	b ă ɾ o ŋ b a	a t ə r o ŋ b a	
453	tʃ a ŋ p u	tʃʰ a ŋ p u		tʃʰ a ŋ p u	tʃ a ŋ p u		tʃ a ŋ p u	tʃ a ŋ p u
464		t o tʃ a ŋ	t o tʃ a ŋ		t o tʃ a ŋ	t o tʃ a ŋ	t o ʃ a ŋ	
2173		b i n tʃ u		b i n tʃʰ a m				
1888	ʃ a m p i	ʃ a m pʰ i	ɕ a m p i	ɕ a m p i	ʃ a m pʰ i	ʃ a m p i	ʃ a m pʰ i	ʃ a m p i
535	s o s o		s o s o	s o s o	s o s o	s o s o	s ŭ s u	s o s o
1978	k u t p a ŋ	k u t p a	k ŭ p a	k u t p a ŋ	k u t p a	k u t p a	k u t p a	k u t p a
1161	a m	a m	a m		a m	a m	a m	a m
238	kʰ a l u			kʰ a l u				kʰ a l u
1180	ʃ a	ʃ a	ʃ j a	ɕ a	ʃ a		ʃ a	ʃ a
2507	tʰ ĭ n u ŋ	tʰ ĭ n u ŋ	tʰ ĭ n u ŋ	t e n o ŋ	tʰ ĭ n u ŋ	t̪ i n u ŋ	tʰ ĭ n u ŋ	tʰ ĭ n u ŋ
373	k o b i	k o b i				k o b i		
454			kʰ u r l a	k u r b a n		kʰ u r l a		
2555				g a tʃ a	k a tʃ u		k a tʃ u	
181		n i z u m b a	n i z u m b a		m i z u ŋ b a	n u z u m b a	m i z u m b a	n i z u m b a
1594		pʰ e i tʰ u ŋ			pʰ e i tʰ u ŋ	pʰ e tʰ u ŋ	pʰ e i tʰ u ŋ	pʰ e tʰ u ŋ
1878	j u ŋ m u	j u ŋ b u	j u ŋ b u			j u ŋ b u		j u ŋ b u
2314				k o t tʃʰ a m	g o t kʰ ə n		g o t kʰ ə n	g o t p a n
856			k j a k p a				k j a k p a	
1451	b a d a m	b a d a m	b a d a m	b a d a m	b a d a m	b a d a m	b a d a m	b a d a m
1663	z u m	z u m	z u m	z u m	z u m	z u m	z u m	z u m
773	g a ɾ a ŋ tʃ i ŋ n a ŋ			g ă z a ŋ tʃ i ŋ n a	g a ɾ a ŋ tʃ i ŋ n a ŋ		g a ɾ a ŋ tʃ i ŋ n a ŋ	
2033	g o k p o	g o k tʃ u	g o k p o	g o k tʃʰ a m	g o k p o			g o k p a n
2646		h a ŋ j a				h a ŋ j a		
136					g e tʃ i k	g e tʃ i	g e tʃ i k	
1880					j o ŋ j o ŋ		j o ŋ j o ŋ	
1742	m u g u	m u g i	m u i	m u g u	m u g i	m u g i	m u g i	m u h u
1602	tʃ a			tʃ a				tʃ a
2100	ʃ i k a		ʃ i l o		ʃ i k a n	ʃ i k a n	ʃ i kʰ e n	
637			a u	a u	a u	a w u	a u	a u
2397			ɾ i g a ɲ j e w o			ɾ i g a ŋ j a p ʃ o		
1852		kʰ o m tʰ e ɾ a ŋ	kʰ o m d̪ a ɾ a ŋ		kʰ o m d̪ a ɾ a ŋ	kʰ o m tʰ e ɾ a ŋ	kʰ o m d i r a ŋ	
518		t o ŋ tʃ e n			t o ŋ tʃ e n	t o ŋ tʃ e n	t o ŋ tʃ e n	
67				n a n	n a n			
729		b i ŋ tʃ e n	b i ŋ tʃ e n			b i ŋ tʃ e n	b i ŋ tʃ e n	
2		a ʃ i			a ʃ i		a ʃ i	
899	s e r	s e r	s e r	s e r	s e r	s e r	s e r	s e r
2569	kʰ a i tʰ u r	kʰ e tʰ u ɾ	kʰ e tʰ u ɾ	kʰ a i tʰ u r	kʰ e tʰ u ɾ	kʰ e tʰ u ɾ	kʰ e tʰ u ɾ	kʰ a i d u r
1725	tʃʰ a p t e n	tʃ a p tʃ e	tʃ a p tʃ e	tʃʰ a p t e n		tʃ a p tʃ e	tʃ a p tʃ i	tʃ a p tʃ e
2203					a kʰ ə n		n a kʰ ə n	
1502	ŋ a m s u	ŋ a m s u	ŋ a m s u	ŋ a m s u	ŋ a m s u	ŋ a m s u	ŋ a m s u	ŋ a m s u
1646		tʃ o	tʃ o	tʃ o			tʃ o	
890	r a w a	r a w a	r a b a	r a b a	r a w a	r a w a	r a w a	r a w a
755		tʃ j a m t u ɾ t a	tʃ j a m t u ɾ t a					
1961					o tʰ u g a ŋ p u	ʔ o ɲ u g a m p u	o i g a ŋ p u	
1869	ɕ i p t̪ a ŋ	ʃ u p t̪ a ŋ	ɕ ŭ p t̪ a ŋ	ɕ ŭ p t̪ a ŋ	ʃ u p t̪ a ŋ	ʃ u p t̪ a ŋ	ʃ u p t̪ a ŋ	ʃ u p t̪ a ŋ
1575	ɾ i j a m a			ɾ i j a m a				
2681	b a l a ŋ b u	b a l u ŋ b o	b a l u ŋ b o		b a l a ŋ b u	b a l u ŋ b o	b a l a ŋ b u	b a l a ŋ b u
2329	tʃ o k l a					tʃ o k a n	tʃ o kʰ e n	
89	k a ŋ p o	g a ŋ p u	g a ŋ p u	g a ŋ p u	g a ŋ p u	k a ŋ p u	g a ŋ p u	
1689	ŋ o i	ŋ o i	ŋ o i	ŋ u i	ŋ o i	ŋ o i	ŋ o i	ŋ o i
