COGID	Eryuan	Heqing	Jianchuan	Lanping	Luobenzhuo	Qiliqiao	Xiangyun	Yunlong	Zhoucheng
5590	tʰ i ⁵⁵			t i ⁵⁵	tʰ ã ⁵⁵	tʰ i ⁵⁵	tʰ e ⁵⁵	tʰ i ⁵⁵	
1998	a ⁵⁵			a ⁴⁴	a ⁵⁵			a ⁵⁵	a ³³
967	n i ⁵⁵	n i ³⁵	n i ⁵⁵	n i ⁵⁵					
4116				ts ɛ ³¹					ts ɿ ³¹
4138		v ɤ ³¹	ɤ̃ ³¹			f ɤ ⁴⁴			f ɤ ⁴⁴
4529	z ɔ ³¹		ɕ õ ²¹		ʐ u ³¹	ɕ o ³¹	z ou ³¹		
214	x ɔ ³¹		x u ³¹	x ɔ ³³	x ẽ ⁵⁵	x a ⁴²	x w e ³³		
2186				w õ ⁴⁴			w ɔ̃ ³³		
4637		n a ⁵⁵					n a ²¹	n a ⁴²	
3473	k ɤ ²¹								k ɤ ²¹
1657					l u ³¹				l ɤ ²¹
4069						p ɔ ³⁵			p ɔ ³⁵
2001			a ³¹			a ³¹	a ³¹		
2564		tʰ e ³³				tsʰ e ³³	tsʰ e ⁵⁵		tsʰ ɛ ³³
2830	ʂ e ⁴²	s ẽ ⁴²	s ẽ ⁴²	s ẽ ⁴²				s e ⁴²	s e ⁴²
1192	v ɤ ²¹	v ɤ ²¹	v ɤ̃ ²¹	v ã ²¹		v ɤ ²¹			v ɤ ²¹
6181		sʰ w a ⁴⁴	s w a ⁴⁴			ʃ w a ⁴⁴		s w a ⁴⁴	s w a ⁴⁴
6605	ŋ ɔ ³³	ŋ ɔu ³³						ʁ ɔ ³³	
301					tɕ ɤ ³³		tɕʰ ỹ ⁵⁵	tɕʰ u ³³	
5901				ɕ õ ⁵⁵	ɕ õ ⁵⁵				
253	j ɯ ⁴⁴	j ɯ̃ ⁴⁴	j ɯ̃ ⁴⁴					j ɯ ⁴⁴	
6486	j ɔ ⁴²	j ɔ̃u ⁴²	j õ ⁴²	j ɔ̃ ⁴²			j ɛ̃ ²¹	j ɔ ⁴²	
3547	ʂ ɔ ³³	sʰ ɔu ³³	s u ³³	s ɔ̃ ³³	ʂ ʅ ³³			s ɔ ³³	
1242	j ɯ ³⁵							j ɯ ³⁵	j ɯ ³⁵
5588	l ɯ ²¹	l e ²¹							
2486			j i ⁴²	j ɛ ⁴²					
6132			ɤ̃ ³³			ŋ ɤ ³³	ŋ ɛ ³³		
958			m a ²¹	m a ²¹					
2757							tsʰ u ⁵⁵	ts u ⁵⁵	
5855				j ɛ̃ ⁴⁴		j ɛ ³¹			j a ⁴²
3915	a ⁵⁵			a ⁴⁴	a ⁵⁵			a ⁵⁵	a ³³
3489		m ɔu ³³	m a ³¹	m ɯ̃ ³³			m a ³³		
5545				t u ⁵⁵	t ao ⁵⁵	t ɔ ³⁵		t ao ⁵⁵	t ɔ ⁵⁵
5848	x e ⁵⁵		x ẽ ⁵⁵	x ẽ ⁵⁵				x e ⁵⁵	
3170					t ɯ ⁵⁵	t ɯ ⁴⁴	t ou ⁴⁴	t ɯ ³³	
3487	n a ³³							n a ³³	
273		ts ɿ ³³	ts ɿ ³³	ts ɿ ⁴⁴	tɕ i ³¹		ts ɿ ³³		
483	ʈʂ ɔ ³¹	ts ɔ̃u ²¹	ts õu ²¹	ts ɔ ³³		ts o ²¹			ts o ²¹
2197					ɕ ʊ ³³	ʃ w ɔ ³³		s u ³³	
5579		f ɛ ⁴⁴					f ɛ ⁴⁴	f ɛ ⁴⁴	
948				v ɛ ³³	v e ³³				
6547							kʰ w e ³¹		kʰ w e ³¹
350	j a ⁴⁴			j a ⁴⁴					
4136	p i ²¹					p i ²¹	p i ³³	p i ²¹	p i ²¹
5888	s ɔ ⁴⁴	tsʰ ou ⁴⁴	tsʰ ou ⁴⁴	tsʰ u ⁴⁴	ʈʰ u ⁵⁵				
5746				ts ɿ ³³	k ɯ ³³			dz ɿ ³¹	
1039		s ɿ ⁵⁵	s ɿ ⁵⁵	s ɿ ⁵⁵		s ɤ ⁵⁵			s ɿ ⁵⁵
4070						ts ɿ ³³	tɕ ɿ ³³		ts ɿ ³³
1317		j ɛ̃ ³⁵	j ɯ̃ ⁵⁵						j i ⁵⁵
2563	ʈʂ ɯ ⁴²		ts ɯ ⁴²	ts ɯ̃ ⁴²	tʰ ɯ̃ ⁴²			tsʰ ai ³¹	
441			s ɤ̃ ³¹	s ɔ̃ ⁴²	s õ ³¹				
1494	a ³¹					a ³¹		a ³¹	a ³¹
1444		k ɔu ³³	k o ³³	k o ⁴⁴	k ɔ ³³		k ɔu ³³		tɕʰ ɔ ⁵⁵
2877		w ẽ ⁵⁵	w ẽ ⁵⁵			w e ³⁵	w ẽ ³⁵	w ɛ ³³	w ɛ ³⁵
6130	kʲ i ³¹	tsʰ ɿ ³³			tɕ a ⁴²			tɕ i ³¹	
53	t e ³³	t j ɛ ³³	t ĩ ³³	t j ɛ̃ ³³			t ĩ ³³	t i ³³	
6771		m a ⁴⁴		m a ⁵⁵	m ã ⁵⁵				
2550	k ɔ ³⁵		k ou ⁵⁵			k w ɔ ³⁵	k w ɔ ³⁵	k ɔ ³⁵	k w ɔ ³⁵
840		tsʰ ɛ̃ ⁴⁴	tsʰ ɛ̃ ⁴⁴						
4874	p e ⁴⁴							p e ⁴⁴	p e ⁴⁴
6171			l ɯ ³¹			l ɯ ³¹			
4924	p ɔ ³¹					p ɔ ²¹			p o ³¹
2551		t ɔu ⁴²	t ou ⁴²	t o ³¹	d ao ⁴²			d ao ³¹	
2483	l ɔ ²¹					l ɔ ³¹			l ɔ ³¹
2485			a ³¹			a ³¹	a ³¹		a ³¹
7035					m ɤ ⁵⁵		m ɯ ⁵⁵		
2576		sʰ w e ⁴⁴	s w e ⁴⁴				s w a ⁴⁴		s w e ⁴⁴
6320	pʰ i ³¹	pʰ ĩ ³¹		pʰ ĩ ³¹		pʰ i ³¹		pʰ i ³¹	pʰ i ³¹
6842		ts ɯ ³¹	ts ɯ ³¹					dz ɯ ³¹	
3042	t ɯ ²¹	t ɯ ⁵⁵	t ɯ ²¹	t j ɯ ²¹		t ɯ ²¹	t ou ³¹		
1748			k w ã ⁵⁵	k w ã ⁵⁵					
660	t w a ³¹	t w a ³¹	t w a ³¹				t w e ³³	t w a ³¹	
2501	a ⁵⁵			a ⁴⁴	a ⁵⁵			a ⁵⁵	
6752			ɛ ⁵⁵	ɛ ⁵⁵					
4530	ʈʂ ɯ ³¹	ts ɯ ³¹	ts ɯ ³¹	ts ɯ ²¹	ɖ ɯ ³¹			dz ɯ ³¹	ts ɯ ³¹
2847			n e ⁴⁴	n ẽ ⁵⁵		n e ⁴⁴			n e ⁴⁴
2072			ts ɿ ³³		tɕ ɯ̃ ³¹	ts ɿ ³³	ts ɿ ³³	ts ɿ ³³	ts ɿ ³³
2340	ɔ ³¹	u ³¹	õ ²¹	ɔ̃ ²¹		o ²¹			ɔ ²¹
5777			t w ẽ ⁵⁵	t w ẽ ⁴⁴					
6556	ʈʂ ɤ ⁴⁴	ts w ɔ ⁴⁴							
663						j i ³¹			j i ³¹
2249		m ɯ ³¹	m ɯ ²¹		m ɯ̃ ³¹		m u ³¹	m ɯ ³¹	
6089			m a ⁵⁵	m a ⁵⁵					
1583			kʰ w ɛ ⁵⁵					kʰ w ɛ ⁵⁵	
927				k a ⁵⁵	q a ⁵⁵				
3097		j ɔ ³⁵				j ɔ ³⁵	j ɔ ³⁵		j ɔ ³⁵
971						m i ⁵⁵	m i ⁵⁵	m i ⁵⁵	m i ⁵⁵
773	pʰ ɔ ²¹	pʰ ɔu ³¹	p ou ³¹	pʰ o ³¹		pʰ ɔ ³¹			pʰ ɔ ³¹
1441	tʰ j ɔ ⁵⁵					tʰ j ɔ ⁵⁵		tʰ j ɔ ⁵⁵	
4117					x ɯ̃ ³³			x ɯ ³¹	
1821				l u ⁵⁵			l i ³³		
1363	u ⁵⁵			u ⁵⁵					
2577		w a ⁴²	w a ⁴²						
