COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
61-1	f ə m																		
63-1	ʔ a lː ə m																		
107-1	g a zː ə lː a																		
112-1	f ei̯ kʼ ə n a																		
331-1	n ə g u s																		
377-1	b ə kʼ lː o																		
381-1	a f																		
417-1	r kʼ kʼ																		
451-1	s ə kʼ																		
454-1	a kʼ ə r																		
484-1	s ə ə s																		
535-1	ʔ a kʼ ə r																		
543-1	kʼ kʼ s																		
593-1	kʼ a kʼ kʼ s																		
640-1	m a																		
1-1	kʼ ə rː ə r ə																		
65-1	kʼ u t																		
212-1	ʔ kʼ n																		
244-1	a r b a																		
248-1	m lː ə																		
293-1	f ə r ə kʼ																		
373-1	kʼ ə m a lː																		
408-1	b r a																		
414-1	f kʼ zː zː zː a																		
601-1	r bː																		
642-1	n ə f a s																		
60-1	n ə kʼ ə ə																		
115-1	f a m																		
209-1	s ə lː ə t																		
242-1	a f ə s																		
415-1	kʼ ɨ n a b																		
450-1	f ə r																		
490-1	kʼ ə rː ə																		
638-1	s ə kʼ																		
645-1	kʼ a kʼ																		
160-1	f ə r ə f																		
208-1	ʔ ə kʼ kʼ ə kʼ																		
214-1	a kʼ ə																		
378-1	ʔ a zː g ə																		
379-1	ə zː ə f																		
409-1	a ə r																		
598-1	kʼ a lː b t																		
646-1	ʔ a rː ə																		
210-1	f ə f o zː ə																		
215-1	zː a f kʼ ə kʼ																		
285-1	kʼ ə j a f																		
332-1	ə g r																		
380-1	ʔ a f a zː																		
412-1	sː a f a n																		
64-1	kʼ a kʼ																		
67-1	kʼ ə r																		
251-1	f ə f ə																		
294-1	kʼ ə kʼ																		
597-1	zː ə zː ə j ə zː a																		
7-1	zː a kʼ g a																		
158-1	kʼ ə m i sː																		
372-1	ə n ə r																		
374-1	kʼ ə kʼ kʼ kʼ																		
375-1	s ə b																		
411-1	kʼ r a kʼ																		
541-1	kʼ ə lː i n																		
6-1	kʼ ə kʼ kʼ a a																		
113-1	b u ɲː																		
330-1	kʼ ə f f																		
448-1	kʼ ə kʼ a ə b ə																		
449-1	tʃʼ a ə ə																		
491-1	f ə zː g ə zː																		
596-1	n ə g ə																		
4-1	dʒː tʃʼ ə																		
8-1	f ə kʼ ə f kʼ																		
106-1	m ə ə a																		
290-1	a rː ə kʼ ə																		
489-1	kʼ b ə r kʼ kʼ kʼ a																		
602-1	m ɨ n																		
2-1	lː f f u																		
3-1	ʃː ɨ rː ə																		
213-1	ʔ a r ei̯ lː f																		
486-1	n ə ə kʼ ə																		
647-1	ə j a sː																		
10-1	tʼ ə kʼ b r																		
110-1	kʼ a																		
152-1	ʔ a n o																		
211-1	m ɨ ɲː ə t																		
328-1	s ə f ə f ə																		
333-1	m ɨ f ɨ r																		
334-1	ʔ a n b ə sː a																		
410-1	kʼ a r kʼ t ə																		
540-1	l f b a																		
109-1	dʒː a n ɲː ə																		
61-2		ə.h.e ə m																	
63-2		tʃ m																	
107-2		ə.h.e kʼ m ə.h.e ə.h.e																	
112-2		ə.h.e m ə m a																	
331-2		m ɨ ə.h.e kʼ tʃ																	
377-2		m ɨ kʼ tʃ i																	
381-2		a ə.h.e																	
417-2		r ə.h.e ə.h.e																	
451-2		tʃ ə ə.h.e d																	
454-2		tʃ a tʃ i tʃ																	
484-2		tʃ ɨ ɨ s t																	
535-2		tʃ a tʃ ɨ rː																	
543-2		tʃ ə.h.e tʃ t																	
593-2		tʃ m ə.h.e tʃ																	
640-2		m ə.h.e																	
1-2		ə.h.e ə b ə ə.h.e ə																	
65-2		ə.h.e ə.h.e t																	
163-2		tʃ ə ə.h.e e																	
212-2		tʃ ə.h.e m																	
244-2		tʃ a r a																	
248-2		m tʃ																	
293-2		ə.h.e ə r ə tʃ																	
373-2		ə.h.e ɨ m a tʃ																	
408-2		tʃ tʃ r																	
414-2		ə.h.e u tʃ a																	
642-2		m ɨ ə.h.e tʃ																	
60-2		m ə ə.h.e ə tʃ ə																	
115-2		ə.h.e m																	
209-2		s ɨ m ə.h.e t																	
242-2		tʃ ə.h.e tʃ d																	
415-2		ə.h.e ɨ ə.h.e a ə.h.e																	
450-2		ə.h.e ɨ m																	
490-2		ə.h.e ɨ e																	
645-2		ə.h.e ə.h.e																	
160-2		ə.h.e ə rː ə ə.h.e																	
208-2		tʃ tʃ ə.h.e u i																	
378-2		w m ə.h.e ə d																	
379-2		dʒː e tʼ ə j																	
409-2		t ə ə.h.e																	
598-2		tʃ w tʃ tʃ																	
646-2		n t ə																	
210-2		dʒː ɨ ə.h.e o m ɨ																	
215-2		ə.h.e e d																	
285-2		m ɨ tʃ ə.h.e																	
380-2		tʃ ə.h.e tʃ																	
412-2		s dʒː a m																	
496-2		ə.h.e m ə.h.e ə m m ə d																	
64-2		dʒː w w																	
251-2		ə.h.e ə.h.e ə.h.e																	
294-2		m d ə.h.e																	
597-2		m n g ə d ə ə.h.e ə																	
7-2		tʃ w ə.h.e a																	
158-2		sː ə m ə.h.e sː																	
296-2		ə.h.e d ə.h.e m d																	
375-2		s ə																	
541-2		kʼ ə kʼ ɨ n																	
113-2		b u g																	
252-2		ə.h.e ə fː ə m ə																	
330-2		sː ɨ e d																	
449-2		m a ə																	
491-2		kʼ ɨ n kʼ ɨ d																	
545-2		m ə m m																	
596-2		tʃ ə w ə																	
4-2		ə																	
106-2		m e d e																	
254-2		kʼ ɨ m a																	
290-2		tʃ a ə.h.e ə ə.h.e ə																	
602-2		m i n																	
2-2		e u sː ɨ m																	
3-2		ə.h.e ɨ ə.h.e d																	
213-2		kʼ a r kʼ kʼ e																	
486-2		n ə g ə g ə																	
10-2		tʃ tʃ tʃ																	
152-2		tʃ a dʒː o																	
211-2		m ɨ s ɨ t																	
328-2		s ə kʼ ə b ə																	
333-2		m ɨ j i r																	
334-2		g n b ɨ s																	
540-2		ə.h.e tʃ m a																	
109-2		kʼ kʼ n kʼ ɨ																	
61-3			d ə m																
63-3			ʔ a ɨ m																
107-3			g a m e r a																
112-3			d a sː ə r a																
331-3			n ɨ g w sː																
377-3			sː ɨ kʼ u r ə																
381-3			ʔ a t																
417-3			r sː sː																
451-3			sː ə tʃʼ a t																
454-3			ʔ a tʃʼ ɨ r																
484-3			sː ɨ ɨ sː t																
535-3			ʔ a sː ɨ r																
543-3			sː o sː t																
593-3			ʔ a m u sː																
640-3			m w a n																
1-3			d ə sː ə r ə m																
65-3			tʃʼ w																
163-3			tʃʼ ə tʃʼ ə																
212-3			ʔ e n																
244-3			ʔ a r sː ə t																
248-3			m tʃʼ r																
293-3			sː ə r ə sː																
373-3			kʼ ɨ m a r																
408-3			sː o r a																
414-3			d ɨ sː a kʼ u u a																
601-3			ʔ ə r ə sː																
642-3			n sː a sː																
60-3			n ə u ə sː ə m																
115-3			ʔ ə r a m																
209-3			sː ɨ sː tʃʼ t																
242-3			ʔ a sː ɨ tʃʼ t																
415-3			tʃʼ ɨ r a tʃʼ																
450-3			sː ə r																
490-3			t ə p w ə m																
638-3			sː ɨ n e																
645-3			kʼ a r																
75-3			ʔ a m u ɨ r																
160-3			kʼ ə r ə kʼ																
208-3			ʔ ɨ n kʼ w ɨ r a																
214-3			ʔ a sː																
218-3			ʔ ɨ n u ɨ r																
378-3			ʔ a n g ə t																
379-3			tʃʼ ə ə																
409-3			g e t ə r ə																
497-3			t ə n																
598-3			sː w e t																
646-3			ʔ a x ə																
164-3			b ə k ə m																
210-3			tʃʼ ə x w ə r ə																
215-3			ʔ a t e tʃʼ ə t																
256-3			t u tʃʼ a																
285-3			m ɨ d a d																
332-3			ʔ ə g ɨ r																
380-3			ʔ ə x w a																
412-3			sː a sː ə n																
496-3			w tʃʼ r tʃʼ ə n tʃʼ ə t																
64-3			d a z o																
67-3			w ɨ r																
169-3			n ə u ə u ə kʼ																
251-3			tʃʼ ɨ kʼ																
461-3			kʼ t																
547-3			w ɨ u a t																
597-3			ʔ e m ə n a																
655-3			m ɨ u t																
7-3			ʔ a tʃʼ g a																
158-3			kʼ ə m tʃʼ tʃʼ																
168-3			ʔ ɨ m a r																
296-3			tʃʼ ə x u t																
372-3			sː ə n sː ə r																
374-3			b ə kʼ kʼ t o																
375-3			t ə m																
385-3			w ɨ ə t																
411-3			t ɨ r a t																
500-3			ʔ ɨ m ɨ r																
6-3			m ə r k a m a																
17-3			ʔ ə h ɨ r																
123-3			tʃʼ e m ə																
252-3			n ə tʃʼ ə tʃʼ ə m																
421-3			b ɨ u ə																
448-3			kʼ ə sː a n sː ə n sː ə t																
449-3			ʔ a tʃʼ ə																
545-3			x ɨ n t																
596-3			n ə g ə																
653-3			b ə t ɨ h																
4-3			g u n t ə																
254-3			ʒ ɨ m a t																
290-3			ʔ a ə ə tʃʼ ə m																
339-3			b ə kʼ ə r																
460-3			x s ɨ																
489-3			b w ə r u u m a																
552-3			z ɨ																
652-3			ʔ t ə t ə																
119-3			ʔ a n g a t a																
298-3			x u t																
340-3			g t n tʃ ə																
458-3			d ə n g ə u ə																
459-3			ʔ a s o																
607-3			ʔ ə t w a																
609-3			ʔ ɨ x a																
647-3			ə ə ə sː ə ə																
10-3			ə ɨ kʼ tʃʼ r																
15-3			ʔ ɨ u ɨ m																
18-3			n ɨ kʼ u ə																
73-3			tʃ ə t w ə r ə																
76-3			m w t dʒ a																
110-3			t a t																
121-3			t ɨ k ə																
167-3			g ɨ u ə																
255-3			kʼ w ə n s ə																
297-3			g u n ə r																
299-3			g u n ə r																
338-3			n ə m ɨ r																
342-3			m e n a																
344-3			kʼ ə u ə m																
410-3			kʼ a r ɨ																
540-3			n e sː a																
550-3			u ə n u ɨ r																
61-4				d ə m															
63-4				ʔ a ɨ m ə															
107-4				g a m w r a															
112-4				d a t ə r a															
331-4				n w g w w ə															
377-4				w w kʼ ə s r ə															
381-4				ʔ a ə t															
417-4				r w															
451-4				w a s a t															
454-4				ʔ e ʔ w r ə ə															
484-4				w ɨ ɨ w t ə															
535-4				ʔ a w ɨ r															
543-4				w w w t															
593-4				ʔ a m ə w w															
640-4				m d a n															
1-4				d ə ə r ə ə															
65-4				w ə ə ə															
163-4				w a w ə															
408-4				w ə.d r a															
414-4				d a w a kʼ w w a															
601-4				s ə r w															
642-4				n w a w															
60-4				n a x ə w ə															
115-4				s ə r a m															
450-4				ə r															
490-4				t ə ə w ə															
638-4				w ɨ n ə ə															
645-4				kʼ a r															
75-4				ʔ a m w s r															
160-4				d ə r ə kʼ															
378-4				ʔ a n g ə d															
379-4				ə ʔ ə															
409-4				g ə ə t ə r ə															
497-4				t ə a n															
598-4				d ʔ w d															
646-4				ʔ a w ə															
164-4				w ə w ə ə															
332-4				ʔ ə g s r															
380-4				ʔ a ə.d a d e															
412-4				w a x ɨ n ə															
64-4				d a a a ə															
67-4				x ɨ r															
169-4				n ə ə ə a															
461-4				a ə															
547-4				t a a t															
597-4				ʔ w m a ə ə															
655-4				m ɨ t															
158-4				kʼ ɨ h t t															
168-4				ʔ ɨ m a r															
372-4				x a n x a r															
374-4				w ə kʼ w ə.d															
375-4				b ə b															
385-4				w ɨ ə t															
411-4				d a d a d															
500-4				ʔ ɨ m ɨ r															
541-4				a ɨ n															
6-4				m ə r w a m a															
17-4				ʔ ə w ɨ r															
330-4				a d															
421-4				w ɨ ə															
449-4				ʔ a ə															
545-4				w ɨ n w															
596-4				n ə g ə															
653-4				w ə t ɨ t															
4-4				g w a ʔ a															
8-4				a a t															
106-4				m ə ʔ a															
339-4				w ə kʼ ə r															
489-4				x ə r w ɨ m a															
652-4				ʔ ə d ə d d.ə d w															
119-4				ʔ a n g a a															
340-4				g x ə n ə															
458-4				d ə n g ə ə															
486-4				n ə ə ə kʼ ə m															
607-4				ʔ ə w w e															
609-4				ʔ ɨ w a															
15-4				ʔ ɨ w d															
18-4				n w f x w ə															
73-4				ə w ə r ə															
76-4				m w ə x a															
110-4				d a a a t a															
121-4				t ɨ w ə															
167-4				g ɨ w ə															
334-4				a															
342-4				m w n a															
344-4				kʼ ə w ə m															
410-4				kʼ e r ə.d															
550-4				ə n ɨ r															
612-4				ʔ a d															
61-5					d ə m														
63-5					ʔ a ə ɨ m														
107-5					g a m e r a														
112-5					d a z ə r a														
331-5					nː ɨ g w r s														
377-5					r ɨ kʼ z r ə														
381-5					ʔ a tː														
417-5					r bː bː														
451-5					s ə z i t														
454-5					ʔ a bː ɨ r														
484-5					s ɨ u ɨ s t														
535-5					ʔ a bː ɨ r														
543-5					s k s t														
593-5					ʔ a m bː s														
640-5					m a nː														
1-5					d ə bː ə r ə														
65-5					ə bː r														
163-5					s ə bː ə														
212-5					ʔ e r														
244-5					ʔ a r ə ə t														
248-5					m bː r a														
293-5					bː ə r ə bː														
373-5					kʼ r m i r														
408-5					r o r a														
414-5					d ɨ w a kʼ bː bː a														
601-5					ʔ ə r r														
642-5					nː bː a s														
60-5					nː ə bː ə s ə														
115-5					ʔ ə r a m														
209-5					s ɨ z z t														
242-5					ʔ a z ɨ s t														
415-5					bː r r a z														
450-5					tʃʼ ə r														
490-5					t ə bː w ə														
638-5					s ɨ nː e														
645-5					kʼ a z														
75-5					ʔ a m b ɨ r														
160-5					b ə r ə kʼ														
208-5					ʔ ɨ nː kʼ w ɨ r														
214-5					ʔ a u														
218-5					ʔ r nː bː ɨ r														
378-5					ʔ a nː g ə t														
379-5					ə ə ʔ ə														
409-5					g e t ə r ə														
497-5					t ə nː														
598-5					bː w e tː														
164-5					b ə k ə														
210-5					z ə bː w ə r														
215-5					ʔ a t e u ə t														
256-5					t bː bː a														
285-5					m ɨ d a d														
332-5					ʔ ə g ɨ r														
380-5					ʔ a bː w a														
496-5					w bː r s ə nː r ə t														
64-5					d a z o														
67-5					w ɨ r														
169-5					n ə bː ə bː ə m														
251-5					bː e kʼ														
294-5					m w ə kʼ														
461-5					a e														
547-5					w ɨ bː a t														
597-5					ʔ e ə m ə n ə														
655-5					m ɨ bː t														
7-5					ʔ a bː g a														
168-5					ʔ ɨ m a r														
296-5					tʃʼ ə bː bː t a														
372-5					k ə nː bː ə r														
374-5					z ə kʼ z z														
375-5					b ə b														
385-5					w ɨ ə ə t														
411-5					t ə r ə s														
500-5					ʔ ɨ ə ɨ r														
6-5					m ə z k a m a														
