COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-1	t t e									
56-1	o m e									
96-1	a t a tʃ									
99-1	a r i t a n									
114-1	t o k o tʃ i									
115-1	o u o tʃ									
133-1	t i p a a a tʃ									
144-1	a w a w a tʃ i									
150-1	k a w									
234-1	k o m									
236-1	p i k o n									
241-1	a w i n									
249-1	i tʃ e									
1-1	w a t a									
2-1	w o m m									
65-1	i w									
74-1	p a n a									
106-1	t o n i tʃ i									
128-1	p o k tʃ i									
147-1	t i m u tʃ i									
231-1	p a n a w o									
232-1	p i p i o ʔ									
239-1	n a m a k a n									
266-1	i t i m									
51-1	o w i ʔ									
97-1	m a p a m									
109-1	u p i j i tʃ i									
121-1	k a p i j a k tʃ i									
149-1	t o k									
160-1	k i r i k									
163-1	o p e n									
167-1	p a ʔ									
207-1	m i									
259-1	t o w a									
66-1	k a r a k a w									
134-1	n i p a t									
139-1	m o n o tʃ i									
142-1	p p t a m a									
145-1	k a t a t i tʃ i									
148-1	t a a a w n									
162-1	i n i n									
166-1	i m i									
179-1	t a									
201-1	p i									
21-1	k a w k									
24-1	t o k o a n									
52-2		t t e								
56-2		e m e								
96-2		a t a								
99-2		a r i j o								
114-2		t o k e s i								
115-2		o r e e								
133-2		t i p r k s s								
144-2		a r a i a s i								
150-2		k a w								
234-2		k o m								
236-2		p r k e k								
241-2		a w i n								
249-2		i s e								
74-2		p a k a								
93-2		t o p a k e s i								
95-2		w i k i s								
106-2		t o n e s								
119-2		e j t t e s								
128-2		p o k e s								
147-2		t i m o s								
231-2		p a k a w o								
232-2		p i p								
239-2		k a m a k a n								
266-2		i t i m								
51-2		i w i								
55-2		o n a m								
97-2		m a h o m								
121-2		k a p i ã a i s s								
163-2		o p e n								
167-2		p a								
259-2		t o w a								
66-2		k a r a k a w								
112-2		t r a a j e e n								
116-2		t o p a k a s i								
125-2		k a t i m a s i								
135-2		t i m i								
139-2		m u k o e e								
142-2		p p t a a s								
148-2		t r a a k n								
162-2		i j i k								
166-2		i m i								
179-2		t a								
52-3			t tʃ i							
56-3			u m i							
96-3			a t a t							
99-3			a i i j a							
114-3			t u k i a i							
