COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ a ⁵⁵								
495-1	n au ³⁵								
838-1	l w ⁵⁵								
438-1	ȵ ɔ a ʔ								
334-1	l ɔ ʔ ⁵⁵								
360-1	l ə ³¹								
394-1	ȵ i ³¹								
221-1	a p p ⁵⁵								
202-1	k au ³¹								
935-1	³¹ ³¹								
93-1	l ə ŋ								
7-1	p a n ³¹								
664-1	o w a ⁵⁵								
246-1	x ɔ ʔ ⁵⁵								
547-1	ʂ ə ʔ ⁵⁵								
555-1	a n a								
464-1	ȵ au ³¹								
119-1	tɕ ə ŋ ⁵⁵								
835-1	n ɔ p ⁵⁵								
79-1	t o ³¹								
693-1	ŋ u ⁵⁵								
477-1	n a p								
891-1	t ə ŋ ³⁵								
528-1	k o ⁵⁵								
797-1	x ʐ o ʔ ⁵⁵								
493-1	n ə ʔ ³¹								
217-1	a a p ⁵⁵								
896-1	tsʰ u t ⁵⁵								
452-1	ȵ a u ʔ ⁵⁵								
580-1	s u ʔ ⁵⁵								
833-1	n ɔ ⁵⁵								
390-1	m w ŋ ³¹								
696-1	ŋ a ⁵⁵								
86-1	t ə ŋ ⁵⁵								
384-1	m a n ³⁵								
61-1	t a m ³¹								
536-1	s ɔ ʔ ⁵⁵								
731-1	ʂ ə ³¹								
779-1	a ⁵⁵								
589-1	ʂ ə a ⁵⁵								
658-1	o a m ⁵⁵								
456-1	ȵ a w a ŋ								
183-1	k ʐ ə								
785-1	x ɔ ³¹								
714-1	m ⁵⁵								
331-1	l w ³¹								
930-1	m̥ p p ⁵⁵								
161-1	k ə a ⁵⁵								
814-1	x o ³¹								
179-1	k ʐ w ʔ ⁵⁵								
194-1	ʂ ɔ ʔ ⁵⁵								
727-1	ʂ a a								
260-1	x ʐ a p ⁵⁵								
144-1	k a m								
53-1	p a m ⁵⁵								
59-1	t ɔ ʔ ⁵⁵								
506-1	tɕ a ʔ ⁵⁵								
29-1	p a ʔ								
316-1	t ɔ ʔ ⁵⁵								
389-1	m ʐ w a ⁵⁵								
118-1	m ɔ ³⁵								
312-1	x o ³¹								
490-1	n i ³⁵ ³⁵								
436-1	ȵ ʐ ³¹ ³¹								
927-1	ŋ a m ⁵⁵								
383-1	m ɔ ʔ ⁵⁵								
211-1	a a m								
873-1	s ə ŋ ⁵⁵								
877-1	s ə ⁵⁵								
344-1	l a m ⁵⁵								
