ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	Achang	m ṵ ⁵	m ṵ ⁵	5
2	Bela	m ə ⁵²	m ə ⁵²	5
3	Lashi	m ɔ ⁵³	m ɔ ⁵³	5
4	Zaiwa	m ɔ ⁴	m ɔ ⁴	5
5	Lashi	ŋ ãɪ ³	- ŋ ãɪ - ³	8
6	Maru	ŋ ɪ n ⁴²	- ŋ ɪ n ⁴²	8
7	WrittenBurmese	h n a ŋ	h n a ŋ -	8
8	Zaiwa	ŋ a̰ n ⁵³	- ŋ a̰ n ⁵³	8
9	Achang	dʒ w e ⁴⁵	dʒ w e ⁴⁵	9
10	Maru	tʃʰ e ⁴³	tʃʰ - e ⁴³	9
11	Lashi	w ɔ ⁵¹	- w ɔ - ⁵¹	10
12	Phon	w a ʔ ⁵⁵	- w a ʔ ⁵⁵	10
13	WrittenBurmese	r w a	r w a - -	10
14	Achang	k a n ²	k a n ²	13
15	Maru	g e n ⁴	g e n ⁴	13
16	Zaiwa	g a n ²	g a n ²	13
17	Lashi	l æ̰ p ⁵³	- l - æ̰ p ⁵³	14
18	WrittenBurmese	h l j a p	h l j a p -	14
19	Zaiwa	l a̰ p ⁴	- l - a̰ p ⁴	14
20	Lashi	g w ɛ m ³	g - w ɛ m ³	15
21	WrittenBurmese	k r w iː	k r w iː - -	15
22	Zaiwa	g u m ⁵³	g - - u m ⁵³	15
23	Achang	j æ t ²¹	j æ t ²¹	16
24	Lashi	j ø p ³	j ø p ³	16
25	WrittenBurmese	r i p	r i p -	16
26	Zaiwa	v ʊ p ³	v ʊ p ³	16
27	Lashi	p a ŋ ⁵³	p a ŋ ⁵³	17
28	Maru	b a ʔ ²¹	b a ʔ ²¹	17
29	Bela	k a ŋ ³	k - a ŋ ³	21
30	Lashi	g j o t ⁵²	g j o t ⁵²	21
31	Maru	g a ³¹	g - a - ³¹	21
32	Zaiwa	g j ɔ ⁴	g j ɔ - ⁴	21
33	Bela	j ə ²³	j ə - ²³	23
34	Lashi	j ɪ n ⁵³	j ɪ n ⁵³	23
35	Maru	j ɛ ʔ ²³	j ɛ ʔ ²³	23
36	WrittenBurmese	j a	j a - -	23
37	Bela	ʔ a ŋ ³	ʔ a ŋ ³	24
38	Lashi	ʔ ai ²⁵	ʔ ai - ²⁵	24
39	Maru	ʔ a ³²	ʔ a - ³²	24
40	Zaiwa	ʔ ə ³	ʔ ə - ³	24
41	Achang	j ɔ ³¹	j ɔ ³¹	25
42	Lashi	j ɔ ⁴²	j ɔ ⁴²	25
43	Bela	m a ²³	m a ²³	26
44	Maru	m ɔ ³⁵	m ɔ ³⁵	26
45	Zaiwa	m a ³	m a ³	26
46	Achang	d z a n ⁴²	d z a n ⁴²	27
47	Lashi	ts ai n ⁴	- ts ai n ⁴	27
48	Maru	d z ɪ n ³¹	d z ɪ n ³¹	27
49	Zaiwa	d z a n ⁵¹	d z a n ⁵¹	27
50	Achang	d z o̰ ŋ ³²	d z o̰ ŋ ³²	31
51	Bela	ts a ŋ ³	- ts a ŋ ³	31
52	Lashi	ts o̰ ŋ ³²	- ts o̰ ŋ ³²	31
53	Achang	t ḭ ³²	t ḭ ³²	32
54	Bela	p i ³	p i ³	32
55	Lashi	b i ³²	b i ³²	32
56	Achang	dʒ ei ⁴²	dʒ ei ⁴²	33
57	Phon	tsʰ i ⁵⁵	tsʰ i ⁵⁵	33
58	WrittenBurmese	r e	r e -	33
59	Bela	ɣ i ³	ɣ i - ³	34
60	Lashi	g e ⁵¹	g e - ⁵¹	34
61	Maru	ɣ i t ⁴	ɣ i t ⁴	34
62	Zaiwa	ʔ ʊ̰ t ⁵	ʔ ʊ̰ t ⁵	34
63	Lashi	b a ŋ ²³	b a ŋ ²³	36
64	Maru	b a ŋ ³	b a ŋ ³	36
65	WrittenBurmese	p a ŋ	p a ŋ -	36
66	Zaiwa	b a ŋ ³	b a ŋ ³	36
67	Lashi	l ai ³²	l ai ³²	37
68	Maru	l ai ³²	l ai ³²	37
69	WrittenBurmese	l ai	l ai -	37
70	Zaiwa	l ai ³¹	l ai ³¹	37
71	Achang	tʰ ɔ m ⁵	- tʰ - ɔ m ⁵	40
72	Lashi	tʰ ø m ⁵	- tʰ - ø m ⁵	40
73	Maru	tʰ a m ³²	- tʰ - a m ³²	40
74	WrittenBurmese	h r w a mˀ	h r w a mˀ -	40
75	Achang	b ɔ p ⁴³	b ɔ p ⁴³	41
76	Lashi	b ø p ²¹	b ø p ²¹	41
77	Maru	b a p ³²	b a p ³²	41
78	Zaiwa	b ɔ ³	b ɔ - ³	41
79	Achang	l a̰u ⁵¹	l a̰u ⁵¹	43
80	Lashi	l au ⁵¹	l au ⁵¹	43
81	Zaiwa	l au ⁵³	l au ⁵³	43
82	Achang	s i ⁵	s i ⁵	45
83	WrittenBurmese	s a	s a -	45
84	Zaiwa	s u ³⁵	s u ³⁵	45
85	Lashi	m j ḛ ⁴³	m j ḛ ⁴³	47
86	Maru	m a ³²	m - a ³²	47
87	Phon	m u	m - u -	47
88	Zaiwa	m w i ⁵²	m w i ⁵²	47
89	Achang	ʃ ə ⁴³	ʃ ə - ⁴³	48
90	Lashi	ʃ o ⁵³	ʃ o - ⁵³	48
91	WrittenBurmese	tʰ u mˀ	tʰ u mˀ -	48
92	Zaiwa	tʃʰ ɔ ³²	tʃʰ ɔ - ³²	48
93	Achang	h w i ⁵	h w i - ⁵	49
94	Lashi	h ḛ i ⁴²	h - ḛ i ⁴²	49
95	Zaiwa	h w i ³	h w i - ³	49
96	Lashi	dʒ ɔ ʔ ³	dʒ ɔ ʔ ³	53
97	Maru	dʒ o ʔ ³²	dʒ o ʔ ³²	53
