ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	Achang	m ṵ ⁵	m ṵ ⁵	5
2	Bela	m ə ⁵²	m ə ⁵²	5
3	Lashi	m ɔ ⁵³	m ɔ ⁵³	5
4	Zaiwa	m ɔ ⁴	m ɔ ⁴	5
5	Lashi	ŋ ãɪ ³	- ŋ ãɪ - ³	8
6	Maru	ŋ ɪ n ⁴²	- ŋ ɪ n ⁴²	8
7	WrittenBurmese	h n a ŋ	h n a ŋ -	8
8	Zaiwa	ŋ a̰ n ⁵³	- ŋ a̰ n ⁵³	8
9	Achang	dʒ w e ⁴⁵	dʒ w e ⁴⁵	9
10	Maru	tʃʰ e ⁴³	tʃʰ - e ⁴³	9
11	Lashi	w ɔ ⁵¹	- w ɔ - ⁵¹	10
12	Phon	w a ʔ ⁵⁵	- w a ʔ ⁵⁵	10
13	WrittenBurmese	r w a	r w a - -	10
14	Achang	k a n ²	k a n ²	13
15	Maru	g e n ⁴	g e n ⁴	13
16	Zaiwa	g a n ²	g a n ²	13
17	Lashi	l æ̰ p ⁵³	- l - æ̰ p ⁵³	14
18	WrittenBurmese	h l j a p	h l j a p -	14
19	Zaiwa	l a̰ p ⁴	- l - a̰ p ⁴	14
20	Lashi	g w ɛ m ³	g - w ɛ m ³	15
21	WrittenBurmese	k r w iː	k r w iː - -	15
22	Zaiwa	g u m ⁵³	g - - u m ⁵³	15
23	Achang	j æ t ²¹	j æ t ²¹	16
24	Lashi	j ø p ³	j ø p ³	16
25	WrittenBurmese	r i p	r i p -	16
26	Zaiwa	v ʊ p ³	v ʊ p ³	16
27	Lashi	p a ŋ ⁵³	p a ŋ ⁵³	17
28	Maru	b a ʔ ²¹	b a ʔ ²¹	17
29	Bela	k a ŋ ³	k - a ŋ ³	21
30	Lashi	g j o t ⁵²	g j o t ⁵²	21
31	Maru	g a ³¹	g - a - ³¹	21
32	Zaiwa	g j ɔ ⁴	g j ɔ - ⁴	21
33	Bela	j ə ²³	j ə - ²³	23
34	Lashi	j ɪ n ⁵³	j ɪ n ⁵³	23
35	Maru	j ɛ ʔ ²³	j ɛ ʔ ²³	23
36	WrittenBurmese	j a	j a - -	23
37	Bela	ʔ a ŋ ³	ʔ a ŋ ³	24
38	Lashi	ʔ ai ²⁵	ʔ ai - ²⁵	24
39	Maru	ʔ a ³²	ʔ a - ³²	24
40	Zaiwa	ʔ ə ³	ʔ ə - ³	24
41	Achang	j ɔ ³¹	j ɔ ³¹	25
42	Lashi	j ɔ ⁴²	j ɔ ⁴²	25
43	Bela	m a ²³	m a ²³	26
44	Maru	m ɔ ³⁵	m ɔ ³⁵	26
45	Zaiwa	m a ³	m a ³	26
46	Achang	d z a n ⁴²	d z a n ⁴²	27
47	Lashi	ts ai n ⁴	- ts ai n ⁴	27
48	Maru	d z ɪ n ³¹	d z ɪ n ³¹	27
49	Zaiwa	d z a n ⁵¹	d z a n ⁵¹	27
50	Achang	tʰ u ʔ ⁵⁴	tʰ u ʔ ⁵⁴	29
51	Bela	tʰ au ⁵²	tʰ au - ⁵²	29
52	Lashi	tʰ u ʔ ⁵²	tʰ u ʔ ⁵²	29
53	Maru	tʰ u k ⁵	tʰ u k ⁵	29
54	Zaiwa	tʰ ɔ ʔ ⁵	tʰ ɔ ʔ ⁵	29
55	Achang	w a ŋ ³¹	w a ŋ ³¹	30
56	Bela	w ã ŋ ³	w ã ŋ ³	30
57	Lashi	w a ŋ ³¹	w a ŋ ³¹	30
58	Maru	w a ³²	w a - ³²	30
59	Zaiwa	w a ŋ ³¹	w a ŋ ³¹	30
60	Achang	d z o̰ ŋ ³²	d z o̰ ŋ ³²	31
61	Bela	ts a ŋ ³	- ts a ŋ ³	31
62	Lashi	ts o̰ ŋ ³²	- ts o̰ ŋ ³²	31
63	Achang	t ḭ ³²	t ḭ ³²	32
64	Bela	p i ³	p i ³	32
65	Lashi	b i ³²	b i ³²	32
66	Achang	dʒ ei ⁴²	dʒ ei ⁴²	33
67	Phon	tsʰ i ⁵⁵	tsʰ i ⁵⁵	33
68	WrittenBurmese	r e	r e -	33
69	Bela	ɣ i ³	ɣ i - ³	34
70	Lashi	g e ⁵¹	g e - ⁵¹	34
71	Maru	ɣ i t ⁴	ɣ i t ⁴	34
72	Zaiwa	ʔ ʊ̰ t ⁵	ʔ ʊ̰ t ⁵	34
73	Achang	l a ŋ ³²	- l a ŋ ³²	35
74	Bela	l a ŋ ⁵²	- l a ŋ ⁵²	35
75	Lashi	l a̰ ŋ ³¹	- l a̰ ŋ ³¹	35
76	WrittenBurmese	kʰ j ŋ	kʰ j - ŋ -	35
77	Zaiwa	l a ŋ ³¹	- l a ŋ ³¹	35
78	Lashi	b a ŋ ²³	b a ŋ ²³	36
79	Maru	b a ŋ ³	b a ŋ ³	36
80	WrittenBurmese	p a ŋ	p a ŋ -	36
81	Zaiwa	b a ŋ ³	b a ŋ ³	36
82	Lashi	l ai ³²	l ai ³²	37
83	Maru	l ai ³²	l ai ³²	37
84	WrittenBurmese	l ai	l ai -	37
85	Zaiwa	l ai ³¹	l ai ³¹	37
86	Achang	d z ɔ ⁴⁵	d z ɔ - ⁴⁵	38
87	Bela	ts ai ²³	- ts ai - ²³	38
88	Lashi	dʒ o ŋ ⁵¹	dʒ - o ŋ ⁵¹	38
89	WrittenBurmese	tsʰ i	- tsʰ i - -	38
90	Zaiwa	d z ɛ ³¹	d z ɛ - ³¹	38
91	Achang	tʰ ɔ m ⁵	- tʰ - ɔ m ⁵	40
92	Lashi	tʰ ø m ⁵	- tʰ - ø m ⁵	40
93	Maru	tʰ a m ³²	- tʰ - a m ³²	40
94	WrittenBurmese	h r w a mˀ	h r w a mˀ -	40
