ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	Achang	dʒ w e ⁴⁵	dʒ w e ⁴⁵	9
2	Maru	tʃʰ e ⁴³	tʃʰ - e ⁴³	9
3	Lashi	w ɔ ⁵¹	- w ɔ - ⁵¹	10
4	Phon	w a ʔ ⁵⁵	- w a ʔ ⁵⁵	10
5	WrittenBurmese	r w a	r w a - -	10
6	Achang	k a n ²	k a n ²	13
7	Maru	g e n ⁴	g e n ⁴	13
8	Zaiwa	g a n ²	g a n ²	13
9	Lashi	l æ̰ p ⁵³	- l - æ̰ p ⁵³	14
10	WrittenBurmese	h l j a p	h l j a p -	14
11	Zaiwa	l a̰ p ⁴	- l - a̰ p ⁴	14
12	Lashi	g w ɛ m ³	g - w ɛ m ³	15
13	WrittenBurmese	k r w iː	k r w iː - -	15
14	Zaiwa	g u m ⁵³	g - - u m ⁵³	15
15	Lashi	p a ŋ ⁵³	p a ŋ ⁵³	17
16	Maru	b a ʔ ²¹	b a ʔ ²¹	17
17	Achang	j ɔ ³¹	j ɔ ³¹	25
18	Lashi	j ɔ ⁴²	j ɔ ⁴²	25
19	Bela	m a ²³	m a ²³	26
20	Maru	m ɔ ³⁵	m ɔ ³⁵	26
21	Zaiwa	m a ³	m a ³	26
22	Achang	d z o̰ ŋ ³²	d z o̰ ŋ ³²	31
23	Bela	ts a ŋ ³	- ts a ŋ ³	31
24	Lashi	ts o̰ ŋ ³²	- ts o̰ ŋ ³²	31
25	Achang	t ḭ ³²	t ḭ ³²	32
26	Bela	p i ³	p i ³	32
27	Lashi	b i ³²	b i ³²	32
28	Achang	dʒ ei ⁴²	dʒ ei ⁴²	33
29	Phon	tsʰ i ⁵⁵	tsʰ i ⁵⁵	33
30	WrittenBurmese	r e	r e -	33
31	Achang	l a̰u ⁵¹	l a̰u ⁵¹	43
32	Lashi	l au ⁵¹	l au ⁵¹	43
33	Zaiwa	l au ⁵³	l au ⁵³	43
34	Achang	s i ⁵	s i ⁵	45
35	WrittenBurmese	s a	s a -	45
36	Zaiwa	s u ³⁵	s u ³⁵	45
37	Achang	ʃ ə ⁴³	ʃ ə - ⁴³	48
38	Lashi	ʃ o ⁵³	ʃ o - ⁵³	48
39	WrittenBurmese	tʰ u mˀ	tʰ u mˀ -	48
40	Zaiwa	tʃʰ ɔ ³²	tʃʰ ɔ - ³²	48
41	Achang	h w i ⁵	h w i - ⁵	49
42	Lashi	h ḛ i ⁴²	h - ḛ i ⁴²	49
43	Zaiwa	h w i ³	h w i - ³	49
44	Lashi	dʒ ɔ ʔ ³	dʒ ɔ ʔ ³	53
45	Maru	dʒ o ʔ ³²	dʒ o ʔ ³²	53
46	Phon	s e ⁵⁵	s e - ⁵⁵	54
47	WrittenBurmese	s a m	s a m -	54
48	Zaiwa	ʃ a m ⁵⁴	ʃ a m ⁵⁴	54
49	Achang	l u k ³²	l u k ³²	56
50	Lashi	l o ʔ ³⁴	l o ʔ ³⁴	56
51	Maru	l au k ³²	l au k ³²	56
52	Zaiwa	l ʊ p ³	l ʊ p ³	56
53	Achang	kʰ j u ŋ ³²	kʰ j u ŋ ³²	57
54	Zaiwa	kʰ j u ŋ ⁵³	kʰ j u ŋ ⁵³	57
55	Lashi	ʔ o ʔ ⁵³	ʔ o ʔ ⁵³	58
56	Maru	ʔ a̰u k ⁵	ʔ a̰u k ⁵	58
57	Lashi	g j ɛ m ⁵³	g j ɛ m ⁵³	59
58	Maru	dʒ a m ⁴	- dʒ a m ⁴	59
59	Achang	kʰ j a m ⁴¹	kʰ j a m ⁴¹	60
60	Lashi	kʰ au ³²	kʰ - au - ³²	60
61	Maru	tʰ a ⁴	tʰ a ⁴	61
62	WrittenBurmese	t aːu	t aːu -	61
63	Bela	kʰ i ³	kʰ i - ³	63
64	Lashi	g a m ³¹	g a m ³¹	63
65	Maru	g e ⁴¹	g e - ⁴¹	63
66	Zaiwa	g a m ⁵³	g a m ⁵³	63
67	Achang	n j ɛ t ³²	n j ɛ t ³²	67
68	Phon	m j ai ʔ ³¹	m j ai ʔ ³¹	67
69	WrittenBurmese	m r a ts	m r a ts -	67
70	Zaiwa	m ɪ t ⁴³	m - ɪ t ⁴³	67
71	Bela	k i ⁵²	k i ⁵²	68
72	Lashi	g i ²	g i ²	68
73	Maru	g i ²	g i ²	68
74	Achang	dʒ ei ⁵⁴	dʒ ei - ⁵⁴	73
75	Maru	dʒ i t ⁴⁵	dʒ i t ⁴⁵	73
76	WrittenBurmese	ts eˀ	ts eˀ - -	73
77	Zaiwa	dʒ i ⁴	dʒ i - ⁴	73
78	Lashi	ʃ i ⁵	ʃ i ⁵	74
79	Phon	s i ³¹	s i ³¹	74
80	Zaiwa	ʃ ɪ ³	ʃ ɪ ³	74
81	Lashi	l a ³²	l a - ³²	80
82	Maru	l ə ²	l ə - ²	80
83	WrittenBurmese	l a k	l a k -	80
84	Zaiwa	l ə ²	l ə - ²	80
85	Lashi	b æ m ³¹	b æ m ³¹	81
86	Maru	p ḛ ⁴²	p ḛ - ⁴²	81
87	WrittenBurmese	p a m	p a m -	81
88	Zaiwa	b a n ⁵³	b a n ⁵³	81
89	Achang	tʃʰ a ³	tʃʰ a ³	84
90	Lashi	tʃʰ a ⁵⁴	tʃʰ a ⁵⁴	84
91	WrittenBurmese	h b i n	h b i n -	85
92	Zaiwa	pʰ ɛ n ³	- pʰ ɛ n ³	85
93	Achang	n j ṵ k ³⁵	n j ṵ k ³⁵	88
94	Lashi	m j o k ⁵⁴	m j o k ⁵⁴	88
95	Maru	m j æu ʔ ³²	m j æu ʔ ³²	88
96	Zaiwa	m j u ʔ ⁵³	m j u ʔ ⁵³	88
97	Achang	b ɛ ⁵	b ɛ ⁵	95
98	WrittenBurmese	p a	p a -	95
